taxonID,Identifier,bibliographicCitation,url
wfo-0001217555,380915,"Welsh, Stanley L. 1981. New taxa of western plants--in tribute. Brittonia. 33: 294-303.",https://doi.org/10.2307/2806418
wfo-0000745872,239374,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2010. New species of Ericaceae (Vaccinieae) from the Andes of Bolivia and Peru. Brittonia. 62 (1): 39-56.",https://doi.org/10.1007/s12228-009-9096-6
wfo-0000745871,239374,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2010. New species of Ericaceae (Vaccinieae) from the Andes of Bolivia and Peru. Brittonia. 62 (1): 39-56.",https://doi.org/10.1007/s12228-009-9096-6
wfo-0001040288,239374,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2010. New species of Ericaceae (Vaccinieae) from the Andes of Bolivia and Peru. Brittonia. 62 (1): 39-56.",https://doi.org/10.1007/s12228-009-9096-6
wfo-0001048003,334866,"Luteyn, James L. 1992. New and interesting Ericaceae (Vaccinieae) from Ecuador. Brittonia. 44: 344-349.",https://doi.org/10.2307/2806938
wfo-0001048003,334866,"Luteyn, James L. 1992. New and interesting Ericaceae (Vaccinieae) from Ecuador. Brittonia. 44: 344-349.",https://doi.org/10.2307/2806938
wfo-0001038492,239374,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2010. New species of Ericaceae (Vaccinieae) from the Andes of Bolivia and Peru. Brittonia. 62 (1): 39-56.",https://doi.org/10.1007/s12228-009-9096-6
wfo-0000572625,301565,"Lorence, David H. & Nee, Michael. 1987. Randia retroflexa (Rubiaceae), a new species from southern Mexico. Brittonia. 39: 371-375.",https://doi.org/10.2307/2807136
wfo-0000572625,301565,"Lorence, David H. & Nee, Michael. 1987. Randia retroflexa (Rubiaceae), a new species from southern Mexico. Brittonia. 39: 371-375.",https://doi.org/10.2307/2807136
wfo-0001051815,303743,"Mitchell, J. I. & Daly, Douglas C. 1993. A revision of Thyrsodium (Anacardiaceae). Brittonia. 45: 115-129.",https://doi.org/10.2307/2807494
wfo-0001279126,171219,"Michelangeli, Fabián A. 2006. Two new species of myrmecophytic Tococa (Melastomataceae) with unusually large floral tracts. Brittonia. 58 (2): 151-155.",https://doi.org/10.1663/0007-196x(2006)58[151:tnsomt]2.0.co;2
wfo-0001279126,171219,"Michelangeli, Fabián A. 2006. Two new species of myrmecophytic Tococa (Melastomataceae) with unusually large floral tracts. Brittonia. 58 (2): 151-155.",https://doi.org/10.1663/0007-196x(2006)58[151:tnsomt]2.0.co;2
wfo-0001279125,171219,"Michelangeli, Fabián A. 2006. Two new species of myrmecophytic Tococa (Melastomataceae) with unusually large floral tracts. Brittonia. 58 (2): 151-155.",https://doi.org/10.1663/0007-196x(2006)58[151:tnsomt]2.0.co;2
wfo-0001279125,171219,"Michelangeli, Fabián A. 2006. Two new species of myrmecophytic Tococa (Melastomataceae) with unusually large floral tracts. Brittonia. 58 (2): 151-155.",https://doi.org/10.1663/0007-196x(2006)58[151:tnsomt]2.0.co;2
wfo-0000413939,324625,"Smith, Albert C. 1940. The American species of Hippocrateaceae. Brittonia. 3: 341-555. f. 1-12.",https://doi.org/10.2307/2804624
wfo-0000413927,324625,"Smith, Albert C. 1940. The American species of Hippocrateaceae. Brittonia. 3: 341-555. f. 1-12.",https://doi.org/10.2307/2804624
wfo-0001065527,324625,"Smith, Albert C. 1940. The American species of Hippocrateaceae. Brittonia. 3: 341-555. f. 1-12.",https://doi.org/10.2307/2804624
wfo-0000119415,433586,"Stern, William L. & Zamuco, Isidro T. 1965. Identify of 'Tinong' (Dipterocarpaceae). Brittonia. 17: 35-46.",https://doi.org/10.2307/2805390
wfo-0000079966,433586,"Stern, William L. & Zamuco, Isidro T. 1965. Identify of 'Tinong' (Dipterocarpaceae). Brittonia. 17: 35-46.",https://doi.org/10.2307/2805390
wfo-0000786677,307435,"Goldblatt, Peter. 1976. Revision of the bulbous Iridaceae of North America. Brittonia. 27: 373-385.",https://doi.org/10.2307/2805516
wfo-0000786780,307435,"Goldblatt, Peter. 1976. Revision of the bulbous Iridaceae of North America. Brittonia. 27: 373-385.",https://doi.org/10.2307/2805516
wfo-0000593382,314761,"Gilly, Charles L. 1943. An Afro-South-American Cyperaceous complex. Brittonia. 5: 1-20. f. 1.",https://doi.org/10.2307/2804870
wfo-0001086717,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-0001086718,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-0001086719,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-0001086720,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-0001047953,397137,"Luteyn, James L. & Wilbur, Robert L. 1977. New genera and species of Ericaceae (Vaccinieae) from Costa Rica and Panama. Brittonia. 29: 255-276.",https://doi.org/10.2307/2806199
wfo-0000750302,272789,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2011. Andean Vaccinium (Ericaceae: Vaccinieae): Seven new species from South America. Brittonia. 63 (2): 257-275.",https://doi.org/10.1007/s12228-010-9164-y
wfo-0000750304,272789,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2011. Andean Vaccinium (Ericaceae: Vaccinieae): Seven new species from South America. Brittonia. 63 (2): 257-275.",https://doi.org/10.1007/s12228-010-9164-y
wfo-0000750304,272789,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2011. Andean Vaccinium (Ericaceae: Vaccinieae): Seven new species from South America. Brittonia. 63 (2): 257-275.",https://doi.org/10.1007/s12228-010-9164-y
wfo-0000750284,272789,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2011. Andean Vaccinium (Ericaceae: Vaccinieae): Seven new species from South America. Brittonia. 63 (2): 257-275.",https://doi.org/10.1007/s12228-010-9164-y
wfo-0000750284,272789,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2011. Andean Vaccinium (Ericaceae: Vaccinieae): Seven new species from South America. Brittonia. 63 (2): 257-275.",https://doi.org/10.1007/s12228-010-9164-y
wfo-0001046870,110869,"Vander Kloet, S. P. & Dickinson, T. A. 1999. The taxonomy of Vaccinium section Myrtillus (Ericaceae). Brittonia. 51: 231-254.",https://doi.org/10.2307/2666632
wfo-0001047107,110869,"Vander Kloet, S. P. & Dickinson, T. A. 1999. The taxonomy of Vaccinium section Myrtillus (Ericaceae). Brittonia. 51: 231-254.",https://doi.org/10.2307/2666632
wfo-0000750290,272789,"Pedraza-Peñalosa, Paola & Luteyn, James L. 2011. Andean Vaccinium (Ericaceae: Vaccinieae): Seven new species from South America. Brittonia. 63 (2): 257-275.",https://doi.org/10.1007/s12228-010-9164-y
wfo-0000049920,330149,"Jones, Jr., Samuel B. 1982. A revision of Vernonia series Buddleiifoliae (Compositae: Vernonieae). Brittonia. 34: 102-117.",https://doi.org/10.2307/2806408
wfo-0000064258,332773,"Keeley, Sterling C. 1987. Two new species of Vernonia (Asteraceae: Vernonieae) from Panama. Brittonia. 39: 44-48.",https://doi.org/10.2307/2806971
wfo-0000064258,332773,"Keeley, Sterling C. 1987. Two new species of Vernonia (Asteraceae: Vernonieae) from Panama. Brittonia. 39: 44-48.",https://doi.org/10.2307/2806971
wfo-0000071985,307809,"Jones, Jr., Samuel B. 1972. A systematic study of the Fasiculatae group of Vernonia (Compositae). Brittonia. 24: 28-45.",https://doi.org/10.2307/2805545
wfo-0000072193,307809,"Jones, Jr., Samuel B. 1972. A systematic study of the Fasiculatae group of Vernonia (Compositae). Brittonia. 24: 28-45.",https://doi.org/10.2307/2805545
wfo-0000013420,329619,"Henrickson, James. 1981. A new species of Satureja [S. maderensis] (Lamiaceae) from the Chihuahuan Desert region. Brittonia. 33: 211-213.",https://doi.org/10.2307/2806326
wfo-0000043314,329624,"Jones, Jr., Samuel B. 1981. Revision of Vernonia series Flexuosae (Compositae: Vernonieae). Brittonia. 33: 214-224.",https://doi.org/10.2307/2806328
wfo-0001144824,15737,"Smith, Alexander H. 1957. A contribution toward a monograph of Phaeocollybia. Brittonia. 9: 195-217.",https://doi.org/10.2307/2804723
wfo-0000418546,433523,"Smith, Albert C. & Wodehouse, R. P. 1938. The American species of Myristicaceae. Brittonia. 2: 393-527. f. 1-9.",https://doi.org/10.2307/2804799
wfo-0001290433,329035,"Kirkbride, M. C. G. 1979. Review of the neotropical Isertieae (Rubiaceae). Brittonia. 31: 313-332.",https://doi.org/10.2307/2806124
wfo-0001221052,329035,"Kirkbride, M. C. G. 1979. Review of the neotropical Isertieae (Rubiaceae). Brittonia. 31: 313-332.",https://doi.org/10.2307/2806124
wfo-0000125163,380915,"Welsh, Stanley L. 1981. New taxa of western plants--in tribute. Brittonia. 33: 294-303.",https://doi.org/10.2307/2806418
wfo-0000125163,380915,"Welsh, Stanley L. 1981. New taxa of western plants--in tribute. Brittonia. 33: 294-303.",https://doi.org/10.2307/2806418
wfo-0000099435,328234,"Watson, Thomas J., Jr. 1977. The taxonomy of Xylorhiza (Asteraceae-Astereae). Brittonia. 29: 199-216.",https://doi.org/10.2307/2805854
wfo-0000079461,328234,"Watson, Thomas J., Jr. 1977. The taxonomy of Xylorhiza (Asteraceae-Astereae). Brittonia. 29: 199-216.",https://doi.org/10.2307/2805854
wfo-4000041136,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429985,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0001301554,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429969,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000430022,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000430002,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000430854,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000430006,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429926,276250,"Calonje, Michael A., et al. 2011. A new arborescent species of Zamia from Central Cordillera of Tolima, Colombia (Cycadales, Zamiaceae), with comments on the Z. poeppigiana species complex. Brittonia. 63 (4): 442-451.",https://doi.org/10.1007/s12228-011-9190-4
wfo-0000429933,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429917,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000914750,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000914752,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000737182,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429959,276250,"Calonje, Michael A., et al. 2011. A new arborescent species of Zamia from Central Cordillera of Tolima, Colombia (Cycadales, Zamiaceae), with comments on the Z. poeppigiana species complex. Brittonia. 63 (4): 442-451.",https://doi.org/10.1007/s12228-011-9190-4
wfo-0000429950,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429949,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000916777,239377,"Calonje, M., et al. 2010. A new species of Zamia from Chocó, Colombia (Cycadales, Zamiaeae). Brittonia. 62 (1): 81-85.",https://doi.org/10.1007/s12228-009-9094-8
wfo-0000914754,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429683,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429685,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429698,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429688,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000429673,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000745034,193053,"Fortuna Perez, Ana P., et al. 2008. Zornia subsessilis (Leguminosae: Papilionoideae: Dalbergieae), a new species from Serra do Cabral, Minas Gerais, Brazil. Brittonia. 60 (3): 271-273.",https://doi.org/10.1007/s12228-008-9018-z
wfo-0000745034,193053,"Fortuna Perez, Ana P., et al. 2008. Zornia subsessilis (Leguminosae: Papilionoideae: Dalbergieae), a new species from Serra do Cabral, Minas Gerais, Brazil. Brittonia. 60 (3): 271-273.",https://doi.org/10.1007/s12228-008-9018-z
wfo-0000029683,322822,"Rydberg, Per A. 1934. Taxonomic notes on the flora of the prairies and plains of central North America. Brittonia. 1: 79-104.",https://doi.org/10.2307/2804786
wfo-0000003508,398736,"Pruski, John F. & Urbatsch, Lowell E. 1988. Five new species of Calea (Compositae: Heliantheae) from planaltine Brazil. Brittonia. 40: 341-356.",https://doi.org/10.2307/2807644
wfo-0000003508,398736,"Pruski, John F. & Urbatsch, Lowell E. 1988. Five new species of Calea (Compositae: Heliantheae) from planaltine Brazil. Brittonia. 40: 341-356.",https://doi.org/10.2307/2807644
wfo-0000009070,266545,"Grashoff, Jerold L. 1974. Novelties in Stevia (Compositae: Eupatorieae). Brittonia. 26: 347-384.",https://doi.org/10.2307/2805818
wfo-0000036257,266545,"Grashoff, Jerold L. 1974. Novelties in Stevia (Compositae: Eupatorieae). Brittonia. 26: 347-384.",https://doi.org/10.2307/2805818
wfo-0000045477,306709,"Bierner, Mark W. 1972. Taxonomy of Helenium sect. Tetrodus and a conspectus of North American Helenium (Compositae). Brittonia. 24: 331-355.",https://doi.org/10.2307/2805497
wfo-0000074288,19956,"Panero, José L. & Villlaseñor, J. L. 1996. A new species of Ageratina (Asteraceae: Eupatorieae) from northwestern Oaxaca. Brittonia. 48: 498-500.",https://doi.org/10.2307/2807865
wfo-0000074465,79221,"Panero, José L. & Villaseñor, José L. 1996. New taxa of Asteraceae from southern Mexico. Brittonia. 48: 566-573.",https://doi.org/10.2307/2807877
wfo-0000074465,79221,"Panero, José L. & Villaseñor, José L. 1996. New taxa of Asteraceae from southern Mexico. Brittonia. 48: 566-573.",https://doi.org/10.2307/2807877
wfo-0000078975,266545,"Grashoff, Jerold L. 1974. Novelties in Stevia (Compositae: Eupatorieae). Brittonia. 26: 347-384.",https://doi.org/10.2307/2805818
wfo-0000082848,82387,"Panero, José L. & Villaseñor, José L. 1996. Novelties in Asteraceae from southern Mexico. Brittonia. 48: 79-90.",https://doi.org/10.2307/2807667
wfo-0000117625,396572,"Smith, Albert C. & Koch, M. A. 1935. The genus Espeletia: a study in phylogenetic taxonomy. Brittonia. 1: 479-530. pl. 1, 2 + f. 1-5.",https://doi.org/10.2307/2804673
wfo-0000130055,313010,"Cronquist, Arthur J. 1947. Revision of the North American species of Erigeron, north of Mexico. Brittonia. 6: 121-302.",https://doi.org/10.2307/2804741
wfo-0000143637,204519,"Moran, Robbin C., et al. 2009. Megalastrum (Dryopteridaceae) in the West Indies. Brittonia. 61 (3): 273-292.",https://doi.org/10.1007/s12228-009-9081-0
wfo-0000143637,204519,"Moran, Robbin C., et al. 2009. Megalastrum (Dryopteridaceae) in the West Indies. Brittonia. 61 (3): 273-292.",https://doi.org/10.1007/s12228-009-9081-0
wfo-0000157559,276249,"Buril, Maria T. & Alves, M. 2011. A new species of Jacquemontia (Convolvulaceae) from northeastern Brazil. Brittonia. 63 (4): 436-441.",https://doi.org/10.1007/s12228-011-9188-y
wfo-0000157559,276249,"Buril, Maria T. & Alves, M. 2011. A new species of Jacquemontia (Convolvulaceae) from northeastern Brazil. Brittonia. 63 (4): 436-441.",https://doi.org/10.1007/s12228-011-9188-y
wfo-0000164281,356764,"Barneby, Rupert C. 1974. Draguna Hipponmanicum I. Brittonia. 26: 109-114.",https://doi.org/10.2307/2805878
wfo-0000180256,397133,"Irwin, Howard S. & Barneby, Rupert C. 1977. Monographic studies in Cassia (Leguminosae: Caesalpinioideae). IV. Supplementary notes on section Apoucouita Bentham. Brittonia. 29: 277-290.",https://doi.org/10.2307/2806200
wfo-0000180256,397133,"Irwin, Howard S. & Barneby, Rupert C. 1977. Monographic studies in Cassia (Leguminosae: Caesalpinioideae). IV. Supplementary notes on section Apoucouita Bentham. Brittonia. 29: 277-290.",https://doi.org/10.2307/2806200
wfo-0000180327,397133,"Irwin, Howard S. & Barneby, Rupert C. 1977. Monographic studies in Cassia (Leguminosae: Caesalpinioideae). IV. Supplementary notes on section Apoucouita Bentham. Brittonia. 29: 277-290.",https://doi.org/10.2307/2806200
wfo-0000194396,262226,"Grimes, J. 1992. Metamerism, heterochrony, and inflorescence morphology of the Pithecellobium-complex (Leguminosae: Mimosoideae: Ingeae). Brittonia. 44: 140-159.",https://doi.org/10.2307/2806829
wfo-0000220150,19908,"Andersson, Lennart. 1997. A new revision of Joosia (Rubiaceae-Cinchoneae). Brittonia. 49: 24-44.",https://doi.org/10.2307/2807692
wfo-0000267205,397119,"Steyermark, Julian A. & Kirkbride, Joseph H., Jr. 1977. Review of the genus Perama (Rubiaceae). Brittonia. 29: 191-198.",https://doi.org/10.2307/2805853
wfo-0000267205,397119,"Steyermark, Julian A. & Kirkbride, Joseph H., Jr. 1977. Review of the genus Perama (Rubiaceae). Brittonia. 29: 191-198.",https://doi.org/10.2307/2805853
wfo-0000321778,479162,"Cuatrecasas, José. 1957. The Colombian Species of Tetrorchidium. Brittonia. 9 (2): 76-82.",https://doi.org/10.2307/2804772
wfo-0000390733,113023,"Téllez Valdéz, Oswaldo. 1996. Two new species of Dioscorea (Dioscoreaceae) from Peru. Brittonia. 48: 100-103.",https://doi.org/10.2307/2807670
wfo-0000391703,453990,"Jayasuriya, A. H. M. 1990. Dioscorea koyamae (Dioscoreaceae), a new edible yam from Sri Lanka. Brittonia. 42: 142-146.",https://doi.org/10.2307/2807631
wfo-0000429963,207360,"Nicolalde-Morejón, Fernando, et al. 2009. Taxonomic revision of Zamia in Mega-Mexico. Brittonia. 61 (4): 301-335.",https://doi.org/10.1007/s12228-009-9077-9
wfo-0000430854,190149,"Nicolalde-Morejón, Fernando, et al. 2008. The identity of Zamia katzeriana and Z. verschaffeltii (Zamiaceae). Brittonia. 60 (2): 38-48.",https://doi.org/10.1007/s12228-008-9000-9
wfo-0000474786,20232,"Thomas, Wm. Wayt. 1997. A new species of Picramnia (Picramniaceae) from the Atlantic coastal forest of southern Bahia, Brazil. Brittonia. 49: 380-383.",https://doi.org/10.2307/2807838
wfo-0000489060,128283,"Costea, Mihai & Tardif, F. J. 2005. Taxonomy of the Polygonum douglasii (Polygonaceae) complex with a new species from Oregon. Brittonia. 57 (1): 1-27.",https://doi.org/10.1663/0007-196x(2005)057[0001:totpdp]2.0.co;2
wfo-0000509091,190146,"Pedraza-Peñalosa, Paola. 2008. Three new species of Disterigma (Ericaceae: Vaccinieae) from western Colombia, with comments on morphological terminology. Brittonia. 60 (2): 1-10.",https://doi.org/10.1007/s12228-008-9006-3
wfo-0000509091,190146,"Pedraza-Peñalosa, Paola. 2008. Three new species of Disterigma (Ericaceae: Vaccinieae) from western Colombia, with comments on morphological terminology. Brittonia. 60 (2): 1-10.",https://doi.org/10.1007/s12228-008-9006-3
wfo-0000513784,19948,"Nee, Michael H. 1996. A new species of Acanthosyris (Santalaceae) from Bolivia and a key to the woody South American Santalaceae. Brittonia. 48: 574-579.",https://doi.org/10.2307/2807878
wfo-0000513784,19948,"Nee, Michael H. 1996. A new species of Acanthosyris (Santalaceae) from Bolivia and a key to the woody South American Santalaceae. Brittonia. 48: 574-579.",https://doi.org/10.2307/2807878
wfo-0000543231,298962,"Hawksworth, Frank G. & Wiens, Delbert. 1977. Arceuthobium (Viscaceae) in Mexico and Guatemala: additions and range extensions. Brittonia. 29: 411-418.",https://doi.org/10.2307/2806483
wfo-0000543232,298962,"Hawksworth, Frank G. & Wiens, Delbert. 1977. Arceuthobium (Viscaceae) in Mexico and Guatemala: additions and range extensions. Brittonia. 29: 411-418.",https://doi.org/10.2307/2806483
wfo-0000557611,25481,"Dorr, Laurence J. 1996. Ayenia saligna (Sterculiaceae), a new species from Colombia. Brittonia. 48: 213-216.",https://doi.org/10.2307/2807817
wfo-0000574574,328183,"Dobson, F. H. III. 1977. The correct author citation of Bunchosia (Malphigiaceae) and three new Central American species. Brittonia. 29: 183-190.",https://doi.org/10.2307/2805852
wfo-0000574574,328183,"Dobson, F. H. III. 1977. The correct author citation of Bunchosia (Malphigiaceae) and three new Central American species. Brittonia. 29: 183-190.",https://doi.org/10.2307/2805852
wfo-0000574706,328183,"Dobson, F. H. III. 1977. The correct author citation of Bunchosia (Malphigiaceae) and three new Central American species. Brittonia. 29: 183-190.",https://doi.org/10.2307/2805852
wfo-0000574709,328183,"Dobson, F. H. III. 1977. The correct author citation of Bunchosia (Malphigiaceae) and three new Central American species. Brittonia. 29: 183-190.",https://doi.org/10.2307/2805852
wfo-0000574709,328183,"Dobson, F. H. III. 1977. The correct author citation of Bunchosia (Malphigiaceae) and three new Central American species. Brittonia. 29: 183-190.",https://doi.org/10.2307/2805852
wfo-0000589002,334851,"Howard, Richard A. 1992. A revision of Casimirella, including Humirianthera (Icacinaceae). Brittonia. 44: 166-172.",https://doi.org/10.2307/2806831
wfo-0000591328,308145,"Luteyn, James L. 1976. Notes on neotropical Vaccinieae (Ericaceae). II. New species of Cavendishia from Panama. Brittonia. 28: 42-52.",https://doi.org/10.2307/2805558
wfo-0000591328,308145,"Luteyn, James L. 1976. Notes on neotropical Vaccinieae (Ericaceae). II. New species of Cavendishia from Panama. Brittonia. 28: 42-52.",https://doi.org/10.2307/2805558
wfo-0000591329,79045,"Luteyn, James L. 1996. New species, new records, and neotypification of some Mesoamerican Ericaceae. Brittonia. 48: 241-249.",https://doi.org/10.2307/2807821
wfo-0000591329,79045,"Luteyn, James L. 1996. New species, new records, and neotypification of some Mesoamerican Ericaceae. Brittonia. 48: 241-249.",https://doi.org/10.2307/2807821
wfo-0000591384,79045,"Luteyn, James L. 1996. New species, new records, and neotypification of some Mesoamerican Ericaceae. Brittonia. 48: 241-249.",https://doi.org/10.2307/2807821
wfo-0000591384,79045,"Luteyn, James L. 1996. New species, new records, and neotypification of some Mesoamerican Ericaceae. Brittonia. 48: 241-249.",https://doi.org/10.2307/2807821
wfo-0000612877,111246,"Prather, L. A. 1996. Three new species of Cobaea (Polemoniaceae). Brittonia. 48: 111-119.",https://doi.org/10.2307/2807672
wfo-0000613129,334850,"Howard, Richard A. 1992. Collected notes on Coccoloba L. (Polygonaceae). Brittonia. 44: 356-367.",https://doi.org/10.2307/2806940
wfo-0000613129,334850,"Howard, Richard A. 1992. Collected notes on Coccoloba L. (Polygonaceae). Brittonia. 44: 356-367.",https://doi.org/10.2307/2806940
wfo-0000613129,334850,"Howard, Richard A. 1992. Collected notes on Coccoloba L. (Polygonaceae). Brittonia. 44: 356-367.",https://doi.org/10.2307/2806940
wfo-0000613129,334850,"Howard, Richard A. 1992. Collected notes on Coccoloba L. (Polygonaceae). Brittonia. 44: 356-367.",https://doi.org/10.2307/2806940
wfo-0000617605,113136,"Rodrigues, W. A. 1989. Two new tropical neotropical species of Compsoneura (Myristicaceae). Brittonia. 4192): 160-163.",https://doi.org/10.2307/2807526
wfo-0000652378,397137,"Luteyn, James L. & Wilbur, Robert L. 1977. New genera and species of Ericaceae (Vaccinieae) from Costa Rica and Panama. Brittonia. 29: 255-276.",https://doi.org/10.2307/2806199
wfo-0000652378,397137,"Luteyn, James L. & Wilbur, Robert L. 1977. New genera and species of Ericaceae (Vaccinieae) from Costa Rica and Panama. Brittonia. 29: 255-276.",https://doi.org/10.2307/2806199
wfo-0000655892,479662,"Tiehm, Arnold & Holmgren, Patricia K. 1991. A New Variety of Draba oreibata (Brassicaceae) from Nevada, U.S.A. Brittonia. 43 (1): 20-23.",https://doi.org/10.2307/2807173
wfo-0000700748,204515,"Aedo, C., et al. 2009. Geranium holosericeum (Geraniaceae) revisited. Brittonia. 61 (3): 225-236.",https://doi.org/10.1007/s12228-009-9076-x
wfo-0000744172,194383,"Silva, Marcos J. da & Tozzi, Ana M. G. A. 2008. Four new Brazilian species of Lonchocarpus (Leguminosae, Papilionoideae, Millettieae). Brittonia. 60 (4): 318-328.",https://doi.org/10.1007/s12228-008-9036-x
wfo-0000744628,194381,"Cardoso, Domingos B. O. S. & Conceição, Abel A. 2008. A new acicular-leaved species of Sauvagesia (Ochnaceae) from Chapada Diamantina, Bahia, Brazil. Brittonia. 60 (4): 305-309.",https://doi.org/10.1007/s12228-008-9029-9
wfo-0000744921,194391,"Ferrucci, M. S. & Somner, Genise V. 2008. Thinouia restingae (Sapindaceae: Paullinieae), una nueva especie de Brasil. Brittonia. 60 (4): 371-376.",https://doi.org/10.1007/s12228-008-9041-0
wfo-0000745724,239371,"Rodrigues, R. S. & Tozzi, A. M. G. A. 2010. Two new species of Leptolobium (Leguminosae, Papilionoideae) from Brazil. Brittonia. 62 (1): 20-25.",https://doi.org/10.1007/s12228-009-9087-7
wfo-0000745725,239371,"Rodrigues, R. S. & Tozzi, A. M. G. A. 2010. Two new species of Leptolobium (Leguminosae, Papilionoideae) from Brazil. Brittonia. 62 (1): 20-25.",https://doi.org/10.1007/s12228-009-9087-7
