taxonID,description,type,bibliographicCitation,urls,rightsHolder,source,rights,license
wfo-0000442185,"Epiphytic, terrestrial, and saxicolous, 120-900 m alt, Cuba, Jamaica.",distribution,"Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,397413,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000442190,"Epiphytic and saxicolous, 525-2000 m alt, Jamaica.",distribution,"Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,397413,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000442200,"Paraiba and Pernambuco, Brazil.",distribution,"Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,397413,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000442229,"Epiphytic, 1500-1800 m alt, Mexico (?), Guatemala.",distribution,"Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,397413,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000447825,"(Fig 23). Amazon Basin, Orinoco Basin, and Upper Rio Paraguay Basin; Brazil, Peru, Venezuela, and south-eastern Colombia; near streams, in inundated forests.",distribution,"Berg, Cornelius C. 1972. Olmedieae, Brosimeae (Moraceae). Fl. Neotrop. Monogr. 7: 1-229.",http://www.jstor.org/stable/4393672,The New York Botanical Garden,83658,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000447828,(Fig 23). From the Lower Amazon Basin to Suriname; in forests of the terra firma.,distribution,"Berg, Cornelius C. 1972. Olmedieae, Brosimeae (Moraceae). Fl. Neotrop. Monogr. 7: 1-229.",http://www.jstor.org/stable/4393672,The New York Botanical Garden,83658,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000447830,"From Nicaragua through western Colombia to western Ecuador, and in the upper Amazon Basin, extending to eastern Venezuela (Bolívar); in non-inundated forest; mostly at low elevations, in Roraima (Brazil) to 1800 m.",distribution,"Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346.",http://www.jstor.org/stable/4393905,The New York Botanical Garden,76282,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000447833,(Fig 23). From Nicaragua to Peru; in forests up to 850 m altitude.,distribution,"Berg, Cornelius C. 1972. Olmedieae, Brosimeae (Moraceae). Fl. Neotrop. Monogr. 7: 1-229.",http://www.jstor.org/stable/4393672,The New York Botanical Garden,83658,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000447836,"(Fig 23). Amazon Basin (Brazil, Peru, and Venezuela); in forests of the terra firma, also on varzea land.",distribution,"Berg, Cornelius C. 1972. Olmedieae, Brosimeae (Moraceae). Fl. Neotrop. Monogr. 7: 1-229.",http://www.jstor.org/stable/4393672,The New York Botanical Garden,83658,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000448074,"From Honduras disjunctly to eastern Brazil, apparently only a rather extensive ± coherent occurrence in Bolivian Amazonia and adjacent Peru (Madre de Dios); in forest margins, often along streams, or in (chaco) scrub; to ca. 1000(-1350?) m.",distribution,"Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346.",http://www.jstor.org/stable/4393905,The New York Botanical Garden,76282,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000524687,"This species grows on moist, forested slopes along stream margins at 500 to 2800 m. Flowers Oct, Dec, Feb, also in Jul.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000524724,"In gallery forests along rivers of the Planalto of central Brazil. Flowers Apr, Jun, Jul and Sep.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536805,"In black water flooded river margins (igapó) and in moist forests along borders of black water rivers. Flowers Sep-Dec; fruits Feb-Sep. I suspect that this species may be dispersed by fish, however, this has not been verified.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536810,"In forests from near sea level to 600 m alt. Flowers Apr, May; fruits Jul-Feb.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536813,"In high, non-inundated forest, also in low Campina forest. Flowers Jun-Dec.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536817,"In Trinidad in rather dry forests and secondary vegetation. In Guiana and Amazonia in high forest, in swamp forest, along rivers, and in secondary vegetation. Flowers Apr-Jul; fruits Sep-Mar.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536820,In colline and montane forests of the Andes from Colombia to Bolivia.,distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536830,"In high forest. Flowers mainly Sep and (Nov, Dec-)Jan.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000536845,"In high forest and in swamp forest along creeks or rivers. In the Guianas and Amapá it flowers from Jun-Aug, in central Amazonia from Mar-Apr, and in Venezuela in Apr, May, Sep.",distribution,"Kubitzki, K. & Renner, Susanne S. 1982. Lauraceae I (Aniba and Aiouea). Fl. Neotrop. Monogr. 31: 1-125.",http://www.jstor.org/stable/4393757,The New York Botanical Garden,397826,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602145,"Epiphytic in forest, 700-900 m alt, southeastern Brazil, Paraguay, northern Argentina.",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602193,"Saxicolous on steep cliffs in full sun, 840-900 m alt, Minas Gerais, Rio de Janeiro, and Guanabara in eastern Brazil.",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602263,"Terrestrial and epiphytic in forest, near sea level to 1300 m alt, southern Mexico to French Guiana, northern Brazil, and Ecuador.",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602328,"On steep rock faces, Guanabara, Brazil.",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602381,"Epiphytic in forest, from near sea level to 1200 m alt, central eastern Brazil.",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602458,"Saxicolous on cliffs and epiphytic in rainforest, 380-549 m alt. Lesser Antilles,",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602556,Eastern Cuba.,distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000602567,"Saxicolous and epiphytic, steep rocky shrubby slopes, 2300-3000 m alt, northern Peru.",distribution,"Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492.",http://www.jstor.org/stable/4393700,The New York Botanical Garden,447004,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000737956,"Eastern United States of America, Mexico, and Panama.",distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000738119,Eastern United States of America and Colombia.,distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000739450,"Northwestern U.S.A., south through Mexico, Central America, to southern South America. Waters of alkaline rivers, canals, and ponds at elevations from sea level to 4000 m.",distribution,"Haynes, Robert R. & Holm-Nielsen, Lauritz B. 2003. Potamogetonaceae. Fl. Neotrop. Monogr. 85: 1-52.",http://www.jstor.org/stable/4393911,The New York Botanical Garden,91400,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000753300,"Southeastern United States, Mexico, and Central America.",distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000766369,"From the northern United States to Mexico, the Caribbean Island, and Central America; also, Venezuela, Guyana, Ecuador, and Peru. Flowering and fruiting year round; sea level to 800 m elev.",distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000766374,Central United States of America south to the Caribbean Islands and Argentina. Flowers and fruits year round in the tropics; 0-2000 m elev.,distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000766378,Endemic to western Ecuador. Flowering and fruiting year round; sea level to 200 m elev.,distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000766380,"Southeastern United States of America, Mexico, and Caribbean islands to Venezuela and Colombia.",distribution,"Haynes, Robert R. & Holm-Nielsen, Laurtiz B. 1994. The Alismataceae. Fl. Neotrop. Monogr. 64: 1-228.",http://www.jstor.org/stable/4393851,The New York Botanical Garden,472908,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000235436,(Fig 84D).,distribution,"Rogers, David J. & Appan, S. G. 1973. Manibot, Manihotoides (Euphorbiaceae). Fl. Neotrop. Monogr. 13: 1-272. 1 chart.",http://www.jstor.org/stable/4393691,The New York Botanical Garden,431670,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000235427,"(Fig 10A). Mexico, Nayarit, western slopes of Sierra Madre Occidental, alt ca 500 m. Lower forested slopes of steep, rocky ravine.",distribution,"Rogers, David J. & Appan, S. G. 1973. Manibot, Manihotoides (Euphorbiaceae). Fl. Neotrop. Monogr. 13: 1-272. 1 chart.",http://www.jstor.org/stable/4393691,The New York Botanical Garden,431670,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000235418,"(Fig 74A). Brasil, states of Para, Mato Grosso, Goias, Minas Gerais, São Paulo and in Distrito Federal; Paraguay; Peru in Depts Cusco and Apurimac; Bolivia, Depts La Paz and Santa Cruz; Argentina, Provinces Jujuy, Salta, Catamarca and Tucuman. Alt ca 300-1000 m. In disturbed gallery forest, rocky slopes, creek margins, savanna, and in flat country.",distribution,"Rogers, David J. & Appan, S. G. 1973. Manibot, Manihotoides (Euphorbiaceae). Fl. Neotrop. Monogr. 13: 1-272. 1 chart.",http://www.jstor.org/stable/4393691,The New York Botanical Garden,431670,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000235410,"(Fig 56C). Brasil, Goias, alt ca 1250 m.",distribution,"Rogers, David J. & Appan, S. G. 1973. Manibot, Manihotoides (Euphorbiaceae). Fl. Neotrop. Monogr. 13: 1-272. 1 chart.",http://www.jstor.org/stable/4393691,The New York Botanical Garden,431670,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000235403,"There is insufficient information to make an accurate description or proper taxon designation of Manihot affinis. The computer analysis indicates that the species joins M. procumbens at a c-value of .94, and is, therefore, a possible synonym of M. procumbens.",distribution,"Rogers, David J. & Appan, S. G. 1973. Manibot, Manihotoides (Euphorbiaceae). Fl. Neotrop. Monogr. 13: 1-272. 1 chart.",http://www.jstor.org/stable/4393691,The New York Botanical Garden,431670,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000235400,(Fig 51A). Brasil in states Goias and Bahia.,distribution,"Rogers, David J. & Appan, S. G. 1973. Manibot, Manihotoides (Euphorbiaceae). Fl. Neotrop. Monogr. 13: 1-272. 1 chart.",http://www.jstor.org/stable/4393691,The New York Botanical Garden,431670,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000220068,"Basin of Río Balsas in Guerrero, near the border with Puebla, Mexico, ca. 700-1000 m. Flowering and fruiting in spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000220067,"Northern Peru and southern Ecuador at ca. 500-1400 m in seasonally dry, xeric habitats. (See Fig. 49, below.) Flowering and fruiting during active growth in rainy season.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000220044,"Endemic to the Cape region of Baja California Sur, Mexico, usually found at lower elevations of 600-1600 m and in sandy soil of tropical, deciduous forests.  Flowering and fruiting mid-spring through summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000220023,"Cuba in provinces of Camagüay, Guantánamo, Habana, Sancti Spiritus, and Santiago de Cuba, in seasonally dry savannas, on serpentine soil.  Flowering and fruiting all year.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000220006,"Endemic to a small area from Guerrero to Oaxaca, Mexico, ca. 1000 m.  Flowering and fruiting during active spring growth.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219993,"Native to Oaxaca, Mexico, particularly in Tehuantepec, where it is abundant at lower elevations on back dunes and rocky hills covered by deciduous, tropical woodlands.  Flowering and fruiting after leaf development in late spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219983,"Endemic to vicinity of Santa Cruz, Dept. Boaco, and San Juanillo, Dept. Matagalpa, Nicaragua.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219980,"Mexico, common in the Tehuantepec-Tequisistlán area of Oaxaca and Guerrero and also reported from Veracruz.  It is found along most of the coastal highway 190 (pers. obs.), frequently in disturbed sites at ca. 50-500 m, in dry forests with cacti, Bursera, and xerophytic plants. Flowering and fruiting after leaf development and active growth, primarily in late spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219950,"Common in Guerrero, Oaxaca, and Puebla, Mexico, in cactus thorn forest (bosque tropical cauducifolia) at 1000-2000 m (Fig. 106). Flowering and fruiting in early stages of active growth in spring.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219947,"Uncommon, in contiguous southern states of Mexico: Jalisco, Colima Guerrero, Oaxaca, and Puebla at ca. 1500-2100 m in tropical, deciduous forest.  According to Rodríguez-Acosta et a], (2009), Jatropha rufescens has not been located in the state of Puebla although a single specimen was collected there in 1962 (cited below). Flowering and fruiting during active growth in mid-spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219939,"Mexico in state of Puebla but with an apparent disjunct population in Jalisco, in dry thorn forests at ca. 1270-2000 m.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219918,"Endemic to Sinaloa, Mexico, in thorn forest, at 20-150 m, on sandy-clay basic soil. (See Fig. 30, below.) Flowers in late spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219910,"Mexico in southeastern states of Puebla, Guerrero, and Veracruz, south to the border between Chiapas and Oaxaca in isolated populations in dry, rocky, sandy-clay areas at 750-1200 m of open, sunny locations. Flowering and fruiting in mid-summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219892,"Western states of Sinaloa, Durango, Nayarit, Jalisco, Colima, and Michoacán, Mexico, in selva baja caducifolia vegetation on gravelly slopes at ca. 1000-4000 m. Flowering primarily in late spring to mid-summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219881,"Restricted to a relatively small area in Jalisco-Colima, Mexico in tropical, deciduous forest.  Flowering and fruiting mid-spring through summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219867,"Endemic to Corrientes Province, Argentina. Flowering and fruiting primarily during the active growing periods of spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219865,Endemic to Cuba in drier sites on jagged limestone rocks. Flowering and fruiting most of the year but less often during the dry season.,distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000219841,"Endemic to Bolivia, relatively common in dry chaco vegetation particularly in Cordillera Province of Santa Cruz, to ca. 1000 m.  Flowering and fruiting in spring and summer.",distribution,"Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274.",http://www.jstor.org/stable/23351313,The New York Botanical Garden,290596,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
