wfo_id,locality,tdwg_level3,wcvp_geo_note,ipni_id,powo_id,wcvp_family,wcvp_genus,wcvp_taxon_name
wfo-4000028463,"Costa Rica",COS,"Trop. & Subtrop. America",30295-1,30295-1,Orchidaceae,Pelexia,Pelexia
wfo-0000263881,"Costa Rica",COS,"Costa Rica to Panama",313590-2,313590-2,Orchidaceae,Paphinia,"Paphinia subclausa"
wfo-0000266188,"Costa Rica",COS,"Costa Rica",186508-2,186508-2,Euphorbiaceae,Pedilanthus,"Pedilanthus millspaughii"
wfo-4000028797,"Costa Rica",COS,"C. & S. Trop. America to Trinidad",30303-1,30303-1,Orchidaceae,Peristeria,Peristeria
wfo-0000266629,"Costa Rica",COS,"C. America, Cuba, Guadeloupe",911051-1,911051-1,Orchidaceae,Pelexia,"Pelexia obliqua"
wfo-0000266765,"Costa Rica",COS,"SE. Nicaragua to NW. Colombia",975252-1,975252-1,Rubiaceae,Pentagonia,"Pentagonia costaricensis"
wfo-0000266767,"Costa Rica",COS,"C. America to Ecuador",188104-2,188104-2,Rubiaceae,Pentagonia,"Pentagonia donnell-smithii"
wfo-0000266618,"Costa Rica",COS,"Costa Rica to Bolivia",186740-2,186740-2,Orchidaceae,Pelexia,"Pelexia maculata"
wfo-0000266564,"Costa Rica",COS,"Mexico to Costa Rica",186702-2,186702-2,Orchidaceae,Pelexia,"Pelexia congesta"
wfo-0000266773,"Costa Rica",COS,"Costa Rica to Panama",188110-2,188110-2,Rubiaceae,Pentagonia,"Pentagonia hirsuta"
wfo-0000266777,"Costa Rica",COS,"Costa Rica",300372-2,300372-2,Rubiaceae,Pentagonia,"Pentagonia lobata"
wfo-4000028693,"Costa Rica",COS,"Mexico to Trop. America",327619-2,327619-2,Peraceae,Pera,Pera
wfo-0000266778,"Costa Rica",COS,"SE. Nicaragua to Ecuador",760184-1,760184-1,Rubiaceae,Pentagonia,"Pentagonia macrophylla"
wfo-0000266792,"Costa Rica",COS,"Costa Rica to NW. Colombia",760198-1,760198-1,Rubiaceae,Pentagonia,"Pentagonia tinajita"
wfo-4000028351,"Costa Rica",COS,"Honduras to Brazil",15758-1,15758-1,Euphorbiaceae,Pausandra,Pausandra
wfo-0000266780,"Costa Rica",COS,"Costa Rica to NW. Colombia",188114-2,188114-2,Rubiaceae,Pentagonia,"Pentagonia nuciformis"
wfo-0000266795,"Costa Rica",COS,"Costa Rica to W. Colombia",760201-1,760201-1,Rubiaceae,Pentagonia,"Pentagonia wendlandii"
wfo-0000278663,"Costa Rica",COS,"Costa Rica to W. Panama",653702-1,653702-1,Orchidaceae,Pleurothallis,"Pleurothallis triangulabia"
wfo-0000276815,"Costa Rica",COS,"Costa Rica",304898-2,304898-2,Orchidaceae,Pleurothallis,"Pleurothallis bothros"
wfo-0000277044,"Costa Rica",COS,"Costa Rica to N. Venezuela and Peru",652586-1,652586-1,Orchidaceae,Pleurothallis,"Pleurothallis cordifolia"
wfo-0000278646,"Costa Rica",COS,"Costa Rica to W. Panama",203692-2,203692-2,Orchidaceae,Pleurothallis,"Pleurothallis tonduzii"
wfo-0000278775,"Costa Rica",COS,"Costa Rica",203772-2,203772-2,Orchidaceae,Pleurothallis,"Pleurothallis vinacea"
wfo-4000030162,"Costa Rica",COS,"Mexico to Trop. America",289436-2,289436-2,Orchidaceae,Platystele,Platystele
wfo-0000278430,"Costa Rica",COS,"S. Costa Rica to Panama",203545-2,203545-2,Orchidaceae,Pleurothallis,"Pleurothallis scitula"
wfo-0000277466,"Costa Rica",COS,"C. America to W. Ecuador",202916-2,202916-2,Orchidaceae,Pleurothallis,"Pleurothallis helleri"
wfo-0000277287,"Costa Rica",COS,"Costa Rica",202796-2,202796-2,Orchidaceae,Pleurothallis,"Pleurothallis fantastica"
wfo-0000279184,"Costa Rica",COS,"Mexico to Venezuela",81275-1,81275-1,Apocynaceae,Plumeria,"Plumeria rubra"
wfo-0000278005,"Costa Rica",COS,"Costa Rica",303878-2,303878-2,Orchidaceae,Pleurothallis,"Pleurothallis oncoglossa"
wfo-0000277955,"Costa Rica",COS,"Costa Rica to Panama",203238-2,203238-2,Orchidaceae,Pleurothallis,"Pleurothallis nitida"
wfo-0000278416,"Costa Rica",COS,"Costa Rica",306305-2,306305-2,Orchidaceae,Pleurothallis,"Pleurothallis scaphipetala"
wfo-0000278042,"Costa Rica",COS,"Costa Rica to Panama",203288-2,203288-2,Orchidaceae,Pleurothallis,"Pleurothallis palliolata"
wfo-0000277009,"Costa Rica",COS,"Costa Rica",301547-2,301547-2,Orchidaceae,Pleurothallis,"Pleurothallis compressa"
wfo-0000278791,"Costa Rica",COS,"Costa Rica to W. Panama",203781-2,203781-2,Orchidaceae,Pleurothallis,"Pleurothallis volcanica"
wfo-0000277002,"Costa Rica",COS,"Costa Rica to NW. Ecuador",202614-2,202614-2,Orchidaceae,Pleurothallis,"Pleurothallis colossus"
wfo-4000030375,"Costa Rica",COS,"Mexico to Trop. America",325966-2,325966-2,Orchidaceae,Pleurothallis,Pleurothallis
wfo-0000277270,"Costa Rica",COS,"Costa Rica to Panama",202784-2,202784-2,Orchidaceae,Pleurothallis,"Pleurothallis excavata"
wfo-0000276651,"Costa Rica",COS,"Costa Rica to Panama",202373-2,202373-2,Orchidaceae,Pleurothallis,"Pleurothallis angusta"
wfo-0000278804,"Costa Rica",COS,"Costa Rica",203791-2,203791-2,Orchidaceae,Pleurothallis,"Pleurothallis wercklei"
wfo-0000277266,"Costa Rica",COS,"Costa Rica to Panama",202782-2,202782-2,Orchidaceae,Pleurothallis,"Pleurothallis eumecocaulon"
wfo-0000278088,"Costa Rica",COS,"Costa Rica to Panama",203320-2,203320-2,Orchidaceae,Pleurothallis,"Pleurothallis peculiaris"
wfo-0000278386,"Costa Rica",COS,"Mexico (Chiapas ) to C. America",203518-2,203518-2,Orchidaceae,Pleurothallis,"Pleurothallis sanchoi"
wfo-4000030376,"Costa Rica",COS,"Costa Rica to W. South America",289413-2,289413-2,Orchidaceae,Pleurothallopsis,Pleurothallopsis
wfo-0000277505,"Costa Rica",COS,"C. America",202943-2,202943-2,Orchidaceae,Pleurothallis,"Pleurothallis homalantha"
wfo-0000276958,"Costa Rica",COS,"Costa Rica to Venezuela and Ecuador",652531-1,652531-1,Orchidaceae,Pleurothallis,"Pleurothallis chloroleuca"
wfo-0000276949,"Costa Rica",COS,"Costa Rica",302850-2,302850-2,Orchidaceae,Pleurothallis,"Pleurothallis chavezii"
wfo-4000030397,"Costa Rica",COS,"Trop. America",30013855-2,30013855-2,Myrtaceae,Plinia,Plinia
wfo-0000277539,"Costa Rica",COS,"Costa Rica",306232-2,306232-2,Orchidaceae,Pleurothallis,"Pleurothallis imitor"
wfo-0000274994,"Costa Rica",COS,"Mexico (Chiapas) to Ecuador",201834-2,201834-2,Orchidaceae,Platystele,"Platystele caudatisepala"
wfo-0000278376,"Costa Rica",COS,"Mexico to Trop. America",1062794-2,1062794-2,Orchidaceae,Pleurothallis,"Pleurothallis ruscifolia"
wfo-0000277560,"Costa Rica",COS,"Costa Rica to Panama",202981-2,202981-2,Orchidaceae,Pleurothallis,"Pleurothallis instar"
wfo-0000277080,"Costa Rica",COS,"Costa Rica to W. Panama",202660-2,202660-2,Orchidaceae,Pleurothallis,"Pleurothallis crescentilabia"
wfo-0000279626,"Costa Rica",COS,"Mexico (Chiapas) to W. Colombia",204800-2,204800-2,Rubiaceae,Pogonopus,"Pogonopus exsertus"
wfo-0000277572,"Costa Rica",COS,"C. America",202989-2,202989-2,Orchidaceae,Pleurothallis,"Pleurothallis isthmica"
wfo-0000274995,"Costa Rica",COS,"Mexico (Chiapas) to C. America",201835-2,201835-2,Orchidaceae,Platystele,"Platystele compacta"
wfo-0000277802,"Costa Rica",COS,"Costa Rica",995399-1,995399-1,Orchidaceae,Pleurothallis,"Pleurothallis medusa"
wfo-0000278933,"Costa Rica",COS,"E. Costa Rica to W. Panama",283364-2,283364-2,Myrtaceae,Plinia,"Plinia povedae"
wfo-4000030585,"Costa Rica",COS,"Trop. America",35155-1,35155-1,Rubiaceae,Pogonopus,Pogonopus
wfo-0000276698,"Costa Rica",COS,"Costa Rica to Panama",202407-2,202407-2,Orchidaceae,Pleurothallis,"Pleurothallis arietina"
wfo-0000277796,"Costa Rica",COS,"S. Mexico to Bolivia",203140-2,203140-2,Orchidaceae,Pleurothallis,"Pleurothallis matudana"
wfo-0000278145,"Costa Rica",COS,"S. Costa Rica to W. Panama",203355-2,203355-2,Orchidaceae,Pleurothallis,"Pleurothallis phyllocardia"
wfo-0000276900,"Costa Rica",COS,"Mexico to Ecuador",652484-1,652484-1,Orchidaceae,Pleurothallis,"Pleurothallis cardiothallis"
wfo-0000276261,"Costa Rica",COS,"Mexico (Chiapa) to Colombia",202021-2,202021-2,Orchidaceae,Plectrophora,"Plectrophora alata"
wfo-4000030426,"Costa Rica",COS,"Mexico to N. South America, Caribbean",30001863-2,30001863-2,Apocynaceae,Plumeria,Plumeria
wfo-0000278146,"Costa Rica",COS,"C. America to Bolivia",203356-2,203356-2,Orchidaceae,Pleurothallis,"Pleurothallis phyllocardioides"
wfo-0000278935,"Costa Rica",COS,"Costa Rica",302923-2,302923-2,Myrtaceae,Plinia,"Plinia puriscalensis"
wfo-0000276732,"Costa Rica",COS,"Costa Rica",202431-2,202431-2,Orchidaceae,Pleurothallis,"Pleurothallis aurita"
wfo-0000275080,"Costa Rica",COS,"Mexico to S. Trop. America",201871-2,201871-2,Orchidaceae,Platystele,"Platystele stenostachya"
wfo-0000279047,"Costa Rica",COS,"S. Mexico to C. America",314161-2,314161-2,Euphorbiaceae,Plukenetia,"Plukenetia stipellata"
wfo-0000276894,"Costa Rica",COS,"Costa Rica to Panama",202533-2,202533-2,Orchidaceae,Pleurothallis,"Pleurothallis cardiochila"
wfo-0000278947,"Costa Rica",COS,"Costa Rica to Panama",203878-2,203878-2,Myrtaceae,Plinia,"Plinia salticola"
wfo-4000030215,"Costa Rica",COS,"C. & S. Trop. America",30376-1,30376-1,Orchidaceae,Plectrophora,Plectrophora
wfo-0000277765,"Costa Rica",COS,"Costa Rica to Panama",312645-2,312645-2,Orchidaceae,Pleurothallis,"Pleurothallis maduroi"
wfo-0000279039,"Costa Rica",COS,"S. Mexico to Venezuela and Peru",354962-1,354962-1,Euphorbiaceae,Plukenetia,"Plukenetia penninervia"
wfo-0000276883,"Costa Rica",COS,"Costa Rica",202528-2,202528-2,Orchidaceae,Pleurothallis,"Pleurothallis caniceps"
wfo-0000275060,"Costa Rica",COS,"Costa Rica",201863-2,201863-2,Orchidaceae,Platystele,"Platystele propinqua"
wfo-0000278226,"Costa Rica",COS,"Trop. America",203409-2,203409-2,Orchidaceae,Pleurothallis,"Pleurothallis pruinosa"
wfo-0000275026,"Costa Rica",COS,"Mexico (Chiapas) to C. America",201849-2,201849-2,Orchidaceae,Platystele,"Platystele jungermannioides"
wfo-0000276882,"Costa Rica",COS,"Costa Rica to W. South America",652472-1,652472-1,Orchidaceae,Pleurothallis,"Pleurothallis canaligera"
wfo-0000275027,"Costa Rica",COS,"C. America to Peru",201850-2,201850-2,Orchidaceae,Platystele,"Platystele lancilabris"
wfo-0000277741,"Costa Rica",COS,"Nicaragua to NW. Costa Rica",653063-1,653063-1,Orchidaceae,Pleurothallis,"Pleurothallis luctuosa"
wfo-0000277209,"Costa Rica",COS,"Costa Rica",202745-2,202745-2,Orchidaceae,Pleurothallis,"Pleurothallis dorotheae"
wfo-0000277737,"Costa Rica",COS,"Costa Rica to N. & W. South America",203101-2,203101-2,Orchidaceae,Pleurothallis,"Pleurothallis loranthophylla"
wfo-0000275054,"Costa Rica",COS,"Costa Rica to W. Panama",201861-2,201861-2,Orchidaceae,Platystele,"Platystele perpusilla"
wfo-0000275053,"Costa Rica",COS,"Mexico (Oaxaca, Chiapas) to C. America",201860-2,201860-2,Orchidaceae,Platystele,"Platystele pedicellaris"
wfo-1000054133,"Costa Rica",COS,"Mexico to N. Venezuela, Greater Antilles",1154798-2,1154798-2,Orchidaceae,Pleurothallis,"Pleurothallis quadrifida"
wfo-0000275051,"Costa Rica",COS,"C. Mexico to S. Trop. America",201859-2,201859-2,Orchidaceae,Platystele,"Platystele oxyglossa"
wfo-0000277727,"Costa Rica",COS,"Costa Rica to Ecuador",203094-2,203094-2,Orchidaceae,Pleurothallis,"Pleurothallis longipedicellata"
wfo-4000030418,"Costa Rica",COS,"Mexico to Trop. America, Trop. & S. Africa, Madagascar",327669-2,327669-2,Euphorbiaceae,Plukenetia,Plukenetia
wfo-0000278354,"Costa Rica",COS,"Costa Rica to W. Ecuador",203495-2,203495-2,Orchidaceae,Pleurothallis,"Pleurothallis rowleei"
wfo-0000275036,"Costa Rica",COS,"Costa Rica to Panama",201852-2,201852-2,Orchidaceae,Platystele,"Platystele microtatantha"
wfo-0000275050,"Costa Rica",COS,"Mexico (Chiapas) to C. America",201858-2,201858-2,Orchidaceae,Platystele,"Platystele ovatilabia"
wfo-0000278284,"Costa Rica",COS,"C. Costa Rica",203444-2,203444-2,Orchidaceae,Pleurothallis,"Pleurothallis radula"
wfo-0000277166,"Costa Rica",COS,"Costa Rica to W. Panama",202717-2,202717-2,Orchidaceae,Pleurothallis,"Pleurothallis dentipetala"
wfo-0000278324,"Costa Rica",COS,"Costa Rica to Ecuador",311612-2,311612-2,Orchidaceae,Pleurothallis,"Pleurothallis rhodoglossa"
wfo-0000277192,"Costa Rica",COS,"Trop. America",652678-1,652678-1,Orchidaceae,Pleurothallis,"Pleurothallis discoidea"
wfo-0000278295,"Costa Rica",COS,"Costa Rica",203452-2,203452-2,Orchidaceae,Pleurothallis,"Pleurothallis rectipetala"
wfo-0000275037,"Costa Rica",COS,"Mexico (Veracruz, Oaxaca, Chiapas) to C. America",201853-2,201853-2,Orchidaceae,Platystele,"Platystele minimiflora"
wfo-0000275043,"Costa Rica",COS,"Costa Rica",982290-1,982290-1,Orchidaceae,Platystele,"Platystele obtecta"
wfo-0000276799,"Costa Rica",COS,"Costa Rica",304547-2,304547-2,Orchidaceae,Pleurothallis,"Pleurothallis bitumida"
wfo-0000276800,"Costa Rica",COS,"S. Mexico, Costa Rica to Trinidad and Bolivia",652411-1,652411-1,Orchidaceae,Pleurothallis,"Pleurothallis bivalvis"
wfo-0000277679,"Costa Rica",COS,"SE. Mexico to C. America",203061-2,203061-2,Orchidaceae,Pleurothallis,"Pleurothallis leucantha"
wfo-0000256311,"Costa Rica",COS,"Costa Rica to Peru",647357-1,647357-1,Orchidaceae,Oncidium,"Oncidium nebulosum"
wfo-0000260430,"Costa Rica",COS,"Costa Rica",176241-2,176241-2,Araliaceae,Oreopanax,"Oreopanax standleyi"
wfo-4000026835,"Costa Rica",COS,"Trop. & Subtrop. America",331250-2,331250-2,Orchidaceae,Oncidium,Oncidium
wfo-0000256422,"Costa Rica",COS,"Costa Rica to W. Panama",647457-1,647457-1,Orchidaceae,Oncidium,"Oncidium polycladium"
wfo-0000255702,"Costa Rica",COS,"S. Trop. America",646871-1,646871-1,Orchidaceae,Oncidium,"Oncidium baueri"
wfo-0000256125,"Costa Rica",COS,"Costa Rica to Colombia",174101-2,174101-2,Orchidaceae,Oncidium,"Oncidium isthmi"
wfo-0000260269,"Costa Rica",COS,"C. Mexico to Trop. America",30050876-2,30050876-2,Araliaceae,Oreopanax,"Oreopanax capitatus"
wfo-0000260296,"Costa Rica",COS,"Costa Rica",176175-2,176175-2,Araliaceae,Oreopanax,"Oreopanax donnell-smithii"
wfo-0000260454,"Costa Rica",COS,"Mexico to C. America",91338-1,91338-1,Araliaceae,Oreopanax,"Oreopanax xalapensis"
wfo-0000256322,"Costa Rica",COS,"Costa Rica to Ecuador",174199-2,174199-2,Orchidaceae,Oncidium,"Oncidium obryzatoides"
wfo-0000256104,"Costa Rica",COS,"Costa Rica to Panama",313588-2,313588-2,Orchidaceae,Oncidium,"Oncidium imitans"
wfo-0000255794,"Costa Rica",COS,"Mexico (Chiapas) to Colombia",646947-1,646947-1,Orchidaceae,Oncidium,"Oncidium cheirophorum"
wfo-0000255749,"Costa Rica",COS,"Costa Rica to Peru",646911-1,646911-1,Orchidaceae,Oncidium,"Oncidium bryolophotum"
wfo-0000260401,"Costa Rica",COS,"Costa Rica to Panama",176225-2,176225-2,Araliaceae,Oreopanax,"Oreopanax pycnocarpus"
wfo-1000054047,"Costa Rica",COS,"Costa Rica to W. Panama",647547-1,647547-1,Orchidaceae,Oncidium,"Oncidium schroederianum"
wfo-0000260436,"Costa Rica",COS,"Costa Rica to Panama",281713-2,281713-2,Araliaceae,Oreopanax,"Oreopanax striatus"
wfo-0000256190,"Costa Rica",COS,"C. America to N. Peru",647270-1,647270-1,Orchidaceae,Oncidium,"Oncidium lineoligerum"
wfo-0000260299,"Costa Rica",COS,"Mexico to C. America",91188-1,91188-1,Araliaceae,Oreopanax,"Oreopanax echinops"
wfo-0000260281,"Costa Rica",COS,"Costa Rica to Panama",91172-1,91172-1,Araliaceae,Oreopanax,"Oreopanax costaricensis"
wfo-0000255895,"Costa Rica",COS,"Costa Rica to Colombia",647031-1,647031-1,Orchidaceae,Oncidium,"Oncidium dichromaticum"
wfo-0000256394,"Costa Rica",COS,"NC. & SE. Mexico to C. America",647430-1,647430-1,Orchidaceae,Oncidium,"Oncidium pergameneum"
wfo-0000260371,"Costa Rica",COS,Nicaragua,281711-2,281711-2,Araliaceae,Oreopanax,"Oreopanax nicaraguensis"
wfo-0000256217,"Costa Rica",COS,"Costa Rica to Colombia",174151-2,174151-2,Orchidaceae,Oncidium,"Oncidium luteum"
wfo-0000256573,"Costa Rica",COS,"Costa Rica",174313-2,174313-2,Orchidaceae,Oncidium,"Oncidium stenobulbon"
wfo-0000256574,"Costa Rica",COS,"SE. & NC. Mexico to C. America",174314-2,174314-2,Orchidaceae,Oncidium,"Oncidium stenoglossum"
wfo-0000255668,"Costa Rica",COS,"C. America to Colombia",646841-1,646841-1,Orchidaceae,Oncidium,"Oncidium ansiferum"
wfo-0000256581,"Costa Rica",COS,"Costa Rica",174318-2,174318-2,Orchidaceae,Oncidium,"Oncidium storkii"
wfo-0000256380,"Costa Rica",COS,"Costa Rica to Panama",174230-2,174230-2,Orchidaceae,Oncidium,"Oncidium parviflorum"
wfo-4000026809,"Costa Rica",COS,Tropics,327692-2,327692-2,Euphorbiaceae,Omphalea,Omphalea
wfo-0000255737,"Costa Rica",COS,"Costa Rica to Colombia",646901-1,646901-1,Orchidaceae,Oncidium,"Oncidium bracteatum"
wfo-0000260250,"Costa Rica",COS,"Costa Rica",313618-2,313618-2,Araliaceae,Oreopanax,"Oreopanax anomalus"
wfo-0000255938,"Costa Rica",COS,"S. Florida to Cuba, S. Mexico to NW. Venezuela",323061-2,323061-2,Orchidaceae,Oncidium,"Oncidium ensatum"
wfo-0000256236,"Costa Rica",COS,"Mexico to C. America",1059360-2,1059360-2,Orchidaceae,Oncidium,"Oncidium maculatum"
wfo-0000256709,"Costa Rica",COS,"Costa Rica to Panama",318682-2,318682-2,Orchidaceae,Oncidium,"Oncidium warszewiczii"
wfo-0000255544,"Costa Rica",COS,"Trop. America",352565-1,352565-1,Euphorbiaceae,Omphalea,"Omphalea diandra"
wfo-0000260374,"Costa Rica",COS,"Costa Rica to W. Panama",176214-2,176214-2,Araliaceae,Oreopanax,"Oreopanax nubigenus"
wfo-0000255935,"Costa Rica",COS,"Mexico (Chiapas) to Colombia",647063-1,647063-1,Orchidaceae,Oncidium,"Oncidium endocharis"
wfo-0000260381,"Costa Rica",COS,"Costa Rica",176216-2,176216-2,Araliaceae,Oreopanax,"Oreopanax oligocarpus"
wfo-0000260380,"Costa Rica",COS,"Costa Rica to Panama",91272-1,91272-1,Araliaceae,Oreopanax,"Oreopanax oerstedianus"
wfo-4000027097,"Costa Rica",COS,"Mexico to Trop. America",30001538-2,30001538-2,Araliaceae,Oreopanax,Oreopanax
wfo-0000255773,"Costa Rica",COS,"Costa Rica to W. Panama",646932-1,646932-1,Orchidaceae,Oncidium,"Oncidium cariniferum"
wfo-0000260276,"Costa Rica",COS,"Costa Rica to Panama",281710-2,281710-2,Araliaceae,Oreopanax,"Oreopanax compactus"
wfo-0000256244,"Costa Rica",COS,"Costa Rica to Panama",1016158-1,1016158-1,Orchidaceae,Oncidium,"Oncidium maduroi"
wfo-0000269103,"Costa Rica",COS,"Costa Rica to W. Panama, SW. Colombia",77171084-1,77171084-1,Araceae,Philodendron,"Philodendron wilburii var. wilburii"
wfo-0000268564,"Costa Rica",COS,"C. America",77169032-1,77169032-1,Araceae,Philodendron,"Philodendron davidsonii subsp. davidsonii"
wfo-0001417053,"Costa Rica",COS,"E. Costa Rica to W. Panama, SW. Colombia",314478-2,314478-2,Araceae,Philodendron,"Philodendron wilburii var. longipedunculatum"
wfo-4000028927,"Costa Rica",COS,"Mexico to S. Trop. America",36833-1,36833-1,Sapotaceae,Peteniodendron,Peteniodendron
wfo-0000269102,"Costa Rica",COS,"Costa Rica to Panama, SW. Colombia",314477-2,314477-2,Araceae,Philodendron,"Philodendron wilburii"
wfo-0000268563,"Costa Rica",COS,"Costa Rica to W. Panama",193011-2,193011-2,Araceae,Philodendron,"Philodendron davidsonii"
wfo-0000268762,"Costa Rica",COS,"Nicaragua to Colombia",314297-2,314297-2,Araceae,Philodendron,"Philodendron ligulatum"
wfo-0000269101,"Costa Rica",COS,"SE. Nicaragua to Panama, WC. Colombia",314476-2,314476-2,Araceae,Philodendron,"Philodendron wendlandii"
wfo-0000268909,"Costa Rica",COS,"Costa Rica to NW. Colombia",314449-2,314449-2,Araceae,Philodendron,"Philodendron pseudauriculatum"
wfo-0000267623,"Costa Rica",COS,"Costa Rica to NW. Colombia",650340-1,650340-1,Orchidaceae,Pescatoria,"Pescatoria cerina"
wfo-0000268727,"Costa Rica",COS,"SE. Mexico to NW. Venezuela",193076-2,193076-2,Araceae,Philodendron,"Philodendron jodavisianum"
wfo-0000268581,"Costa Rica",COS,"Costa Rica to Ecuador",314268-2,314268-2,Araceae,Philodendron,"Philodendron dodsonii"
wfo-4000029275,"Costa Rica",COS,"SE. Mexico to Bolivia, Cuba, SE. Brazil",295348-2,295348-2,Orchidaceae,Phloeophila,Phloeophila
wfo-0000268586,"Costa Rica",COS,"SW. Costa Rica",314270-2,314270-2,Araceae,Philodendron,"Philodendron dominicalense"
wfo-0000268408,"Costa Rica",COS,"Nicaragua to Ecuador",300833-2,300833-2,Araceae,Philodendron,"Philodendron alliodorum"
wfo-0000269092,"Costa Rica",COS,"Costa Rica to Peru",314474-2,314474-2,Araceae,Philodendron,"Philodendron verrucosum"
wfo-4000029330,"Costa Rica",COS,"SW. Mexico to S. Trop. America",312553-2,312553-2,Orchidaceae,Phragmipedium,Phragmipedium
wfo-4000029230,"Costa Rica",COS,"Mexico to Trop. America",326132-2,326132-2,Araceae,Philodendron,Philodendron
wfo-0000269825,"Costa Rica",COS,"Nicaragua to W. Colombia",1170859-2,1170859-2,Arecaceae,Pholidostachys,"Pholidostachys pulchra"
wfo-0000268410,"Costa Rica",COS,"E. Costa Rica to W. Panama",314247-2,314247-2,Araceae,Philodendron,"Philodendron alticola"
wfo-0000268714,"Costa Rica",COS,"Mexico to Venezuela and Ecuador",87815-1,87815-1,Araceae,Philodendron,"Philodendron inaequilaterum"
wfo-0000268489,"Costa Rica",COS,"Costa Rica to W. Panama",301864-2,301864-2,Araceae,Philodendron,"Philodendron burgeri"
wfo-0000268814,"Costa Rica",COS,"Mexico to W. Colombia",87889-1,87889-1,Araceae,Philodendron,"Philodendron mexicanum"
wfo-0000268976,"Costa Rica",COS,"Costa Rica to Ecuador",314458-2,314458-2,Araceae,Philodendron,"Philodendron scalarinerve"
wfo-0000269039,"Costa Rica",COS,"Nicaragua to Ecuador",193191-2,193191-2,Araceae,Philodendron,"Philodendron sulcatum"
wfo-0000268486,"Costa Rica",COS,"Costa Rica to Ecuador",314256-2,314256-2,Araceae,Philodendron,"Philodendron brunneicaule"
wfo-0000268821,"Costa Rica",COS,"Costa Rica",193115-2,193115-2,Araceae,Philodendron,"Philodendron microstictum"
wfo-0000268685,"Costa Rica",COS,"Mexico to Trop. America",77170908-1,77170908-1,Araceae,Philodendron,"Philodendron hederaceum var. hederaceum"
wfo-0000268425,"Costa Rica",COS,"C. America, SW. Colombia",314248-2,314248-2,Araceae,Philodendron,"Philodendron angustilobum"
wfo-0000268540,"Costa Rica",COS,"Costa Rica to Panama",314266-2,314266-2,Araceae,Philodendron,"Philodendron cretosum"
wfo-0000267337,"Costa Rica",COS,"C. America to Venezuela and Ecuador",650144-1,650144-1,Orchidaceae,Peristeria,"Peristeria elata"
wfo-0000269040,"Costa Rica",COS,"SE. Costa Rica to NW. Colombia",314465-2,314465-2,Araceae,Philodendron,"Philodendron sulcicaule"
wfo-0000267793,"Costa Rica",COS,"Mexico to S. Trop. America",191152-2,191152-2,Sapotaceae,Peteniodendron,"Peteniodendron durlandii"
wfo-0000268480,"Costa Rica",COS,"C. & S. Trop. America",87672-1,87672-1,Araceae,Philodendron,"Philodendron brevispathum"
wfo-0000269026,"Costa Rica",COS,"Mexico to C. America",301657-2,301657-2,Araceae,Philodendron,"Philodendron standleyi"
wfo-0000268427,"Costa Rica",COS,"Mexico to Colombia",192963-2,192963-2,Araceae,Philodendron,"Philodendron anisotomum"
wfo-0000268949,"Costa Rica",COS,"Mexico (Chiapas) to Costa Rica",193167-2,193167-2,Araceae,Philodendron,"Philodendron rojasianum"
wfo-0000268536,"Costa Rica",COS,"C. Costa Rica to W. Panama",314265-2,314265-2,Araceae,Philodendron,"Philodendron crassispathum"
wfo-0000269148,"Costa Rica",COS,"Mexico (Chiapas) to C. America",193328-2,193328-2,Orchidaceae,Phloeophila,"Phloeophila peperomioides"
wfo-0000268477,"Costa Rica",COS,"Costa Rica to NW. Colombia",192983-2,192983-2,Araceae,Philodendron,"Philodendron brenesii"
wfo-4000028956,"Costa Rica",COS,"Florida to Trop. America",330589-2,330589-2,Verbenaceae,Petrea,Petrea
wfo-0000267922,"Costa Rica",COS,"Florida, Mexico to Trop. America",330591-2,330591-2,Verbenaceae,Petrea,"Petrea volubilis"
wfo-0000268617,"Costa Rica",COS,"Costa Rica to Colombia",77168943-1,77168943-1,Araceae,Philodendron,"Philodendron ensifolium subsp. ensifolium"
wfo-0000268533,"Costa Rica",COS,"E. Costa Rica to W. Panama",314264-2,314264-2,Araceae,Philodendron,"Philodendron cotonense"
wfo-0000268532,"Costa Rica",COS,"E. Costa Rica",314263-2,314263-2,Araceae,Philodendron,"Philodendron cotobrusense"
wfo-0000269979,"Costa Rica",COS,"Mexico (SW. Chiapas) to C. America",1008060-1,1008060-1,Orchidaceae,Phragmipedium,"Phragmipedium humboldtii"
wfo-0000269066,"Costa Rica",COS,"Mexico to Trop. America",88045-1,88045-1,Araceae,Philodendron,"Philodendron tripartitum"
wfo-4000028870,"Costa Rica",COS,"Costa Rica to Ecuador",30028443-2,30028443-2,Orchidaceae,Pescatoria,Pescatoria
wfo-0000268986,"Costa Rica",COS,"Costa Rica to Panama",314459-2,314459-2,Araceae,Philodendron,"Philodendron schottianum"
wfo-0000268684,"Costa Rica",COS,"Mexico to Trop. America",87797-1,87797-1,Araceae,Philodendron,"Philodendron hederaceum"
wfo-1200030933,"Costa Rica",COS,"Costa Rica to Ecuador",314287-2,314287-2,Araceae,Philodendron,"Philodendron hederaceum var. kirkbridei"
wfo-0000268929,"Costa Rica",COS,"Mexico to Colombia",77170203-1,77170203-1,Araceae,Philodendron,"Philodendron radiatum var. radiatum"
wfo-0000268989,"Costa Rica",COS,"Mexico to Ecuador",990033-1,990033-1,Araceae,Philodendron,"Philodendron schottii subsp. talamancae"
