"taxonID","vernacularName","language","region","doubtful"
"taxon-2-Guapira_eggersiana","prassa-oedoe","","Suriname",""
"taxon-2-Guapira_eggersiana","langbladige savanne prasarahoedoe","","Suriname",""
"taxon-2-Guapira_eggersiana","kasoroballi","Arawak","Suriname",""
"taxon-2-Guapira_eggersiana","kassoroballi","","Suriname",""
"taxon-2-Guapira_eggersiana","wayamu sasamuru","Carib","Suriname",""
"taxon-2-Guapira_eggersiana","mapou","Creole","French Guiana",""
"taxon-2-Guapira_eggersiana","piment-ramier","","French Guiana",""
"taxon-2-Guapira_eggersiana","pakaou-meyho","Oyampi","French Guiana",""
"taxon-2-Guapira_eggersiana","pakaou-kenvi","","French Guiana",""
"taxon-4-Guapira_salicifolia","biff wood","","Guyana",""
"taxon-4-Guapira_salicifolia","kleinbladige prasara-oedoe","Sranan","Suriname",""
"taxon-4-Guapira_salicifolia","njamsi-oedoe","","Suriname",""
"taxon-4-Guapira_salicifolia","kumete","Wayana","French Guiana",""
"taxon-1-Mirabilis_jalapa","four o'clock","","Guyana",""
"taxon-1-Mirabilis_jalapa","marvel of Peru","","Guyana",""
"taxon-1-Mirabilis_jalapa","nachtschone","Dutch","Suriname",""
"taxon-1-Mirabilis_jalapa","vieruursbloem","","Suriname",""
"taxon-2-Neea_floribunda","humatuba","Warrau","Guyana",""
"taxon-2-Neea_floribunda","njamsi-oedoe","Sranang","Suriname",""
"taxon-2-Neea_floribunda","prasara-oedoe","","Suriname",""
"taxon-2-Neea_floribunda","marisiballi ojoto","Arawak","Suriname",""
"taxon-2-Neea_floribunda","milukad kamwi","Palikur","French Guiana",""
"taxon-2-Neea_floribunda","mabechi","Boni","French Guiana",""
"taxon-2-Neea_floribunda","mapou","","French Guiana",""
"taxon-2-Neea_floribunda","niamichi oudou","Creole","French Guiana",""
"taxon-3-Neea_mollis","ka'asala","Wayapi","French Guiana",""
"taxon-3-Neea_mollis","alasiku","","French Guiana",""
"taxon-4-Neea_ovalifolia","mamudan","","Guyana",""
"taxon-4-Neea_ovalifolia","menkaro-kade","Mawayan","Guyana",""
"taxon-4-Neea_ovalifolia","menkaroma-kade","Wai Wai","Guyana",""
"taxon-4-Neea_ovalifolia","bosgujave","","Suriname",""
"taxon-4-Neea_ovalifolia","jamsi-oedoe","Sranan","Suriname",""
"taxon-4-Neea_ovalifolia","prasara-oedoe","","Suriname",""
"taxon-4-Neea_ovalifolia","kleinbladige prasara-oedoe","","Suriname",""
"taxon-4-Neea_ovalifolia","graine-malimbe","Creole","French Guiana",""
"taxon-4-Neea_ovalifolia","mabechi","Boni","French Guiana",""
"taxon-1-Sesuvium_portulacastrum","strandpostelein","Suriname Dutch","Suriname",""
"taxon-1-Sesuvium_portulacastrum","sagu sagu","Carib.","French Guiana",""
"taxon-1-Chenopodium_ambrosioides","matouosh","","Guyana",""
"taxon-1-Chenopodium_ambrosioides","mastruz","Portuguese Guyanese","Guyana",""
"taxon-1-Chenopodium_ambrosioides","metroshi","Macushi Amerindian","Guyana",""
"taxon-1-Chenopodium_ambrosioides","tingi-menti","","Suriname",""
"taxon-1-Chenopodium_ambrosioides","woron-menti","Creole","Suriname",""
"taxon-1-Chenopodium_ambrosioides","woron-wiwiri","Boni","French Guiana",""
"taxon-1-Chenopodium_ambrosioides","aapoa","Wayapi","French Guiana",""
"taxon-1-Chenopodium_ambrosioides","zerb' a vers","Creole","French Guiana",""
"taxon-1-Chenopodium_ambrosioides","poudre aux vers","","French Guiana",""
"taxon-1-Chenopodium_ambrosioides","semen contra","","French Guiana",""
"taxon-1-Alternanthera_brasiliana","razier di vin","Creole","French Guiana",""
"taxon-1-Alternanthera_brasiliana","radie di vin","","French Guiana",""
"taxon-1-Alternanthera_brasiliana","radie marie-claire","","French Guiana",""
"taxon-2-Alternanthera_ficoidea","akwemma","","Suriname",""
"taxon-4-Alternanthera_philoxeroides","watra-klaroen","","Suriname",""
"taxon-1-Amaranthus_australis","zwamp-klaroen","","Suriname",""
"taxon-1-Amaranthus_australis","watra-kraroen","","Suriname",""
"taxon-1-Amaranthus_australis","klaroen","","Suriname",""
"taxon-1-Amaranthus_australis","epinard","Creole","French Guiana",""
"taxon-2-Amaranthus_blitum","krakroen","","Suriname",""
"taxon-2-Amaranthus_blitum","kraroen","","Suriname",""
"taxon-2-Amaranthus_blitum","klaroen","","Suriname",""
"taxon-2-Amaranthus_blitum","krassi-wiwiri","","Suriname",""
"taxon-2-Amaranthus_blitum","redi maka klaroen","","Suriname",""
"taxon-2-Amaranthus_blitum","mboia","Boni","French Guiana",""
"taxon-3-Amaranthus_caudatus","diega kraroen","","Suriname",""
"taxon-4-Amaranthus_dubius","calalu","","Guyana",""
"taxon-4-Amaranthus_dubius","caterpillar calalu","","Guyana",""
"taxon-4-Amaranthus_dubius","chowri","","Guyana",""
"taxon-4-Amaranthus_dubius","claroen","","Suriname",""
"taxon-4-Amaranthus_dubius","klaroen","","Suriname",""
"taxon-4-Amaranthus_dubius","epinard","Creole","French Guiana",""
"taxon-4-Amaranthus_dubius","zergon","","French Guiana",""
"taxon-6-Amaranthus_spinosus","maka kraroen","","Suriname",""
"taxon-6-Amaranthus_spinosus","kraroen","","Suriname",""
"taxon-6-Amaranthus_spinosus","epinard","Boni","French Guiana",""
"taxon-6-Amaranthus_spinosus","mboya","","French Guiana",""
"taxon-7-Amaranthus_viridis","chowroi bhajee","","Guyana",""
"taxon-7-Amaranthus_viridis","epinard sauvage","Creole","French Guiana",""
"taxon-1-Blutaparon_vermiculare","postelein","","Suriname",""
"taxon-1-Blutaparon_vermiculare","sagu sagu","Galibi","French Guiana",""
"taxon-1-Cyathula_achyranthoides","blaka toriman","","Suriname",""
"taxon-2-Cyathula_prostrata","hamac de la biche","translation of Wayapi","French Guiana",""
"taxon-2-Cyathula_prostrata","bululu","Boni","French Guiana",""
"taxon-2-Cyathula_prostrata","kinikini","","French Guiana",""
"taxon-2-Cyathula_prostrata","chaine d'enfant","Creole","French Guiana",""
"taxon-2-Cyathula_prostrata","temeku","Saramaccan","French Guiana",""
"taxon-1-Gomphrena_globosa","tocoroho","","Guyana",""
"taxon-1-Gomphrena_globosa","staan vaste","","Suriname",""
"taxon-Pfaffia_glomerata","kaloeba kele","Arawak","Suriname",""
"taxon-Pfaffia_glomerata","oubelt","Carib","Suriname",""
"taxon-Pfaffia_glomerata","l'arbre sensible","Creole","French Guiana",""
"taxon-Pfaffia_glomerata","booko kini","Boni","French Guiana",""
"taxon-Pfaffia_glomerata","kini kini","","French Guiana",""
"taxon-1-Portulaca_grandiflora","tienuursklokje","Dutch","Suriname",""
"taxon-1-Portulaca_grandiflora","portulak","","Suriname",""
"taxon-1-Portulaca_grandiflora","chevalier de onze heures","","French Guiana",""
"taxon-2-Portulaca_oleracea","hog bhajee","","Guyana",""
"taxon-2-Portulaca_oleracea","piendjalang","Carib","Suriname",""
"taxon-2-Portulaca_oleracea","postelein","Dutch","Suriname",""
"taxon-2-Portulaca_oleracea","porselein","Sranan","Suriname",""
"taxon-2-Portulaca_oleracea","gron-possie","","Suriname",""
"taxon-2-Portulaca_oleracea","gron-posren","","Suriname",""
"taxon-2-Portulaca_oleracea","lonia","Hindi","Suriname",""
"taxon-2-Portulaca_oleracea","krokot","Javan","Suriname",""
"taxon-2-Portulaca_oleracea","bembe","Saramaccan","Suriname",""
"taxon-2-Portulaca_oleracea","pose","","Suriname",""
"taxon-2-Portulaca_oleracea","pourpier","","French Guiana",""
"taxon-2-Portulaca_oleracea","croupier","Creole","French Guiana",""
"taxon-2-Portulaca_oleracea","croupier blanc","","French Guiana",""
"taxon-2-Portulaca_oleracea","akusinami","Wayapi","French Guiana",""
"taxon-2-Portulaca_oleracea","posin","Boni","French Guiana",""
"taxon-2-Portulaca_oleracea","posen","Ndjuka","French Guiana",""
"taxon-1-Talinum_fruticosum","Surinaamse postelein","Sranan","Suriname",""
"taxon-1-Talinum_fruticosum","postelein","","Suriname",""
"taxon-1-Talinum_fruticosum","bokolille","","Suriname",""
"taxon-1-Talinum_fruticosum","posren","","Suriname",""
"taxon-1-Anredera_leptostachys","glycerine","Creole","French Guiana",""
"taxon-1-Basella_alba","australian poi","","Guyana",""
"taxon-1-Basella_alba","green stem poi","","Guyana",""
"taxon-1-Basella_alba","purple stem poi","","Guyana",""
"taxon-1-Basella_alba","poisang","","Guyana",""
"taxon-1-Basella_alba","bambee","","Guyana",""
"taxon-1-Basella_alba","spinazie","Dutch","Suriname",""
"taxon-1-Basella_alba","poi","Hindi","Suriname",""
"taxon-1-Basella_alba","epinard pays","Creole","French Guiana",""
"taxon-1-Basella_alba","ceylon spinach","","French Guiana",""
"taxon-1-Basella_alba","malabar spinach","","French Guiana",""
"taxon-1-Mollugo_verticillata","sulumonti","Galibi","French Guiana",""
"taxon-1-Drymaria_cordata","piki fowroesopo","","Suriname",""
"taxon-1-Drymaria_cordata","mignonette","Creole","French Guiana",""
"taxon-1-Drymaria_cordata","petit quinine","","French Guiana",""
"taxon-1-Drymaria_cordata","timignonette","","French Guiana",""
"taxon-1-DROSERA","sundew","English","",""
"taxon-2-Drosera_capillaris","yeberu","Arow.","",""
"taxon-2-Drosera_capillaris","yeberubina","","",""
