"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-10-PFAFFIA","PFAFFIA","Mart.","genus","","","PFAFFIA","Beitr. Kenntn. Amarantaceen 103 1825","accepted"
"taxon-1-Pfaffia_glabrata","Pfaffia glabrata","Mart.","species","","","Pfaffia","Nov. Gen. Sp. Pl. 2 21 1826","accepted"
"taxon-Pfaffia_glabrata","Pfaffia glabrata","Mart.","species","","","Pfaffia","Repert. Spec. Nov. Regni Veg. Beih. 88 24 1935","accepted"
"taxon-2-Pfaffia_glomerata","Pfaffia glomerata","Pedersen","species","","","Pfaffia","Darwiniana 14 450 1967","accepted"
"taxon-Pfaffia_glomerata","Pfaffia glomerata","Pedersen","species","","","Pfaffia","","accepted"
"taxon-3-Pfaffia_grandiflora","Pfaffia grandiflora","R.E. Fr.","species","","","Pfaffia","Ark. Bot. 16 12 10 1920","accepted"
"taxon-Pfaffia_grandiflora","Pfaffia grandiflora","R.E. Fr.","species","","","Pfaffia","","accepted"
"taxon-34-PORTULACACEAE","PORTULACACEAE","","family","PORTULACACEAE","","","","accepted"
"taxon-1-PORTULACA","PORTULACA","L.","genus","","","PORTULACA","Sp. Pl. 445 1753","accepted"
"taxon-1-Portulaca_grandiflora","Portulaca grandiflora","Hook.","species","","","Portulaca","Bot. Mag. 56 ad t. 2885 1829","accepted"
"taxon-2-Portulaca_oleracea","Portulaca oleracea","L.","species","","","Portulaca","Sp. Pl. 445 1753","accepted"
"taxon-3-Portulaca_pilosa","Portulaca pilosa","L.","species","","","Portulaca","Sp. Pl. 445 1753","accepted"
"taxon-4-Portulaca_quadrifida","Portulaca quadrifida","L.","species","","","Portulaca","Mant. Pl. 73 1767","accepted"
"taxon-5-Portulaca_sedifolia","Portulaca sedifolia","N.E. Br.","species","","","Portulaca","Trans. Linn. Soc. London Bot. ser. 2. 6 19 1901","accepted"
"taxon-2-TALINUM","TALINUM","Adans.","genus","","","TALINUM","Fam. Pl. 2 245 1763 nom. cons.","accepted"
"taxon-1-Talinum_fruticosum","Talinum fruticosum","Juss.","species","","","Talinum","Gen. Pl. 312 1789","accepted"
"taxon-2-Talinum_paniculatum","Talinum paniculatum","Gaertn.","species","","","Talinum","Fruct. Sem. Pl. 2 219 1791","accepted"
"taxon-35-BASELLACEAE","BASELLACEAE","","family","BASELLACEAE","","","","accepted"
"taxon-1-ANREDERA","ANREDERA","Juss.","genus","","","ANREDERA","Gen. Pl. 84 1789","accepted"
"taxon-1-Anredera_leptostachys","Anredera leptostachys","Steenis","species","","","Anredera","Fl. Males. Ser. 1. 5 302 1957","accepted"
"taxon-2-BASELLA","BASELLA","L.","genus","","","BASELLA","Sp. Pl. 272 1753","accepted"
"taxon-1-Basella_alba","Basella alba","L.","species","","","Basella","Sp. Pl. 272 1753","accepted"
"taxon-36-MOLLUGINACEAE","MOLLUGINACEAE","","family","MOLLUGINACEAE","","","","accepted"
"taxon-1-GLINUS","GLINUS","L.","genus","","","GLINUS","Sp. Pl. 463 1753","accepted"
"taxon-1-Glinus_radiatus","Glinus radiatus","Rohrb.","species","","","Glinus","Mart. Fl. Bras. 14 2 238 t. 55, f. 1 1872","accepted"
"taxon-2-MOLLUGO","MOLLUGO","L.","genus","","","MOLLUGO","Sp. Pl. 89 1753","accepted"
"taxon-1-Mollugo_verticillata","Mollugo verticillata","L.","species","","","Mollugo","Sp. Pl. 89 1753","accepted"
"taxon-37-CARYOPHYLLACEAE","CARYOPHYLLACEAE","","family","CARYOPHYLLACEAE","","","","accepted"
"taxon-1-DRYMARIA","DRYMARIA","Schult.","genus","","","DRYMARIA","Roem. & Schult. Syst. Veg. 5 31 1819","accepted"
"taxon-1-Drymaria_cordata","Drymaria cordata","Schult.","species","","","Drymaria","Roem. & Schult. Syst. Veg. 5 406 1819","accepted"
"taxon-2-POLYCARPAEA","POLYCARPAEA","Lam.","genus","","","POLYCARPAEA","J. Hist. Nat. 2 3, 5 1792 nom. cons.","accepted"
"taxon-1-Polycarpaea_corymbosa","Polycarpaea corymbosa","Lam.","species","","","Polycarpaea","Tabl. Encycl. Méth. Bot. 2 129 1797","accepted"
"taxon-54-SARRACENIACEAE","SARRACENIACEAE","","family","SARRACENIACEAE","","","","accepted"
"taxon-1-HELIAMPHORA","HELIAMPHORA","Benth.","genus","","","HELIAMPHORA","Proc. Linn. Soc. Lond. 1 53 1840","accepted"
"taxon-1-Heliamphora_nutans","Heliamphora nutans","Benth.","species","","","Heliamphora","Proc. Linn. Soc. Lond. 1 53 1840","accepted"
"taxon-55-DROSERACEAE","DROSERACEAE","","family","DROSERACEAE","","","","accepted"
"taxon-1-DROSERA","DROSERA","L.","genus","","","DROSERA","Sp. Pl. 281 1753","accepted"
"taxon-1-Drosera_biflora","Drosera biflora","Humb. & Bonpl. ex Roem. & Schult.","species","","","Drosera","Syst. Veg. 6 763 1820","accepted"
"taxon-2-Drosera_capillaris","Drosera capillaris","Poir.","species","","","Drosera","Lam. Encycl. 6 299 1804","accepted"
"taxon-3-Drosera_cayennensis","Drosera cayennensis","Sagot ex Diels","species","","","Drosera","Engl. Pflanzenr. IV 112 Heft 26 86 1906","accepted"
"taxon-4-Drosera_esmeraldae","Drosera esmeraldae","Maguire & Wurdack","species","","","Drosera","Mem. New York Bot. Gard. 9 335 1957","accepted"
"taxon-5-Drosera_intermedia","Drosera intermedia","Hayne","species","","","Drosera","J. Bot. (Schrader) 1 37 1800","accepted"
"taxon-6-Drosera_kaieteurensis","Drosera kaieteurensis","Brumm.-Ding.","species","","","Drosera","Acta Bot. Neerl. 4 137 1955","accepted"
"taxon-7-Drosera_roraimae","Drosera roraimae","Maguire & J.R. Laundon","species","","","Drosera","Maguire & Wurdack Mem. New York Bot. Gard. 9 333 1957","accepted"
"taxon-8-Drosera_sessilifolia","Drosera sessilifolia","A. St.-Hil.","species","","","Drosera","Hist. Pl. Remarq. Brésil 1 259 t. 25A 1825-1826","accepted"
