WFO_ID,assessmentId,internalTaxonId,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0001085608,205617225,205455171,Parathesis chiapensis,PRIMULACEAE,Parathesis,chiapensis,,,,Fernald,Least Concern,,3.1,Stable,Global
wfo-0000476148,205617240,205455632,Parathesis cubana,PRIMULACEAE,Parathesis,cubana,,,,(A.DC.) Molinet & M.Gómez,Least Concern,,3.1,Stable,Global
wfo-0000476159,205617250,205455708,Parathesis leptopa,PRIMULACEAE,Parathesis,leptopa,,,,Lundell,Least Concern,,3.1,Decreasing,Global
wfo-0001085312,205617255,205455769,Parathesis melanosticta,PRIMULACEAE,Parathesis,melanosticta,,,,(Schltdl.) Hemsl.,Least Concern,,3.1,Stable,Global
wfo-0000476125,205617295,205471811,Parathesis trichogyne,PRIMULACEAE,Parathesis,trichogyne,,,,Hemsl.,Least Concern,,3.1,Stable,Global
wfo-0000476127,205617305,205471999,Parathesis villosa,PRIMULACEAE,Parathesis,villosa,,,,Lundell,Least Concern,,3.1,Stable,Global
wfo-0000779478,205617310,205472040,Parmentiera parviflora,BIGNONIACEAE,Parmentiera,parviflora,,,,Lundell,Least Concern,,3.1,Stable,Global
wfo-0000474524,205617315,205472061,Pavonia malacophylla,MALVACEAE,Pavonia,malacophylla,,,,(Link & Otto) Garcke,Least Concern,,3.1,Stable,Global
wfo-0000470304,205617320,205472550,Peltostigma pteleoides,RUTACEAE,Peltostigma,pteleoides,,,,(Hook.) Walp.,Least Concern,,3.1,Stable,Global
wfo-0000995604,205617335,205473961,Photinia mexicana,ROSACEAE,Photinia,mexicana,,,,Hemsl.,Least Concern,,3.1,Stable,Global
wfo-0000396076,205617355,205474400,Phyllonoma laticuspis,PHYLLONOMACEAE,Phyllonoma,laticuspis,,,,(Turcz.) Engl.,Least Concern,,3.1,Stable,Global
wfo-0000474796,205617360,205474470,Picramnia antidesma,PICRAMNIACEAE,Picramnia,antidesma,,,,Sw.,Least Concern,,3.1,Stable,Global
wfo-0000471294,205617365,205474552,Pilocarpus racemosus,RUTACEAE,Pilocarpus,racemosus,,,,Vahl,Least Concern,,3.1,Stable,Global
wfo-0000487491,205617370,205474850,Piper tuberculatum,PIPERACEAE,Piper,tuberculatum,,,,Jacq.,Least Concern,,3.1,Stable,Global
wfo-0000183538,205617375,205475859,Piscidia carthagenensis,FABACEAE,Piscidia,carthagenensis,,,,Jacq.,Least Concern,,3.1,Stable,Global
wfo-0000487037,205617380,205475869,Platanus mexicana,PLATANACEAE,Platanus,mexicana,,,,Moric.,Least Concern,,3.1,Stable,Global
