WFOID,Vernacular_name,LocalID,scientificName,transliteration,Devnagari (preeti),Devnagari (unicode),Language,countryCode,rights,license,bibliographicCitation,compiler
wfo-0000517761,Bikhma (बिखमा ),NEP03810,Aconitum naviculare (Brühl) Stapf,Bikhma,lavdf ,बिखमा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000517789,"Atisingi bikh, Bikh (अतिसिँगी बिख, बिख )",NEP03813,Aconitum novoluridum Munz,"Atisingi bikh, Bikh","cltl;FuL lav, lav ","अतिसिँगी बिख, बिख ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000517817,Nirmasi (निर्मसी ),NEP03815,Aconitum orochryseum Stapf,Nirmasi,lgd{;L ,निर्मसी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000517831,Bikhma (बिखमा ),NEP03816,Aconitum palmatum D.Don,Bikhma,lavdf ,बिखमा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000518004,Madhu bikh (मधु बिख ),NEP03820,Aconitum rotundifolium Kar. & Kir.,Madhu bikh,dw' lav ,मधु बिख ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000518103,"Bikh, Atibish (बिख, अतिविष )",NEP03825,Aconitum spicatum (Brühl) Stapf,"Bikh, Atibish","lav, cltljif ","बिख, अतिविष ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000518301,"Madhu bikh, Bikh (मधु बिख, बिख )",NEP03836,Aconitum violaceum Jacquem. ex Stapf,"Madhu bikh, Bikh","dw' lav, lav ","मधु बिख, बिख ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519082,Jiunti (जिउन्ती ),NEP03838,Actaea frigida (Royle) Prantl,Jiunti,lhpGtL ,जिउन्ती ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000535011,"Ratan jot, Dhanero (रतन जोत, धनेरो )",NEP03851,Anemonastrum elongatum (D.Don) Holub,"Ratan jot, Dhanero","/tg hf]t, wg]/f] ","रतन जोत, धनेरो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027146,"Ratan jot, Kangre jhar (रतन जोत, काङ्ग्रे झार )",NEP03857,Anemonastrum obtusilobum (D.Don) Mosyakin subsp. obtusiloba,"Ratan jot, Kangre jhar","/tg hf]t, sfª\u|] emf/ ","रतन जोत, काङ्ग्रे झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000535021,Rathabiratha (रथबिरथ ),NEP03862,Anemonastrum polyanthes (D.Don) Holub.,Rathabiratha,/yla/y ,रथबिरथ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001331086,"Jhare jara, Jibre jhar (झारे जरा, जिब्रे झार )",NEP03882,Anemonastrum trullifolium (Hook.f. & Thomson) Mosyakin,"Jhare jara, Jibre jhar","emf/] h/f, lha|] emf/ ","झारे जरा, जिब्रे झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001129628,Ek ankhle phul (एक आँख्ले पूmल ),NEP03897,Caltha palustris L. var. palustris,Ek ankhle phul,"Ps cfFVn] k""mn ",एक आँख्ले पूmल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000609425,Ransag (रनसाग ),NEP03905,Clematis acuminata DC.,Ransag,/g;fu ,रनसाग ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000609467,Rangeli gurubuti (रङ्गेली गुरुबुटी ),NEP03910,Clematis alternata Kitam. & Tamura,Rangeli gurubuti,/Ë]nL u'?a'6L ,रङ्गेली गुरुबुटी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000609565,Junge lahara (जुँगे लहरा ),NEP03911,Clematis barbellata Edgew.,Junge lahara,h'Fu] nx/f ,जुँगे लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000609625,"Junge lahara, Pinase lahara, Maha gagri (जुँगे लहरा, पिनासे लहरा, मह गाग्री )",NEP03916,Clematis buchananiana DC.,"Junge lahara, Pinase lahara, Maha gagri","h'Fu] nx/f, lkgf;] nx/f, dx ufu|L ","जुँगे लहरा, पिनासे लहरा, मह गाग्री ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000609748,Bhainsi lahara (भैँसी लहरा ),NEP03923,Clematis connata DC.,Bhainsi lahara,e}F;L nx/f ,भैँसी लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000609987,Junge lahara (जुँगे लहरा ),NEP03926,Clematis gouriana Roxb. ex DC.,Junge lahara,h'Fu] nx/f ,जुँगे लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000610013,Bhende kuro (भेँडे कुरो ),NEP03931,Clematis grewiiflora DC.,Bhende kuro,e]F8] s'/f] ,भेँडे कुरो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000610296,"Junge laharo, Anguri jhar (जुँगे लहरो, अङ्गुरी झार )",NEP03934,Clematis montana Buch.-Ham. ex DC.,"Junge laharo, Anguri jhar","h'Fu] nx/f], cª\u'/L emf/ ","जुँगे लहरो, अङ्गुरी झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000610341,Bhainsi lahara (भैँसी लहरा ),NEP03938,Clematis napaulensis DC.,Bhainsi lahara,e}F;L nx/f ,भैँसी लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000610556,Seto juhi (सेतो जुही ),NEP03941,Clematis puberula Hook.f. & Thomson,Seto juhi,;]tf] h'xL ,सेतो जुही ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000610666,Sikari lahara (सिकारी लहरा ),NEP03944,Clematis smilacifolia Wall.,Sikari lahara,l;sf/L nx/f ,सिकारी लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001264803,Pahenlo junge lahara (पहेँलो जुँगे लहरा ),NEP03945,Clematis tibetana Kuntze subsp. tibetana,Pahenlo junge lahara,kx]Fnf] h'Fu] nx/f ,पहेँलो जुँगे लहरा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000508833,Imong nagpo: Amchi (इमोँग नाग्पो ),NEP03946,Clematis tibetana Kuntze subsp. brevipes (Tamura) Yonek.,Imong nagpo: Amchi,Odf]Fu gfUkf] ,इमोँग नाग्पो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000610989,Rasgargi (रसगार्गी ),NEP03957,Clematis zeylanica (L.) Poir.,Rasgargi,/;ufuL{ ,रसगार्गी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000639809,Maure mulo (मौरे मुलो ),NEP03959,Delphinium brunonianum Royle,Maure mulo,df}/] d'nf] ,मौरे मुलो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000639822,Timusa: Amchi (तिमुसा ),NEP03960,Delphinium caeruleum Jacquem. ex Cambess.,Timusa: Amchi,ltd';f ,तिमुसा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000639976,Bong mar (बोेङ मार ),NEP03965,Delphinium densiflorum Duthie ex Huth,Bong mar,af]]ª df/ ,बोेङ मार ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000639977,"Nirmasi, Nirbisi (निर्मसी, निरबिषी )",NEP03966,Delphinium denudatum Wall. ex Hook.f. & Thomson,"Nirmasi, Nirbisi","lgd{;L, lg/laifL ","निर्मसी, निरबिषी ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640119,Mudulo (मुडुलो ),NEP03968,Delphinium grandiflorum L.,Mudulo,d'8'nf] ,मुडुलो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640138,Atis (अतिस ),NEP03969,Delphinium himalayae Munz,Atis,clt; ,अतिस ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640244,Chharkang: Tibetan (छारकाँग ),NEP03973,Delphinium kamaonense Huth,Chharkang: Tibetan,5f/sfFu ,छारकाँग ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640689,"Bikh, Bishadi ghans (बिख, विषादी घाँस )",NEP03980,Delphinium scabriflorum D.Don,"Bikh, Bishadi ghans","lav, ljiffbL 3fF; ","बिख, विषादी घाँस ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000640869,Maure mulo (मौरे मुलो ),NEP03987,Delphinium vestitum Wall. ex Royle,Maure mulo,df}/] d'nf] ,मौरे मुलो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001423611,"Kangrate, Hatti paile (कङ्ग्राते, हात्ती पाइले )",NEP03992,Eriocapitella rivularis (Buch.-Ham. ex DC.) Christenh. & Byng,"Kangrate, Hatti paile","sª\u|ft], xfQL kfOn] ","कङ्ग्राते, हात्ती पाइले ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000535764,"Kaptase, Maure mulo (कपतासे, मौरे मुलो )",NEP03997,Eriocapitella vitifolia (Buch.-Ham. ex DC.) Nakai,"Kaptase, Maure mulo","sktf;], df}/] d'nf] ","कपतासे, मौरे मुलो ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000463493,Yumo deu jin: Amchi (युमो देउ जिन ),NEP04011,Paraquilegia microphylla (Royle) J.R.Drumm. & Hutch.,Yumo deu jin: Amchi,o'df] b]p lhg ,युमो देउ जिन ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000461176,Chu-rukpa: Amchi (चु(रुक्पा ),NEP04018,Ranunculus brotherusii Freyn,Chu-rukpa: Amchi,r'-?Skf ,चु(रुक्पा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000460689,"Brimor mhendo, Nakkore jhar (ब्रिमोर म्हेन्दो, नक्कोरे झार )",NEP04023,Ranunculus diffusus DC. var. diffusus,"Brimor mhendo, Nakkore jhar","la|df]/ Dx]Gbf], gSsf]/] emf/ ","ब्रिमोर म्हेन्दो, नक्कोरे झार ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001233612,Tite phool (तिते पूmल ),NEP04037,Ranunculus hirtellus Royle var. hirtellus,Tite phool,"ltt] k""mn ",तिते पूmल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
