WFOID,Vernacular_name,LocalID,scientificName,transliteration,Devnagari (preeti),Devnagari (unicode),Language,countryCode,rights,license,bibliographicCitation,compiler
wfo-0000999226,Tsar: Gurung (सार ),NEP05303,Cotoneaster integrifolius (Roxb.) G.Klotz,Tsar: Gurung,;f/ ,सार ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000006999,"Khareto, Ghangaru (खरेटो, घँगारु )",NEP05312,Cotoneaster microphyllus Wall. ex Lindl.,"Khareto, Ghangaru","v/]6f], 3Fuf? ","खरेटो, घँगारु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000007177,Chiniya phal (चिनिया फल ),NEP05338,Dasiphora arbuscula (D.Don) Soják,Chiniya phal,lrlgof kmn ,चिनिया फल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000991761,Chiniya phal (चिनिया फल ),NEP05345,Dasiphora fruticosa (L.) Rydb.,Chiniya phal,lrlgof kmn ,चिनिया फल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001003548,"Pasi, Mehul (पासी, मेहुल )",NEP05349,Docynia indica (Colebr.) Decne.,"Pasi, Mehul","kf;L, d]x'n ","पासी, मेहुल ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001003548,Jure kaphal (जुरे काफल ),NEP05351,Eriobotrya dubia (Lindl.) Decne.,Jure kaphal,h'/] sfkmn ,जुरे काफल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001007328,Maya (माया ),NEP05353,Eriobotrya elliptica Lindl.,Maya,dfof ,माया ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000989952,Karna phool jhar (कर्ण पूmल झार ),NEP05359,Fragaria daltoniana J.Gay,Karna phool jhar,"s0f{ k""mn emf/ ",कर्ण पूmल झार ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983394,Bhuin ainselu (भुईँ ऐँसेलु ),NEP05364,Fragaria nubicola (Hook.f.) Lindl. ex Lacaita,Bhuin ainselu,e'O{F P]F;]n' ,भुईँ ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018054,Belochan (बेलोचन ),NEP05367,Geum elatum Wall. ex G.Don f. elatum,Belochan,a]nf]rg ,बेलोचन ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990063,Najhil (नाझिल ),NEP05374,Griffitharia hedlundii (C.K.Schneid.) Rushforth,Najhil,gflemn ,नाझिल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000997028,Panghame (पाङ्घमे ),NEP05377,Griffitharia lanata (D.Don) Rushforth,Panghame,kfª\3d] ,पाङ्घमे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316307,"Chyuli, Lek mayal (च्युली, लेक मयल  )",NEP05383,Griffitharia vestita (Wall. ex G.Don) Rushforth,"Chyuli, Lek mayal","Ro'nL, n]s don  ","च्युली, लेक मयल  ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990296,Hatti laharo (हात्ती लहरो ),NEP05390,Neillia rubiflora D.Don,Hatti laharo,xfQL nx/f] ,हात्ती लहरो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990312,Hatti laharo (हात्ती लहरो ),NEP05391,Neillia thyrsiflora D.Don,Hatti laharo,xfQL nx/f] ,हात्ती लहरो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001016472,"Gaj phul, Lahare bakalpate (गज पूmल, लहरे बाकलपाते )",NEP05394,Photinia integrifolia Lindl.,"Gaj phul, Lahare bakalpate","uh k""mn, nx/] afsnkft] ","गज पूmल, लहरे बाकलपाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000995607,Jure mayal (जुरे मयल ),NEP05397,Photinia nussia (Buch.-Ham. ex D.Don) Kalkman,Jure mayal,h'/] don ,जुरे मयल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000984147,Hyumi (ह्युमी ),NEP05410,Potentilla griffithii Hook.f.,Hyumi,Xo'dL ,ह्युमी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017593,"Sarpe kaphal, Bhuin kaphal (सर्पे काफल, भुईँ काफल )",NEP05414,Potentilla indica (Andrews) Th.Wolf,"Sarpe kaphal, Bhuin kaphal",";k]{ sfkmn, e'O{F sfkmn ","सर्पे काफल, भुईँ काफल ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316332,"Saplang, Salyangsai: Chepang (सपलँग, सल्याँगसाई )",NEP05422,Potentilla monanthes Wall. ex Lehm. var. monanthes,"Saplang, Salyangsai: Chepang",";knFu, ;NofFu;fO{ ","सपलँग, सल्याँगसाई ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000984739,Kauwa kaphal (कौवा काफल ),NEP05444,Potentilla sundaica (Blume) Kuntze,Kauwa kaphal,sf}jf sfkmn ,कौवा काफल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990763,Bajradanti (बज्रदन्ती ),NEP05447,Potentilla supina L.,Bajradanti,ah|bGtL ,बज्रदन्ती ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001005647,Dhatelo (धतेलो ),NEP05453,Prinsepia utilis Royle,Dhatelo,wt]nf] ,धतेलो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001402407,"Khurpani, Jangali khurpani (खुर्पानी, जङ्गली खुर्पानी )",NEP05454,Prunus armeniaca Marshall,"Khurpani, Jangali khurpani","v'kf{gL, hª\unL v'kf{gL ","खुर्पानी, जङ्गली खुर्पानी ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000992075,Aaru bakhada (आरु बखडा ),NEP05459,Prunus cerasifera Ehrh.,Aaru bakhada,cf? av8f ,आरु बखडा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000985997,Painyu (पैँयु ),NEP05460,Prunus cerasoides Buch.-Ham ex D.Don,Painyu,k}Fo' ,पैँयु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018017,Bhate kath (भाटे काठ ),NEP05463,Prunus ceylanica (Wight) Miq.,Bhate kath,ef6] sf7 ,भाटे काठ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000986027,"Lek aaru, Aarupate (लेक आरु, आरुपाते )",NEP05467,Prunus cornuta (Wall. ex Royle) Steud.,"Lek aaru, Aarupate","n]s cf?, cf?kft] ","लेक आरु, आरुपाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027060,"Jhuse aaru, Khamu (झुसे आरु, खमु )",NEP05471,Prunus davidiana (Carrière) N.E.Br.,"Jhuse aaru, Khamu","e'm;] cf?, vd' ","झुसे आरु, खमु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001387626,Jhuse aaru (झुसे आरु ),NEP05479,Prunus mira Koehne,Jhuse aaru,e'm;] cf? ,झुसे आरु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001368695,"Jangali painyu, Jangali aaru (जङ्गली पैँयु, जङ्गली आरु )",NEP05484,Prunus napaulensis (Ser.) Steud.,"Jangali painyu, Jangali aaru","hª\unL k}Fo', hª\unL cf? ","जङ्गली पैँयु, जङ्गली आरु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000750074,Khoshini (खोसिनी ),NEP05494,Prunus undulata Buch.-Ham. ex D.Don,Khoshini,vf]l;gL ,खोसिनी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000986149,"Ghangaru, Kath gedi (घँगारु, काठ गेडी  )",NEP05497,Pyracantha crenulata (D.Don) M.Roem.,"Ghangaru, Kath gedi","3Fuf?, sf7 u]8L  ","घँगारु, काठ गेडी  ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001014299,Mayal (मयल ),NEP05502,Pyrus pashia Buch.-Ham. ex D.Don,Mayal,don ,मयल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001016578,Bhainsi kanda (भैँसी काँडा ),NEP05503,Rosa brunonii Lindl.,Bhainsi kanda,e}F;L sfF8f ,भैँसी काँडा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000992818,Jangali gulab (जङ्गली गुलाब ),NEP05509,Rosa macrophylla Lindl.,Jangali gulab,hª\unL u'nfa ,जङ्गली गुलाब ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001015979,"Bhote gulaf, Darim pate (भोटे गुलाफ, दारिम पाते )",NEP05511,Rosa sericea Lindl.,"Bhote gulaf, Darim pate","ef]6] u'nfkm, bfl/d kft] ","भोटे गुलाफ, दारिम पाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018046,Bhote gulaf (भोटे गुलाफ ),NEP05512,Rosa webbiana Wall. ex Royle,Bhote gulaf,ef]6] u'nfkm ,भोटे गुलाफ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000985829,"Rato ainselu, Sano ainselu (रातो ऐँसेलु, सानो ऐँसेलु )",NEP05513,Rubus acuminatus Sm.,"Rato ainselu, Sano ainselu","/ftf] P]F;]n', ;fgf] P]F;]n' ","रातो ऐँसेलु, सानो ऐँसेलु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000985865,Sano gulaf (सानो गुलाफ ),NEP05518,Rubus biflorus Buch.-Ham. ex Sm.,Sano gulaf,;fgf] u'nfkm ,सानो गुलाफ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000988492,Bhuin ainselu (भुईँ ऐँसेलु ),NEP05521,Rubus calycinus Wall. ex D.Don,Bhuin ainselu,e'O{F P]F;]n' ,भुईँ ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000999863,"Ainselu, Pahenlo ainselu (ऐँसेलु, पहेँलो ऐँसेलु )",NEP05526,Rubus ellipticus Sm.,"Ainselu, Pahenlo ainselu","P]F;]n', kx]Fnf] P]F;]n' ","ऐँसेलु, पहेँलो ऐँसेलु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001002128,Bhuin ainselu (भुईँ ऐँसेलु ),NEP05528,Rubus fockeanus Kurz,Bhuin ainselu,e'O{F P]F;]n' ,भुईँ ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983254,"Kalo ainselu, Sano ainselu (कालो ऐँसेलु, सानो ऐँसेलु )",NEP05529,Rubus foliolosus D.Don,"Kalo ainselu, Sano ainselu","sfnf] P]F;]n', ;fgf] P]F;]n' ","कालो ऐँसेलु, सानो ऐँसेलु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000995511,Ghyampe ainselu (घ्याम्पे ऐँसेलु ),NEP05548,Rubus lineatus Reinw.,Ghyampe ainselu,£ofDk] P]F;]n' ,घ्याम्पे ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018077,Jogi ainselu (जोगी ऐँसेलु ),NEP05549,Rubus macilentus Cambess.,Jogi ainselu,hf]uL P]F;]n' ,जोगी ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001000385,Bhuin ainselu (भुईँ ऐँसेलु ),NEP05551,Rubus nepalensis (Hook.f.) Kuntze,Bhuin ainselu,e'O{F P]F;]n' ,भुईँ ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017731,"Rukh ainselu, Bhalu ainselu (रुख ऐँसेलु, भालु ऐँसेलु )",NEP05558,Rubus paniculatus Sm.,"Rukh ainselu, Bhalu ainselu","?v P]F;]n', efn' P]F;]n' ","रुख ऐँसेलु, भालु ऐँसेलु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001015844,Lek ainselu (लेक ऐँसेलु ),NEP05562,Rubus pentagonus Wall. ex Focke,Lek ainselu,n]s P]F;]n' ,लेक ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001015844,Rato ainselu (रातो ऐँसेलु ),NEP05564,Rubus rosifolius Sm.,Rato ainselu,/ftf] P]F;]n' ,रातो ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983438,"Goru ainselu, Bipen kanda (गोरु ऐँसेलु, बिपेन काँडा )",NEP05567,Rubus rugosus Sm.,"Goru ainselu, Bipen kanda","uf]? P]F;]n', lak]g sfF8f ","गोरु ऐँसेलु, बिपेन काँडा ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000999726,Chande ainselu (चाँदे ऐँसेलु ),NEP05570,Rubus splendidissimus H.Hara,Chande ainselu,rfFb] P]F;]n' ,चाँदे ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017832,Ainselu (ऐँसेलु ),NEP05575,Rubus thomsonii Focke,Ainselu,P]F;]n' ,ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017696,Thulo ainselu (ठूलो ऐँसेलु ),NEP05576,Rubus treutleri Hook.f.,Thulo ainselu,"7""nf] P]F;]n' ",ठूलो ऐँसेलु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001005502,Jangali syau (जङ्गली स्याउ ),NEP05587,Sinomalus baccata (L.) Rushforth,Jangali syau,hª\unL :ofp ,जङ्गली स्याउ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001013564,Jangali syau (जङ्गली स्याउ ),NEP05591,Sinomalus sikkimensis (Wenzig) Rushforth,Jangali syau,hª\unL :ofp ,जङ्गली स्याउ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
