WFO_ID,Country,distribution,TaxonName,namepublishedin,rights,license,bibliographicCitation,compiler
wfo-0001105484,NP,"Nepal, E Himalaya and Tibetan Plateau.",Primula scapigera (Hook.f.) Craib ,Notes Roy. Bot. Gard. Edinburgh 6(29-30): 254. 1917. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000482715,NP,"Nepal, W Himalaya and E Himalaya.",Primula sessilis Royle ex Craib ,Notes Roy. Bot. Gard. Edinburgh 6: 256. 1917.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000482731,NP,Nepal and Assam-Burma.,Primula sharmae H.R.Fletcher,Trans. Roy. Soc. Edinburgh 33: 119. 1941.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001105485,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",Primula sikkimensis Hook.,Bot. Mag. 77: pl. 4597. 1851.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001428525,NP,Nepal and E Himalaya.,Primula sikkimensis var. hopeana (Balf.f. & R.E.Cooper) W.W.Sm. & H.R.Fletcher ,Trans. & Proc. Bot. Soc. Edinburgh 33: 453. 1943. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000482669,NP,"Nepal, E Himalaya and Tibetan Plateau.",Primula soldanelloides Watt ,"J. Linn. Soc., Bot. 20: 10. 1882. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000482674,NP,Nepal and E Himalaya.,Primula spathulifolia Craib ,J. Roy. Hort. Soc. 39: 190. 1913.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000482695,NP,"Nepal, E Himalaya and Tibetan Plateau.",Primula stirtoniana Watt ,"J. Linn. Soc., Bot. 20: 15. 1882.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001105987,NP,"Nepal, E Himalaya and Tibetan Plateau.",Primula strumosa Balf.f. & R.E.Cooper ,Notes Roy. Bot. Gard. Edinburgh 9: 201. 1916.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000482678,NP,Nepal and W Himalaya.,Primula stuartii Wall.,Fl. Ind. 2: 20. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200070743,NP,Nepal and W Himalaya.,Primula sulphurea (Hook.f.) Craib,J. Roy. Hort. Soc. 39: 190. 1913.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027119,NP,"Nepal, E Himalaya and Tibetan Plateau.",Primula tanneri King,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 55(2): 227. 1886. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001385014,NP,Nepal and E Himalaya.,Primula tanneri var. nepalensis (W.W.Sm.) S.K.Basak & Maiti,Gen. Primula India 235. 2014.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001106297,NP,"Nepal, E Himalaya and Tibetan Plateau.",Primula tenuiloba (Watt) Pax ,Bot. Jahrb. Syst. 10(3): 204. 1888.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001106291,NP,"Nepal, W Himalaya, E Himalaya and Tibetan Plateau.",Primula tibetica Watt ,"J. Linn. Soc., Bot. 20(123-124): 6, pl. 11A. 1882. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001106301,NP,"Nepal, E Himalaya, Tibetan Plateau and E Asia.",Primula walshii Craib ,J. Roy. Hort. Soc. 39: 190. 1913.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000483190,NP,Endemic to Nepal.,Primula wigramiana W.W.Sm.,Notes Roy. Bot. Gard. Edinburgh 18: 182. 1934.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001106409,NP,Nepal and Tibetan Plateau.,Primula wollastonii Balf.f. ,Bull. Misc. Inform. Kew 1922(4): 152. 1922.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000582269,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Camellia caudata Wall.,Pl. Asiat. Rar. 3: 36. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000582438,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",Camellia kissii Wall. ,Asiat. Res. 13: 429. 1820. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001237310,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",Schima wallichii (DC.) Korth. ,"Verh. Nat. Gesch. Ned. Bezitt., Bot. 143. 1842.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000492195,NP,"Nepal, E Himalaya, Tibetan Plateau, E Asia, SE Asia and Assam-Burma.",Symplocos acuminata (Blume) Miq.,Fl. Ned. Ind. 1(2): 467. 1859.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141713,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",Symplocos cochinchinensis (Lour.) S.Moore ,J. Bot. 52: 148. 1914.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141776,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",Symplocos dryophila C.B.Clarke ,Fl. Brit. India 2: 578. 1879.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141562,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Symplocos glomerata King ex C.B.Clarke ,List Trees Darjeeling Dist. 54. 1878. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000989948,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Symplocos paniculata Miq. ,Ann. Mus. Bot. Lugduno-Batavi 3: 102. 1867. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141790,NP,"Nepal, E Himalaya, Tibetan Plateau and S Asia. ",Symplocos pyrifolia Wall. ex G.Don ,Gen. Hist. 4: 3. 1837.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141780,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",Symplocos racemosa Roxb. ,Fl. Ind. 2: 539. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141768,NP,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Symplocos ramosissima Wall. ex G.Don,Gen. Syst. 4: 3. 1837.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000491118,NP,Nepal (Endemic?),Symplocos subsecunda Brand,Repert. Spec. Nov. Regni Veg. 14: 326. 1916.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141729,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Symplocos sumuntia Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 145. 1825. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141689,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",Symplocos theifolia D.Don ,Prodr. Fl. Nepal.: 145. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000644616,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",Diapensia himalaica Hook.f. & Thomson ,Hooker's J. Bot. Kew Gard. Misc. 9: 373. 1857. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000572771,NP,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",Bruinsmia polysperma (C.B.Clarke) Steenis ,Bot. Jahrb. Syst. 86(1-4): 393. 1967. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000492163,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia.",Styrax hookeri C.B.Clarke ,Fl. Brit. India 3: 589. 1879. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000492190,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",Styrax japonicus Siebold & Jucc.,"Fl. Jap. 1(5): 53, pl. 23. 1837.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141442,NP,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",Styrax serrulatus Roxb. ,Fl. Ind. 2: 415. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519170,NP,"Nepal, E Himalaya and E Asia.",Actinidia callosa Lindl. ,Intr. Nat. Syst. Bot. (ed. 2) 439. 1836.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519346,NP,Nepal and E Himalaya.,Actinidia strigosa Hook.f. & Thomson ,"J. Proc. Linn. Soc., Bot. 5: 55. 1861.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000433343,NP,"Nepal, E Himalaya and SE Asia.",Saurauia fasciculata Wall.,Pl. Asiat. Rar. 2: 40. 1832.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001224545,NP,"Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia.",Saurauia napaulensis DC.,Mem. Soc. Phys. Geneve 1: 421. 1822.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000500955,NP,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",Saurauia roxburghii Wall. ,Pl. Asiat. Rar. 2: 40. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001225014,NP,"Nepal, E Asia and SE Asia.",Saurauia tristyla DC.,Mém. Soc. Phys. Genève 1: 423. 1822.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
