taxonID,description,language,contributor
wfo-0000780046,"Árbol, hasta 30 m; ramas j6venes subtetrágonas; epidermis bien floja, menudamente tomentosa con tricomas estrellados cuando joven. Hojas palmeadas, 5-folioladas; pecíolo 3.5-8 cm de largo; peci6lulos 0.5-2.7 cm de largo, finamente tomentoso con tricomas Estrellados; folíolos 3.5-12 x 1.2-6 cm, asimétricamente elípticos, enteros, membranáceos a cartáceos, pubescentes, base redondeada o cuneada, ápice agudo; haz parda o negruzca al secarse; envés contrastantemente café-amarillento o plateado por los tricomas, densamente tomentoso con tricomas estrellados diminutos sésiles o subsésiles; nervio medio con tricomas estrellados en la haz, nervios menos pubescentes en el envés a veces más oscuros al secarse. Inflorescencia una panícula subfasciculada muy contraída; pedúnculos y pedicelos bastante visibles, menores de 5 mm de largo, rufescentes con tricomas estrellados. Cáliz 0.5-0.8 x 0.5-0.7 cm, campanulado, densamente estrellado-rufescente, también con algunos tricomas simples. Corola 6-7.2 cm de largo, ca. 1.5 cm de ancho en la boca, tubular-infundibuliforme, amarilla; tubo 4.8-5.5 cm de largo, el exterior glabro, el interior glabro dorsalmente, densamente velloso con tricomas simples hasta 1.5 de largo ventralmente velloso glandular al nivel de la inserci6n de los estambres; lóbulos 1.5-2.2 cm de largo, lepidotos y ciliados, o glabros. Estambres con tecas 2-3 mm de largo, divaricadas. Disco nectarífero 2.7 mm de largo, 2 mm de diámetro, pulvinado. Pistilo 2.4-2.5 cm de largo; ovario 5 mm de largo, 1.5 mm de diámetro, oblongo, glabro, con estrías finas longitudinales impresas, óvulos en unas 8 series por l6culo. Fruto una cápsula, 34-39 x 0.8-1 cm, linear, subterete, glabrescentemente tomentosa con tricomas estrellados dorados, el cáliz no persistente. Semillas no vistas.",Spanish,Alwyn H. Gentry
wfo-0001214891,"Arbusto o árbol, hasta 11 m de altura; ramas j6venes teretes, lepidotas con lenticelas dispersas grandes cuando j6venes. Hojas palmeadamente (3-)5-7-folioladas; pecíolo hasta 16 cm de largo, lepidoto; peci6lulo terminal hasta 5 cm de largo; folíolos angostamente elípticos a oblanceolados, enteros, cartáceos a coriáceos, verde oliva-gris cuando secos, lepidotos, base redondeada a anchamente cuneada, ápice agudo a acuminado; foliolo terminal hasta 19 x 8 cm, folíolos laterales más pequeños; nervio principal y nervios secundarios elevados en el envés, nerviecillos más finos no impresos en la haz. Inflorescencia un corimbo axilar, generalmente paucifloro, pedúnculo y pedicelos lepidotos; brácteas y bractéolas subuladas, densamente lepidotas, con botones florales al mismo tiempo que flores adultas. Cáliz 15-20 x 11-14 mm, campanulado, irregularmente 2-3 labiado, densamente lepidoto, eglanduloso o con algunas glándulas dispersas en forma de plato. Corola 6-11 cm de largo, 1.4-2.5 cm de ancho en la boca del tubo, tubular-infundibuliforme, blanca; tubo 4.5-8 cm de largo, el exterior glabro o con algunas escamas lepidotas dispersas, el interior pubérulo-escamoso con pelos cortos a lo largo de los márgenes de la garganta vellosa al nivel de la inserción de los estambres; lóbulos 1.5-2.5 cm de largo, ciliados, el interior lepidoto. Estambres insertos 9-18 mm por encima de la base del tubo de la corola; filamentos más largos 2.6-3.4 cm de largo, los más cortos 1.6-2.4 cm de largo, tecas 3.5 mm de largo, divaricadas; estaminodio 10-11 mm de largo. Disco nectarífero 1 mm de largo, 3 mm de diámetro, pulviniforme. Pistilo 3.3-3.4 cm de largo; ovario 5-6 mm de largo, 1 mm de diámetro, linear-oblongo, lepidoto, óvulos 2-seriados en cada lóculo. Fruto una cápsula, 20-24 x 1.2-1.3 cm, linear-oblonga, subterete, conspicuamente lepidota, ahusándose hacia la base y el ápice, el cáliz generalmente persistente. Semillas 5-6 x 2.5-3 mm, delgadas, bialadas; alas hialino-membranáceas, conspicuamente demarcadas del cuerpo de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000780540,"Arbustos o árboles pequefios. Hojas simples; pecíolo 1-1.5 cm de largo; lámina 8-13 x 3-4.2 cm, oblanceoladas, enteras, rígido-cartáceas con margen revoluta, con muy pocos nervios, inconspicuamente lepidoto-punteado en ambas caras, base cuneado atenuada, ápice obtusamente cuspidado-acuminado; nervios laterales planos e inconspicuos en la superficie del envés. Inflorescencia y flores igual que en T. insignis var. insignis. Fruto desconocida.",Spanish,Alwyn H. Gentry
wfo-0000780084,"Arbusto o árbol pequefio, unos pocos metros de altura; ramas j6venes subteretes hasta subtetragonales, estrellado-pubescentes cuando j6venes. Hojas palmadamente 5-folioladas; peciolo hasta 13 cm de largo, estrellado-rojizo; peci6lulos hasta 4.5 cm de largo; foliolos anchamente elipticos y oblongo-elipticos, enteros, subcoriáceos, verde olivagrisáceo cuando secos, con zonas glandulares conspicuas, dispersamente lepidotos, especialmente en el envés, con pelos estrellados dispersos sobre la superficie (cuando j6venes más densamente estrellado-tomentoso en toda la superficie), base más o menos redondeada, ápice agudo a acuminado; foliolo terminal hasta 15 x 11 cm, foliolos laterales más pequefios; nervios principales estrellado-pubérulos por la haz, con pelos estrellados dispersos (y algunas veces también con pelos simples y largos) por el envés, nervio medio oscuro cuando seco en el envés. Inflorescencia una panicula contraida, pauci-15-flora generalmente casi fasciculada, bracteada; brácteas subuladas, 2-10 mm de largo; pedicelos 4-8 mm de largo, pardos, estrellado-rojizos. Cáliz 0.8-1.4 x 0.6-1 cm, campanulado, someramente 5-lobulado, conspicua y finamente pubescente con pelos grueso-estrellados y pardo-rojizos, estos menos densos entre los dientes, cada diente agudo con una estriaci6n más denso-pubescente descendiendo desde el ápice. Corola 5.5-8 cm de largo, 1.2-2 cm de ancho en la boca del tubo, tubular-infundibuliforme, amarilla con estrias rojizas en la garganta, superficie exterior glabra excepto por algunos pelos estrellados sobre los lóbulos, las márgenes de la garganta esparcidamente pubérulas con pelos cortos papili-formes; tubo 3.5-5.5 cm de largo, velloso en el nivel de la inserci6n de las anteras; lóbulos 1.5-2 cm de largo, diminutamente glandular-lepidotos. Estambres insertos ca. 5 mm por encima de la base del tubo de la corola; filamentos más largos ca. 2 cm de largo, los más cortos ca. 1.8 cm de largo; tecas divaricadas, 2 cm de largo; estaminodio 5-6 mm de largo. Disco nectarífero ca. 1 mm de largo, 1.5-2 mm de diámetro, cupular. Pistilo ca. 5 cm de largo; ovario 2-3 mm de largo, 1 mm de diámetro, linear, dispersamente lepidoto, superficie lisa. Fruto una cápsula, 24-35 x 1.3-1.7 cm, linear, terete, ahusándose apicalmente, finamente estrellado-tomentosa, conspicua y esparcidas zonas glandulares oscuras cuando secas, cada una con una glándula en forma de plato en el centro; valvas delgadas, longitudinalmente, irregular y finamente arrugado-estriada. Semillas 0.6-1 x 2.2-3.6 cm, delgadas, bialadas; alas hialino-membranáceas, conspicuamente demarcadas del cuerpo de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000779973,"Árbol, hasta 25 m de alto, 50 cm de DAP; corteza con surcos oscuros someros, se-parando filas elevadas claras y con superficie plana; madera dura, pesada, marr6n-verde oliva oscura con dep6sitos de lapacol; ramas j6venes subtetragonales, estrellado-pubescentes cuando j6venes, glabrescentes, los nudos sin glándulas o pseudoestípulas. Hojas palmadamente 5-folioladas; pecíolo 6-18cm de largo; peci6lulo terminal 0.8-5.8 cm de largo, peci6lulo intermedio 0.7-5.1 cm de largo, peci6lulos laterales 0.2-1.8 cm de largo, estrellado-pubescentes; folíolos oblongo-obovados u oblongo-elípticos, enteros a serrados, membranáceos, lepidotos, base obtusa a truncada, ápice abruptamente acuminado a apiculado; haz estrellado-pubescente pero glabrescente; envés densa y persistentemente estrellado pubescente; foliolo terminal 5-22 x 1.8-14.4 cm, folíolos intermedios 4.2-19.8 x 1.4-13.2 cm, foliolos laterales 2.8-11 x 1.6-8 cm. Inflorescencia una panícula terminal, contraída, pedicelos y pedúnculo obsoletos, ramas estrellado-pubescentes; flores con una fragancia dulce. Cáliz 0.8-1.5 x 0.5-1 mm, campanulado, 5-lobulado, lanoso-pubescente con tomento estrellado más corto y cubierta gruesa formada por pelos simples y largos (hasta 1 mm de largo), estos generalmente ramificados en el extremo de la base. Corola 4-8.3 cm de largo, 0.8-2.1 cm de ancho en la boca, tubular-infundibuliforme, amarilla con dibujos rojizos en la garganta, la nervadura cuando seca inconspicua sobre los lóbulos, superficie exterior glabra, excepto por algunos pelos en la base de los lóbulos, también con algunos pelos simples dispersos en la parte adaxial de la garganta; tubo 3-5.8 cm de largo, generalmente pardo, glandular-pubescente al nivel de la inserci6n de los estambres; lóbulos 1-2.4 cm de largo, amarillentos, el interior velloso. Estambres insertos 6-7 mm por encima de la base del tubo de la corola; filamentos más largos 1.5-2 cm de largo, los más cortos 0.9-1.5 cm de largo; tecas 1.5-2.5 mm de largo, divaricadas; el estaminodio 2-11 mm de largo. Disco nectarífero 1 mm de largo, 2-3 mm de diámetro, pulviniforme. Pistilo 2-2.7 cm de largo; ovario 3-5 mm de largo, 1.5-2 mm de diámetro, linear, lepidoto a algo pubérulo con pelos simples y estrellados, óvulos más o menos 10-seriados en cada lóculo. Fruto una cápsula, 13-35 x 1-1.5 cm, linear-cilíndrica, ahusada hacia los extremos, con abundante pubescencia lanosa de color dorado con tomento corto-estrellado y un indumento más largo formado por pelos simples, (estos generalmente con la base estrellada). Semillas 0.4-0.8 x 1.8-2.9 cm; alas hialino membranáceas, conspicuamente demarcadas del cuerpo de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000780102,"Arbusto o árbol pequefio, hasta 8 m de alto; ramas jóvenes subteretes, la superficie marginada y angulosa cuando seca. Hojas simples (rara vez 3-folioladas en parte); pecíolo 0.5-2 cm de largo, lepidoto o lepidoto y pubérulo; láminas 3-10 x 1-3.4 cm angostamente elípticas, enteras, subcoriáceas, conspicuamente lepidotas, base cuneada a redondeada, ápice agudo a obtuso o retuso; envés algunas veces con pubescencia lanosa; nervios principales lanosos y base del nervio medio conspicuamente glandular en la haz. Inflorescencia generalmente una cima más o menos terminal, 2-4 flores; pedúnculo y pedicelos lepidotos, sin botones florales acompaflando a las flores adultas. Cáliz 1.2-1.7 x 0.8-1.1 cm, campanulado irregularmente 2-3-labiado, lepidoto, eglanduloso. Corola tubular-infundibuliforme, blanca, superficie exterior glabra , generalmente con algunas escamas lepidotas esparcidas, lóbulos ciliados, la interior densamente glandular-lepidota, con pubescencia escamosa a lo largo de las márgenes de la gargant y pubescente en la inserci6n de los estambres. Estambres y pistilo igual que en T. insignis. Fruto una cápsula, 8-14(16) x 1.3-2 cm, linear-oblonga, subterete, acuminada, conspicuamente lepidota, el cáliz persistente. Semillas 1.4-1.7 cm de largo, 3.5-4 mm de ancho, delgadas, planas, bialadas; alas hialino-membranáceas, agudamente demarcadas del cuerpo de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000780321,"Arbusto a arbolito, a menudo retorcido, hasta de 4 m de alto y 5 cm de DAP; corteza lisa, gris clara; madera blanquecina y blanda; rámulas teretes, lepidotas. Hojas simples o con 3 folíolos; pecíolo 2.3-10 cm de largo, lepidoto; peci6lulo terminal 1-3.5 cm de largo, peci6lulos laterales cuando presentes 0.2-1.5 cm de largo; folíolos angostamente elípticos y oblongos, subcoriáceos, verde-grisáceos al secarse, densamente lepidotos, un poco menos en la haz, base cuneada a subsésil, ápice agudo; foliolo terminal 10-19 x 2.1 5.6 cm, foliolos laterales cuando presentes 5-19 x 1.1-5.1 cm. Inflorescencia una cima terminal, 2-5 flores sobre una rama reducida generalmente en una dicotomía de las ramas; pedicelos y pedúnculo lepidotos. Cáliz 1-2 x 0.4-1 cm, irregularmente 2-3-labiado, cupular, lepidoto. Corola 5-7 cm de largo, 9-15 cm de ancho en la boca, tubular-infundibuliforme, blanca con costas amarillas en la garganta, superficie exterior glabra, la interior pubescente en las costas de la garganta y al nivel de la inserci6n de los estambres, esparcidamente en los lóbulos y en los senos; tubo 2.8-5.8 cm de largo; lóbulos 0.8-1.8 cm de largo. Estambres con tecas 3 mm de largo, divaricadas. Disco nectarífero pulvinado, 2 mm de largo, 3 mm de diámetro. Pistilo con ovario linear-c6nico, 4.5-5 mm de largo, 1 mm de diámetro, densamente glandular-lepidoto, con escamas hasta la base de óvulos en 2 series por l6culo. Fruto una cápsula, 8-11 x 1.6-2.6 cm, oblongo-cilindrica, atenuada en ambos extremos, densamente lepidota, el cáliz persistente. Semillas 1.4-1.8 x 1.6-2.6 cm, suborbiculares, gruesas, suberosas, pardas, prácticamente sin alas.",Spanish,Alwyn H. Gentry
wfo-0000780342,"Árbol o arbusto pequefio hasta de 10 m de alto; ramas j6venes teretes, glabras, con muy pocas lenticelas grandes ampliamente esparcidas. Hojas palmadamente 5-folioladas; peciolo hasta de 13 cm de largo, glabrescente; peci6lulo terminal hasta de 4 cm de largo; foliolos elipticos a angostamente elipticos, subenteros a inconspicuamente rizado-serrulados, cartáceos, velloso-pubescente, base redondeada, ápice agudo a cortamente acuminado; haz oscura al secarse, lepidota; envés gris-blancuzco al secarse; foliolo terminal hasta 15 x 7 cm, foliolos laterales más pequefios; nervio medio elevado en ambas caras, nervios secundarios y nerviecillos impresos en la haz y elevados en el envés. Inflorescencia una panicula-corimbosa pauci a multiflora; ramas lepidotas con escamas rojizas y variadamente pilosas; brácteas triangulares, conspicuamente blanco-pubescentes en bot6n, floreciendo después de la pérdida de las hojas. Cáliz 0.9-1.7 x 0.7-1.2 mm, campanulado, irregularmente 3-4-labiado, los nudos 2-3 mm de largo, densamente lepidoto especialmente en el ápice, con racimos de glándulas en forma de plato, rojizas cuando secas, con márgenes elevados en la mitad o en la mitad superior. Corola 7-10 cm de largo, 2-2.6 cm de ancho en la boca del tubo, tubular-infundibuliforme, blanca, superficie exterior glabra, excepto por algunas escamas lepidotas, dispersas sobre el tubo; tubo 5-7 cm de largo, el interior con pubescencia de pelos cortos 0.1-0.3 mm de largo, rizados a lo largo de las márgenes de la garganta, velloso al nivel de la inserci6n de los estambres; lóbulos 1.5-2.5 cm de largo, ciliados y con algunas escama por cerca del margen. Estambres insertos 6-8 mm por encima de la base del tubo de la corola; filamentos más largos 1.7-2.4 cm de largo, los más cortos 1.3-1.6 cm de largo; tecas divaricadas 3-5 mm de largo; estaminodio 5-10 mm de largo. Disco nectarífero 1-1.5 mm de largo, 2.5-3 mm de diámetro, pulviniforme. Pistilo 2.5-4 cm de largo; ovario linear-oblongo, 3-4 mm de largo, 1 mm de diámetro, densamente lepidoto, óvulos 2-seriados en cada l6culo. Fruto una cápsula, 11-14 x 2.2-2.4 cm, linear-oblonga, densamente lepidota, cáliz persistente. Semillas 1 x ca. 4 cm, bialadas; alas hialina membranáceas, claramente demarcadas del cuerpo de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000780302,"Árbol, hasta 25 6 30 m de alto, 1 m de DAP; corteza angosta y verticalmente agri-etada con márgenes suberificadas, gris oscuro a negruzcas; madera superficialmente similar a la del roble, de densidad media, marr6n-grisáceo claro, con un modelo de-finido a líneas de parénquima paratraqueal de color marr6n, cuando fresca presenta olor suavemente dulce parecido al olor de la patilla; ramas j6venes subtetragonales, lepidotas, con la médula gruesa, nudos sin glándulas interpeciolares o pseudoestípulas. Hojas palmadamente 5-folioladas, con frecuencia anis6filas; pecíolo 5-32 cm de largo, lepidoto; peci6lulo terminal 2-11 cm de largo, peci6lulos intermedios 1.5-9.5 cm de largo, peciólulos laterales 0.2-2.4 cm de largo; foliolos elipticos a eliptico-oblongos, enteros, subcoriáceos a cartáceos lepidotos, gris-verde cuando secos, base redondeada a cuneada, ápice agudo a acuminado; foliolo terminal 8-34 x 3-18 cm, el par intermedio 6-34 x 3-17 cm, el par lateral 3.5-25 x 1.4-12 cm. Inflorescencia una panícula terminal con un par de brácteas subuladas abrazando cada dicotomia; ramas densamente lepidotas; flores con un aroma ligeramente dulce. Cáliz 11-21 x 6-12 cm, cupular, bilabiado, densamente lepidoto. Corola 5-10 cm de largo, 1.5-3.2 cm de ancho en la boca del tubo, tubular infundibuliforme, blanca a rosado-lavanda o purpúreo-rojiza, la abertura de la garganta amarilla haciéndose progresivamente blanca, superficie exterior glabra, ciliada, superficie interior esparcidamente pubescente con pelos pequeflos, generalmente unicelulares sobre los márgenes de la garganta; tubo 3-5.8 cm de largo, con pelos glandulares en el punto de la inserción de los estambres; lóbulos 2.2-2.6 cm de largo. Estambres insertos 5-10 mm desde la base de la corola; filamentos más largos 1.4-2 cm de largo, los más cortos 1-1.5 cm de largo; tecas 2.5-3.5 mm de largo, divaricadas; estaminodio 2-6 mm de largo. Disco nectarífero 2-3 mm de largo, 3-3.5 mm de diámetro, ahusado-cupular. Pistilo 1.9-3.2 cm de largo; ovario linear, 5-8 mm de largo, 1 mm de diámetro, densamente lepidoto, óvulos 2-seriados en cada lóculo. Fruto una cápsula, 22-38 x 0.9-1.5 cm, linear-cilindrica, atenuada hacia ambo extremos, lepidota, el cáliz generalmente persistente. Semillas 0.7-1 x 2.8 4.4 cm; alas hialino-membranáceas, conspicuamente demarcadas del cuerpo de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000780753,"Árbol, 4-25 m de alto; ramas jóvenes teretes, lepidotas si no glabras o glabradas, a veces aplanadas en los nudos, más o menos lenticeladas en la madurez. Hojas 3-folioladas; peciolo 15-90, lepidoto, en general también ligeramente pubérulo por encima; peciólulos 1-35 de largo; foliolos 0.2-15 x 1.2-10 cm, uniformemente elipticos o romboide-elipticos a ovados, cartáceos a subcoriáceos, más o menos verde oliva al secarse, generalmente más claros en el envés, algo lepidotos, a veces también con tricomas simples diseminados por los nervios principales o toda la superficie, base redondeada a cuneada, ápice generalmente obtuso a un poco agudo, brevemente acuminado; envés notoriamente piloso con tricomas simples en las axilas de los nervios secundarias; nervio medio generalmente pubérulos. Inflorescencia terminal, contraida y más o menos fasciculada; brácteas y bractéolas 3-9 mm de largo, subuladas, conspicuas, grisáceas al secarse y lepidotas con márgenes blanquecinas debido a los tricomas marginales sinuosos enredados y densamente pilosos. Cáliz 0.5-1.7 x 0.4-0.8(-1.1) cm, campanulado, 2-3-labiado, negro o pardo oscuro al secarse, densamente lepidoto, a veces también con tricomas simples aislados, siempre densamente piloso con tricomas flexuosos enredados en los lóbulos. Corola 2.5 7 cm de largo, 0.9-2 cm de diámetro en la boca, tubular-infundibuliforme, blanca a rosada, superficie exterior glabra salvo por unas pocas glándulas en forma de plato y oscuras al secarse, superficie interior con tricomas largos endebles aplanados, pilosa con tricomas glandulares a nivel de la unión de los estambres; tubo 2-5 cm de largo; lóbulos 0.6-2 cm de largo, ciliados. Estambres con tecas divaricadas, 3 de largo. Disco nectarífero 0.5-1 mm de largo, 1.2-2 mm de diámetro, cupular con 5 lóbulos breves distinguibles. Pistilo 2-3 cm de largo; ovario 3-5 mm de largo, ca. 1 mm de diámetro, linear-cilíndrico, densamente lepidoto y con glándulas lepidotas más grandes, algunas de las escamas notoriamente peltada-pediceladas. Fruto una cápsula, 13-24 x 0.5-0.7 cm, delgada, lepidota, grisácea o pardusca al secarse, el cáliz persistente. Semillas 5-6 x 2.5-3 cm, delgadas, bialadas; alas hialino-membranáceas bien diferenciadas del cuerpo pardusco.",Spanish,Alwyn H. Gentry
wfo-0000780315,"Árbol, hasta 30 m; ramas jóvenes teretes, glabrescentes o inconspicuamente pubescentes en los ápices. Hojas palmadamente 5-7 folioladas; pecíolo hasta de 10 cm de largo, generalmente más o menos pubérulo por lo menos adaxialmente; peciólulos hasta de 5 cm de largo; folíolos elípticos a angostamente elíptico-ovados, acuminados, bases redondeadas, enteros hasta conspicuamente serrados, cartáceos, grises a verde oliva cuando secos, inconspicuamente lepidotos, o generalmente glabros cuando adultos, más o menos estrelladopubescente solamente cuando jóvenes; envés con pelos simples en las axilas de los nervios laterales, estos con frecuencia rodeando domacios bien desarrollados; foliolo terminal hasta 18 x 7 cm, folíolos laterales más pequefios; base del nervio medio algunas veces con algunos pelos simples inconspicuos en la haz. Inflorescencia una panícula corimbosa, generalmente multiflora, ramas tomentosas con pelos simples divididos y estrellados. Cáliz 0.8-1.1 x 0.6-1.1 mm, campanulado, someramente 3-5 lobulado, esparcidamente pubescente con pelos simples y grueso-estrellados, dispersos. Corola 8-12 cm de largo, 2-3.5 cm de ancho en la boca del tubo, tubular-infundibuliforme, amarilla, superficie externa glabra, el interior de la garganta débilmente piloso con pelos largos (hasta 0.8 mm de largo), flexuosos generalmente a lo largo de las márgenes de la garganta, pubescente en el nivel de la inserci6n de los estambres; tubo 6-9 cm largo; lóbulos 2-3 cm de largo, lóbulos generalmente algo ciliados. Estambres insertos 8-9 mm por encima de la base del tubo de la corola; filamentos más largos 2-2.1 cm de largo, los más cortos 1.4-1.6 cm de largo; tecas 3 mm de largo, divaricadas; estaminodio 9-10 mm de largo. Disco nectarífero 1 mm de largo, 2.5 mm de diámetro, pulviniforme. Pistilo 3.5-3.7 cm de largo; ovario 4 mm de largo, 1-1.5 mm de diámetro, linear-oblongo, glandular-verrugoso especialmente hacia el ápice, con frecuencia disperso lepidoto o con algunos pelos estrellados, óvulos multiseriados en cada l6culo. Fruto una cápsula, (8)12-60 x 1.6-2.4 cm, linear, más o menos glabrescente, algunas veces con muy pocos pelos ampliamente esparcidos, lepidotos o simples o estrellados; valvas gruesas, subleflosas, lisas o con algunas protuberancias verrugosas esparcidas. Semillas 0.8 1.1 x 2.4-3.5 cm, bialadas; alas hialino membranáceas en la mitad externa, pardas en la base, agudamente demarcadas del cuerpo más oscuro de la semilla.",Spanish,Alwyn H. Gentry
wfo-0000780362,"Árbol, 5-25 m de alto; ramas j6venes subteretes, lepidotas cuando j6venes. Hojas simples; peciolo 1-6 cm de largo, lepidoto; láminas (6-)9-38 x 3.5-13 cm, elipticas a oblongo-obovadas, enteras, coriáceas a subcoriáceas, verde oliva a grisáceas al secarse, base cuneada, ápice redondeado a obtuso o subcuspidado; envés lepidotas a glabro, conspicuamente glandular. Inflorescencia un racimo o panicula racemosa, terminal, lepidota; brácteas subespatuladas, hasta 2.5 cm de largo; pedicelos 1-2 cm de largo. Cáliz 2.4-3.3 0.6-1 cm, tubular, bilabiado a subespatáceamente hendido 5-12 mm, lóbulos a veces con dientecillos, generalmente también con glándulas en forma de plato esparcidas. Corola 7-9 x 0.7-1.5 cm en la boca, hipocrateriforme, blanca, superficie externa glabra, con glándulas pateliformes en el ápice del tubo y la base de los lóbulos; tubo muy angostamente cilindrico, 4.5-7 cm de largo, el interior glabro; lóbulos 15-35 de largo, menudamente lepidoto-glandulares, más a menos escamoso-pubérulos hacia el ápice. Estambres subexertos; tecas 4-5 mm de largo, más o menos paralela. Disco nectarífero 1 mm de largo, 2 mm de diámetro, pulvinado, no claramente diferenciado de la base del ovario. Pistilo con ovario oblongo, 5-6 mm de largo, 1 mm de diámetro, densamente lepidoto. Fruto una cápsula, 12-37 x 2-3 cm, linear-oblonga, subterete, ligeramente angostada en la base y el ápice, densamente lepidotas, negruzcas al secarse, cáliz persistente y hendido en forma de espata hasta 3.5 cm de largo, con unas 5 estrias; valvas leflosas. Semillas 1-1.8 x 2-5 cm, planas, bialadas; alas hialino-membranáceas en el borde, pardas en la base, más bien continuas con el cuerpo.",Spanish,Alwyn H. Gentry
wfo-0000780346,"Árbol, hasta 20 m de alto; ramas teretes glabrescentes, estriadas. Hojas palmeadas, 5-folioladas; pecíolo hasta de 10 cm de largo, piloso; peciólulos terminales hasta de 6 cm; folíolos elíptico-ovados, subenteros o irregularmente serrulados, cartáceos, verde oliva al secarse, base redondeada, ápice agudo a acuminado; haz ligeramente pilosa; envés suavemente piloso con tricomas simples; foliolo terminal hasta 16 x 18.5 cm, foliolos laterales más chicos. ; floración al defoliarse. Inflorescencia una panícula de pocas flores, con tricomas estrellados rojizos. Corola tubular-infundibuliforme, amarilla, similar a T. serratifolia pero glabra fuera y dentro salvo a nivel de la inserción de los estambres. Estambres con tecas 2.5 mm de largo, divaricadas. Pistilo ca. 2.8 cm de largo; ovario oblongo, glabro un poco esmerilado. Fruto 10-50 x 1.6-1.8 cm, linear, terete, glabro; valvas más bien gruesas y lisas, finamente subestriadas. Semillas 0.8-0.9 x 44-49 cm, bialadas; alas hialino-membranáceas notoriamente diferenciadas del cuerpo pardo.",Spanish,Alwyn H. Gentry
wfo-0000780249,"Liana; corteza gris; tallo con 4 haces de floema en corte transversal; ramas jóvenes teretes, glabras o muy ligeramente pub6rulas, con zonas glandulares interpeciolares; pseudoestípulas diminutas, inconspicuas, triangulares. Hojas 2-3-folioladas, con frecuencia con un zarcillo simple; peciolo 2.5-6 cm de largo, inconspicuamente pub6rulo o glabrescente; peciólulos 0.4-3.5 cm de largo; foliolos 6.5-14.5 x 3.4-11 cm, ovado a eliptico-oblongos, cartáceos; haz verde oliva al secarse, glabra; env6s pardo-blancuzco con los nervios principales de color marrón contrastante al secarse, densamente pub6rula blancuzca en el env6s excepto sobre los nervios principales (en las jóvenes algunas veces más o menos glabres centes), base truncada a anchamente subcordada, ápice obtuso hasta muy corta y obtusamente acuminado. Inflorescencia un racimo terminal, rara vez con uno o dos pedicelos reemplazados por un pedúnculo corto, con 2 flores naciendo en las ramas jóvenes cortas laterales; pedúnculo y pedicelos muy ligeramente pubérulos; brácteas diminutas, deciduas. Cáliz 11-14 x 7-9 mm, cupular, glabro o con algunos pelos inconspicuos, truncado, diminutamente denticulado, cuando seco oscuro con conspicuas manchas diminutas y pálidas cerca de la base y sobre el pedicelo, generalmente con glándulas en forma de plato cerca del margen. Corola 14.5-19 cm de largo, 2-2.4 cm de ancho en la boca, alargado-tubular, más ancha en el ápice, blanca; tubo 12-16 cm de largo, 4-7 cm de ancho en la mayor parte de su longitud, el interior tubo glabro; lóbulos 2-2.5 cm de largo, pubérulos y glandular lepidotos por encima, el interior del tubo y lóbulos densamente pubérulos por fuera. Estambres incluidos, insertos 10.5-12 cm por encima de la base del tubo de la corola; filamentos 3-3.5 cm de largo; tecas 5-6 mm de largo, divaricadas. Disco nectarífero ca. 1 mm de largo, 3 mm de diámetro, pulviniforme. Pistilo 14-15 cm de largo; ovario 2-3 mm de largo, ca. 1.2 mm de diámetro, cilíndrico, glabro, óvulos 6-8 seriados en cada lóculo. Fruto una cápsula, 16 cm de largo, 8-9 cm de diámetro, ca. 7 mm de grosor, oblongo-elipsoide, no comprimida, redondeada ambos extremos, gris con numerosas lenticelas elevadas y pardas; valvas lefiosas; nervio medio inconspicuo. Semillas 2.8-3.6 x 2.1-3.2 cm, gruesas, suberificadas, sin alas; hilo casi en ángulo recto con el cuerpo de la semilla, 0.6-1 x 1.2-1.8 mm.",Spanish,Alwyn H. Gentry
