WFOID,countryCode,locationID,locality,establishmentMeans,source,bibliographicCitation,URI
wfo-0000940018,TH,THA,Thailand,Managed,Flora of Thailand,"Alchornea trewioides. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 47. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03149
wfo-0001138540,TH,THA,Thailand,Managed,Flora of Thailand,"Alectra avensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 222. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01189
wfo-0000940858,TH,THA,Thailand,Managed,Flora of Thailand,"Aleurites moluccana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 49. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03151
wfo-0000755470,TH,THA,Thailand,Managed,Flora of Thailand,"Alisma plantago-aquatica. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 352. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02512
wfo-0000943159,TH,THA,Thailand,Managed,Flora of Thailand,"Allamanda cathartica. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02197
wfo-0000943361,TH,THA,Thailand,Managed,Flora of Thailand,"Allamanda schottii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02198
wfo-0000526239,TH,THA,Thailand,Managed,Flora of Thailand,"Allmania nodiflora. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 382. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01222
wfo-0000526604,TH,THA,Thailand,Managed,Flora of Thailand,"Allophylus cobbe. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 176. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02317
wfo-0000528348,TH,THA,Thailand,Managed,Flora of Thailand,"Alsomitra macrocarpa. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 416. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03981
wfo-0000951882,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia angustiloba. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 42. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02163
wfo-0000952121,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia curtisii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 42. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02164
wfo-0000952530,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia macrophylla. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 44. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02165
wfo-0000952898,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia rostrata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 44. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02166
wfo-0000952921,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia rupestris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 45. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02167
wfo-0001257712,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia scholaris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 45. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02168
wfo-0000953059,TH,THA,Thailand,Managed,Flora of Thailand,"Alstonia spatulata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 46. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02169
wfo-0000528475,TH,THA,Thailand,Managed,Flora of Thailand,"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255
wfo-0000528696,TH,THA,Thailand,Managed,Flora of Thailand,"Alternanthera moquinii. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01251
wfo-0000528743,TH,THA,Thailand,Managed,Flora of Thailand,"Alternanthera philoxeroides. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01252
wfo-0000528787,TH,THA,Thailand,Managed,Flora of Thailand,"Alternanthera pungens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 403. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01250
wfo-0000528825,TH,THA,Thailand,Managed,Flora of Thailand,"Alternanthera sessilis. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 406. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01253
wfo-0000529089,TH,THA,Thailand,Managed,Flora of Thailand,"Altingia excelsa. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 401. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02584
wfo-0000956024,TH,THA,Thailand,Managed,Flora of Thailand,"Alyxia reinwardtii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 55. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02179
wfo-0000956330,TH,THA,Thailand,Managed,Flora of Thailand,"Alyxia schlechteri. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 58. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02180
wfo-0000956428,TH,THA,Thailand,Managed,Flora of Thailand,"Alyxia siamensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 58. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02181
wfo-0000957585,TH,THA,Thailand,Managed,Flora of Thailand,"Amalocalyx microlobus. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 125. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02262
wfo-0000530136,TH,THA,Thailand,Managed,Flora of Thailand,"Amaranthus caudatus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 384. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01225
wfo-0000530251,TH,THA,Thailand,Managed,Flora of Thailand,"Amaranthus hybridus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 384. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01226
wfo-0000530322,TH,THA,Thailand,Managed,Flora of Thailand,"Amaranthus lividus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 388. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01229
wfo-0000530495,TH,THA,Thailand,Managed,Flora of Thailand,"Amaranthus spinosus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 383. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01224
wfo-0000530523,TH,THA,Thailand,Managed,Flora of Thailand,"Amaranthus tricolor. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 386. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01227
wfo-0000530552,TH,THA,Thailand,Managed,Flora of Thailand,"Amaranthus viridis. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 387. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01228
wfo-0000530896,TH,THA,Thailand,Managed,Flora of Thailand,"Amesiodendron chinense. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 183. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02329
wfo-0000184535,TH,THA,Thailand,Managed,Flora of Thailand,"Amherstia nobilis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 93. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00735
wfo-0000532305,TH,THA,Thailand,Managed,Flora of Thailand,"Amyema beccarii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 667. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02829
wfo-0000532534,TH,THA,Thailand,Managed,Flora of Thailand,"Amylotheca duthieana. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 668. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02831
wfo-0000533338,TH,THA,Thailand,Managed,Flora of Thailand,"Anamirta cocculus. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 337. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01461
wfo-0000534423,TH,THA,Thailand,Managed,Flora of Thailand,"Androsace axillaris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 163. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02310
wfo-0000158719,TH,THA,Thailand,Managed,Flora of Thailand,"Anerincleistus griffithii. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 415. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02596
wfo-0000158728,TH,THA,Thailand,Managed,Flora of Thailand,"Anerincleistus pedunculatus. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 415. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02597
wfo-0000536042,TH,THA,Thailand,Managed,Flora of Thailand,"Anethum graveolens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 456. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01326
wfo-0000536492,TH,THA,Thailand,Managed,Flora of Thailand,"Angelonia goyazensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 217. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01180
wfo-0001115201,TH,THA,Thailand,Managed,Flora of Thailand,"Angiopteris evecta. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 41–42. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0066
wfo-0000537190,TH,THA,Thailand,Managed,Flora of Thailand,"Anisadenia saxatilis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 194. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01742
wfo-0001115202,TH,THA,Thailand,Managed,Flora of Thailand,"Anisocampium cumingianum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 444–445. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0615
wfo-0000537574,TH,THA,Thailand,Managed,Flora of Thailand,"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298
wfo-0000215923,TH,THA,Thailand,Managed,Flora of Thailand,"Anodendron affine. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 128. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02264
wfo-0000215975,TH,THA,Thailand,Managed,Flora of Thailand,"Anodendron candolleanum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 128. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02265
wfo-0000215985,TH,THA,Thailand,Managed,Flora of Thailand,"Anodendron coriaceum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 128. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02266
wfo-0000216112,TH,THA,Thailand,Managed,Flora of Thailand,"Anodendron nervosum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 129. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02267
wfo-0000216131,TH,THA,Thailand,Managed,Flora of Thailand,"Anodendron paniculatum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 129. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02268
wfo-0000216151,TH,THA,Thailand,Managed,Flora of Thailand,"Anodendron punctatum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 131. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02269
wfo-0000822997,TH,THA,Thailand,Managed,Flora of Thailand,"Anredera cordifolia. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 412. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01263
wfo-0000234922,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma acidum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03153
wfo-0000235333,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma bunius. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 61. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03154
wfo-0001284331,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma bunius bunius. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 63. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03155
wfo-0000235387,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma bunius pubescens. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 64. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03156
wfo-0000236163,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma forbesii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 64. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03157
wfo-0000236259,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma ghaesembilla. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03158
wfo-0000236433,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma helferi. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 66. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03159
wfo-0000236620,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma japonicum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 66. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03160
wfo-0000236642,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma japonicum japonicum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03161
wfo-0001386952,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma japonicum robustius. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03162
wfo-0000236911,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma laurifolium. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 68. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03163
wfo-0000237010,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma leucocladon. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 68. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03164
wfo-0000237021,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma leucopodum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 69. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03165
wfo-0000237537,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma montanum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 70. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03166
wfo-0000237559,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma montanum microphyllum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03168
wfo-0000237570,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma montanum montanum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 71. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03167
wfo-0000237581,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma montanum salicinum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03169
wfo-0000237592,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma montanum wallichii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 73. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03170
wfo-0000237702,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma neurocarpum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 73. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03171
wfo-0000237747,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma neurocarpum neurocarpum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 73. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03172
wfo-0000237935,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma orthogyne. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 74. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03173
wfo-0000238106,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma pendulum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 75. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03174
wfo-0000238649,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma puncticulatum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 76. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03175
wfo-0000239096,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma sootepense. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 77. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03176
wfo-0000239361,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma tomentosum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 78. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03177
wfo-0000239429,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma tomentosum tomentosum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 78. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03178
wfo-0000239537,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma velutinosum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 79. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03179
wfo-0000239570,TH,THA,Thailand,Managed,Flora of Thailand,"Antidesma velutinum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 80. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03180
wfo-0001128390,TH,THA,Thailand,Managed,Flora of Thailand,"Antrophyum callifolium. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 221–222. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0322
wfo-0001116635,TH,THA,Thailand,Managed,Flora of Thailand,"Antrophyum obovatum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 220–221. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0321
wfo-0001116636,TH,THA,Thailand,Managed,Flora of Thailand,"Antrophyum parvulum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 220. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0320
wfo-0001122285,TH,THA,Thailand,Managed,Flora of Thailand,"Antrophyum stenophyllum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 218. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0319
wfo-0000153740,TH,THA,Thailand,Managed,Flora of Thailand,"Antrophyum winitii. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 218. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0318
wfo-0000540626,TH,THA,Thailand,Managed,Flora of Thailand,"Apium graveolens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 452. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01319
wfo-0000540853,TH,THA,Thailand,Managed,Flora of Thailand,"Apodytes dimidiata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 81. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00161
wfo-0000760971,TH,THA,Thailand,Managed,Flora of Thailand,"Aponogeton lakhonensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 359. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02523
wfo-0000248265,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa arborea. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 84. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03182
wfo-0000248287,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa aurea. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 86. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03183
wfo-0000248603,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa duthieana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 86. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03184
wfo-0000248657,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa falcifera. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 87. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03185
wfo-0000248666,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa ficifolia. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 88. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03186
wfo-0000248700,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa frutescens. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 88. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03187
wfo-0000248755,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa globifera. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 90. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03188
wfo-0000249102,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa lunata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 90. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03189
wfo-0000249234,TH,THA,Thailand,Managed,Flora of Thailand,"Aporosa microstachya. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 92. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03190
