WFOID,countryCode,locationID,locality,establishmentMeans,source,bibliographicCitation,URI
wfo-0001123518,TH,THA,Thailand,Managed,Flora of Thailand,"Pteridrys australis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 390. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0545
wfo-0001125568,TH,THA,Thailand,Managed,Flora of Thailand,"Pteridrys cnemidaria. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 389–390. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0544
wfo-0001254817,TH,THA,Thailand,Managed,Flora of Thailand,"Pteridrys syrmatica. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 388–389. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0543
wfo-0001117774,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris aspericaulis . Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 253. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0360
wfo-0000150776,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris asperula. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 252–253. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0359
wfo-0001123787,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris bella. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 250. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0357
wfo-0001107405,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris biaurita. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 237–238. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0343
wfo-0001255609,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris blumeana. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 244. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0350
wfo-0001107406,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris cretica. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 255. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0363
wfo-0000150847,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris dalhousieae. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 246–247. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0352
wfo-0001123523,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris decrescens. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 249–250. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0356
wfo-0001109288,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris ensiformis. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 234–235. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0339
wfo-0001116604,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris grevilleana. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 247–248. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0353
wfo-0001123774,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris heteromorpha. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 241–243. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0348
wfo-0001107410,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris linearis. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 238–239. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0344
wfo-0001115644,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris longipes. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 235–236. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0340
wfo-0001123776,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris longipinnula. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 239. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0345
wfo-0001253214,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris mertensioides. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 244–246. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0351
wfo-0001109294,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris multifida. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 254. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0362
wfo-0000151032,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris nepalensis. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 250–252. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0358
wfo-0000151079,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris phuluangensis. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 248. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0354
wfo-0001123534,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris plumbea. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 255–256. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0364
wfo-0001118604,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris scabripes. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 253–254. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0361
wfo-0001107411,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris semipinnata. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 243. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0349
wfo-0001114939,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris stenophylla. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 257. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0366
wfo-0001117814,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris subquinata. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 239–240. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0346
wfo-0001107412,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris tokioi. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 248–249. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0355
wfo-0001107864,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris tripartita. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 237. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0342
wfo-0001123747,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris venusta. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 256–257. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0365
wfo-0001109297,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris vittata. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 233–234. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0338
wfo-0001107413,TH,THA,Thailand,Managed,Flora of Thailand,"Pteris wallichiana. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 236–237. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0341
wfo-0001083363,TH,THA,Thailand,Managed,Flora of Thailand,"Pternandra caerulescens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 477. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02663
wfo-0000161686,TH,THA,Thailand,Managed,Flora of Thailand,"Pternandra tuberculata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 478. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02665
wfo-0000476084,TH,THA,Thailand,Managed,Flora of Thailand,"Pterocymbium macranthum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 597. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02773
wfo-0000199424,TH,THA,Thailand,Managed,Flora of Thailand,"Pterolobium integrum. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 61. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00699
wfo-0000196964,TH,THA,Thailand,Managed,Flora of Thailand,"Pterolobium macropterum. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00697
wfo-0000199426,TH,THA,Thailand,Managed,Flora of Thailand,"Pterolobium micranthum. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00698
wfo-0000199427,TH,THA,Thailand,Managed,Flora of Thailand,"Pterolobium microphyllum. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 57. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00696
wfo-0000476033,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum acerifolium. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 602. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02776
wfo-0000476041,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum cinnamomeum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 602. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02777
wfo-0000476043,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum diversifolium. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 604. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02778
wfo-0000476020,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum grande. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 607. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02779
wfo-0000476021,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum grandiflorum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 607. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02780
wfo-0001141130,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum lanceifolium. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 610. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02781
wfo-0000475841,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum littorale. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 610. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02782
wfo-0001390644,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum littorale venustrum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 613. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02784
wfo-0000475821,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum pecteniforme. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 613. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02785
wfo-0000475857,TH,THA,Thailand,Managed,Flora of Thailand,"Pterospermum semisagittatum. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 615. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02786
wfo-0000475845,TH,THA,Thailand,Managed,Flora of Thailand,"Pterygota alata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 617. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02788
wfo-0000288724,TH,THA,Thailand,Managed,Flora of Thailand,"Ptychopyxis javanica. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 512. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03597
wfo-0000288728,TH,THA,Thailand,Managed,Flora of Thailand,"Ptychopyxis plagiocarpa. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 513. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03598
wfo-0001238604,TH,THA,Thailand,Managed,Flora of Thailand,"Pycnarrhena lucida. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 342. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01466
wfo-0001238606,TH,THA,Thailand,Managed,Flora of Thailand,"Pycnarrhena poilanei . Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 340. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01465
wfo-0000505913,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus diaphanus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 391. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01991
wfo-0000506118,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus flavidus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 393. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01995
wfo-0000507098,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus polystachyos. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 394. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01996
wfo-0000507232,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus pumilus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 395. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01998
wfo-0000507240,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus pumilus membranaceus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 395. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02000
wfo-0001368148,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus pumilus pumilus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 395. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01999
wfo-0000507400,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus sanguinolentus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 392. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01993
wfo-0000507549,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus stramineus. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 391. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01992
wfo-0000507585,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus sulcinux. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 394. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01997
wfo-0000507652,TH,THA,Thailand,Managed,Flora of Thailand,"Pycreus unioloides. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 392. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01994
wfo-0001276139,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrenaria camelliiflora. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 149. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00278
wfo-0001247266,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrenaria garrettiana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 150. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00279
wfo-0000779272,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrostegia venusta. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 64. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00965
wfo-0001117282,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia adnascens. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 496–497. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0667
wfo-0001125749,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia angustata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 498. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0669
wfo-0001125740,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia angustissima. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 493–494. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0665
wfo-0001125756,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia costata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 505. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0680
wfo-0001125758,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia eberhardtii. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 505–506. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0681
wfo-0000150248,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia floccigera. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 500–501. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0673
wfo-0001117821,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia flocculosa. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 503–504. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0678
wfo-0001125760,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia heteractis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 506–507. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0682
wfo-0001227360,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia heteractis minor. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 507. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=F0683
wfo-0001108667,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia lanceolata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 500. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0672
wfo-0001115925,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia longifolia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 497–498. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0668
wfo-0001117819,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia mannii. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 502–503. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0676
wfo-0001117820,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia mollis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 501–502. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0675
wfo-0001125751,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia nuda. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 499. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0671
wfo-0000150254,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia penangiana. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 503. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0677
wfo-0001115647,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia stigmosa. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 504. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0679
wfo-0001125752,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia tonkinensis. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 501. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0674
wfo-0001227311,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrrosia varia. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 499. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0670
wfo-0001017269,TH,THA,Thailand,Managed,Flora of Thailand,"Pyrus lindleyi. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 45. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00081
wfo-0001115649,TH,THA,Thailand,Managed,Flora of Thailand,"Quercifilix zeylanica. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 383–384. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0537
wfo-0000289386,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus acutissima. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 357. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03944
wfo-0000289483,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus aliena. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 357. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03945
wfo-0000807376,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus aliena griffithii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 359. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03947
wfo-0000289659,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus augustini. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 361. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03948
wfo-0000289668,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus auricoma. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 361. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03949
wfo-0000289676,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus austrocochinchinensis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 363. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03950
wfo-0000289832,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus brandisiana. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 367. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03951
wfo-0000290800,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus fleuryi. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 367. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03952
wfo-0000290832,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus franchetii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 369. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03953
wfo-0000291077,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus helferiana. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 371. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03954
wfo-0000291467,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus kerrii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 373. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03955
wfo-0000291470,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus kingiana. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 373. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03956
wfo-0000291523,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus lamellosa. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 377. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03957
wfo-0000291531,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus lanata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 379. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03958
wfo-0000291661,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus lenticellata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 379. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03959
wfo-0000291701,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus lineata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 381. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03960
wfo-0000799368,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus mespilifolia pubescens. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 385. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03963
wfo-0000291976,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus mespilifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 383. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03961
wfo-0000292104,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus myrsinifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 385. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03964
wfo-0000292253,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus oidocarpa. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 389. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03965
wfo-0000292292,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus oxyodon. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 391. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03966
wfo-0000292571,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus poilanei. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 393. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03967
wfo-0000292753,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus quangtriensis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 393. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03968
wfo-0000292767,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus ramsbottomii. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 395. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03969
wfo-0000292829,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus rex. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 397. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03970
wfo-0000293080,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus saravanensis. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 399. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03971
wfo-0000293136,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus semecarpifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 399. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03972
