wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-1000020585,Limestone walls and cave entrances at 0–10 m elevation.,Habitat,Thomas D.C. & Ardi W.H.,,4377,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000923028,Primary to severely disturbed upland to montane rain forest on limestone; on steep slopes or lithophytically on rock walls and in rock crevices; full shade to fully sun-exposed; at ca. 1000 to 2200 m elevation.,Habitat,Thomas D.C. & Ardi W.H.,,4388,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000923036,"Primary rainforest floor, on steep slopes; in full shade; at ca. 1500 to 2000 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4392,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000825350,In Sulawesi collected in primary upland to montane forests; on riverbanks and small islands in streams; at 1400 to 2530 m elevation.,Habitat,Thomas D.C. & Ardi W.H.,,4396,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000825526,"Limestone cliff walls, cave entrances, limestone boulders, mainly in lowland rainforests at 20 to 200 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4399,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000923039,Upland to montane rainforest on limestone slopes at ca. 1500 to 1700 m elevation,Habitat,Thomas D.C. & Ardi W.H.,,4405,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-1000021195,The plants grow abundantly on moist rocks under trees and shrubs over limestone forests together with other herbaceous plants like Impatiens sp. and Elatostema sp.,Habitat,Rubite R.R. et al.,,4409,CC0 1.0 Universal (CC0 1.0),"Rubite R.R. et al. 2020, Begonia caramoanensis (sect. Baryandra, Begoniaceae) a new species from Camarines Sur, Philippines, Phytotaxa. Vol.439(3) , pp.287-294 (https://doi.org/10.11646/phytotaxa.439.3.10)",https://doi.org/10.11646/phytotaxa.439.3.10
wfo-1000021204,"It grows on east and southeast facing, sun exposed slopes in submontane ombrophilous forest, at elevations between 100 and 190 m asl. This species is rupicolous and occasionally epiphytic on low branches. It is found on rocky outcrops and in humid valleys, on rocks along the riverbank.",Habitat,Miranda M.D. & Jacques E.d.L.,,4414,CC0 1.0 Universal (CC0 1.0),"Miranda M.D. & Jacques E.d.L. 2020, Begonia erythrobracteata (Begoniaceae) a new species from the Atlantic Coastal Forest in the state of São Paulo, Brazil, Phytotaxa. Vol.458(3) , pp.223-227 (https://doi.org/10.11646/phytotaxa.458.3.5)",https://doi.org/10.11646/phytotaxa.458.3.5
wfo-1200007371,"Sparsely scattered in lowland forest to sandstone heath forest at the summit of Gunung Machinchang, 292–700 m elevation. Populations growing on soil-covered sandstone boulders and sandstone-derived earth slopes covered with moss, in partial shade.",Habitat,"Tan J.P.C., Fathmath S.F. & Tam S.M.",,4419,CC0 1.0 Universal (CC0 1.0),"Tan J.P.C., Fathmath S.F. & Tam S.M. 2020, Begonia sibthorpioides subsp. machinchangensis (Begoniaceae): a new subspecies from Gunung Machinchang, Langkawi Island, Malaysia, Phytotaxa. Vol.459(2) , pp.168-180 (https://doi.org/10.11646/phytotaxa.459.2.7)",https://doi.org/10.11646/phytotaxa.459.2.7
wfo-1200024898,"Based on collection data, it is apparently only thrives in lower montane forest on two cliffs facing East near summit of Gunung Jerai, at 1139 m elevation. Restricted to a niche that is constantly cool and windy and receives ample morning sunlight, anchored in crevices or in between layers of mosses and lichens on sandstone boulders.",Habitat,"Tan J.P.C., Fathmath S.F. & Tam S.M.",,4429,CC0 1.0 Universal (CC0 1.0),"Tan J.P.C., Fathmath S.F. & Tam S.M. 2020, Begonia sibthorpioides subsp. machinchangensis (Begoniaceae): a new subspecies from Gunung Machinchang, Langkawi Island, Malaysia, Phytotaxa. Vol.459(2) , pp.168-180 (https://doi.org/10.11646/phytotaxa.459.2.7)",https://doi.org/10.11646/phytotaxa.459.2.7
wfo-1000021214,"The plants grow on walls of limestone in a forest situated along the Daywan River at an elevation of 10–50 metres above sea level. The majority of individuals were observed in shady to partially shaded conditions. Follow-up surveys of the surrounding areas did not reveal any further populations of the species, suggesting that the taxon may be endemic to the type locality. Additional surveys are required to further develop an understanding of the ecology of this species",Habitat,Rule M.G. et al.,,4431,CC0 1.0 Universal (CC0 1.0),"Rule M.G. et al. 2020, Begonia makuruyot (Begoniaceae, section Baryandra), a new species from Surigao del Norte Province, Philippines, Phytotaxa. Vol.470(3) , pp.226-234 (https://doi.org/10.11646/phytotaxa.470.3.2)",https://doi.org/10.11646/phytotaxa.470.3.2
wfo-1000021227,"Limestone karst or sandstone forest, growing on vertical limestone cliffs in the shade.",Habitat,"Ardi W.H., Girmansyah D. & Hughes M.",,4437,CC0 1.0 Universal (CC0 1.0),"Ardi W.H., Girmansyah D. & Hughes M. 2021, BEGONIA ROBII, A NEW SPECIES OF BEGONIA FROM LIMA PULUH KOTA, WEST SUMATRA, Reinwardtia. Vol.20(1) , pp.37-41 (https://doi.org/10.14203/reinwardtia.v20i1.4141)",https://doi.org/10.14203/reinwardtia.v20i1.4141
wfo-1000021219,"It grows near streams, waterfalls and moist shaded areas in rock crevices in subtropical evergreen forests and near roadsides at an altitude of 180–400 m.",Habitat,Taram M. et al.,,4479,CC0 1.0 Universal (CC0 1.0),"Taram M. et al. 2020, Begonia oyuniae (Begonia sect. Monophyllon, Begoniaceae), a remarkable new species from Northeast India, Gard. Bull. Sing. Vol.72(1) , pp.109-115 (https://doi.org/10.26492/gbs72(1).2020-10)",https://doi.org/10.26492/gbs72(1).2020-10
wfo-1000021190,"Lowland intact primary rainforest, away from human disturbance, on dead logs or terrestrial, growing in association with species of Raphidophora Hassk., Dianella Lam., Procris Comm. ex Juss., Elatostemma J.R.Forst.& G.Forst., Selaginella P.Beauv. and Flagellaria L.",Habitat,"Wilson H.P., Jimbo T., Hagwood A. & Hughes M.",,4485,CC0 1.0 Universal (CC0 1.0),"Wilson H.P., Jimbo T., Hagwood A. & Hughes M. 2020, Three new species of Begonia sect. Petermannia (Begoniaceae) from Sandaun Province, Papua New Guinea, Gard. Bull. Sing. Vol.72(2) , pp.275-284 (https://doi.org/ 10.26492/gbs72(2).2020-10)",https://doi.org/ 10.26492/gbs72(2).2020-10
wfo-1000021206,"Lowland intact primary rainforest away from human disturbance, epiphytic on tree trunks, growing in association with Acanthus L. and Elatostema novoguineense Warb.",Habitat,"Wilson H.P., Jimbo T., Hagwood A. & Hughes M.",,4491,CC0 1.0 Universal (CC0 1.0),"Wilson H.P., Jimbo T., Hagwood A. & Hughes M. 2020, Three new species of Begonia sect. Petermannia (Begoniaceae) from Sandaun Province, Papua New Guinea, Gard. Bull. Sing. Vol.72(2) , pp.275-284 (https://doi.org/ 10.26492/gbs72(2).2020-10)",https://doi.org/ 10.26492/gbs72(2).2020-10
wfo-1000021229,"Lowland primary rainforest, open with partial disturbances from clearing of trees for a walking track. Observed growing alongside the track, in black sticky soil with deep leaf litter, with the other side of the track dominated by typical secondary understorey species such as Schismatoglottis Zoll.& Moritzi, Selaginella, Thelypteris Schmidel, and also occurring on a rocky slope. The area occasionally floods when it rains.",Habitat,"Wilson H.P., Jimbo T., Hagwood A. & Hughes M.",,4496,CC0 1.0 Universal (CC0 1.0),"Wilson H.P., Jimbo T., Hagwood A. & Hughes M. 2020, Three new species of Begonia sect. Petermannia (Begoniaceae) from Sandaun Province, Papua New Guinea, Gard. Bull. Sing. Vol.72(2) , pp.275-284 (https://doi.org/ 10.26492/gbs72(2).2020-10)",https://doi.org/ 10.26492/gbs72(2).2020-10
wfo-1000021234,"Strongly disturbed secondary forest, growing terrestrially on steep slopes of an irrigation water channel in a coffee plantation, in dense shade, at 900–1,100 m asl.",Habitat,Ardi W.H. & Thomas D.C.,,4503,CC0 1.0 Universal (CC0 1.0),"Ardi W.H. & Thomas D.C. 2020, BEGONIA TJIASMANTOI, A NEW SPECIES FROM WEST SULAWESI, Reinwardtia. Vol.19(1) , pp.61-65 (http://dx.doi.org/10.14203/reinwardtia.v19i1.3848)",http://dx.doi.org/10.14203/reinwardtia.v19i1.3848
wfo-1000021223,It grows on mossy rock surfaces or in the cracks of rocks on semi-shaded cliffs or steep slopes at an elevation of 1000–1850m.,Habitat,Wang W.G. et al.,,4513,CC0 1.0 Universal (CC0 1.0),"Wang W.G. et al. 2020, Begonia puerensis sp. nov. (Begoniaceae), a new tuberous species from Yunnan, China, Nord. J. Bot. Vol.38(1) , pp.1-6 (http://dx.doi.org/10.1111/njb.02618)",http://dx.doi.org/10.1111/njb.02618
wfo-1000021216,"It grows by streams or on slopes in valleys, on rocks in moist environment by streams or roadsides at an elevation of 550–700m.",Habitat,Xi H-H. et al.,,4514,CC0 1.0 Universal (CC0 1.0),"Xi H-H. et al. 2020, Begonia mengdongensis, a new tuberous species of Begonia (Begoniaceae) from southeastern Yunnan, China, Nord. J. Bot. Vol.38(4) , pp.1-7 (http://dx.doi.org/10.1111/njb.02645)",http://dx.doi.org/10.1111/njb.02645
wfo-1000021196,"The species grows in the moist shaded environment of tropical rain forest, elevation about 512 m.",Habitat,Maw M. B. et al,,4520,CC0 1.0 Universal (CC0 1.0),"Maw M. B. et al 2020, Taxonomic studies on Begonia (Begoniaceae) in Myanmar I: three new species and supplementary description of Begonia rheophytica from Northern Myanmar, Phytokeys. Vol.138 , pp.203-217 (https://doi.org/10.3897/phytokeys.138.38721)",https://doi.org/10.3897/phytokeys.138.38721
wfo-1000021224,"The species grows on moist rocky slopes of tropical montane forest, elevation 500–900 m.",Habitat,Maw M. B. et al,,4527,CC0 1.0 Universal (CC0 1.0),"Maw M. B. et al 2020, Taxonomic studies on Begonia (Begoniaceae) in Myanmar I: three new species and supplementary description of Begonia rheophytica from Northern Myanmar, Phytokeys. Vol.138 , pp.203-217 (https://doi.org/10.3897/phytokeys.138.38721)",https://doi.org/10.3897/phytokeys.138.38721
wfo-1000021198,"In the tropical montane forest up to about 577 m elevation, on the moist soil slope.",Habitat,Maw M. B. et al,,4533,CC0 1.0 Universal (CC0 1.0),"Maw M. B. et al 2020, Taxonomic studies on Begonia (Begoniaceae) in Myanmar I: three new species and supplementary description of Begonia rheophytica from Northern Myanmar, Phytokeys. Vol.138 , pp.203-217 (https://doi.org/10.3897/phytokeys.138.38721)",https://doi.org/10.3897/phytokeys.138.38721
wfo-1000020595,"Kingdon-Ward noted (Kingdon-Ward 7355 [K]) that the plant is ‘found on wet moss covered rocks in jungle torrents. The plant is liable to be more or less submerged during the summer rise’; ‘In massive clumps on stones in perennial streams, now uncovered, but submerged in the rainy season. Only seen in two streams where is was fairly abundant’ (Kingdon-Ward 9067 [BM]).",Habitat,"Hughes M., Aung M.M. & Armstrong K.",,4731,CC0 1.0 Universal (CC0 1.0),"Hughes M., Aung M.M. & Armstrong K. 2019, AN UPDATED CHECKLIST AND A NEW SPECIES OF BEGONIA (B. RHEOPHYTICA) FROM MYANMAR, Edinburgh J. Bot. Vol.76(2) , pp.285-295 (https://doi.org/10.1017/S0960428619000052)",https://doi.org/10.1017/S0960428619000052
wfo-1000021218,"It has been observed growing in semi-open and shaded areas on the side of routes and streams, sometimes on saturated soils, but also in dry and clayey soils, where the plants are smaller. The forests where Begonia oleosa grows are dominated by the genera Miconia, Palicourea, Clusia, and Schefflera, as well as the families Lauraceae, Ericaceae, Solanaceae and Asteraceae (e.g., Alvear et al., 2010; Galindo et al., 2003; Fig. 2A).",Habitat,Jara-Munoz O.A.,,4542,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. 2020, Begonia oleosa (Begoniaceae), the first species with glandular hairs in the section Casparya, Brittonia. Vol.72(2) , pp.177-180 (https://doi.org/10.1007/s12228-020-09605-0)",https://doi.org/10.1007/s12228-020-09605-0
wfo-1000021191,Plants grow on a slope of a shaded gully in a mixed forest of broadleaved woods and bamboo plantation.,Habitat,Liu Y. et al.,,4549,CC0 1.0 Universal (CC0 1.0),"Liu Y. et al. 2020, Six new species of Begonia from Guangxi, China, Botanical Studies. Vol.61(21) , pp.1-23 (https://doi.org/10.1186/s40529-020-00298-y)",https://doi.org/10.1186/s40529-020-00298-y
wfo-1000021210,"Growing on semi-shaded limestone clif surfaces or steep slopes, at 125–165 m in elevation.",Habitat,Liu Y. et al.,,4553,CC0 1.0 Universal (CC0 1.0),"Liu Y. et al. 2020, Six new species of Begonia from Guangxi, China, Botanical Studies. Vol.61(21) , pp.1-23 (https://doi.org/10.1186/s40529-020-00298-y)",https://doi.org/10.1186/s40529-020-00298-y
wfo-1000021213,On limestone hill.,Habitat,Liu Y. et al.,,4559,CC0 1.0 Universal (CC0 1.0),"Liu Y. et al. 2020, Six new species of Begonia from Guangxi, China, Botanical Studies. Vol.61(21) , pp.1-23 (https://doi.org/10.1186/s40529-020-00298-y)",https://doi.org/10.1186/s40529-020-00298-y
wfo-1000021239,Limestone cave.,Habitat,Liu Y. et al.,,4566,CC0 1.0 Universal (CC0 1.0),"Liu Y. et al. 2020, Six new species of Begonia from Guangxi, China, Botanical Studies. Vol.61(21) , pp.1-23 (https://doi.org/10.1186/s40529-020-00298-y)",https://doi.org/10.1186/s40529-020-00298-y
wfo-1000020586,"This species occurs in the understory of forest, growing on humid soil, near forest edges. (Fig. 3)",Habitat,"Funez L.A., Jaramillo J.C. & Drechsler-Santos E.R.",,4567,CC0 1.0 Universal (CC0 1.0),"Funez L.A., Jaramillo J.C. & Drechsler-Santos E.R. 2019, Begonia medeiroii (Begoniaceae), a new species endemic to Santa Catarina, southern Brazil, Phytotaxa. Vol.423(2) , pp.105-110 (https://doi.org/10.11646/phytotaxa.423.2.7)",https://doi.org/10.11646/phytotaxa.423.2.7
wfo-1000020588,Begonia micheliniana is known from coastal low-elevation slopes (40 to 250 m elevation) covered by hygrophilous Atlantic Forest of Bahia state. Begonia micheliniana climbs on the trunk of the trees to a height of seven meters.,Habitat,Kollmann L.J.C.,,4573,CC0 1.0 Universal (CC0 1.0),"Kollmann L.J.C. 2019, NOVELTIES IN BRAZILIAN BEGONIACEAE I: two new species from Bahia, Phytotaxa. Vol.404(2) , pp.65-73 (https://doi.org/10.11646/phytotaxa.404.2.1 )",https://doi.org/10.11646/phytotaxa.404.2.1 
wfo-1000020566,"Begonia charlesjarosiana occurs between 500–700 m elevation, in sandy soil or humus on rocks in forest. The predominant vegetation is dense Ombrophilous Forest (Atlantic Forest). ",Habitat,Kollmann L.J.C.,,4579,CC0 1.0 Universal (CC0 1.0),"Kollmann L.J.C. 2019, NOVELTIES IN BRAZILIAN BEGONIACEAE I: two new species from Bahia, Phytotaxa. Vol.404(2) , pp.65-73 (https://doi.org/10.11646/phytotaxa.404.2.1 )",https://doi.org/10.11646/phytotaxa.404.2.1 
wfo-1000020567,"This species occurs in some rock outcrops, growing on humid soil or organic matter between rock crevices. (Fig. 4). The presence and continued discovery of narrow endemic species in this region is remarkable, as exemplified by Siphocampylus baccae Funez& Hassemer (2016: 2044), Siphocampylus sevegnaniae Funez& Hassemer (2016: 248), Phyllanthus eremitus Funez& Hassemer (2017: 149), and Cleistes pallida Funez& Pansarin (2018: 62).",Habitat,Funez L.A. & Jaramillo J.C.,,4585,CC0 1.0 Universal (CC0 1.0),"Funez L.A. & Jaramillo J.C. 2019, Begonia ciliatifolia (Begoniaceae), a rare, critically endangered new species endemic from Santa Catarina, southern Brazil, Phytotaxa. Vol.407(1) , pp.43-50 (https://doi.org/10.11646/phytotaxa.407.1.7)",https://doi.org/10.11646/phytotaxa.407.1.7
wfo-1000020615,"It grows on the rock surface or in the cracks of mossy rocks on semi-shaded limestone cliffs or steep limestone slopes in the evergreen broad-leaved forest, elevation at 200–400 m (Fig. 2).",Habitat,Tong Y. et al.,,4597,CC0 1.0 Universal (CC0 1.0),"Tong Y. et al. 2019, Begonia yizhouensis, a new species in Begonia sect. Coelocentrum (Begoniaceae) from Guangxi, China, Phytotaxa. Vol.407(1) , pp.59-70 (https://doi.org/10.11646/phytotaxa.407.1.9)",https://doi.org/10.11646/phytotaxa.407.1.9
wfo-1000020557,The species is restricted to rocks or cliffs in the limestone evergreen broad-leaved forests nearby the Na Hang Nature Reserve station.,Habitat,Radbouchoum S. et al.,,4603,CC0 1.0 Universal (CC0 1.0),"Radbouchoum S. et al. 2019, Two new peltate-leaved species of Begonia L. (Begoniaceae) from northern Vietnam, Phytotaxa. Vol.407(1) , pp.71-78 (https://doi.org/10.11646/phytotaxa.407.1.10)",https://doi.org/10.11646/phytotaxa.407.1.10
wfo-1000020594,The new species grows on limestone cliffs in primary evergreen broad-leaved forests.,Habitat,Radbouchoum S. et al.,,4609,CC0 1.0 Universal (CC0 1.0),"Radbouchoum S. et al. 2019, Two new peltate-leaved species of Begonia L. (Begoniaceae) from northern Vietnam, Phytotaxa. Vol.407(1) , pp.71-78 (https://doi.org/10.11646/phytotaxa.407.1.10)",https://doi.org/10.11646/phytotaxa.407.1.10
wfo-1000020569,"It grows on mossy rock surfaces or in the cracks of rocks on semi-shaded cliffs or steep slopes of the Danxia landform, elevation 140–290 m.",Habitat,Tian D.K. et al.,,4615,CC0 1.0 Universal (CC0 1.0),"Tian D.K. et al. 2019, A new tuberous species of Begonia sect. Diploclinium endemic to Danxia landforms in central China, Phytotaxa. Vol.407(1) , pp.101-110 (https://doi.org/10.11646/phytotaxa.407.1.12)",https://doi.org/10.11646/phytotaxa.407.1.12
wfo-1000020597,"Occurs from 350 to 1500 m elevation, along wet evergreen forest margins, moist rocks adjacent to streams and waterfalls, occasionally as an epiphyte on tree trunks close to the ground.",Habitat,Krishna N. et al.,,4621,CC0 1.0 Universal (CC0 1.0),"Krishna N. et al. 2020, A NEW SECTION (BEGONIA SECT. FLOCCIFERAE SECT. NOV.) AND TWO NEW SPECIES IN BEGONIACEAE FROM THE WESTERN GHATS OF INDIA, Edinburgh J. Bot. Vol.77(2) , pp.251-268 (https://doi.org/10.1017/S0960428619000349)",https://doi.org/10.1017/S0960428619000349
wfo-0000823283,"It is found at forest margins, usually growing as a lithophyte in areas exposed to direct sunlight.",Habitat,Krishna N. et al.,,4630,CC0 1.0 Universal (CC0 1.0),"Krishna N. et al. 2020, A NEW SECTION (BEGONIA SECT. FLOCCIFERAE SECT. NOV.) AND TWO NEW SPECIES IN BEGONIACEAE FROM THE WESTERN GHATS OF INDIA, Edinburgh J. Bot. Vol.77(2) , pp.251-268 (https://doi.org/10.1017/S0960428619000349)",https://doi.org/10.1017/S0960428619000349
