WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000976176,habit,EN,"<i>Guettarda nashii</i> grows as a shrub to small tree up to 10 meters in height (typically 2-3 meters) with pubescent young stems. The slightly coriaceous leaves are arranged oppositely, with ovate stipules between the pubescent petioles.  The leaves are elliptic to obovate, to 12 cm long, with an acute leaf apex and an entire margin and truncate leaf base. The abaxial leaf surface covered with a fine layer of pubescence and prominent veins. </p>The complete, perfect, actinomorphic flowers are arranged in axillary cymes with up to 10 flowers each. The calyx has 2 fused brown sepals.  The corolla has 7 white, fused petals that are up to 3 cm long.  There are 7 stamens that are fused to the perianth forming a hypanthium. The ovary is inferior with a single locule and many ovules.  The fruit is a round white drupe at maturity. </p><i>Guettarda nashii</i> is similar to <i>G. krugii</i> but has differences in the leaf shape, size and leaf base. ",Ethan Freid,,,2020-05-12,Ethan Freid,ref-0000976176.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000195655,habit,EN,"<i>Indigofera suffruticosa</i> grows as a perennial shrub up to 2 m in height.  New vegetation is pubescent. The odd pinnately compound leaves are arranged alternately with small linear stipules at the petiole base. The 9-13 leaflets are oblanceolate to elliptic to oblong with a mucronate leaf apex and an entire margin. The abaxial leaf surface is minutely pubescent. </p>The complete, perfect, zygomorphic flowers are arranged in terminal or axillary racemes. The calyx 5 are partially fused, pubescent green sepals forming a tube with the sepal lobes the same length as the tube.  The corolla has 5 orange/yellow/pink petals, the upper enlarged to form the banner and the lower 2 fused to form the keel.  There are 10 diadelphous stamens.  The ovary is superior and has a single locule with numerous seeds.  The fruit is a curved, pubescent when immature becoming glabrous with age, brown legume up to 2 cm in length at maturity that splits along 1 suture line.",Ethan Freid,,,2020-05-13,Ethan Freid,ref-0000195655.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449055,habit,EN,"<i>Myrsine cubana</i> grows as a glabrous shrub to small tree up to 6 meters in height.  The leaves are arranged alternately, oblong to oblanceolate, slightly fleshy, up to 10 cm long (typically shorter), with a rounded leaf apex and an entire margin. </p><i>Myrsine cubana</i> is monoecious. The incomplete, imperfect, actinomorphic flowers occur in clusters along the stems. The calyx has 5 unfused, green sepals occurring as triangular lobes.  The corolla has 5 fused, white/green, glandular petals.  In staminate flowers there are stamens fused to the petals and 5 staminodes and a nonfunctional carpel.  In carpellate flowers there are 5 staminodes and a superior ovary with 1 locule and ovule. The ovary is superior with 1 locule and many ovules.  The fruit is a black drupe at maturity",Ethan Freid,,,2020-05-13,Ethan Freid,ref-0000449055.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001024566,habit,EN,"<i>Physalis angulata</i> grows as a glabrous annual to 1 m in height. The leaves are arranged alternately, to 12 cm in length, ovate to lanceolate, with an acute/acuminate leaf apex and a toothed/undulate leaf margin.  The vegetation can be reddish colored. </p> The complete, perfect, actinomorphic flowers are solitary in leaf axils. The calyx has 5 fused greenish sepals.  The corolla has 5 fused, yellow with brown spots, petals.  There are 5 stamens with yellow anthers.  The ovary is superior with 2 locules and numerous seeds.  The fruit is a berry that turns yellow-green at maturity. The calyx swells with the fruit and surrounds it at maturity.",Ethan Freid,,,2020-05-13,Ethan Freid,ref-0001024566.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001238811,habit,EN,"<i>Zanthoxylum rhodoxylon</i> grows as a shrub to small tree up to 7 meters in height.  The base of older specimens has distinctive corky conical knobs and the stems have thorns.  The evenly pinnate, compound leaves are arranged alternately and are up to 25 cm in length.  The 3-9 leaflets are to 7 cm in length, obovate to oblong, with an obtuse or emarginate leaf apex and entire margin.  The leaflets are dark green and shin and are aromatic when crushed. </p><i>Zanthoxylum rhodoxylon</i> is dioecious. The incomplete, imperfect, actinomorphic flowers are arranged in open terminal panicles. The calyx has 3 unfused, green sepals.  The corolla has 3 unfused, greenish white petals.  Staminate flowers have 3 stamens and a non-functional ovary.  Carpellate flowers have no stamens and 1 ovary each with1 locule.  The fruit is a sessile follicle at maturity.",Ethan Freid,,,2020-05-13,Ethan Freid,ref-0001238811.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000254905,habit,EN,"<i>Acalypha wilkesiana</i> grows as a pubescent shrub to 3 m in height (usually lower).  The leaves are arranged alternately, to 15 cm in length, ovate, with a dentate leaf margin and an acuminate leaf apex.  The leaves can range from red to copper to pink colored and can have amorphous patterns on them. There are lanceolate stipules. </p><i>Acalypha wilkesiana</i> is monoecious. The incomplete, imperfect, actinomorphic flowers are arranged in axillary spikes. In staminate flowers the perianth has 4 green fused at the base tepals, 8 stamens and no carpel.  Carpellate flowers are reduced to a perianth bract, no stamens and a superior ovary with 3 locules and seeds.  The fruit is a 3 ridged capsule.",Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000254905.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000567916,habit,EN,"<i>Boerhavia diffusa</i> grows as a decumbent perennial herb with ascending inflorescences to 50 cm. The leaves are arranged oppositely, orbicular to oval, 8 cm in length, with a sinuate leaf margin and an acute leaf apex.  The leaf margins have multicellular linear trichomes. </p>The incomplete, perfect, actinomorphic flowers are arranged in panicles. Flowers subtended by bracts. The calyx has 5 sepals that are pink purple. There are no petals. There are 2 stamens.  The ovary is superior with 1 locules and ovule.  The fruit is a 5 ribbed achene that is retained within the glandular calyx at maturity (anthocarp).",Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000567916.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000606535,habit,EN,"<i>Cissus microcarpa</i> grows as a woody vine (not quite a liana) to 8 meters in length. It is swollen at the nodes. The slightly succulent tri-foliate leaves are arranged alternately, to 3 cm in length.  The leaflets are obovate-oblong, with a serrate upper leaf margin and an acute leaf apex. </p>The complete, perfect, actinomorphic flowers are arranged in cymes.  The calyx has 4 green fused sepals. The corolla has 4 greenish yellow unfused petals.  There are 4 stamens.  The ovary is half inferior with 2 locules and 4 seeds.  The fruit is a berry turning purple-black at maturity.",Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000606535.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000858591,habit,EN,"<i>Cenchrus echinatus</i> grows as a decumbent annual to 50 centimeters in length and can form large dense clumps. The leaves are arranged alternately with a sheath extending along the stem that is pubescent along its edge. At the point of divergence of the leaf sheath to the leaf blade is a ciliate ligule. The leaves are parallel veined and to 25 centimeters in length and to 1 cm wide at the point of divergence. </p>The imperfect, incomplete, zygomorphic flowers are arranged in a terminal racemose panicle.  The flowers are highly modified without identifiable structures such as the calyx or corolla.  Each flowering unit is a spikelet at the base of which are 2 yellow brown structures called glumes. In the spikelet, there are 2 flowering structures each is subtended by 2 additional structures (lemma and palea). The entire spikelet surrounded by bracts that are sharpened into spines and smaller thinner bristles. The bristles are often red tinged. In each flower within the spikelet there are 3 stamens. The fruit is a caryopsis that turns black at maturity. The entire spikelet/burr is the dispersal unit. </p><i>Cenchrus echinatus</i> differs from <i>C. incertus</i> and <i>C. gracillimus</i> in the presence of the smaller bristles on the burr.",Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000858591.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000858615,habit,EN,"<i>Cenchrus gracillimus<i> grows as a decumbent annual to 50 centimeters in length. The leaves are arranged alternately with a sheath extending along the stem that is pubescent along its edge. At the point of divergence of the leaf sheath to the leaf blade is a ciliate ligule. The leaves are parallel veined and to 7 centimeters in length and less than 3 mm wide at the point of divergence. </p>The imperfect, incomplete, zygomorphic flowers are arranged in a terminal racemose panicle.  The flowers are highly modified without identifiable structures such as the calyx or corolla.  Each flowering unit is a spikelet at the base of which are 2 yellow brown structures called glumes. In the spikelet, there are 2 flowering structures each is subtended by 2 additional structures (lemma and palea). The entire spikelet surrounded by bracts that are sharpened into spines forming a burr.  There is space between the burrs in which the rachis is visible. In each flower within the spikelet there are 3 stamens. The fruit is a caryopsis that turns black at maturity. The entire spikelet/burr is the dispersal unit. </p>Cenchrus gracillimus</i> differs from <i>C. gracillimus</i> in the lack of of the smaller bristles on the burr and narrower leaf blade. <i>Cenchrus gracillimus</i> differs from <i>C. incertus</i> in the size of the burrs (smaller) and the leaf length and wide (narrower)",Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000858615.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224027,habit,EN,"<i>Lasiocroton bahamensis</i> grows as a shrub up to 7 m in height.  The coriaceous leaves are arranged alternately, ovate to orbicular, to 12 cm long and 9 cm wide. The leaves have a round leaf apex and an entire to repand margin and a cordate leaf base. The abaxial surface is pubescent. </p><i>Lasiocroton bahamensis</i> is monoecious. The incomplete, imperfect, actinomorphic flowers arranged in pubescent spikes arising in leaf axils. In staminate flowers the calyx has 4 or 5 unfused, pubescent sepals and numerous stamens.  There is no corolla and the carpel is non-functional.  The pubescent carpellate flowers have an unfused 4 parted calyx, and no corolla or stamens. The ovary is superior and has 3 locules each with a single ovule.  The fruit is a triangular capsule.",Ethan Freid,,,2020-05-18,Ethan Freid,ref-0000224027.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000284421,habit,EN,"<i>Psidium guajava</i> grows as a low shrub to small tree up to 5 m in height with 4-angled stems.  The leaves are arranged oppositely, elliptic to oblong, up to 15 cm in length, with an entire margin and acute leaf apex.  The abaxial surface has pellucid spots. </p>The complete, perfect, actinomorphic flowers occur in groups of 1-4 in leaf axils and are fragrant.  The calyx has 4 unfused, green sepals.  The corolla has 4 unfused white petals.  There are numerous stamens.  The carpel has an inferior ovary with 4 locules and numerous ovules.  The fruit is a berry that turns pink to yellowish with maturity and retains the sepals at its top like a crown.",Ethan Freid,,,2020-05-18,Ethan Freid,ref-0000284421.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000326277,habit,EN,"<i>Bernardia dichotoma</i> grows as a shrub up to 3 m. in height.  The leaves are arranged alternately, ovate to elliptic, to 10 cm long and 5 cm wide. The leaves have an acute leaf apex and a crenate/serrate margin. </p><i>Bernardia dichotoma</i> is monoecious. The incomplete, imperfect, actinomorphic flowers are arranged in pubescent spikes (staminate) arising in leaf axils or solitary (carpellate).  In staminate flowers the calyx has unfused, membranous sepals and numerous stamens.  There is no corolla or carpel.  Carpellate flowers have an unfused 5 -6 parted calyx, and no corolla or stamens. The ovary is superior and has 3 locules each with a single ovule.  The fruit is a triangular capsule.",Ethan Freid,,,2020-05-18,Ethan Freid,ref-0000326277.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000020805,habit,EN,"<i>Gaillardia pulchella</i> is an annual up to 60 cm in height (usually less) with a woody base. The glabrous, sessile leaves arranged alternately, oblong to oblanceolate, to 8 cm in length, with a toothed, lobed or entire margin and acute to rounded  leaf apex. </p>There are both perfect and imperfect (carpellate) flowers in few flowered heads. The perfect (disc) flowers are in the center and the imperfect (ray) flowers are arranged around the edge of the heads. Each flower is subtended by a bract.  The pubescent heads are sessile terminally and axillary. Unlike most in the family there is no calyx that has been modified as a ring of small projections (pappus). </p>The incomplete, imperfect, zygomorphic (ray) flowers have fused red (at base) and yellow (at end) petals (3 lobed apex) and no stamens. The complete, perfect, actinomorphic (disc) flowers have a corolla with 5 fused, yellow and purple petals.  There are 5 stamens fused at their base. In both types of flowers, the ovary is inferior with a single locule but only the imperfect flowers have functional ovules.  The fruit is an achene at maturity.",Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000020805.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000251577,habit,EN,"<i>Nerium oleander</i> grows as glabrous shrub up to 6 m in height.  The leaves are arranged oppositely or in whorls, to 30 cm long, 4 cm wide, with an entire leaf margin, acute apex and cuneate leaf base. </p>The complete, perfect, actinomorphic flowers are arranged in clusters in leaf axils.  The calyx has 5 unfused, green sepals.  The corolla has 5 red, white, or pink petals that are fused forming a tube with the lobes overlapping to one side forming a pinwheel shape. There are 5 stamens fused to the corolla tube.  The ovary is superior and has two locules and many ovules.  The fruit is a follicle (in pairs) that turns brown at maturity.  The seeds have tufts of hairs at one end to assist in dispersal.",Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000251577.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000279184,habit,EN,"<i>Plumeria rubra</i> grows as thin semi-succulent shrub up to 8 m in height.  The leaves are arranged alternately, oblong to oblanceolate, to 25 cm long, 10 cm wide, and clustered at branch tips. The leaves have an obtuse to acuminate leaf apex and an entire margin. The abaxial leaf surface is pubescent. Vegetation produces a milky sap. </p>The complete, perfect, actinomorphic flowers are arranged in corymbose panicles arising in leaf axils.  The calyx has 5 unfused, greenish sepals.  The corolla has 5 red/pink/yellow petals that are fused forming a tube with the lobes overlapping at their base to one side forming a pinwheel shape. There are 5 stamens fused to the corolla tube.  The ovary is superior and has two locules and many ovules.  The fruit is a follicle (in pairs) that turns brown at maturity.  The seeds have tufts of hairs at one end to assist in dispersal.",Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000279184.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000487062,habit,EN,"<i>Plumbago zeylanica</i> grows as a shrub up to 3 m in height.  The leaves are arranged alternately, to 7 cm long and 2 cm wide, ovate to elliptic, with an entire leaf margin and an acute/acuminate apex. </p>The complete, perfect, actinomorphic flowers are arranged in terminal corymbs.  The calyx has 5 unfused, green, ribbed, and glandular sepals.  The corolla has 5 blue (sometimes white) petals that are fused forming a tube There are 5 unfused stamens.  The ovary is superior and has 1 locule and multiple ovules. The fruit is a capsule.",Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000487062.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000865718,habit,EN,<i>Eleusine indica</i> grows as a caespitose annual or perennial up to 60 cm in height when flowering. The leaves are arranged alternately to 30 cm in length (usually shorter) with at basal sheath extending along the stem that is ciliate along the margin. At the point of divergence of the leaf sheath to the leaf blade is a ciliate ligule. The leaves are parallel veined. Stems and leaves are pubescent. </p>The zygomorphic flowers are arranged in digitate spikes.  At the base of each spikelet are 2 structures called glumes. The first glume small and the second larger and pubescent. In each spikelet there are flowering structures each is subtended by 2 additional structures (lemma and palea). The lemmas are ciliate along their keel. There are 4-7 florets each with 3 stamens and a superior ovary each with a single locule and seed.  The fruit is a caryopsis.,Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000865718.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000589312,habit,EN,"<i>Tradescantia pallida</i> grows creeping along the ground or up on other vegetation to 50 cm in length, rooting at the nodes.  The deep purple (sometimes green) leaves are arranged alternately, to 10 cm in length and 2 cm wide, elongate, with parallel veins and an entire margin. The leaf base is clasping and can overlap with other leaves at the apex or stems when flowering. There may be pubescence along the leaf margin. </p>The complete, perfect, actinomorphic flowers are arranged in sessile umbels. The peduncle is pubescent.  The calyx has 3 unfused, green, sepals.  The corolla has 3 pink petals. There are 6 unfused, pubescent stamens.  The ovary is superior and has 3 locules and 3 ovules. The fruit is a capsule.",Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000589312.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000589684,habit,EN,"<i>Tradescantia spathacea</i> grows as a low herbaceous slightly succulent to 20 cm in height with the leaves surpassing the stem length and setting pups at the base forking large masses.  The adaxially green and abaxially purple leaves are arranged alternately but appear clustered, to 40 cm in length and 6 cm wide, elongate, with parallel veins, an entire margin and acuminate leaf apex. The leaf base is clasping and overlaps other leaves. </p>The complete, perfect, actinomorphic flowers are arranged in sessile many flowered umbels that is subtended by bracts. The calyx has 3 unfused, green, sepals.  The corolla has 3 white petals. There are 6 unfused, pubescent stamens.  The ovary is superior and has 3 locules and 3 ovules. The fruit is a capsule.",Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000589684.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000803551,habit,EN,"<i>Carissa macrocarpa</i> grows as thin shrub up to 4 meters in height.  The stems have grooves and ridges as well as bifurcating spines to 3 cm in length.  The coriaceous, glabrous leaves are arranged oppositely, to 6 cm long, 2 cm wide, ovate to suborbicular with and entire margin and obtuse and mucronate leaf apex. </p>The complete, perfect, actinomorphic flowers are solitary or in cymes in leaf axils.  The calyx has 5 unfused, greenish sepals.  The corolla has 5 white petals that are fused forming a tube with the elongate lobes overlapping to one side forming a pinwheel shape and slightly pubescent. There are 5 stamens fused to the corolla tube.  The ovary is superior and has two locules and many ovules.  The fruit is an oval red berry.",Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000803551.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000965116,habit,EN,"<i>Euphorbia tirucalli</i> grows as a succulent up to 5 m in height. There are leaves are deciduous early after merging and the stems are photosynthetic. The stems have a yellowish milky latex. </p><i>Euphorbia tirucalli</i> is dioecious. The incomplete, imperfect, monoecious, actinomorphic, are arranged in terminal cymes of cyathia.  The cymes are glabrous or with pubescent when immature. There is are 5 green, elliptic to oblong, glands on the edge of the cyathia. There is no calyx or corolla. Staminate flowers are reduced to a single stamen.  Carpellate flowers are reduced to a single superior carpel, each with 3 locules and numerous seeds.  The glabrous fruit is a ridged capsule at maturity that splits along 3 suture lines.",Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000965116.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000401309,habit,EN,"<i>Ruellia tuberosa</i> grows as an herb to 70 cm in height.  The leaves are arranged oppositely, up to 12 cm in length, elliptic to ovate with an acute/obtuse leaf apex and a slightly undulate leaf margin. </p>The complete, perfect, zygomorphic flowers are arranged in few flowered cymes in leaf axils.  The calyx has 5 green, linear sepals that are slightly fused at their base.  The corolla has 5 fused purple or pink petals in 2 sets (2 upper petals and 3 lower petals).  There are 4 stamens fused to the corolla tube.  The superior ovary has 2 locules and numerous ovules. The fruit is a capsule at maturity.",Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000401309.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000538920,habit,EN,"<i>Antigonon leptopus</i> grows as a climbing perennial vine to 8 m in length.  The leaves are arranged alternately, up to 13 cm in length, ovate with an acuminate apex and an entire margin and cordate base. There are tendrils in the leaf axils. </p>The complete, perfect, actinomorphic flowers are arranged in hanging racemes from leaf axils.  The perianth has 5 pink tepals. There are 8 unfused stamens.  The superior ovary has 1 locule and 1 ovule. The fruit is a triangular achene at maturity.",Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000538920.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000632151,habit,EN,"<i>Asparagus densiflorus</i> grows as a perennial woody vine to 3 m in length (usually shorter) with square stems.  The cladophylls are arranged in whorls of 3-8 units, each up to 3 cm in length, linear with an acuminate apex and an entire margin. There are leaf scales along the stem. </p>The complete, perfect, actinomorphic flowers are arranged in racemes in leaf axils.  The calyx has 3 white, unfused sepals. The corolla has 3 unfused white petals. There are 6 unfused stamens.  The superior ovary has 3 locules and numerous ovules. The fruit is a red berry at maturity.",Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000632151.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000634742,habit,EN,"<i>Asparagus setaceus</i> grows as a perennial climbing shrub/vine to 3 m in length (usually shorter) with round stems.  The cladophylls are arranged in whorls of 10-20 units, each up to 8 mm in length, filiform with an acuminate apex. There are spiny leaf scales along the stem. </p>The complete, perfect, actinomorphic flowers are arranged in racemes in leaf axils.  The calyx has 3 white, unfused sepals. The corolla has 3 unfused white petals. There are 6 unfused stamens.  The superior ovary has 3 locules and numerous ovules. The fruit is a blue/black berry at maturity.",Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000634742.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001085051,habit,EN,"<i>Moringa oleifera</p> grows as a shrub to small tree to 7 m in height.  The stems and branches are not a hard wood.  The tripinnately compound leaves are arranged alternately, up to 60 cm in length. The leaflets are elliptic to oblong, glabrous or pubescent, with a round or obtuse apex and an entire margin. </p>The complete, perfect, zygomorphic flowers are arranged in panicles from leaf axils.  The calyx has 5, green, unfused sepals. The corolla has 5, white, unfused petals. There are 5 unfused stamens and 5 staminodes.  The pubescent, superior ovary has 1 locule and numerous ovules. The fruit is an elongate hanging capsule.",Ethan Freid,,,2020-05-22,Ethan Freid,ref-0001085051.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000358795,habit,EN,"<i>Commelina erecta</i> grows as a creeping perennial herb along the ground or up on other vegetation to 50 in length, rooting at the nodes.  The leaves are arranged alternately, to 10 cm in length and 3 cm wide, ovate to lanceolate to oblanceolate with parallel veins and an entire margin. The leaf base is clasping and may overlap with other leaves. Vegetation may or may not have slight pubescence. </p>The complete, perfect and imperfect, appearing zygomorphic flowers are arranged with 1-3 flowers in cymes that are in a terminal spathe. The spathe is not open along the adaxial side. The peduncle is pubescent.  The calyx has 3 unfused, green, sepals.  The corolla has 3 blue petals. In the imperfect flowers there are 3 unfused, stamens, 2 staminodes and no ovary.  In the perfect flowers there are 3 unfused, stamens, 2 staminodes and the ovary is superior and has 3 locules and 3 ovules. The fruit is a capsule.",Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000358795.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000687501,habit,EN,"<i>Ficus benghalensis</i> grows as a large tree to 30 meters in height, a trunk to 150 cm in diameter.  Aerial roots form from the branches and become secondary trunks allowing the tree to grow outward from the center horizontally (in some cases to 200 m). The leaves are arranged alternately (clustered at branch tips), to 40 cm in length, ovate to elliptic with an entire margin, an acuminate leaf apex. Where the petiole attaches to the stem there is a prominent ring on the stem formed from the dehiscent apical sheath.  The apical sheath has a slight hook at its tip known as a “cats claw”. Vegetative material produces a milky latex when broken. </p>The highly reduced incomplete, imperfect, actinomorphic, flowers are borne entirely within a structure known as a Synconium (fig) and are fertilized by wasps. It is monoecious. Staminate flowers have a perianth of 2-6 parts and 2 anthers.  The carpellate flowers have no perianth or stamens and a single carpel. The red berry-like “fruit” is sessile.",Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000687501.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000819088,habit,EN,"<i>Catesbaea foliosa</i> grows as a slender many branched shrub to small tree up to 2 m in height without spines in leaf axils.  The leaves are opposite, up to 2 cm long. The leaves are spathulate to obovate with an entire leaf margin and a rounded or obtuse leaf apex.   </p>The complete, perfect actinomorphic, sessile flowers occur in leaf axils. The calyx and corolla are fused at their base into a hypanthium.  The calyx has 4 green glabrous sepals. The corolla has 4 fused, white petals forming a funnelform tube. There are 4 stamens fused to the top of the hypanthium.  The inferior ovary has 2 locules and multiple ovules. The fruit is a white berry with 4 red/purple tips surrounding the remnant of the style/stigma.",Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000819088.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000819260,habit,EN,"<i>Catesbaea parviflora</i> grows as a slender many branched shrub to small tree up to 2 m in height with spines (1-2 cm long) in leaf axils.  The leaves are opposite, to 1 cm long. The leaves are orbicular to obovate/oblanceolate with an entire leaf margin and a rounded or mucronate leaf apex.   </p>The complete, perfect, actinomorphic, sessile flowers occur in leaf axils. The calyx and corolla are fused at their base into a hypanthium.  The calyx has 4 green glabrous sepals. The corolla has 4 fused, white to yellow petals forming a tube. There are 4 stamens fused to the top of the hypanthium.  The inferior ovary has 2 locules and multiple ovules. The fruit is a white berry with 4 red/purple tips surrounding the remnant of the style/stigma.",Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000819260.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000819442,habit,EN,"<i>Catharanthus roseus</i> grows as glabrous, perennial herb up to 80 cm in height.  The leaves are arranged oppositely, to 8 cm long, 3 cm wide, oblong to elliptic to oblanceolate, with an entire leaf margin, and a round to mucronate apex. </p>The complete, perfect, actinomorphic flowers are arranged terminally and in leaf axils in cymes or solitary.  The calyx has 5 unfused, green, pubescent sepals.  The corolla has 5 white or pink petals that are fused forming a pubescent tube with the lobes slightly overlapping to one side forming a pinwheel shape. There are 5 stamens fused to the corolla tube.  The ovary is superior and has 2 locules and many ovules. There are 2 glands with the stamens. The fruit is a follicle (in pairs) that turns brown at maturity.",Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000819442.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000101479,habit,EN,"<i>Sphagneticola trilobata</i> a creeping perennial herb to 20 cm in height that roots at the nodes. The leaves are arranged oppositely, to 12 cm in length (usually smaller), elliptic to ovate, with a dentate/3-lobed leaf margin and an obtuse to acute leaf apex.  The leaves have 3 prominent veins. </p>The calyx is modified as a ring of hairs (pappus).  There are both perfect and imperfect (carpellate) flowers in the heads. The perfect flowers are in the center and the imperfect flowers are arranged around the edge of the heads. Each flower is subtended by a bract. </p>The incomplete, imperfect flowers have 3 yellow fused petals and no stamens. The perfect flowers have a corolla with 5 fused, yellow petals.  There are 5 stamens fused at their base. In both types of flowers, the ovary is inferior with a single locule but only the imperfect flowers have functional ovules.  The fruit is an achene at maturity that retains the modified calyx (pappus) that is fused forming a shallow cup.",Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000101479.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000127155,habit,EN,"<i>Calyptocarpus vialis</i> is a creeping herbaceous perennial up to 50 cm in height (usually less) that roots at its nodes. The slightly pubescent leaves arranged oppositely, deltoid, to 4 cm in length with an acute leaf apex and serrate leaf margin. </p>There are both perfect and imperfect (carpellate) flowers in heads.  The perfect (disc) flowers are in the center and the imperfect (ray) flowers are arranged around the edge of the heads. Each flower is subtended by a green bract.  The heads are arranged in spikes/panicles.  The calyx that has been reduced to 2, 3 or 4 spikes (pappus).  </p>The incomplete, imperfect, zygomorphic (ray) flowers have fused, yellow, petals (bilobed apex) and no stamens. The complete, perfect, actinomorphic (disc) flowers have a corolla with 5 fused, yellow petals.  There are 5 stamens fused at their base. In both types of flowers, the ovary is inferior with a single locule but only the imperfect flowers have functional ovules.  The fruit is a ridged achene at maturity.",Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000127155.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000165372,habit,EN,"<i>Mimosa pudica</i> grows as a slightly pubescent, rhizomatous herb to 50 cm in height (usually lower and creeping) with recurved prickles. The evenly bipinnate leaves are arranged alternately with 4-5 pairs of pinnae each with 15 or more pairs of leaflets.  The leaflets are up to 1 cm in length, linear, with an entire margin and rounded apex. Each leaf and pinnae have a pulvinus.  The leaflets close rapidly went touched. </p>The complete, perfect, actinomorphic flowers are arranged in axillary or terminal, elongate heads with each flower subtended by a bract. There are 5 fused sepals in the calyx. There are 5 fused pink/purple petals in the corolla forming a tube that exceeds the calyx. There are 4 pink/purple, showy, stamens that are 2 times as long as the perianth.  The ovary is superior with a single locule.  The fruit is a linear legume, with constrictions between the seeds, with prickles, that turns brown at maturity.",Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000165372.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000170926,habit,EN,"<i>Tamarindus indica</i> grows as a tree up to 20 m in height and 1 m in diameter.  New vegetation is pubescent. The evenly, pinnately compound leaves are arranged alternately and up to 12 cm in length. The 10-20 pairs of leaflets are oblong with a rounded or retuse leaf apex and an entire margin. </p>The complete, perfect, zygomorphic flowers are arranged in terminal or axillary racemes. The calyx 5 are partially fused, pubescent green sepals forming a tube with the sepal lobes the same length as the tube.  The corolla has 5 orange/yellow/pink petals, the upper enlarged to form the banner and the lower 2 fused to form the keel.  There are 3 stamens and 7 staminodes.  The ovary is superior and has a single locule with numerous seeds.  The fruit is a brown legume to 15 cm in length.",Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000170926.01,Leon Levy Native Plant Preserve.,All rights Preserved
