WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000182089,habit,EN,"<i>Stylosanthes hamata</i> grows as a low, creeping ground cover to low shrub up to 50 cm in height. The trifoliate leaves are arranged alternately.  The leaflets are to 2 cm in length, lanceolate, with an obtuse leaf apex and entire margin.  The petiole has two stipules at its base. The vegetative parts of the plant are  often covered in sericeous or pilose pubescence. </p><i>Stylosanthes hamata</i> is monoecious. The incomplete, imperfect, flowers are arranged in spikes. The staminate flowers have 5 fused sepals in the calyx and 5 orange petals in the corolla; the lower 2 petals are fused to form a keel and the upper petal is enlarged forming a standard.  There are 10 stamens and no ovary.  In carpellate flowers the calyx is reduced to 2 sepals, the corolla has 4 petals and there are no stamens;the ovary is superior with a single locule.  The fruit is a 2-parted legume that is highly constricted between the 2 seeds.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000182089.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000184175,habit,EN,"<i>Desmodium incanum</i> is a perennial herb becoming woody at its base with age, growing along the ground or becoming somewhat shrub like to 2 meters in length/height. The vegetative portions of the plant are covered in pilose or ciliate pubescence.  The trifoliate leaves are arranged alternately and are to 4 cm in length. The leaflets are variable in shape (from elliptic to lanceolate), and the leaf apex acute to rounded, with an entire margin. At the base of each leaflet there are two linear bracts. </p>The complete, perfect, zygomorphic flowers are arranged in terminal racemes. The calyx has 5 fused sepals.  The corolla has 5 pink petals.  The lower 2 petals are fused into a keel and the upper is enlarged to form a standard. The superior ovary has a single locule.  The fruit is a legume at maturity that is highly constricted between the seeds and is considered a loment.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000184175.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000255938,habit,EN,"<i>Oncidium ensatum</i> grows as an epilithic herb.  There is a shortened primary stem that is incased by imbricating sheaths.  There is a secondary stem forming a pseudobulb that is oblong and compressed, to 16 cm in height and enclosed by distichously arranged leaf bases.  The leaves are linear, to 120 cm in length and 3 cm wide, typically bright green. </p>The complete, perfect, zygomorphic flowers are arranged in terminal panicles up to 125 cm in height. A bract subtends each flower.  The calyx has 3 yellow and brown sepals. The corolla has 3 petals with one forming the labellum. The labellum is 3-lobed and yellow.  The lateral lobes have entire or crenate reflexed margins and the middle lobe is entire or crenate with red-brown spots and 2 sets of tubercles.  The yellow column has lateral wings at the apex and is crenate.  The fruit is a capsule at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000255938.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000268379,habit,EN,"<i>Phialanthus myrtilloides</i> grows as a shrub to small tree up to 5 meters in height.  The leaves are arranged oppositely, oblong to spathulate, to 5 cm in length, with an acute leaf apex and entire margin although slightly inrolled. The leaves and new growth are resinous. </p>The complete, perfect, actinomorphic flowers are arranged in short, tight, few-flowered panicles.  The calyx has 4 unfused greenish sepals.  The corolla has 4 whitish fused petals.  There are 4 stamens fused to the corolla tube.  The ovary is inferior with 2 locules.  The fruit is a capsule at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000268379.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000286416,habit,EN,"<i>Psychotria ligustrifolia</i> grows as a medium shrub to 4 meters (typically less than 2 meters).  The leaves are arranged oppositely, lanceolate, to 16 cm long with an acute leaf apex and an entire margin. The stipules are large. </p>The complete, perfect, actinomorphic flowers are arranged in panicles.  The calyx has 5 fused green sepals.  The corolla has 5 white fused petals with very small lobes.  There are 5 stamens fused to the mouth of the corolla tube.  The ovary is inferior with 2 locules and numerous seeds.  The fruit is a few- seeded berry turning bright red at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000286416.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000286803,habit,EN,"<i>Psychotria nervosa</i> grows as a shrub to 1.5 meters in height. The leaves are arranged oppositely, to 15 cm in length, broadly lanceolate, with an acute leaf apex and undulating leaf margin. The midrib and secondary veins are prominent. The stipules are large (to 2 cm), and deciduous, leaving a hairy scar. </p>The complete, perfect, actinomorphic flowers are arranged in cymose panicles.  The calyx has 5, fused green sepals.  The corolla has 5, fused, white petals with very small lobes.  There are 5 stamens fused to the mouth of the corolla tube.  The ovary is inferior with 2 locules and numerous seeds.  The fruit is a few-seeded berry that is red at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000286803.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000295109,habit,EN,"<i>Rauvolfia nitida</i> grows as a medium to large size tree up to 15 meters in height.  The truck, which can be up to 1 meter in diameter, is gray, and produces white latex. The leaves are arranged oppositely or in whorls of up to 7 leaves. The leaves are to 20 cm long and 7 cm wide, with an acuminate leaf apex and entire margin. </p>The complete, perfect, actinomorphic flowers are arranged in panicles that occur in the axils of leaves. The calyx has 5 fused greenish sepals. The corolla has 5 white fused petals forming a tube.  At the mouth of the corolla tube is a ring of hairs.  Below the ring of hairs inside the tube are 5 stamens fused to the corolla.  The superior ovary, which has 2 locules, is a drupe or a few- seeded berry, and turns dark red to black at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000295109.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000297077,habit,EN,"<i>Ricinus communis</i> grows as an annual to 5 meters (usually shorter) in height with hollow internodes.  The palmate leaves are arranged alternately to 60 cm in length, peltate with 5-11 lobes.  The lobes have a serrate margin and an acute apex. </p>The incomplete, imperfect, actinomorphic flowers are arranged in terminal and axillary racemes with staminate flowers below and carpellate flowers above.  Each flower has 5 sepals.  The staminate flowers have no corolla and numerous stamen-like structures arising from the receptacle.  The carpellate flowers have a single superior ovary with 3 red stigmas, 3 locules, and numerous seeds.  The fruit is a capsule at maturity covered with spine-like projections.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000297077.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000330954,habit,EN,"<i>Vallesia antillana</i> grows as shrub up to 4 meters in height with a small trunk to 10 cm in diameter.  The bark is yellowish gray with fissures.  The leaves are arranged alternately, to 10 cm long and 4 cm wide, usually smaller. The leaves have an acuminate leaf apex and an entire margin. </p>The complete, perfect, actinomorphic flowers are in dichotomous cymes.  The calyx has 5 unfused, greenish sepals.  The corolla has 5 white petals that are fused forming a tube with the lobes overlapping to one side forming a pinwheel shape. There are 5 stamens fused to the corolla tube.  The ovary is superior and has two locules and many ovules.  The fruit is a berry that turns white at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000330954.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000331420,habit,EN,"<i>Vanilla barbellata</i> grows as an epiphytic or epilithic vine to 2 cm in diameter, fleshy, photosynthetic, and producing aerial roots at the nodes.  From new growth, small leaves are produced that are quickly dehisced leaving a leafless rope-like vine. </p>The complete, perfect, zygomorphic flowers are arranged in axillary racemes. The calyx has 3 greenish- yellow unfused sepals.  The corolla has 3 petals of which 2 are sepal-like and the third enlarged to form the labellum that is white with light purple.  The margins of the labellum are enrolled to cover the column. The white column is formed from a fusion of the stamens and ovary into a single structure and is fused along 2/3 of its length to the labellum.  The ovary is inferior and becomes a capsule at maturity up to 8 cm in length.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000331420.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356032,habit,EN,"<i>Krugiodendron ferreum</i> grows as a large shrub to small tree up to 10 meters in height with trunks to 50 cm in diameter. The leaves are arranged oppositely, to 5 cm in length, oval to ovate with an emarginate leaf apex and entire margin. </p>The complete, perfect, actinomorphic flowers are arranged in axillary clusters. The calyx has 5 unfused sepals.  Each sepal has a floral appendage. There are no petals. There are 5 stamens.  The ovary is superior with 2 locules. At the base of the ovary is a nectary disc.  The fruit is a drupe that is purple/black at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000356032.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356458,habit,EN,"<i>Cladium mariscus</i> grows as a clumping herb to 3 meters in height (typically 1.5 meters) that produces rhizomes.  The leaves are arranged alternately, parallel-veined, to 150 cm in length, and have sharp saw toothed margins. </p>The incomplete, imperfect and perfect, actinomorphic flowers are arranged in panicle.  The individual flowers are arranged in spikelets of which there are 2-6 grouped at the ends of the inflorescence branches.  The spikelets are subtended by 2-3 scales. The lower flowers in each spikelet are infertile.  There is no calyx or corolla. There are 2 stamens.  The ovary is superior with a single locule.  The fruit is a brown achene at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000356458.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000357656,habit,EN,"<i>Kalanchoe pinnata</i> grows as a succulent herb to 2 meters tall when flowering, vegetative growth to 50 cm in height with hollow stems.  In young plants the oppositely arranged leaves are simple becoming tri-pinnately compound as the plant matures. The leaf/leaflets are elliptic to 20 cm in length with a notched margin that produces plantlets and a rounded apex. </p>The  complete, perfect, actinomorphic,pendulant, flowers are arranged in large panicles. The calyx has 4 fused sepals forming a tube. The corolla has 4 fused petals forming a tube that exceeds the calyx.  There are 8 stamens fused to the base of the corolla.  The ovary is superior with 4 locules and numerous seeds.  The fruit is a capsule at maturity",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000357656.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000371248,habit,EN,"<i>Mangifera indica</i> grows as a tree to 20 meters in height with a diameter to 1 meter.  The leaves are arranged alternately and are up to 25 cm in length and 10 cm wide.  The leaves are glabrous with an acute leaf apex and an entire margin. </p>The complete, perfect, actinomorphic flowers are arranged in panicles.  Each flower is subtended by 3 bracts.  There are 5 greenish, unfused sepals.  There are 5 whitish, unfused petals.  There are 1-2 stamens and 3-4 staminodes.  The ovary is superior forming a drupe at maturity. The fruit turns red or yellow when ripe.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000371248.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000386573,habit,EN,"<i>Opuntia cochenillifera</i> grows as a multi-branched shrub to 6 meters in height.  The main trunk is short and up to 20 cm in diameter.  From the trunk a series of photosynthetic joints (modified branches) arise. The joints are elliptic in shape, to 50 cm in length, 15 cm wide and 1.5 cm thick.  On the joints are areoles set in 5 rows.  The areoles are spineless although a few glochids may be present. </p>The complete, perfect, actinomorphic flowers are arranged solitarily, developing from areoles along the upper edges of the joints.  The calyx has numerous sepals. The corolla has numerous red petals and inside the perianth are numerous stamens. The calyx, corolla and androecium are fused to form a hypanthium. The ovary is inferior with a single locule and numerous seeds.  The fruit is a red berry.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000386573.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000408851,habit,EN,"<i>Terminalia molinetii</i> grows as a shrub or small tree up to 8 meters in height with a trunk to 20 cm in diameter.  The branches divaricate creating a horizontally flattened, zigzag branching system. Spines occur below leaf attachments. The glabrous leaves are sessile, oblanceolate, to 3 cm in length with and entire margin and obtuse leaf apex. </p>The incomplete, perfect, actinomorphic flowers are arranged in short spikes.  The calyx has 5 fused greenish sepals. There is no corolla.  There are 8 or 9 unfused stamens in 2 series.  The ovary is inferior with a single locule and seed.  The fruit is a drupe at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000408851.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000427365,habit,EN,"<i>Waltheria indica</i> grows as an herbaceous perennial to 2 meters in height. The leaves are arranged alternately, to 8 cm in length, ovate to oblong, with a serrate leaf margin and obtuse leaf apex.  The entire plant surface is covered with stellate tomentose hairs giving the leaves a grayish-green appearance. </p>The complete, perfect, actinomorphic flowers are arranged in dense axillary and terminal racemes with each flower subtended by a bract.  The calyx has 5 fused, green sepals.  The corolla has 5 unfused yellow petals.  There are 5 stamens fused at their base.  The ovary is superior with a single locule and numerous seeds.  The fruit is a follicle at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000427365.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429502,habit,EN,"<i>Zanthoxylum fagara</i> grows as a large shrub to small tree up to 10 meters in height.  The branches typically have hooked spines below the leaves.  The oddly pinnate leaves are arranged alternately with 5-9 leaflets with wings along the rachis.  The leaflets are sessile, to 2 cm in length, ovate to elliptic with a crenate leaflet margin and an emarginate leaflet apex. The leaflets produce a citrus odor when crushed. </p><i>Zanthoxylum fagara</i> is dioecious. The incomplete, imperfect, actinomorphic flowers are arranged in panicles of racemes. The calyx has 4 green unfused sepals. The corolla has 4 unfused yellowish petals.  In staminate flowers there are 4 unfused stamens and a non-functional ovary.  In carpellate flowers there are no stamens and a pair of unfused superior ovaries each with a single locule.  The fruit is a capsule at maturity with a single shiny black seed.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000429502.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429509,habit,EN,"<i>Zanthoxylum flavum</i> grows as a large shrub to small tree up to 11 meters in height with a trunk to 50 cm in diameter.  The vegetation has a fine pubescence.  The oddly pinnate, compound leaves are arranged alternately to 25 cm in length.  The leaflets are up to 8 cm in length, ovate to elliptic with an oblique leaf base, an obtuse leaf apex and an entire or crenulate leaf margin.  The leaves have pellucid punctate dots and are aromatic when crushed. </p><i>Zanthoxylum flavum</i> is dioecious. The incomplete, imperfect, actinomorphic flowers are arranged in terminal panicles.  The calyx has 4 unfused green sepals.  The corolla has 4 greenish-white, unfused petals. Staminate flowers have 4 stamens and a non-functional ovary.  The carpellate flowers have no stamens and 1-3 unfused carpels. Each superior ovary has 1 locule and 1 seed.  The fruit is a capsule at maturity producing black seeds.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000429509.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429943,habit,EN,"<i>Zamia pumila</i> grows from an underground vertical stem 15-40 in length and to 15 cm in diameter.  Leaves are produced from the top of the tuber.  The leaves are pinnately compound, to 1 meter in length and covered with rusty brown hairs when young.  The leaflets are to 25 cm (typically shorter) in length with a slightly toothed apex and an entire margin (occasionally irregular). </p><i>Zamia pumila</i> is dioecious. The reproductive structures are cones. Microsporangiate cones are solitary or in groups, to 8 cm in length and 2 cm in diameter. There are 15 - 20 series of peltate hexagonal structures underneath which are the microsporagium. </p>The megasporangiate cones are solitary, to 20 cm in length and 6 cm in diameter.  There are 5-8 series of peltate hexagonal structures underneath each where the ovules are located. The entire structure is covered with reddish hairs.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000429943.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000457708,habit,EN,"<i>Turnera ulmifolia</i> grows as a woody herbaceous shrub to 1 meter in height.  The leaves are arranged alternately, to 15 cm in length, lanceolate with a pair of glands at the leaf base.  The leaf has a dentate margin, an acute leaf apex, and varies from glabrous to pubescent. </p>The complete, perfect, actinomorphic flowers are arranged solitarily in leaf axils. The flowers are subtended by 3 bracts.  The calyx has 5 fused green sepals. The corolla has 5 unfused yellow petals.  There are 5 stamens, each fused to the base of a petal. The ovary is superior with a single locule and many seeds.  The fruit is a capsule at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000457708.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000474744,habit,EN,"<i>Picramnia pentandra</i> grows as a large shrub to small tree up to 10 meters in height, (typically 2-4 meters) and to 15 cm in diameter. The compound leaves are arranged alternately and are odd-pinnate with 5 - 9 leaflets.   The leaflets are alternate on the rachis, ovate to lanceolate, to 12 cm in length (usually less than 8 cm), with an acute/acuminate or slightly obtuse leaf apex and entire leaf margin.  The leaflets are reddish during development. </p><i>Picramnia pentandra</i> is dioecious. The incomplete, imperfect, actinomorphic flowers are arranged in panicles of racemes.  The perianth is covered with short pubescence. The calyx has 5 unfused green sepals. The corolla has 5 unfused green petals.  Staminate flowers have 5 unfused stamens and a non-functional ovary.  Carpellate flowers have 5 non-functional stamens and a superior ovary with 2 locules and numerous seeds.  The fruit is a berry that turns red at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000474744.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000480120,habit,EN,"<i>Passiflora suberosa</i> grows as vine with older portions becoming corky with age.  The leaves are arranged alternately, to 15 cm in length.  The leaves are variable in shape from lanceolate to bi or tri-lobed with an entire margin. The petioles have a pair of glands. Tendrils are present at the nodes. </p>The complete, perfect, actinomorphic flowers are arranged in pairs or are solitary.  There are 3 small deciduous bracts below the flower.  The calyx has 5 green unfused sepals.  There is no corolla.  There is a corona with filaments in 2 series.  The outer series is yellowish-white and recurved. The inner series is filamentous and green.  There are 5 stamens.  The ovary is superior, with 3 stigmatic lobes, a single locule and numerous seeds.  The fruit is a berry that turns dark purple at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000480120.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000492142,habit,EN,"<i>Simarouba glauca</i> grows as a tree to 10 meters in height with a trunk to 30 cm in diameter.  The leaves are arranged alternately, are odd pinnately compound, to 40 cm in length, with 10-20 leaflets.  The leaflets are up to 10 cm in length, dark green above, lighter below, with an entire margin and rounded leaf apex. </p><i>Simarouba glauca</i> is polygamo-dioecious. The incomplete, imperfect, actinomorphic flowers are arranged in terminal and axillary panicles.  The calyx has 5 unfused, greenish sepals.  The corolla has 5 unfused yellowish- white overlapping petals.  Staminate flowers have 10 stamens and no ovaries. Carpellate flowers have 10 nonfunctional stamens and 5 unfused ovaries each with a single locule and seed.  Occasionally there are perfect flowers produced on either the staminate or carpellate trees. The fruit is a purple/black drupe at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000492142.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000529101,habit,EN,"<i>Alvaradoa amorphoides</i> grows as a large shrub to small tree up to 10 meters in height with pubescent branches.  The compound leaves are arranged alternately, are odd-pinnate with 19 or more leaflets.  The leaflets are light green, oval to oblong with a rounded or emarginate leaf apex and entire margin.  The abaxial surface is pubescent. </p>The dioecious actinomorphic flowers are incomplete and imperfect and arranged in racemes. There is no calyx. There are 5 greenish-yellow petals.  Staminate flowers have 5 functional and 5 non-functional stamens surrounding a non-functional ovary.  Carpellate flowers have no stamens and a superior ovary with three locules and numerous seeds.  The fruit is a samara, is covered with pubescence and turns reddish at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000529101.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000606414,habit,EN,"<i>Cissus intermedia</i> grows as a woody vine (not quite a liana) to 8 meters in length with tubercles along the stem. The tri-foliate leaves are arranged alternately, to 20 cm in length.  The leaflets are ovate-elliptic, with a serrate margin and an acute leaf apex. </p>The complete, perfect, actinomorphic flowers are arranged in cymes.  The calyx has 4 red fused sepals. The corolla has 4 red unfused petals.  There are 4 stamens.  The ovary is half inferior with 2 locules and 4 seeds.  The fruit is a berry turning purple-black at maturity.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000606414.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000610519,habit,EN,"<i>Clematis plukenetii</i> grows as a trailing vine.  The compound leaves are arranged oppositely, with 3 or 5 leaflets, and up to 12 cm in length. The leaflets are ovate to elliptic with an acute leaf apex and entire or slightly toothed leaf margin. </p>The dioecious flowers are arranged in panicles. Staminate flowers have 4-5 sepals and numerous stamens with no functional ovaries.  Carpellate flowers have 4 sepals and a series of staminodes (non-functional stamens).  There are numerous unfused superior ovaries. Each ovary has a single locule and seed and becomes an achene at maturity.  The achenes retain long styles (20-30 times the size of the ovary) that have silky hairs that aid in dispersal.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000610519.01,Leon Levy Native Plant Preserve.,All rights Preserved
