wfo_id,AssessmentID,TaxonID,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0000650219,211923940,211565558,Diplokeleba floribunda,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Diplokeleba,floribunda,,,,N.E.Br.,Near Threatened,A2c,3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211565558a211923940.en,"(2022). Diplokeleba floribunda: Rivers, M.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211565558a211923940.en"
wfo-0000219671,211923955,211565620,Jatropha grossidentata,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Jatropha,grossidentata,,,,Pax & K.Hoffm.,Near Threatened,B2b(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211565620a211923955.en,"(2021). Jatropha grossidentata: Rivers, M.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211565620a211923955.en"
wfo-0001041893,211923975,211565726,Salta triflora,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,POLYGONACEAE,Salta,triflora,,,,(Griseb.) Adr.Sanchez,Near Threatened,A2c,3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211565726a211923975.en,"(2022). Salta triflora: Rivers, M.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211565726a211923975.en"
wfo-0000743691,211924010,211745274,Cynophalla retusa,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,CAPPARACEAE,Cynophalla,retusa,,,,(Griseb.) Cornejo & Iltis,Near Threatened,A2c,3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211745274a211924010.en,"(2021). Cynophalla retusa: Rivers, M.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211745274a211924010.en"
wfo-0001228441,212029917,32224,Rhaptopetalum beguei,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,LECYTHIDACEAE,Rhaptopetalum,beguei,,,,Mangenot,Near Threatened,"B2ab(iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2026-1.rlts.t32224a212029917.en,"(2025). Rhaptopetalum beguei: Cabello, N.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2026-1.rlts.t32224a212029917.en"
wfo-0000817026,212160023,212159983,Neocarya macrophylla,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CHRYSOBALANACEAE,Neocarya,macrophylla,,,,(Sabine) Prance ex F.White,Near Threatened,"B2b(ii,iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2026-1.rlts.t212159983a212160023.fr,"(2025). Neocarya macrophylla: Molmou, D. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2026-1.rlts.t212159983a212160023.fr"
wfo-0001030007,212628837,37019,Solanum oblongum,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Solanum,oblongum,,,,Ruiz & Pav.,Near Threatened,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-1.rlts.t37019a212628837.en,"(2022). Solanum oblongum: Baldaszti, L.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-1.rlts.t37019a212628837.en"
wfo-0001025694,212629058,212622428,Solanum achorum,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Solanum,achorum,,,,S.Stern,Near Threatened,"B2ab(i,ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-1.rlts.t212622428a212629058.en,"(2022). Solanum achorum: Baldaszti, L.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-1.rlts.t212622428a212629058.en"
wfo-0001025840,212629068,212622567,Solanum alliariifolium,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Solanum,alliariifolium,,,,M.Nee & Särkinen,Near Threatened,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-1.rlts.t212622567a212629068.en,"(2022). Solanum alliariifolium: Baldaszti, L.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-1.rlts.t212622567a212629068.en"
wfo-0001025872,212629073,212622570,Solanum amblophyllum,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Solanum,amblophyllum,,,,Hook.,Near Threatened,"B1b(i,ii,iii,iv)+2b(i,ii,iii,iv)",3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-1.rlts.t212622570a212629073.en,"(2022). Solanum amblophyllum: Baldaszti, L.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-1.rlts.t212622570a212629073.en"
