wfo_ID,Familia,Column1,Nombre,Autor,Pub.,Hábito,Formaciones vegetales,Forma de vida,Link stand alone
wfo-0001096255,Gramineae,Diplachne fusca (L.) P.Beauv.,Diplachne fusca, (L.) P.Beauv.,"Syst. Veg., ed. 15 bis [Roemer & Schultes] 2: 615, 1817.",Hierba perenne,"Algarrobales, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/diplachne-fusca
wfo-0000865002,Gramineae,Distichlis scoparia (Kunth) Arechav.,Distichlis scoparia, (Kunth) Arechav.,"Anales Mus. Nac. Montevideo 1: 457, 1897.",Hierba perenne,"Algarrobales, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/distichlis-scoparia
wfo-0000865007,Gramineae,Distichlis spicata (L.) Greene,Distichlis spicata, (L.) Greene,"Bull. Calif. Acad. Sci. 2(7): 415, 1887.",Hierba perenne,"Algarrobales, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/distichlis-spicata
wfo-0000865220,Gramineae,Echinochloa colona (L.) Link,Echinochloa colona, (L.) Link,"Hort. Berol. [Link] 2: 209, 1833.",Hierba anual o bienal,,Terófita,https://florauruguaya.org/taxonomias/echinochloa-colona
wfo-0000865236,Gramineae,Echinochloa crus-galli  (L.) P.Beauv.,Echinochloa crus-galli , (L.) P.Beauv.,"Ess. Agrostogr. 53, 1812.",Hierba anual o bienal,,Terófita,https://florauruguaya.org/taxonomias/echinochloa-crus-galli
wfo-0000865297,Gramineae,Echinochloa crus-pavonis (Kunth) Schult.,Echinochloa crus-pavonis, (Kunth) Schult.,"Mant. 2 (Schultes) 269, 1824.",Hierba anual o bienal,,Terófita,https://florauruguaya.org/taxonomias/echinochloa-crus-pavonis
wfo-0000865332,Gramineae,Echinochloa helodes (Hack.) Parodi,Echinochloa helodes, (Hack.) Parodi,"Physis [Buenos Aires] 8: 72, 1925.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",Hidrófita,https://florauruguaya.org/taxonomias/echinochloa-helodes
wfo-0000865398,Gramineae,Echinochloa polystachya (Kunth) Hitchc.,Echinochloa polystachya, (Kunth) Hitchc.,"Contr. U.S. Natl. Herb. 22: 135, 1920.",Hierba perenne,,Hemicriptófita,https://florauruguaya.org/taxonomias/echinochloa-polystachya
wfo-0000865562,Gramineae,Ehrharta erecta Lam.,Ehrharta erecta, Lam.,"Encycl. [J. Lamarck & al.] 2(1): 347, 1786.",Hierba perenne,,Hemicriptófita,https://florauruguaya.org/taxonomias/ehrharta-erecta
wfo-0000865718,Gramineae,Eleusine indica (L.) Gaertn.,Eleusine indica, (L.) Gaertn.,"Fruct. Sem. Pl. 1: 8, 1788.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/eleusine-indica
wfo-0000865789,Gramineae,Eleusine tristachya (Lam.) Lam.,Eleusine tristachya, (Lam.) Lam.,"Tabl. Encycl. 1(2): 203, 1792.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eleusine-tristachya
wfo-0000865842,Gramineae,Elionurus muticus (Spreng.) Kuntze,Elionurus muticus, (Spreng.) Kuntze,"Revis. Gen. Pl. 3(3): 350, 1898.",Hierba perenne,"Pastizales xerófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/elionurus-muticus
wfo-0000866677,Gramineae,Elymus scabrifolius (Döll) J.H.Hunz.,Elymus scabrifolius, (Döll) J.H.Hunz.,"Darwiniana 35: 167, 1998.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/elymus-scabrifolius
wfo-0000867293,Gramineae,Eragrostis acutiglumis Parodi,Eragrostis acutiglumis, Parodi,"Notas Mus. La Plata, Bot. 2: 7, 1937.",Hierba perenne,"Algarrobales, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-acutiglumis
wfo-0000867308,Gramineae,Eragrostis airoides Nees,Eragrostis airoides, Nees,"Fl. Bras. Enum. Pl. 2(1): 509, 1829.",Hierba perenne,"Pastizales xerófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-airoides
wfo-0001096136,Gramineae,Eragrostis bahiensis Schrad. ex Schult.,Eragrostis bahiensis, Schrad. ex Schult.,"Mant. 2 (Schultes) 2: 318, 1824.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-bahiensis
wfo-0000867414,Gramineae,Eragrostis barrelieri Daveau,Eragrostis barrelieri, Daveau,"J. Bot. (Morot) 8: 289, 1894.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/eragrostis-barrelieri
#N/A,Gramineae,Eragrostis cataclasta ,Eragrostis cataclasta,,"Fl. Ilustr. Entre Rios 2: 189, 1969.",Hierba perenne,"Algarrobales, Pastizales higrófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-cataclasta
wfo-0000867548,Gramineae,Eragrostis cilianensis (All.) Vignolo ex Janch.,Eragrostis cilianensis, (All.) Vignolo ex Janch.,"Mitt. Naturwiss. Vereins Univ. Wien 5(9): 110, 1907.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/eragrostis-cilianensis
wfo-0000867617,Gramineae,Eragrostis curvula (Schrad.) Nees,Eragrostis curvula, (Schrad.) Nees,"Fl. Afr. Austral. Ill. 397, 1841.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-curvula
wfo-0000867855,Gramineae,"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",Eragrostis hypnoides," (Lam.) Britton, Sterns & Poggenb.","Prelim. Cat. 69, 1888.",Hierba anual o bienal,Herbazales hidrófilos,Terófita,https://florauruguaya.org/taxonomias/eragrostis-hypnoides
wfo-0000867890,Gramineae,Eragrostis japonica (Thunb.) Trin.,Eragrostis japonica, (Thunb.) Trin.,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 1: 405, 1830.",Hierba anual o bienal,Bosques ribereños,Terófita,https://florauruguaya.org/taxonomias/eragrostis-japonica
wfo-0000867982,Gramineae,Eragrostis lugens Nees,Eragrostis lugens, Nees,"Fl. Bras. Enum. Pl. 2(1): 507, 1829.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Palmares, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-lugens
wfo-0000868049,Gramineae,Eragrostis mexicana (Hornem.) Link,Eragrostis mexicana, (Hornem.) Link,"Hort. Berol. [Link] 1: 190, 1827.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/eragrostis-mexicana
wfo-0000868064,Gramineae,Eragrostis minor Host,Eragrostis minor, Host,"Icon. Descr. Gram. Austriac. 4: 15, 1809.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/eragrostis-minor
wfo-0000868110,Gramineae,Eragrostis neesii Trin.,Eragrostis neesii, Trin.,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 1: 405, 1830.",Hierba perenne,"Algarrobales, Palmares, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-neesii
wfo-0000868188,Gramineae,Eragrostis pectinacea (Michx.) Nees,Eragrostis pectinacea, (Michx.) Nees,"Fl. Afr. Austral. Ill. 406, 1841.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/eragrostis-pectinacea
wfo-0000868200,Gramineae,Eragrostis perennis Döll,Eragrostis perennis, Döll,"Fl. Bras. [Martius] 2(3): 144, 1878.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-perennis
wfo-0000868222,Gramineae,Eragrostis pilosa (L.) P.Beauv.,Eragrostis pilosa, (L.) P.Beauv.,"Ess. Agrostogr. 71, 1812.",Hierba anual o bienal,Bosques ribereños,Terófita,https://florauruguaya.org/taxonomias/eragrostis-pilosa
wfo-0000868250,Gramineae,Eragrostis plana Nees,Eragrostis plana, Nees,"Fl. Afr. Austral. Ill. 390, 1841.",Hierba perenne,"Ambientes ruderales, Algarrobales, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-plana
wfo-0000868275,Gramineae,Eragrostis polytricha Nees,Eragrostis polytricha, Nees,"Fl. Bras. Enum. Pl. 2(1): 507, 1829.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-polytricha
wfo-0000868318,Gramineae,Eragrostis purpurascens (Spreng.) Schult.,Eragrostis purpurascens, (Spreng.) Schult.,"Mant. 2 (Schultes) 317, 1824.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-purpurascens
wfo-0000868353,Gramineae,Eragrostis retinens Hack. & Arechav.,Eragrostis retinens, Hack. & Arechav.,"Anales Mus. Nac. Montevideo 1: 445, 1896.",Hierba perenne,"Palmares, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-retinens
wfo-0000868557,Gramineae,Eragrostis trichocolea Hack. & Arechav.,Eragrostis trichocolea, Hack. & Arechav.,"Anales Mus. Nac. Montevideo 1: 444, 1896.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eragrostis-trichocolea
wfo-0000868894,Gramineae,Erianthecium bulbosum Parodi,Erianthecium bulbosum, Parodi,"Notas Mus. La Plata, Bot. 8: 77, 1943.",Hierba perenne,"Matorrales xerófilos, Matorrales mesófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/erianthecium-bulbosum
wfo-0000869104,Gramineae,Eriochloa montevidensis Griseb.,Eriochloa montevidensis, Griseb.,"Symb. Fl. Argent. 306, 1879.",Hierba perenne,"Bosques ribereños, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eriochloa-montevidensis
wfo-0000869121,Gramineae,Eriochloa punctata (L.) Desv. ex Ham.,Eriochloa punctata, (L.) Desv. ex Ham.,"Prodr. Pl. Ind. Occid. [Hamilton] 5, 1825.",Hierba anual o bienal,"Bosques ribereños, Pastizales higrófilos",,https://florauruguaya.org/taxonomias/eriochloa-punctata
wfo-0000869160,Gramineae,Eriochrysis cayanensis P.Beauv.,Eriochrysis cayanensis, P.Beauv.,"Ess. Agrostogr. 8, 1812.",Hierba perenne,"Bosques higrófilos, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eriochrysis-cayanensis
wfo-0000869178,Gramineae,Eriochrysis villosa Swallen,Eriochrysis villosa, Swallen,"Phytologia 14: 90, 1966.",Hierba perenne,"Bosques higrófilos, Pastizales higrófilos, Herbazales hidrófilos",Geófita,https://florauruguaya.org/taxonomias/eriochrysis-villosa
wfo-0000869356,Gramineae,Eustachys brevipila (Roseng. & Izag.) Caro & E.A.Sánchez,Eustachys brevipila, (Roseng. & Izag.) Caro & E.A.Sánchez,"Kurtziana 6: 124, 1971.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-brevipila
wfo-0000869357,Gramineae,Eustachys calvescens (Hack.) Caro & E.A.Sánchez,Eustachys calvescens, (Hack.) Caro & E.A.Sánchez,"Kurtziana 6: 128, 1971.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-calvescens
wfo-0000869362,Gramineae,Eustachys distichophylla (Lag.) Nees,Eustachys distichophylla, (Lag.) Nees,"Fl. Bras. Enum. Pl. 2(1): 418, 1829.",Hierba perenne,Bosques ribereños,Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-distichophylla
wfo-0000869372,Gramineae,Eustachys paspaloides Lanza & Mattei,Eustachys paspaloides, Lanza & Mattei,"Boll. Reale Orto Bot. Palermo 9: 56, 1910.",Hierba perenne,"Palmares, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-paspaloides
wfo-0000869376,Gramineae,Eustachys retusa (Lag.) Kunth,Eustachys retusa, (Lag.) Kunth,"Révis. Gramin. 1(6): 88, 1829.",Hierba perenne,"Pastizales xerófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-retusa
wfo-0000869378,Gramineae,Eustachys swalleniana A.M.Molina,Eustachys swalleniana, A.M.Molina,"Candollea 51: 232-234, 1996.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-swalleniana
wfo-0000869380,Gramineae,Eustachys uliginosa (Hack.) Herter,Eustachys uliginosa, (Hack.) Herter,"Revista Sudamer. Bot. 6: 147, 1940.",Hierba perenne,"Pastizales xerófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eustachys-uliginosa
wfo-0000869876,Gramineae,Festuca australis Nees ex Steud.,Festuca australis, Nees ex Steud.,"Syn. Pl. Glumac. [Steudel] 1(3): 304, 1854.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos, Palmares, Pastizales xerófilos, Pastizales mesófilos",Terófita,https://florauruguaya.org/taxonomias/festuca-australis
wfo-0000869987,Gramineae,Festuca bromoides L.,Festuca bromoides, L.,"Sp. Pl. [Linnaeus] 1: 75, 1753.",Hierba anual o bienal,"Ambientes ruderales, Pastizales xerófilos, Pastizales mesófilos",Terófita,https://florauruguaya.org/taxonomias/festuca-bromoides
wfo-0000870496,Gramineae,Festuca fimbriata Nees,Festuca fimbriata, Nees,"Fl. Bras. Enum. Pl. 2(1): 472, 1829.",Hierba perenne,,Hemicriptófita,https://florauruguaya.org/taxonomias/festuca-fimbriata
wfo-0000871095,Gramineae,Festuca myuros L.,Festuca myuros, L.,"Sp. Pl. [Linnaeus] 1: 74, 1753.",Hierba anual o bienal,"Ambientes ruderales, Pastizales xerófilos, Pastizales mesófilos",Terófita,https://florauruguaya.org/taxonomias/festuca-myuros
wfo-0000872903,Gramineae,Gaudinia fragilis (L.) P.Beauv.,Gaudinia fragilis, (L.) P.Beauv.,"Ess. Agrostogr. 95, 1812.",Hierba anual o bienal,"Ambientes ruderales, Palmares, Pastizales xerófilos, Pastizales mesófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/gaudinia-fragilis
wfo-0000873281,Gramineae,Glyceria multiflora Steud.,Glyceria multiflora, Steud.,"Syn. Pl. Glumac. [Steudel] 1(3): 285, 1854.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/glyceria-multiflora
wfo-0000873507,Gramineae,Guadua chacoensis (Rojas Acosta) Londoño & P.M.Peterson,Guadua chacoensis, (Rojas Acosta) Londoño & P.M.Peterson,"Novon 2: 41, 1992.",Arbusto,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/guadua-chacoensis
wfo-0000873550,Gramineae,Guadua trinii  (Nees) Rupr.,Guadua trinii , (Nees) Rupr.,"Bambuseae 40, 1839.",Arbusto,"Bosques de quebradas, Bosques ribereños",Fanerófita,https://florauruguaya.org/taxonomias/guadua-trinii
wfo-0000873590,Gramineae,Gymnopogon burchellii (Munro ex Döll) Ekman,Gymnopogon burchellii, (Munro ex Döll) Ekman,"Ark. Bot. 11(4): 35, 1912.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/gymnopogon-burchellii
wfo-0000873604,Gramineae,"Gymnopogon grandiflorus Roseng., B.R.Arrill. & Izag.",Gymnopogon grandiflorus," Roseng., B.R.Arrill. & Izag.","Bol. Fac. Agron. Univ. Montevideo 103: 20, 1968.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/gymnopogon-grandiflorus
wfo-0000873610,Gramineae,"Gymnopogon legrandii  Roseng., B.R.Arrill. & Izag.",Gymnopogon legrandii ," Roseng., B.R.Arrill. & Izag.","Bol. Fac. Agron. Univ. Montevideo 103: 22, 1968.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/gymnopogon-legrandii
wfo-0000873624,Gramineae,Gymnopogon spicatus (Spreng.) Kuntze,Gymnopogon spicatus, (Spreng.) Kuntze,"Revis. Gen. Pl. 3(3): 354, 1898.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/gymnopogon-spicatus
wfo-0000873730,Gramineae,Hainardia cylindrica (Willd.) Greuter,Hainardia cylindrica, (Willd.) Greuter,"Boissiera 13: 177, 1967.",Hierba anual o bienal,Pastizales mesófilos,Terófita,https://florauruguaya.org/taxonomias/hainardia-cylindrica
wfo-0000874053,Gramineae,Hemarthria altissima (Poir.) Stapf & C.E.Hubb.,Hemarthria altissima, (Poir.) Stapf & C.E.Hubb.,"Bull. Misc. Inform. Kew 1934(3): 109, 1934.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/hemarthria-altissima
wfo-0000874509,Gramineae,Holcus lanatus L.,Holcus lanatus, L.,"Sp. Pl. [Linnaeus] 2: 1048,.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Pastizales mesófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/holcus-lanatus
wfo-0000874618,Gramineae,Homolepis glutinosa (Sw.) Zuloaga & Soderstr.,Homolepis glutinosa, (Sw.) Zuloaga & Soderstr.,"Smithsonian Contr. Bot. 59: 19, 1985.",Hierba perenne,"Bosques serranos, Bosques de quebradas",Hemicriptófita,https://florauruguaya.org/taxonomias/homolepis-glutinosa
wfo-0000874778,Gramineae,Hordeum euclaston Steud.,Hordeum euclaston, Steud.,"Syn. Pl. Glumac. [Steudel] 1(4-5): 353, 1854.",Hierba anual o bienal,"Algarrobales, Pastizales xerófilos, Herbazales halófilos",Terófita,https://florauruguaya.org/taxonomias/hordeum-euclaston
wfo-0000874784,Gramineae,Hordeum flexuosum Nees ex Steud.,Hordeum flexuosum, Nees ex Steud.,"Syn. Pl. Glumac. [Steudel] 1(4-5): 353, 1854.",Hierba perenne,Algarrobales,Hemicriptófita,https://florauruguaya.org/taxonomias/hordeum-flexuosum
wfo-0000874893,Gramineae,Hordeum murinum L.,Hordeum murinum, L.,"Sp. Pl. [Linnaeus] 1: 85, 1753.",Hierba anual o bienal,Ambientes urbanos,Terófita,https://florauruguaya.org/taxonomias/hordeum-murinum
wfo-0000875023,Gramineae,Hordeum stenostachys Godr.,Hordeum stenostachys, Godr.,"Mém. Sect. Med. Acad. Sci. Montpellier 1: 455, 1853.",Hierba perenne,"Ambientes ruderales, Bosques ribereños, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/hordeum-stenostachys
wfo-0000875156,Gramineae,Hymenachne grumosa (Nees) Zuloaga,Hymenachne grumosa, (Nees) Zuloaga,"Amer. J. Bot. 90(5): 817, 2003.",Hierba perenne,"Bosques ribereños, Algarrobales, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/hymenachne-grumosa
wfo-0000875171,Gramineae,Hymenachne pernambucensis (Spreng.) Zuloaga,Hymenachne pernambucensis, (Spreng.) Zuloaga,"Amer. J. Bot. 90(5): 817, 2003.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/hymenachne-pernambucensis
wfo-0000875535,Gramineae,Ichnanthus pallens (Sw.) Munro ex Benth.,Ichnanthus pallens, (Sw.) Munro ex Benth.,"Fl. Hongk. 414, 1861.",Hierba perenne,"Bosques serranos, Bosques de quebradas",Hemicriptófita,https://florauruguaya.org/taxonomias/ichnanthus-pallens
wfo-0000875622,Gramineae,Imperata brasiliensis Trin.,Imperata brasiliensis, Trin.,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 331, 1833.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/imperata-brasiliensis
wfo-0000876322,Gramineae,Ischaemum minus J.Presl,Ischaemum minus, J.Presl,"Reliq. Haenk. 1(4-5): 329, 1830.",Hierba perenne,"Bosques higrófilos, Palmares, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/ischaemum-minus
wfo-0001334355,Gramineae,Jarava filifolia (Nees) Ciald.,Jarava filifolia, (Nees) Ciald.,"Fl. Vasc. Argent. 3(2): 385, 2012.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/jarava-filifolia
wfo-0000876539,Gramineae,Jarava juncoides (Speg.) Peñail.,Jarava juncoides, (Speg.) Peñail.,"Gayana, Bot. 59(1): 31, 2002.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/jarava-juncoides
wfo-0000876555,Gramineae,Jarava plumosa (Spreng.) S.W.L.Jacobs & J.Everett,Jarava plumosa, (Spreng.) S.W.L.Jacobs & J.Everett,"Telopea 7(3): 301, 1997.",Hierba perenne,,,https://florauruguaya.org/taxonomias/jarava-plumosa
wfo-0000877235,Gramineae,Koeleria permollis Nees ex Steud.,Koeleria permollis, Nees ex Steud.,"Syn. Pl. Glumac. [Steudel] 1(3): 293, 1854.",Hierba perenne,"Ambientes ruderales, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/koeleria-permollis
wfo-0000877496,Gramineae,Lagurus ovatus L.,Lagurus ovatus, L.,"Sp. Pl. [Linnaeus] 1: 81, 1753.",Hierba anual o bienal,"Ambientes urbanos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/lagurus-ovatus
wfo-0000877667,Gramineae,Leersia hexandra Sw.,Leersia hexandra, Sw.,"Prodr. [O. P. Swartz] 21, 1788.",Hierba perenne,"Bosques higrófilos, Algarrobales, Palmares, Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/leersia-hexandra
wfo-0000877819,Gramineae,Leptochloa chloridiformis (Hack. ex Stuck.) Parodi,Leptochloa chloridiformis, (Hack. ex Stuck.) Parodi,"Physis [Buenos Aires] 4: 184, 1918.",Hierba perenne,Algarrobales,Hemicriptófita,https://florauruguaya.org/taxonomias/leptochloa-chloridiformis
wfo-0001429181,Gramineae,Leptochloa crinita (Lag.) P.M.Peterson & N.Snow,Leptochloa crinita, (Lag.) P.M.Peterson & N.Snow,"Ann. Bot. [Oxford] 109(7): 1327, 2012.",Hierba perenne,"Algarrobales, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/leptochloa-crinita
wfo-0000878321,Gramineae,Lithachne pauciflora (Sw.) P.Beauv.,Lithachne pauciflora, (Sw.) P.Beauv.,"Ess. Agrostogr. 135,168, 1812.",Hierba perenne,"Bosques de quebradas, Bosques ribereños",Caméfita,https://florauruguaya.org/taxonomias/lithachne-pauciflora
wfo-0000878351,Gramineae,Lolium arundinaceum (Schreb.) Darbysh.,Lolium arundinaceum, (Schreb.) Darbysh.,"Novon 3(3): 241, 1993.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Palmares, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/lolium-arundinaceum
wfo-0000878425,Gramineae,Lolium multiflorum Lam.,Lolium multiflorum, Lam.,"Fl. Franç. [Lamarck] 3: 621, 1779.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Palmares, Matorrales mesófilos, Pastizales mesófilos, Pastizales higrófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/lolium-multiflorum
wfo-0000878441,Gramineae,Lolium perenne L.,Lolium perenne, L.,"Sp. Pl. [Linnaeus] 1: 83, 1753.",Hierba perenne,Ambientes ruderales,Hemicriptófita,https://florauruguaya.org/taxonomias/lolium-perenne
wfo-0000878467,Gramineae,Lolium rigidum Gaudin,Lolium rigidum, Gaudin,"Agrost. Helv. 1: 334, 1811.",Hierba anual o bienal,"Ambientes ruderales, Pastizales mesófilos",Terófita,https://florauruguaya.org/taxonomias/lolium-rigidum
wfo-0000878503,Gramineae,Lolium temulentum L.,Lolium temulentum, L.,"Sp. Pl. [Linnaeus] 1: 83, 1753.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/lolium-temulentum
wfo-0000878531,Gramineae,Lombardochloa rufa (J.Presl) Roseng. & B.R.Arrill.,Lombardochloa rufa, (J.Presl) Roseng. & B.R.Arrill.,"An. Fac. Quimica [Uruguay] 9: 260, 1982.",Hierba perenne,"Pastizales mesófilos, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/lombardochloa-rufa
wfo-0001342615,Gramineae,Louisiella elephantipes (Nees ex Trin.) Zuloaga,Louisiella elephantipes, (Nees ex Trin.) Zuloaga,"Syst. Bot. 39(4): 1113, 2014.",Hierba perenne,Herbazales hidrófilos,Hidrófita,https://florauruguaya.org/taxonomias/louisiella-elephantipes
wfo-0000878765,Gramineae,Luziola peruviana Juss. ex J.F.Gmel.,Luziola peruviana, Juss. ex J.F.Gmel.,"Syst. Nat., ed. 13[bis]. 2(1): 637, 1791.",Hierba perenne,"Bosques higrófilos, Algarrobales, Palmares, Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/luziola-peruviana
wfo-0000879008,Gramineae,Melica animarum Muj.-Sall. & M.Marchi,Melica animarum, Muj.-Sall. & M.Marchi,"Novon 15(2): 339, 2005.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-animarum
wfo-0000879016,Gramineae,Melica argyrea Hack.,Melica argyrea, Hack.,"Anales Mus. Nac. Hist. Nat. Buenos Aires 4: 134, ser.3, 1904.",Hierba perenne,Algarrobales,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-argyrea
wfo-0000879054,Gramineae,Melica brasiliana Ard.,Melica brasiliana, Ard.,"Animadv. Bot. Spec. Alt. 17, 1764.",Hierba perenne,"Palmares, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/melica-brasiliana
wfo-0000879058,Gramineae,"Melica brevicoronata Roseng., B.R.Arrill. & Izag.",Melica brevicoronata," Roseng., B.R.Arrill. & Izag.","Gram. Urug. 130, 1970.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-brevicoronata
wfo-0000879165,Gramineae,Melica eremophila Torres,Melica eremophila, Torres,"Fl. Prov. Buenos Aires 2: 308, 1970.",Hierba perenne,"Pastizales xerófilos, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/melica-eremophila
wfo-0000879212,Gramineae,Melica hyalina Döll,Melica hyalina, Döll,"Fl. Bras. [Martius] 2(2): 127, 1877.",Hierba perenne,"Palmares, Pastizales mesófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/melica-hyalina
