wfo_ID,Familia,Column1,Nombre,Autor,Pub.,Hábito,Formaciones vegetales,Forma de vida,Link stand alone
wfo-0000879261,Gramineae,Melica macra Nees,Melica macra, Nees,"Fl. Bras. Enum. Pl. 2(1): 486, 1829.",Hierba perenne,"Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/melica-macra
wfo-0000879339,Gramineae,Melica parodiana Torres,Melica parodiana, Torres,"Bol. Soc. Argent. Bot. 12: 202, 1968.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-parodiana
wfo-0000879393,Gramineae,Melica rigida Cav.,Melica rigida, Cav.,"Icon. [Cavanilles] 5: 47, 1799.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-rigida
wfo-0000879398,Gramineae,Melica sarmentosa Nees,Melica sarmentosa, Nees,"Fl. Bras. Enum. Pl. 2(1): 485, 1829.",Trepadora o apoyante herbácea,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques psamófilos, Algarrobales",,https://florauruguaya.org/taxonomias/melica-sarmentosa
wfo-0000879427,Gramineae,Melica serrana Muj.-Sall. & M.Marchi,Melica serrana, Muj.-Sall. & M.Marchi,"Novon 15(2): 339, 2005.",Hierba perenne,Matorrales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-serrana
wfo-0000879462,Gramineae,Melica tenuis Hack. ex Arechav.,Melica tenuis, Hack. ex Arechav.,"Anales Mus. Nac. Montevideo 1: 450, 1896.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/melica-tenuis
wfo-0000879582,Gramineae,Melinis repens (Willd.) Zizka,Melinis repens, (Willd.) Zizka,"Biblioth. Bot. 138: 55, 1988.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/melinis-repens
wfo-0000879864,Gramineae,Microbriza poomorpha (J.Presl) Parodi ex Nicora & Rúgolo,Microbriza poomorpha, (J.Presl) Parodi ex Nicora & Rúgolo,"Darwiniana 23: 295, 1981.",Hierba perenne,"Bosques higrófilos, Palmares, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/microbriza-poomorpha
wfo-0000879887,Gramineae,Microchloa indica (L.f.) P.Beauv.,Microchloa indica, (L.f.) P.Beauv.,"Ess. Agrostogr. Expl. Planch. 13, t. 20, fig. 8, 1812.",Hierba perenne,"Palmares, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/microchloa-indica
wfo-0000880383,Gramineae,Mnesithea selloana (Hack.) de Koning & Sosef,Mnesithea selloana, (Hack.) de Koning & Sosef,"Blumea 31(2): 292, 1986.",Hierba perenne,"Palmares, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/mnesithea-selloana
wfo-0000880921,Gramineae,Muhlenbergia schreberi  J.F.Gmel.,Muhlenbergia schreberi , J.F.Gmel.,"Syst. Nat., ed. 13[bis]. 2(1): 171, 1791.",Hierba perenne,"Bosques serranos, Bosques ribereños",Hemicriptófita,https://florauruguaya.org/taxonomias/muhlenbergia-schreberi
wfo-0000881139,Gramineae,Nassella airoides (Ekman) Barkworth,Nassella airoides, (Ekman) Barkworth,"Taxon 39(4): 609, 1990.",Hierba perenne,Bosques de quebradas,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-airoides
wfo-0000881146,Gramineae,Nassella arechavaletae (Speg.) Barkworth,Nassella arechavaletae, (Speg.) Barkworth,"Taxon 39(4): 609, 1990.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-arechavaletae
wfo-0000881166,Gramineae,Nassella charruana (Arechav.) Barkworth,Nassella charruana, (Arechav.) Barkworth,"Taxon 39(4): 609, 1990.",Hierba perenne,"Ambientes ruderales, Palmares, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-charruana
wfo-0000881173,Gramineae,Nassella crassiflora (Roseng. & B.R.Arrill.) Barkworth,Nassella crassiflora, (Roseng. & B.R.Arrill.) Barkworth,"Taxon 39(4): 609, 1990.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-crassiflora
wfo-0000881174,Gramineae,Nassella curamalalensis (Speg.) Barkworth,Nassella curamalalensis, (Speg.) Barkworth,"Taxon 39(4): 609, 1990.",Hierba perenne,,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-curamalalensis
wfo-0000881183,Gramineae,Nassella entrerriensis (Burkart) Peñail.,Nassella entrerriensis, (Burkart) Peñail.,"Gayana, Bot. 55(2): 86, 1999.",Hierba perenne,Bosques ribereños,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-entrerriensis
wfo-0000881190,Gramineae,Nassella filiculmis (Delile) Barkworth,Nassella filiculmis, (Delile) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-filiculmis
wfo-0000881206,Gramineae,Nassella hyalina (Nees) Barkworth,Nassella hyalina, (Nees) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Bosques ribereños, Algarrobales, Palmares, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-hyalina
wfo-0000881212,Gramineae,Nassella juergensii (Hack.) Barkworth,Nassella juergensii, (Hack.) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-juergensii
wfo-0000881220,Gramineae,Nassella leptocoronata (Roseng. & B.R.Arrill.) Barkworth,Nassella leptocoronata, (Roseng. & B.R.Arrill.) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-leptocoronata
wfo-0000881227,Gramineae,Nassella longicoronata (Roseng. & B.R.Arrill.) Barkworth,Nassella longicoronata, (Roseng. & B.R.Arrill.) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-longicoronata
wfo-0000881228,Gramineae,Nassella longiglumis (Phil.) Barkworth,Nassella longiglumis, (Phil.) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,"Algarrobales, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-longiglumis
wfo-0000881233,Gramineae,Nassella megapotamia (Spreng. ex Trin.) Barkworth,Nassella megapotamia, (Spreng. ex Trin.) Barkworth,"Taxon 39(4): 610, 1990.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-megapotamia
wfo-0000881235,Gramineae,Nassella melanosperma (J.Presl) Barkworth,Nassella melanosperma, (J.Presl) Barkworth,"Taxon 39(4): 611, 1190.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-melanosperma
wfo-0000881242,Gramineae,Nassella neesiana (Trin. & Rupr.) Barkworth,Nassella neesiana, (Trin. & Rupr.) Barkworth,"Taxon 39(4): 611, 1990.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-neesiana
wfo-0000881256,Gramineae,Nassella pauciciliata (Roseng. & Izag.) Barkworth,Nassella pauciciliata, (Roseng. & Izag.) Barkworth,"Taxon 39(4): 611, 1990.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-pauciciliata
wfo-0000881258,Gramineae,Nassella philippii (Steud.) Barkworth,Nassella philippii, (Steud.) Barkworth,"Taxon 39(4): 611, 1990.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-philippii
wfo-0000881262,Gramineae,Nassella poeppigiana (Trin. & Rupr.) Barkworth,Nassella poeppigiana, (Trin. & Rupr.) Barkworth,"Taxon 39(4): 611, 1990.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-poeppigiana
wfo-0000881273,Gramineae,Nassella quinqueciliata (Roseng. & Izag.) Barkworth & Torres,Nassella quinqueciliata, (Roseng. & Izag.) Barkworth & Torres,"Taxon 50(2): 458, 2001.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-quinqueciliata
wfo-0000881278,Gramineae,Nassella rosengurttii (Chase) Barkworth,Nassella rosengurttii, (Chase) Barkworth,"Taxon 39(4): 611, 1990.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-rosengurttii
wfo-0000881285,Gramineae,Nassella spegazzinii (Arechav.) Barkworth,Nassella spegazzinii, (Arechav.) Barkworth,"Taxon 39(4): 612, 1990.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-spegazzinii
wfo-0000881288,Gramineae,Nassella subnitida (Roseng. & B.R.Arrill.) Barkworth,Nassella subnitida, (Roseng. & B.R.Arrill.) Barkworth,"Taxon 39(4): 612, 1990.",Hierba perenne,Pastizales mesófilos,Geófita,https://florauruguaya.org/taxonomias/nassella-subnitida
wfo-0000881289,Gramineae,Nassella tenuiculmis (Hack.) Peñail.,Nassella tenuiculmis, (Hack.) Peñail.,"Gayana, Bot. 55(2): 87, 1999.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-tenuiculmis
wfo-0000881292,Gramineae,Nassella torquata (Speg.) Barkworth,Nassella torquata, (Speg.) Barkworth,"Taxon 39(4): 612, 1990.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-torquata
wfo-0000881294,Gramineae,Nassella trichotoma (Nees) Hack. ex Arechav.,Nassella trichotoma, (Nees) Hack. ex Arechav.,"Anales Mus. Nac. Montevideo 1: 336, 1896.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/nassella-trichotoma
wfo-0000918313,Gramineae,Ocellochloa stolonifera (Poir.) Zuloaga & Morrone,Ocellochloa stolonifera, (Poir.) Zuloaga & Morrone,"Syst. Bot. 34(4): 690, 2009.",Hierba perenne,Bosques ribereños,,https://florauruguaya.org/taxonomias/ocellochloa-stolonifera
wfo-0000881998,Gramineae,Oplismenopsis najada (Hack. & Arechav.) Parodi,Oplismenopsis najada, (Hack. & Arechav.) Parodi,"Notas Mus. La Plata, Bot. 2(11): 4, 1937.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/oplismenopsis-najada
wfo-0000882092,Gramineae,Oplismenus hirtellus (L.) P.Beauv.,Oplismenus hirtellus, (L.) P.Beauv.,"Ess. Agrostogr. 54, 168, 1812.",Hierba perenne,"Bosques serranos, Bosques ribereños, Bosques psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/oplismenus-hirtellus
wfo-0001338880,Gramineae,Osvaldoa valida (Mez) J.R.Grande,Osvaldoa valida, (Mez) J.R.Grande,"Phytoneuron 2014-22: 5, 2014.",Hierba perenne,,Hemicriptófita,https://florauruguaya.org/taxonomias/osvaldoa-valida
wfo-0000883213,Gramineae,Panicum bergii Arechav.,Panicum bergii, Arechav.,"Anales Mus. Nac. Montevideo 1: 147, 1894.",Hierba perenne,"Palmares, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-bergii
wfo-0000883399,Gramineae,Panicum capillare L.,Panicum capillare, L.,"Sp. Pl. [Linnaeus] 1: 58, 1753.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/panicum-capillare
wfo-0000883484,Gramineae,"Panicum chaseae Roseng., B.R.Arrill. & Izag.",Panicum chaseae," Roseng., B.R.Arrill. & Izag.","Bol. Fac. Agron. Univ. Montevideo 103: 9, 1968.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-chaseae
wfo-0000883879,Gramineae,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum, Michx.,"Fl. Bor. Amer. [Michaux] 1: 48, 1803.",Hierba anual o bienal,"Bosques ribereños, Herbazales hidrófilos",Terófita,https://florauruguaya.org/taxonomias/panicum-dichotomiflorum
wfo-0000884311,Gramineae,Panicum glabripes Döll,Panicum glabripes, Döll,"Fl. Bras. [Martius] 2(2): 216, 1877.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-glabripes
wfo-0000884368,Gramineae,Panicum gouinii E.Fourn.,Panicum gouinii, E.Fourn.,"Mexic. Pl. 2: 28, 1886.",Hierba perenne,"Palmares, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-gouinii
wfo-0000885500,Gramineae,Panicum olyroides Kunth,Panicum olyroides, Kunth,"Nov. Gen. Sp. [H.B.K.] 1: 102, 1816.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-olyroides
wfo-0000885669,Gramineae,Panicum peladoense Henrard,Panicum peladoense, Henrard,"Blumea 4: 504, 1941.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-peladoense
wfo-0000886000,Gramineae,Panicum racemosum (P.Beauv.) Spreng.,Panicum racemosum, (P.Beauv.) Spreng.,"Syst. Veg., ed. 16 [Sprengel] 1: 313, 1825.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-racemosum
wfo-0000886315,Gramineae,Panicum sellowii Nees,Panicum sellowii, Nees,"Fl. Bras. Enum. Pl. 2(1): 153, 1829.",Hierba perenne,Bosques de quebradas,Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-sellowii
wfo-0000886658,Gramineae,Panicum trichanthum Nees,Panicum trichanthum, Nees,"Fl. Bras. Enum. Pl. 2(1): 210, 1829.",Hierba perenne,Bosques ribereños,Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-trichanthum
wfo-0000886670,Gramineae,Panicum tricholaenoides  Steud.,Panicum tricholaenoides , Steud.,"Syn. Pl. Glumac. [Steudel] 1(1): 68, 1853.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/panicum-tricholaenoides
wfo-0000887049,Gramineae,Pappophorum philippianum Parodi,Pappophorum philippianum, Parodi,"Notas Mus. La Plata, Bot. 8(40): 79, 1943.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/pappophorum-philippianum
wfo-0000887069,Gramineae,Pappophorum vaginatum Buckley,Pappophorum vaginatum, Buckley,"Prelim. Rep. Surv. Texas App.: 1, 1866.",Hierba perenne,Algarrobales,Hemicriptófita,https://florauruguaya.org/taxonomias/pappophorum-vaginatum
wfo-0000887099,Gramineae,Parapholis incurva (L.) C.E.Hubb.,Parapholis incurva, (L.) C.E.Hubb.,"Blumea, Suppl. 3: 14, 1946.",Hierba anual o bienal,Pastizales xerófilos,Terófita,https://florauruguaya.org/taxonomias/parapholis-incurva
wfo-0000908608,Gramineae,Parodiophyllochloa missiona (Ekman) Zuloaga & Morrone,Parodiophyllochloa missiona, (Ekman) Zuloaga & Morrone,"Syst. Bot. 33(1): 70, 2008.",Hierba perenne,"Bosques serranos, Bosques de quebradas",Hemicriptófita,https://florauruguaya.org/taxonomias/parodiophyllochloa-missiona
wfo-0000908609,Gramineae,Parodiophyllochloa ovulifera (Trin.) Zuloaga & Morrone,Parodiophyllochloa ovulifera, (Trin.) Zuloaga & Morrone,"Syst. Bot. 33(1): 73, 2008.",Hierba perenne,"Bosques serranos, Bosques de quebradas, Bosques psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/parodiophyllochloa-ovulifera
wfo-0000908616,Gramineae,Parodiophyllochloa rhizogona (Hack.) Zuloaga & Morrone,Parodiophyllochloa rhizogona, (Hack.) Zuloaga & Morrone,"Syst. Bot. 33(1): 74, 2008.",Hierba perenne,Bosques de quebradas,,https://florauruguaya.org/taxonomias/parodiophyllochloa-rhizogona
wfo-0000887238,Gramineae,Paspalum acuminatum Raddi,Paspalum acuminatum, Raddi,"Agrostogr. Bras. [Raddi] 25, 1823.",Hierba perenne,Dulce y salobre,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-acuminatum
wfo-0000887256,Gramineae,Paspalum almum Chase,Paspalum almum, Chase,"J. Wash. Acad. Sci. 23: 137, 1933.",Hierba perenne,"Pastizales mesófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-almum
wfo-0000887476,Gramineae,"Paspalum conduplicatum Canto-Dorow, Valls & Longhi-Wagner",Paspalum conduplicatum," Canto-Dorow, Valls & Longhi-Wagner","Bradea 6: 333, 1995.",Hierba perenne,,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-conduplicatum
wfo-0000887479,Gramineae,Paspalum conjugatum P.J.Bergius,Paspalum conjugatum, P.J.Bergius,"Acta Helv. Phys.-Math. 7: 129, 1772.",Hierba perenne,Bosques ribereños,,https://florauruguaya.org/taxonomias/paspalum-conjugatum
wfo-0000887508,Gramineae,Paspalum cromyorhizon Trin. ex Döll,Paspalum cromyorhizon, Trin. ex Döll,"Fl. Bras. [Martius] 2(2): 74, 1877.",Hierba perenne,"Bosques ribereños, Pastizales mesófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-cromyorhizon
wfo-0000887546,Gramineae,Paspalum denticulatum Trin.,Paspalum denticulatum, Trin.,"Gram. Panic. [Trinius] 111, 1826.",Hierba perenne,"Bosques ribereños, Pastizales mesófilos, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-denticulatum
wfo-0000887560,Gramineae,Paspalum dilatatum Poir.,Paspalum dilatatum, Poir.,"Encycl. [J. Lamarck & al.] 5: 35, 1804.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-dilatatum
wfo-0000887584,Gramineae,Paspalum distichum L.,Paspalum distichum, L.,"Syst. Nat., ed. 10. 2: 855, 1759.",Hierba perenne,"Ambientes ruderales, Palmares, Pastizales higrófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-distichum
wfo-0000887611,Gramineae,Paspalum durifolium Mez,Paspalum durifolium, Mez,"Repert. Spec. Nov. Regni Veg. 15: 67, 1917.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-durifolium
wfo-0000887634,Gramineae,Paspalum equitans Mez,Paspalum equitans, Mez,"Repert. Spec. Nov. Regni Veg. 15: 69, 1917.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-equitans
wfo-0000887638,Gramineae,Paspalum erianthum Nees ex Trin.,Paspalum erianthum, Nees ex Trin.,"Gram. Panic. [Trinius] 121, 1826.",Hierba perenne,Pastizales mesófilos,,https://florauruguaya.org/taxonomias/paspalum-erianthum
wfo-0000887650,Gramineae,Paspalum exaltatum J.Presl,Paspalum exaltatum, J.Presl,"Reliq. Haenk. 1(4-5): 219, 1830.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-exaltatum
wfo-0000887657,Gramineae,Paspalum falcatum Nees ex Steud.,Paspalum falcatum, Nees ex Steud.,"Syn. Pl. Glumac. [Steudel] 1(1): 31, 1853.",Hierba perenne,"Bosques ribereños, Herbazales hidrófilos",,https://florauruguaya.org/taxonomias/paspalum-falcatum
wfo-0000887661,Gramineae,Paspalum fasciculatum Willd. ex Flüggé,Paspalum fasciculatum, Willd. ex Flüggé,"Gram. Monogr., Paspalum 69, 1810.",Hierba perenne,Bosques ribereños,,https://florauruguaya.org/taxonomias/paspalum-fasciculatum
wfo-1000030788,Gramineae,"Paspalum flavescens (Roseng., B.R.Arrill. & Izag.) P.R.Speranza & G.H.Rua",Paspalum flavescens," (Roseng., B.R.Arrill. & Izag.) P.R.Speranza & G.H.Rua","Syst. Bot. 47(1): 129, 2022.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-flavescens
wfo-0000887744,Gramineae,Paspalum glaucescens Hack.,Paspalum glaucescens, Hack.,"Oesterr. Bot. Z. 51: 237, 1901.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-glaucescens
wfo-0000887771,Gramineae,Paspalum guenoarum Arechav.,Paspalum guenoarum, Arechav.,"Anales Mus. Nac. Montevideo 1: 56, 1894.",Hierba perenne,Pastizales mesófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-guenoarum
wfo-0000887788,Gramineae,Paspalum haumanii Parodi,Paspalum haumanii, Parodi,"Comun. Mus. Nac. B. Aires 2: 217, 1925.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-haumanii
wfo-0000887832,Gramineae,Paspalum inaequivalve Raddi,Paspalum inaequivalve, Raddi,"Agrostogr. Bras. [Raddi] 28, 1823.",Hierba perenne,Bosques ribereños,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-inaequivalve
wfo-0000887838,Gramineae,Paspalum indecorum Mez,Paspalum indecorum, Mez,"Repert. Spec. Nov. Regni Veg. 15: 71, 1917.",Hierba perenne,Pastizales mesófilos,,https://florauruguaya.org/taxonomias/paspalum-indecorum
wfo-0000887847,Gramineae,Paspalum intermedium Munro ex Morong & Britton,Paspalum intermedium, Munro ex Morong & Britton,"Ann. New York Acad. Sci. 7: 258, 1893.",Hierba perenne,Pastizales higrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/paspalum-intermedium
