wfo_ID,Hábito,Familia,Nombre,Autor,Pub.,BibliographicCitation,url
wfo-1000088132,Hierba perenne,Amaranthaceae,Gomphrena portulacoides, (A.St.-Hil.) T.Ortuño & Borsch,"Willdenowia 50(3): 366, 2020.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-portulacoides
wfo-0000706206,Hierba perenne,Amaranthaceae,Gomphrena pulchella, Mart.,"Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 302, 1826.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-pulchella
wfo-0000706261,Hierba perenne,Amaranthaceae,Gomphrena sellowiana, Mart.,"Nov. Gen. Sp. Pl. [Martius] 2(1): 15, t. 117, 1826.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-sellowiana
wfo-0000706303,Hierba perenne,Amaranthaceae,Gomphrena uruguayensis, Suess.,"Lilloa 4: 130, 1939.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-uruguayensis
wfo-0000711756,Hierba perenne,Amaranthaceae,Guilleminea elongata, Mears,"Sida 3: 145, 1967.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/guilleminea-elongata
wfo-0000732153,Hierba perenne,Amaranthaceae,Iresine diffusa, Humb. & Bonpl. ex Willd.,"Sp. Pl., ed. 4 [Willdenow] 4(2): 765, 1806.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/iresine-diffusa
wfo-0000394259,Hierba perenne,Amaranthaceae,Pfaffia glomerata, (Spreng.) Pedersen,"Darwiniana 14(2-3): 450, 1967.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pfaffia-glomerata
wfo-0000394258,Hierba perenne,Amaranthaceae,Pfaffia gnaphalioides, (L.f.) Mart.,"Nov. Gen. Sp. Pl. [Martius] 2(1): 24, 1826.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pfaffia-gnaphalioides
wfo-0000394294,Hierba perenne,Amaranthaceae,Pfaffia ninae, Pedersen,"Adansonia sér. 3, 19(2): 237, fig. 9, 1997.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pfaffia-ninae
wfo-0000737404,Hierba perenne,Amaranthaceae,Pfaffia tuberosa, (Spreng.) Hicken,"Apuntes Hist. Nat. 2: 93, 1910.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pfaffia-tuberosa
wfo-0000435495,Hierba perenne,Amaranthaceae,Salicornia ambigua, Michx.,"Fl. Bor. Amer. [Michaux] 1: 2, 1803.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/salicornia-ambigua
wfo-0000756802,Hierba perenne,Amaryllidaceae,Allium neapolitanum, Cirillo,"Pl. Rar. Neapol. 1: 13, 1788.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/allium-neapolitanum
wfo-0000757618,Hierba perenne,Amaryllidaceae,Allium triquetrum, L.,"Sp. Pl. [Linnaeus] 1: 300, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/allium-triquetrum
wfo-0000757711,Hierba perenne,Amaryllidaceae,Allium vineale, L.,"Sp. Pl. [Linnaeus] 1: 299, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/allium-vineale
