wfo_ID,Formaciones vegetales,Familia,Nombre,Autor,Pub.,biblographicCitation,url
wfo-0000163313,"Bosques serranos, Matorrales xerófilos",Blechnaceae,Blechnum x pampasicum, de la Sota & M.L.Durán,"Kurtziana 31(1-2): 89, 2005.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/blechnum-x-pampasicum
wfo-0001265549,Bosques de quebradas,Blechnaceae,Lomaridium plumieri, (Desv.) C.Presl,"Abh. Königl. Böhm. Ges. Wiss. ser. 5, 6: 515, 1851.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/lomaridium-plumieri
wfo-0001346811,"Bosques higrófilos, Pastizales higrófilos, Herbazales hidrófilos",Blechnaceae,Lomariocycas schomburgkii, (Klotzsch) Gasper & A.R.Sm.,"Phytotaxa 275(3): 213, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/lomariocycas-schomburgkii
wfo-0001346821,"Bosques de quebradas, Bosques higrófilos",Blechnaceae,Neoblechnum brasiliense, (Desv.) Gasper & V.A.O.Dittrich,"Phytotaxa 275(3): 214, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/neoblechnum-brasiliense
wfo-0001346882,"Bosques de quebradas, Matorrales xerófilos, Pastizales higrófilos, Herbazales hidrófilos",Blechnaceae,Parablechnum cordatum, (Desv.) Gasper & Salino,"Phytotaxa 275(3): 216, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/parablechnum-cordatum
wfo-0001318754,"Bosques de quebradas, Bosques higrófilos, Pastizales higrófilos, Herbazales hidrófilos",Blechnaceae,Parablechnum usterianum, (Christ) Gasper & Salino,"Phytotaxa 275(3): 217, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/parablechnum-usterianum
wfo-1000040988,"Matorrales xerófilos, Pastizales xerófilos",Boraginaceae,Antiphytum berroi, (Arechav.) N.Mend. & Flores Olv.,"Novon 30: 85, 2022.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/antiphytum-berroi
wfo-1000021079,"Pastizales xerófilos, Pastizales mesófilos",Boraginaceae,Antiphytum charruasorum, N.Mend. & Mar.Díaz,"Syst. Bot. 45(4): 913, 2020.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/antiphytum-charruasorum
wfo-0000539071,"Matorrales xerófilos, Pastizales xerófilos",Boraginaceae,Antiphytum cruciatum, (Cham.) DC.,"Prodr. [A. P. de Candolle] 10: 121, 1846.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/antiphytum-cruciatum
wfo-0000539085,"Matorrales xerófilos, Pastizales xerófilos",Boraginaceae,Antiphytum stoechadifolium, (Cham.) DC.,"Prodr. [A. P. de Candolle] 10: 121, 1846.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/antiphytum-stoechadifolium
wfo-0000568964,Ambientes ruderales,Boraginaceae,Borago officinalis, L.,"Sp. Pl. [Linnaeus] 1: 137, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/borago-officinalis
wfo-0000574420,Ambientes urbanos,Boraginaceae,Buglossoides arvensis, (L.) I.M.Johnst.,"J. Arnold Arbor. 35(1): 42, 1954.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/buglossoides-arvensis
wfo-0000662991,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Palmares, Matorrales xerófilos, Pastizales xerófilos, Pastizales mesófilos",Boraginaceae,Echium plantagineum, L.,"Mant. Pl. Altera 202, 1771.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/echium-plantagineum
wfo-0000337594,Bosques psamófilos,Bromeliaceae,Aechmea disticantha, Lem.,"Jard. Fleur. 3: t. 269, 1853.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/aechmea-disticantha
wfo-0000337903,"Bosques de quebradas, Bosques ribereños, Bosques higrófilos",Bromeliaceae,Aechmea recurvata, (Klotzsch) L.B.Sm.,"Contr. Gray Herb. 95: 5, 1932.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/aechmea-recurvata
wfo-1000047836,"Bosques serranos, Ambientes urbanos",Bromeliaceae,Billbergia distachia, (Vell.) Mez,"Fl. Bras. [Martius] 3(3): 417, 1892.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/billbergia-distachia
wfo-0000341421,"Bosques serranos, Bosques de quebradas, Bosques ribereños",Bromeliaceae,Billbergia nutans, H.Wendl. ex Regel,"Gartenflora 18: 162, t. 617, 1869.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/billbergia-nutans
wfo-0000341808,"Bosques serranos, Bosques higrófilos, Bosques psamófilos, Palmares",Bromeliaceae,Bromelia antiacantha, Bertol.,Virid. Bonon. Veg. 4: 1824.,"Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bromelia-antiacantha
wfo-0000400250,Pastizales xerófilos,Bromeliaceae,Dyckia choristaminea, Mez,"Repert. Spec. Nov. Regni Veg. 16: 71, 1919.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dyckia-choristaminea
wfo-1000003882,"Matorrales xerófilos, Pastizales xerófilos",Bromeliaceae,Dyckia pampeana, Büneker,"Phytotaxa 326(1): 98, 2018.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dyckia-pampeana
wfo-0000400894,Algarrobales,Bromeliaceae,Dyckia ragonesei, A.Cast.,"Lilloa 10: 454, 1944.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dyckia-ragonesei
wfo-0000400932,"Matorrales xerófilos, Pastizales xerófilos",Bromeliaceae,Dyckia remotiflora, Otto & A.Dietr.,"Allg. Gartenzeitung [Otto & Dietrich] 1: 129, 1833.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dyckia-remotiflora
wfo-0000912332,"Matorrales xerófilos, Pastizales xerófilos",Bromeliaceae,Dyckia vicentensis, Strehl,"Bromeliaceae 42(5): 13, 2009.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dyckia-vicentensis
wfo-0000502414,"Ambientes ruderales, Bosques serranos",Bromeliaceae,Pseudananas sagenarius, (Arruda) Camargo,"Revista Agric. (Piracicaba) 14(7-8): 322, 1939.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pseudananas-sagenarius
wfo-0000574288,Bosques serranos,Bromeliaceae,Tillandsia arequitae, (André) André ex Mez,"Monogr. Phan. [A.DC. & C.DC.] 9: 814, 1896.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-arequitae
wfo-0000573817,"Ambientes ruderales, Bosques serranos, Ambientes urbanos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Bosques psamófilos, Algarrobales, Palmares, Matorrales xerófilos",Bromeliaceae,Tillandsia aëranthos, (Loisel.) L.B.Sm.,"Lilloa 9: 200, 1943.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-aeranthos
wfo-0000574723,"Bosques serranos, Bosques de quebradas, Bosques higrófilos, Algarrobales, Matorrales xerófilos",Bromeliaceae,Tillandsia bandensis , Baker,"J. Bot. 25: 234, 1887.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-bandensis
wfo-0000575760,Ambientes urbanos,Bromeliaceae,Tillandsia capillaris, Ruiz & Pav.,"Fl. Peruv. [Ruiz & Pavon] 3: 42, 1802.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-capillaris
wfo-1000090353,"Bosques serranos, Bosques ribereños, Bosques psamófilos, Algarrobales",Bromeliaceae,Tillandsia cleistopetala, Rossado,"Phytotaxa 756: 44, 2026.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-cleistopetala
wfo-0000577840,"Bosques ribereños, Algarrobales",Bromeliaceae,Tillandsia duratii, Vis.,"Nuovi Saggi Imp. Regia Accad. Sci. Padova 5: 271, 1840.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-duratii
wfo-0000578751,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Bosques psamófilos",Bromeliaceae,Tillandsia geminiflora, Brongn.,"Voy. Monde, Phan. 186, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-geminiflora
wfo-0000580176,"Bosques serranos, Algarrobales, Palmares",Bromeliaceae,Tillandsia ixioides , Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 24: 333, 1879.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-ixioides
wfo-0000580809,Algarrobales,Bromeliaceae,Tillandsia loliacea , Mart. ex Schult. & Schult.f.,"Syst. Veg., ed. 15 bis [Roemer & Schultes] 7(2): 1204, 1830.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-loliacea
wfo-0000583812,"Ambientes ruderales, Bosques serranos, Ambientes urbanos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Bosques psamófilos, Algarrobales, Palmares, Matorrales xerófilos",Bromeliaceae,Tillandsia recurvata, (L.) L.,"Sp. Pl. [Linnaeus] 2(1): 410, 1762.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-recurvata
wfo-0000583868,Algarrobales,Bromeliaceae,Tillandsia recurvifolia, Hook.,"Bot. Mag. 87: t. 5246, 1861.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-recurvifolia
wfo-0000585601,"Bosques de quebradas, Bosques ribereños, Bosques psamófilos",Bromeliaceae,Tillandsia stricta, Sol. ex Ker Gawl.,"Bot. Mag. 37: t. 1529, 1813.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-stricta
wfo-0000585931,"Ambientes urbanos, Algarrobales",Bromeliaceae,Tillandsia tricholepis, Baker,"J. Bot. 16: 237, 1878.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-tricholepis
wfo-1000007958,"Bosques serranos, Bosques de quebradas, Matorrales xerófilos",Bromeliaceae,Tillandsia uruguayensis, Rossado,"Phytotaxa 345(2): 134, 2018.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-uruguayensis
wfo-0000586340,"Bosques serranos, Ambientes urbanos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Bosques psamófilos",Bromeliaceae,Tillandsia usneoides, (L.) L.,"Sp. Pl., ed. 2. 1: 411, 1762.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-usneoides
wfo-0000586782,Ambientes urbanos,Bromeliaceae,Tillandsia virescens, Ruiz & Pav.,"Fl. Peruv. [Ruiz & Pavon] 3: 43, 1802.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-virescens
wfo-0000587164,"Bosques serranos, Matorrales xerófilos",Bromeliaceae,Tillandsia xiphioides, Ker Gawl.,"Bot. Reg. 2: t. 105, 1816.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-xiphioides
wfo-1000075834,Algarrobales,Bromeliaceae,Tillandsia × marchesii, Rossado,"Phytotaxa 667(1): 47, 2024.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tillandsia-marchesii
wfo-0000602215,Bosques de quebradas,Bromeliaceae,Vriesea gigantea, Gaudich.,"Voy. Bonite, Bot. 3(Atlas): t. 70, 1843.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/vriesea-gigantea
wfo-0000705089,Dulce y salobre,Cabombaceae,Cabomba caroliniana, A.Gray,"Ann. Lyceum Nat. Hist. New York 4: 47, 1837.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cabomba-caroliniana
wfo-0000597193,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques psamófilos, Algarrobales, Palmares, Matorrales xerófilos, Matorrales psamófilos",Cactaceae,Cereus hildmannianus, K.Schum.,"Fl. Bras. [Martius] 4(2): 202, t. 41, fig. 1, 1890.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cereus-hildmannianus
wfo-0000597705,"Bosques ribereños, Algarrobales",Cactaceae,Cereus stenogonus, K.Schum.,"Monatsschr. Kakteenk. 9: 165, 1899.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cereus-stenogonus
wfo-0000662236,"Matorrales xerófilos, Matorrales psamófilos, Pastizales xerófilos",Cactaceae,Echinopsis oxygona, (Link) Zucc. ex Pfeiff.,"Abbild. Beschr. Cact. 2(1): t. 4, 1845.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/echinopsis-oxygona
wfo-0000691715,Pastizales xerófilos,Cactaceae,Frailea castanea, Backeb.,"Kaktus-ABC [Backeb. & Knuth] 248, 415, 1936.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-castanea
wfo-0000691738,"Matorrales xerófilos, Pastizales xerófilos",Cactaceae,Frailea gracillima, (Lem.) Britton & Rose,"Cactaceae [Britton & Rose] 3: 209, 1922.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-gracillima
wfo-0000691763,Pastizales xerófilos,Cactaceae,Frailea perumbilicata, F.Ritter,"Succulenta (Netherlands) 49: 125, 1970.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-perumbilicata
wfo-0000691765,"Matorrales xerófilos, Pastizales xerófilos",Cactaceae,Frailea phaeodisca, (Speg.) Backeb. & F.M.Knuth,"Kaktus-ABC [Backeb. & Knuth] 250, 1936.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-phaeodisca
wfo-0000691773,"Matorrales xerófilos, Pastizales xerófilos",Cactaceae,Frailea pumila, Britton & Rose,"Cactaceae [Britton & Rose] 3: 209, 1922.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-pumila
wfo-0000691782,"Matorrales xerófilos, Pastizales xerófilos",Cactaceae,Frailea pygmaea, Britton & Rose,"Cactaceae [Britton & Rose] 3: 210, 1922.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-pygmaea
wfo-0000691803,"Algarrobales, Pastizales xerófilos, Herbazales halófilos",Cactaceae,Frailea schilinzkyana, (F.Haage & K.Schum.) Britton & Rose,"Cactaceae [Britton & Rose] 3: 210, 1922.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/frailea-schilinzkyana
wfo-0000712444,Pastizales xerófilos,Cactaceae,Gymnocalycium denudatum, (Link & Otto) Pfeiff. ex Mittler,"Taschenb. Cactuslieb. 2: 124, 1844.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gymnocalycium-denudatum
wfo-0000712493,Pastizales xerófilos,Cactaceae,Gymnocalycium hyptiacanthum, Britton & Rose,"Cactaceae [Britton & Rose] 3: 156, 1922.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gymnocalycium-hyptiacanthum
wfo-0000712674,"Algarrobales, Herbazales halófilos",Cactaceae,Gymnocalycium schroederianum, Osten,"Anales Mus. Nac. Montevideo ser. 2, 5: 60, 1941.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gymnocalycium-schroederianum
wfo-0000715881,"Algarrobales, Herbazales halófilos",Cactaceae,Harrisia bonplandii, (Parm. ex Pfeiff.) Britton & Rose,"Cactaceae [Britton & Rose] 2: 157, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/harrisia-bonplandii
wfo-0001287227,"Bosques ribereños, Algarrobales, Pastizales xerófilos, Herbazales halófilos",Cactaceae,Harrisia martinii, (Labour.) Britton,"Cactaceae [Britton & Rose] 2: 155, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/harrisia-martinii
wfo-0001289289,"Algarrobales, Herbazales halófilos",Cactaceae,Harrisia pomanensis , (F.A.C.Weber ex K.Schum.) Britton & Rose,"Cactaceae [Britton & Rose] 2: 155, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/harrisia-pomanensis
wfo-0001239324,"Bosques de quebradas, Bosques ribereños",Cactaceae,Lepismium aculeatum, (F.A.C.Weber) Barthlott,"Bradleya 5: 99, 1987.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/lepismium-aculeatum
