WFO_ID,Distribution,Country_code,scientificName,Rank,ScientificAuthorship,Family,NamePublishedIn,Catalogue of the Plants of Madagascar record,Citation
wfo-0000947098,Endemic to Madagascar,MG,Dypsis mahia,species,Beentje,Arecaceae,Palms of Madagascar 296–297. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059421?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912338,Endemic to Madagascar,MG,Dypsis makirae,species,Rakotoarin. & Britt,Arecaceae,"Palms 53(3): 142–143, f. 18. 2009. (Palms) ",http://www.tropicos.org/Name/100351848?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947099,Endemic to Madagascar,MG,Dypsis malcomberi,species,Beentje,Arecaceae,Palms of Madagascar 165–167. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059122?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947100,Endemic to Madagascar,MG,Dypsis mananjarensis,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 163. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059121?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947102,Endemic to Madagascar,MG,Dypsis mangorensis,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 264. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059301?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947103,Endemic to Madagascar,MG,Dypsis marojejyi,species,Beentje,Arecaceae,Palms of Madagascar 234–236. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059242?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947105,Endemic to Madagascar,MG,Dypsis mcdonaldiana,species,Beentje,Arecaceae,Palms of Madagascar 245–246. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059280?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917612,Endemic to Madagascar,MG,Dypsis metallica,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 282, Fig. 3. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365588?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947106,Endemic to Madagascar,MG,Dypsis minuta,species,Beentje,Arecaceae,Palms of Madagascar 312–314. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059448?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947108,Endemic to Madagascar,MG,Dypsis mirabilis,species,J. Dransf.,Arecaceae,Palms of Madagascar 345–347. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059482?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947109,Endemic to Madagascar,MG,Dypsis mocquerysiana,species,(Becc.) Becc.,Arecaceae,"Palme del Madagascar 15, t. 11–12. 1912. (Palme Madagascar) ",http://www.tropicos.org/Name/2400030?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947110,Endemic to Madagascar,MG,Dypsis monostachya,species,Jum.,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 6(1): 36. 1918. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400042?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947111,Endemic to Madagascar,MG,Dypsis montana,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 303. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059433?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947112,Endemic to Madagascar,MG,Dypsis moorei,species,Beentje,Arecaceae,Palms of Madagascar 354–355. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059502?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947113,Endemic to Madagascar,MG,Dypsis nauseosa,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 156. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059116?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947114,Endemic to Madagascar,MG,Dypsis nodifera,species,Mart.,Arecaceae,Historia Naturalis Palmarum 3: 312. 1849. (Hist. Nat. Palm.) ,http://www.tropicos.org/Name/2400114?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947115,Endemic to Madagascar,MG,Dypsis nossibensis,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 358. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059506?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947116,Endemic to Madagascar,MG,Dypsis occidentalis,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 301. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059430?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947117,Endemic to Madagascar,MG,Dypsis onilahensis,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 207. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059203?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947119,Endemic to Madagascar,MG,Dypsis oreophila,species,Beentje,Arecaceae,Palms of Madagascar 227. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059221?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947120,Endemic to Madagascar,MG,Dypsis oropedionis,species,Beentje,Arecaceae,Palms of Madagascar 158–160. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059117?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947121,Endemic to Madagascar,MG,Dypsis ovobontsira,species,Beentje,Arecaceae,Palms of Madagascar 180–181. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50070690?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947122,Endemic to Madagascar,MG,Dypsis pachyramea,species,J. Dransf.,Arecaceae,Palms of Madagascar 403–405. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059585?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947123,Endemic to Madagascar,MG,Dypsis paludosa,species,J. Dransf.,Arecaceae,Palms of Madagascar 342–345. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059479?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947125,Endemic to Madagascar,MG,Dypsis perrieri,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 351. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059500?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947126,Endemic to Madagascar,MG,Dypsis pervillei,species,(Baill.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 269. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059305?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947127,Endemic to Madagascar,MG,Dypsis pilulifera,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 161. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059120?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947128,Endemic to Madagascar,MG,Dypsis pinnatifrons,species,Mart.,Arecaceae,Historia Naturalis Palmarum 3: 312. 1838. (Hist. Nat. Palm.) ,http://www.tropicos.org/Name/2400997?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000916782,Endemic to Madagascar,MG,Dypsis plumosa,species,"Hodel, J. Marcus & J. Dransf.",Arecaceae,Palms 53(4): 162. 2009. (Palms) ,http://www.tropicos.org/Name/100363740?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947130,Endemic to Madagascar,MG,Dypsis plurisecta,species,Jum.,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 6(1): 35–36. 1918. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400041?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947131,Endemic to Madagascar,MG,Dypsis poivreana,species,(Baill.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 307. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059438?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947133,Endemic to Madagascar,MG,Dypsis prestoniana,species,Beentje,Arecaceae,Palms of Madagascar 167–169. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059123?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947134,Endemic to Madagascar,MG,Dypsis procera,species,Jum.,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 6(1): 33. 1918. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400032?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000803589,Endemic to Madagascar,MG,Dypsis procumbens,species,"(Jum. & H. Perrier) J. Dransf., Beentje & Govaerts",Arecaceae,Palms 50(4): 184. 2006. (Palms) ,http://www.tropicos.org/Name/50070874?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947135,Endemic to Madagascar,MG,Dypsis psammophila,species,Beentje,Arecaceae,Palms of Madagascar 216–218. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059209?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947136,Endemic to Madagascar,MG,Dypsis pulchella,species,J. Dransf.,Arecaceae,Palms of Madagascar 297–298. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059423?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947137,Endemic to Madagascar,MG,Dypsis pumila,species,Beentje,Arecaceae,Palms of Madagascar 223–225. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059218?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947138,Endemic to Madagascar,MG,Dypsis pusilla,species,Beentje,Arecaceae,Palms of Madagascar 369–371. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059557?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912339,Endemic to Madagascar,MG,Dypsis rakotonasoloi,species,Rakotoarin.,Arecaceae,"Palms 53(3): 143–145, f. 19. 2009. (Palms) ",http://www.tropicos.org/Name/100351850?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947139,Endemic to Madagascar,MG,Dypsis ramentacea,species,J. Dransf.,Arecaceae,Palms of Madagascar 411–413. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059594?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917572,Endemic to Madagascar,MG,Dypsis reflexa,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 282–285, Fig. 4. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365590?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947141,Endemic to Madagascar,MG,Dypsis remotiflora,species,J. Dransf.,Arecaceae,Palms of Madagascar 331–332. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059466?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947143,Endemic to Madagascar,MG,Dypsis rivularis,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 232. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059241?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000794140,Endemic to Madagascar,MG,Dypsis robusta,species,"Hodel, J. Marcus & J. Dransf.",Arecaceae,Palms 49(3): 129–130. 2005. (Palms) ,http://www.tropicos.org/Name/50312309?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947144,Endemic to Madagascar,MG,Dypsis sahonofensis,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 290. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059407?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947145,Endemic to Madagascar,MG,Dypsis saintelucei,species,Beentje,Arecaceae,Palms of Madagascar 178–180. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059136?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917600,Endemic to Madagascar,MG,Dypsis sancta,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 280, Fig. 1. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365586?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947147,Endemic to Madagascar,MG,Dypsis sanctaemariae,species,J. Dransf.,Arecaceae,Palms of Madagascar 264–266. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059303?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947148,Endemic to Madagascar,MG,Dypsis scandens,species,J. Dransf.,Arecaceae,Palms of Madagascar 255–257. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059291?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947149,Endemic to Madagascar,MG,Dypsis schatzii,species,Beentje,Arecaceae,Palms of Madagascar 278–280. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059307?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947150,Endemic to Madagascar,MG,Dypsis scottiana,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 239. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059275?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947152,Endemic to Madagascar,MG,Dypsis serpentina,species,Beentje,Arecaceae,Palms of Madagascar 205–207. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059202?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947153,Endemic to Madagascar,MG,Dypsis simianensis,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 317. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059451?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947154,Endemic to Madagascar,MG,Dypsis singularis,species,Beentje,Arecaceae,Palms of Madagascar 241–243. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059276?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947155,Endemic to Madagascar,MG,Dypsis soanieranae,species,Beentje,Arecaceae,Palms of Madagascar 266–267. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059304?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947156,Endemic to Madagascar,MG,Dypsis spicata,species,J. Dransf.,Arecaceae,Palms of Madagascar 407–409. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059591?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947157,Endemic to Madagascar,MG,Dypsis tanalensis,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 182. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059193?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947158,Endemic to Madagascar,MG,Dypsis tenuissima,species,Beentje,Arecaceae,Palms of Madagascar 314–315. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059449?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947159,Endemic to Madagascar,MG,Dypsis thermarum,species,J. Dransf.,Arecaceae,Palms of Madagascar 376–378. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50055911?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947160,Endemic to Madagascar,MG,Dypsis thiryana,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 282. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50055910?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
