WFO_ID,Distribution,Country_code,scientificName,Rank,ScientificAuthorship,Family,NamePublishedIn,Catalogue of the Plants of Madagascar record,Citation
wfo-0000617341,Endemic to Madagascar,MG,Commiphora leandriana,species,H. Perrier,Burseraceae,Mémoires du Muséum National d'Histoire Naturelle 18: 280. 1944. (Mém. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/4700203?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617353,Endemic to Madagascar,MG,Commiphora mafaidoha,species,H. Perrier,Burseraceae,Mémoires du Muséum National d'Histoire Naturelle 18: 283. 1944. (Mém. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/4700208?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617355,Endemic to Madagascar,MG,Commiphora mahafaliensis,species,Capuron,Burseraceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 276–277, t. 3(7–10). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/4700381?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617356,Endemic to Madagascar,MG,Commiphora marchandii,species,Engl.,Burseraceae,Monographiae Phanerogamarum 4: 26. 1883. (Monogr. Phan.) ,http://www.tropicos.org/Name/4700194?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617370,Endemic to Madagascar,MG,Commiphora monstruosa,species,(H. Perrier) Capuron,Burseraceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 270. 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/4700383?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617398,Endemic to Madagascar,MG,Commiphora orbicularis,species,Engl.,Burseraceae,Monographiae Phanerogamarum 4: 18. 1883. (Monogr. Phan.) ,http://www.tropicos.org/Name/4700187?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000738601,Endemic to Madagascar,MG,Commiphora orbicularis var. tulearensis,variety,Capuron,Burseraceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 281. 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/50054335?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617406,Endemic to Madagascar,MG,Commiphora pervilleana,species,Engl.,Burseraceae,Monographiae Phanerogamarum 4: 29. 1883. (Monogr. Phan.) ,http://www.tropicos.org/Name/4700202?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000738602,Endemic to Madagascar,MG,Commiphora pervilleana var. glaberrima,variety,H. Perrier,Burseraceae,Flore de Madagascar et des Comores 106: 28. 1946. (Fl. Madagasc.) ,http://www.tropicos.org/Name/4700258?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617420,Endemic to Madagascar,MG,Commiphora pterocarpa,species,H. Perrier,Burseraceae,Mémoires du Muséum National d'Histoire Naturelle 18: 282–283. 1944. (Mém. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/4700207?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617474,Endemic to Madagascar,MG,Commiphora simplicifolia,species,H. Perrier,Burseraceae,Mémoires du Muséum National d'Histoire Naturelle 18: 274. 1944. (Mém. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/4700186?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617475,Endemic to Madagascar,MG,Commiphora sinuata,species,H. Perrier,Burseraceae,Mémoires du Muséum National d'Histoire Naturelle 18: 275–276. 1944. (Mém. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/4700191?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617488,Endemic to Madagascar,MG,Commiphora stellulata,species,H. Perrier,Burseraceae,Mémoires du Muséum National d'Histoire Naturelle 18: 278. 1944. (Mém. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/4700196?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617507,Endemic to Madagascar,MG,Commiphora tetramera,species,Engl.,Burseraceae,Monographiae Phanerogamarum 4: 27. 1883. (Monogr. Phan.) ,http://www.tropicos.org/Name/4700200?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617514,Endemic to Madagascar,MG,Commiphora tsimanampetsae,species,Capuron,Burseraceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 275, t. 2(8–11). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/4700382?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000830620,Endemic to Madagascar,MG,Comoranthus minor,species,H. Perrier,Oleaceae,"Mémoires de l'Institut Scientifique de Madagascar, Série B, Biologie Végétale 2: 306. 1949. (Mém. Inst. Sci. Madagascar, Sér. B, Biol. Vég.) ",http://www.tropicos.org/Name/23000106?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-4000009105,Endemic to Madagascar,MG,Conchopetalum,genus,Radlk.,Sapindaceae,Index Generum Phanerogamorum 81. 1887. (Index Gen. Phan.) ,http://www.tropicos.org/Name/40013126?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617752,Endemic to Madagascar,MG,Conchopetalum brachysepalum,species,Capuron,Sapindaceae,"Mémoires du Muséum National d'Histoire Naturelle. Nouvelle Série. Série B, Botanique 19: 46–48, t. 9(6–15). 1969. (Mém. Mus. Natl. Hist. Nat., B, Bot.) ",http://www.tropicos.org/Name/28601113?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000617753,Endemic to Madagascar,MG,Conchopetalum madagascariense,species,Radlk.,Sapindaceae,Index Generum Phanerogamorum 81. 1888. (Index Gen. Phan.) ,http://www.tropicos.org/Name/28601045?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001107886,Endemic to Madagascar,MG,Coniogramme madagascariensis,species,C. Chr.,Pteridaceae,"Catalogue des Plantes de Madagascar, Pterid. 45. 1932. (Cat. Pl. Madag., Pterid.) ",http://www.tropicos.org/Name/26600860?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-4000009147,Endemic to Madagascar,MG,Conocalyx,genus,Benoist,Acanthaceae,Bulletin de la Société Botanique de France 113: 534. 1966[1967]. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/40013333?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000618335,Endemic to Madagascar,MG,Conocalyx laxus,species,Benoist,Acanthaceae,Bulletin de la Société Botanique de France 113: 534. 1966[1967]. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/104170?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-4000009170,Endemic to Madagascar,MG,Conosapium,genus,Müll. Arg.,Euphorbiaceae,Linnaea 32: 87. 1863. (Linnaea) ,http://www.tropicos.org/Name/40013472?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000920632,Endemic to Madagascar,MG,Conosapium madagascariense,species,Müll. Arg.,Euphorbiaceae,Linnaea 32: 87. 1863. (Linnaea) ,http://www.tropicos.org/Name/12804744?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000034597,Endemic to Madagascar,MG,Conyza ageratoides,species,DC.,Asteraceae,Prodromus Systematis Naturalis Regni Vegetabilis 5: 385. 1836. (1-10 Oct 1836) (Prodr.) ,http://www.tropicos.org/Name/2703736?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000033204,Endemic to Madagascar,MG,Conyza alluaudii,species,Humbert,Asteraceae,"Mémoires de la Société Linnéenne de Normandie 25: 45, 173, 283. 1923. (Mém. Soc. Linn. Normandie) ",http://www.tropicos.org/Name/2703731?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000036108,Endemic to Madagascar,MG,Conyza andringitrana,species,Humbert,Asteraceae,"Mémoires de la Société Linnéenne de Normandie 25: 45, 173, 283. 1923. (Mém. Soc. Linn. Normandie) ",http://www.tropicos.org/Name/2703741?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000116197,Endemic to Madagascar,MG,Conyza androrangensis,species,Humbert,Asteraceae,"Mémoires de l'Institut Scientifique de Madagascar, Série B, Biologie Végétale 6: 167–168. 1955. (Mém. Inst. Sci. Madagascar, Sér. B, Biol. Vég.) ",http://www.tropicos.org/Name/2703732?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000138740,Endemic to Madagascar,MG,Conyza bakeri,species,Humbert,Asteraceae,Mémoires de la Société Linnéenne de Normandie 25: 44. 1923. (Mém. Soc. Linn. Normandie) ,http://www.tropicos.org/Name/2703734?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000026929,Endemic to Madagascar,MG,Conyza hirtella,species,DC.,Asteraceae,Prodromus Systematis Naturalis Regni Vegetabilis 5: 385. 1836. (1-10 Oct 1836) (Prodr.) ,http://www.tropicos.org/Name/2703735?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000037709,Endemic to Madagascar,MG,Conyza longipedunculata,species,Klatt,Asteraceae,"Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 12(Beibl. 27): 22–23. 1890. (Bot. Jahrb. Syst.) ",http://www.tropicos.org/Name/2703740?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000089046,Endemic to Madagascar,MG,Conyza mandrarensis,species,Humbert,Asteraceae,Notulae Systematicae. Herbier du Museum de Paris 15(4): 363–364. 1959. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/2703720?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000063834,Endemic to Madagascar,MG,Conyza neocandolleana,species,Humbert,Asteraceae,Flore de Madagascar et des Comores 189(1): 249. 1960. (Fl. Madagasc.) ,http://www.tropicos.org/Name/2703727?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000036128,Endemic to Madagascar,MG,Conyza perrieri,species,Humbert,Asteraceae,"Mémoires de la Société Linnéenne de Normandie 25: 42, 174, 283. 1923. (Mém. Soc. Linn. Normandie) ",http://www.tropicos.org/Name/2703730?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000030832,Endemic to Madagascar,MG,Conyza sarmentosa,species,Humbert,Asteraceae,"Mémoires de la Société Linnéenne de Normandie 25: 44, 174, 283. 1923. (Mém. Soc. Linn. Normandie) ",http://www.tropicos.org/Name/2703739?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000064980,Endemic to Madagascar,MG,Conyza viguieri,species,Humbert,Asteraceae,"Mémoires de la Société Linnéenne de Normandie 25: 41, 174, 284. 1923. (Mém. Soc. Linn. Normandie) ",http://www.tropicos.org/Name/2703719?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000808319,Endemic to Madagascar,MG,Coptosperma bernierianum,species,(Baill.) De Block,Rubiaceae,Systematics and Geography of Plants 77: 122. 2007. (Syst. & Geogr. Pl.) ,http://www.tropicos.org/Name/50310844?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000808323,Endemic to Madagascar,MG,Coptosperma humblotii,species,(Drake) De Block,Rubiaceae,Systematics and Geography of Plants 77(1): 124. 2007. (Syst. & Geogr. Pl.) ,http://www.tropicos.org/Name/50310851?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000808324,Endemic to Madagascar,MG,Coptosperma madagascariense,species,(Baill.) De Block,Rubiaceae,Systematics and Geography of Plants 77(1): 124. 2007. (Syst. & Geogr. Pl.) ,http://www.tropicos.org/Name/50310853?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000808325,Endemic to Madagascar,MG,Coptosperma pachyphyllum,species,(Baker) De Block,Rubiaceae,Systematics and Geography of Plants 77(1): 125. 2007. (Syst. & Geogr. Pl.) ,http://www.tropicos.org/Name/50310854?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000808326,Endemic to Madagascar,MG,Coptosperma sessiliflorum,species,De Block,Rubiaceae,Systematics and Geography of Plants 77: 125. 2007. (Syst. & Geogr. Pl.) ,http://www.tropicos.org/Name/50310857?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001300961,Endemic to Madagascar,MG,Corallocarpus grevei,species,(Keraudren) Keraudren,Cucurbitaceae,Flore de Madagascar et des Comores 185: 72. 1966. (Fl. Madagasc.) ,http://www.tropicos.org/Name/9200402?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001300959,Endemic to Madagascar,MG,Corallocarpus perrieri,species,(Keraudren) Keraudren,Cucurbitaceae,Flore de Madagascar et des Comores 185: 68. 1966. (Fl. Madagasc.) ,http://www.tropicos.org/Name/9200399?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000620694,Endemic to Madagascar,MG,Cordia lowryana,species,J.S. Mill.,Boraginaceae,"Adansonia, série 3, 23(2): 292, f. 2. 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50209557?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000620713,Endemic to Madagascar,MG,Cordia mairei,species,Humbert,Boraginaceae,"Mémoires de la Société d'Histoire Naturelle de l'Afrique du Nord. Hors Série 2: 173–174, f. 1–12. 1949. (Mém. Soc. Hist. Nat. Afrique N., Hors Sér.) ",http://www.tropicos.org/Name/4002053?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000620947,Endemic to Madagascar,MG,Cordia schatziana,species,J.S. Mill.,Boraginaceae,"Adansonia, série 3, 23(2): 290, f. 1. 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50209554?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000621868,Endemic to Madagascar,MG,Corrigiola madagascariensis,species,(Baker) H. Perrier,Caryophyllaceae,Flore de Madagascar et des Comores 73: 24. 1950. (Fl. Madagasc.) ,http://www.tropicos.org/Name/6300838?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362664,Endemic to Madagascar,MG,Costularia baronii var. robusta,variety,Cherm.,Cyperaceae,Bulletin de la Société Botanique de France 69: 723. 1922. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/9901329?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362673,Endemic to Madagascar,MG,Costularia brevifolia,species,Cherm.,Cyperaceae,Bulletin de la Société Botanique de France 69: 723–724. 1922. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/9901332?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362709,Endemic to Madagascar,MG,Costularia humbertii,species,Bosser,Cyperaceae,Nat. Malgache 7(2): 121. 1955. (Naturaliste Malgache) ,http://www.tropicos.org/Name/9904296?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362712,Endemic to Madagascar,MG,Costularia laxa,species,Cherm.,Cyperaceae,Bulletin de la Société Botanique de France 69: 723. 1922. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/9901322?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362722,Endemic to Madagascar,MG,Costularia leucocarpa,species,(Ridl.) H. Pfeiff.,Cyperaceae,"Repertorium Specierum Novarum Regni Vegetabilis 23: 346–347, t. 38 (3). 1927. (Repert. Spec. Nov. Regni Veg.) ",http://www.tropicos.org/Name/9901321?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362727,Endemic to Madagascar,MG,Costularia melleri,species,(Baker) C.B. Clarke ex Cherm.,Cyperaceae,"Catalogue des Plantes de Madagascar, Cyper. 40. 1931. (05.1931) (Cat. Pl. Madag., Cyper.) ",http://www.tropicos.org/Name/9901331?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362732,Endemic to Madagascar,MG,Costularia microcarpa,species,(Cherm.) Kük.,Cyperaceae,Repertorium Specierum Novarum Regni Vegetabilis 46: 69. 1939. (Repert. Spec. Nov. Regni Veg.) ,http://www.tropicos.org/Name/100172800?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362750,Endemic to Madagascar,MG,Costularia pantopoda,species,(Baker) C.B. Clarke,Cyperaceae,Conspectus Florae Africae 5: 658. 1895. (Consp. Fl. Afric.) ,http://www.tropicos.org/Name/9901324?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000362780,Endemic to Madagascar,MG,Costularia purpurea,species,Cherm.,Cyperaceae,Bulletin de la Société Botanique de France 69: 722. 1922. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/9901318?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-4000009579,Endemic to Madagascar,MG,Craspidospermum,genus,Bojer ex A. DC.,Apocynaceae,Prodromus Systematis Naturalis Regni Vegetabilis 8: 323. 1844. (Prodr.) ,http://www.tropicos.org/Name/40015943?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000926709,Endemic to Madagascar,MG,Craspidospermum verticillatum,species,Bojer ex A. DC.,Apocynaceae,Prodromus Systematis Naturalis Regni Vegetabilis 8: 323–324. 1844. (Prodr.) ,http://www.tropicos.org/Name/1803316?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000137761,Endemic to Madagascar,MG,Crassocephalum lemuricum,species,(Humbert) Humbert,Asteraceae,Flore de Madagascar et des Comores 189(3): 832. 1963. (Fl. Madagasc.) ,http://www.tropicos.org/Name/2704254?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000002384,Endemic to Madagascar,MG,Crassocephalum manampanihense,species,(Humbert) Humbert,Asteraceae,Flore de Madagascar et des Comores 189(3): 835. 1963. (Fl. Madagasc.) ,http://www.tropicos.org/Name/2704258?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000506898,Endemic to Madagascar,MG,Crassula ankaratrensis,species,Desc.,Crassulaceae,Journal de Botanique de la Société Botanique de France 38: 11. 2007. (J. Bot. Soc. Bot. France) ,http://www.tropicos.org/Name/100317125?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000624935,Endemic to Madagascar,MG,Crassula cordifolia,species,Baker,Crassulaceae,"Journal of the Linnean Society, Botany 25: 315. 1889. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/8901503?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000625103,Endemic to Madagascar,MG,Crassula humbertii,species,Desc.,Crassulaceae,Nat. Malgache 9(2): 189. 1957. (Naturaliste Malgache) ,http://www.tropicos.org/Name/8901888?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000625217,Endemic to Madagascar,MG,Crassula micans,species,Vahl ex Baill.,Crassulaceae,Bulletin Mensuel de la Société Linnéenne de Paris 1: 469. 1885. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/8901546?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000625701,Endemic to Madagascar,MG,Crateva greveana,species,Baill.,Capparaceae,Bulletin Mensuel de la Société Linnéenne de Paris 1(59): 466. 1885. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/5900612?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000625705,Endemic to Madagascar,MG,Crateva humblotii,species,(Baill.) Hadj-Moust.,Capparaceae,Flore de Madagascar et des Comores 83: 12. 1965. (Fl. Madagasc.) ,http://www.tropicos.org/Name/5900237?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000625718,Endemic to Madagascar,MG,Crateva obovata,species,Vahl,Capparaceae,"Symbolae Botanicae, . . . 3: 61. 1794. (Symb. Bot.) ",http://www.tropicos.org/Name/5900657?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000625727,Endemic to Madagascar,MG,Crateva simplicifolia,species,J.S. Mill.,Capparaceae,"Novon 8(2): 168, f. 1. 1998. (Novon) ",http://www.tropicos.org/Name/50120397?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001041597,Endemic to Madagascar,MG,Crepidomanes longilabiatum,species,(Bonap.) J.P. Roux,Hymenophyllaceae,Strelitzia 23: 40. 2009. (Strelitzia) ,http://www.tropicos.org/Name/100372840?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626036,Endemic to Madagascar,MG,Crepidorhopalon microcarpaeoides,species,(Bonati) Eb. Fisch.,Linderniaceae,"Bulletin du Muséum National d'Histoire Naturelle, Section B, Adansonia. sér. 4, Botanique Phytochimie 17: 252. 1995. (Bull. Mus. Natl. Hist. Nat., B, Adansonia, sér. 4) ",http://www.tropicos.org/Name/50109421?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000764503,Endemic to Madagascar,MG,Crinum filifolium,species,H. Perrier,Amaryllidaceae,Bulletin de la Société Botanique de France 86: 90. 1939. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/1200355?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000764505,Endemic to Madagascar,MG,Crinum firmifolium,species,Baker,Amaryllidaceae,"Journal of the Linnean Society, Botany 20: 270. 1883. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/1200358?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912106,Endemic to Madagascar,MG,Crinum hanitrae,species,Lehmiller & Sisk,Amaryllidaceae,"Herbertia 62: 182–187, f. 1–10. 2008. (Herbertia) ",http://www.tropicos.org/Name/100351295?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000793276,Endemic to Madagascar,MG,Crinum hardyi,species,Lehmiller,Amaryllidaceae,"Herbertia 58: 113, f. 2–4. 2003[2005]. (Herbertia) ",http://www.tropicos.org/Name/50324183?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912108,Endemic to Madagascar,MG,Crinum lavrani,species,Lehmiller,Amaryllidaceae,"Herbertia 61: 123–127, f. 1–7. 2007. (Herbertia) ",http://www.tropicos.org/Name/100351298?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000793277,Endemic to Madagascar,MG,Crinum mccoyi,species,Lehmiller,Amaryllidaceae,"Herbertia 58: 117, f. 7–9. 2003[2005]. (Herbertia) ",http://www.tropicos.org/Name/50324182?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000764601,Endemic to Madagascar,MG,Crinum modestum,species,Baker,Amaryllidaceae,"Journal of the Linnean Society, Botany 22: 528. 1886. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/1200357?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
