"referenceID","bibliographicCitation"
"ref--3169756606504493794","Morton, C.V. 1938 Gesneriaceae P.C. Standley Flora of Costa Rica. Publ. Field Mus. Nat. Hist., Bot. Ser. 18 1137-1187"
"ref--1464893048987628925","Morton, C.V. 1944 Taxonomic studies of tropical American plants Contr. U.S. Natl. Herb. 29 1-86"
"ref-4745774237663101718","Morton, C.V. 1948 Gesneriaceae, Plant Explorations in Guiana in 1944, chiefly to the Tafelberg and the Kaieteur Plateau, 5 B. Maguire et al. Bull. Torrey Bot. Club 75 563-566"
"ref--5567592562932070880","Morton, C.V. 1953 Gesneriaceae J.A. Steyermark et al. Contributions to the flora of Venezuela. Fieldiana, Bot. 28 520-534"
"ref-1575476888293547422","Morton, C.V. 1954 Gesneriaceae Flora of Trinidad and Tobago 2 301-315"
"ref--6272328845010523546","Morton, C.V. 1957 Gesneriaceae H. León & H. Alain Flora de Cuba 4 451-472"
"ref--4365065787016992699","Morton, C.V. 1962 Gesneriaceae, Botanical novelties in the region of Sierra de Lema, Estado Bolivar, 1 J.A. Steyermark & S. Nilsson Bol. Soc. Venez. Cienc. Nat. 23 76-83"
"ref-4342350430445799953","Schomburgk, Ri. 1849 ('1848') Reisen in Britisch-Guiana, Gesneriaceae 3 971-972"
"ref-8706327082994356152","Skog, L.E. 1979 ('1978') Gesneriaceae. Flora of Panama, 9 R.E. Woodson et al. Ann. Missouri Bot. Gard. 65 783-996"
"ref--7605653702679837686","Skog, L.E. 1984 A Review of chromosome numbers in the Gesneriaceae Selbyana 7 252273"
"ref--3487333268455407487","Skog, L.E. 2001 Gesneriaceae W.D. Stevens et al. Flora de Nicaragua. Monogr. Syst. Bot. Missouri Bot. Gard. 85 1114-1128"
"ref-1546725305255825233","Wiehler, H. 1973 One hundred transfers from Alloplectus and Columnea (Gesneriaceae) Phytologia 27 309-329"
"ref-3554291304868457983","Wiehler, H. 1978 The genera Episcia, Alsobia, Nautilocalyx, and Paradrymonia (Gesneriaceae) Selbyana 5 11-60"
"ref--9141601446196058470","Wiehler, H. 1983 A synopsis of the neotropical Gesneriaceae Selbyana 6 1-219"
"ref-2742454447826403329","Wiehler, H. 1995 Medicinal gesneriads Gesneriana 1 98-120"
"ref--4241957191742553631","Wilson, C. 1974 Floral anatomy in Gesneriaceae, 2. Gesnerioideae. Bot. Gaz. 135 256-268"
"ref--2636631450767113664","Clark, J.L. 2005 A Monograph of Alloplectus (Gesneriaceae) Selbyana 25 182-209"
"ref-5790151072465443031","Feuillet, C. & L.E. Skog. 1990 Proposal to emend the type citation of 7860 Alloplectus Mart., nom. cons. (Gesneriaceae: Gesnerioideae). Taxon 39 133-134"
"ref--6148183640540685365","Morley, B.D. 1974 A Revision of Caribbean species in the genera Columnea L. and Alloplectus Mart. (Gesneriaceae). Proc. Roy. Irish Acad., B 74 24 411-438"
"ref--8385544210001431614","Stearn, W.T. 1969 The Jamaican species of Columnea and Alloplectus Bull. Brit. Mus. (Nat. Hist.), Bot. 4 181-236"
"ref-814655778316020099","Aublet Hist. Pl. Guiane 1775 637"
"ref-6890448306428851827","Miquel Linnaea 22 471 1849"
"ref-3073940165887454439","Pulle Recueil Trav. Bot. Néerl. 9 163 1912"
"ref-2072063057451261860","de Vriese Ned. Kruidk. Arch. 1 351 1848"
"ref-1043516765836673178","Fritsch, K. 1934 Zur Kenntnis der Gattung Besleria Notizbl. Bot. Gart. Berlin-Dahlem 11 961-977"
"ref--8632960333897644558","Morton, C.V. 1935 The genus Besleria in British Guiana Phytologia 1 151-153"
"ref--6925837929890642194","Morton, C.V. 1935 The genus Besleria in Venezuela Proc. Biol. Soc. Washington 48 73-76"
"ref--6115755735876227260","Morton, C.V. 1939 A revision of Besleria Contr. U.S. Natl. Herb. 26 395-474"
"ref-9124616409851868747","Morton, C.V. 1968 The Peruvian species of Besleria (Gesneriaceae) Contr. U.S. Natl. Herb. 38 125-151"
"ref--690823402809555312","Moore, H.E. 1954 Chrysothemis and Tussacia Baileya 2 86-88"
"ref--3779183009673831275","Moore, H.E. 1973 A synopsis of the genus Codonanthe (Gesneriaceae) Baileya 19 4-33"
"ref-4927066315295177614","Sandwith Bull. Misc. Inform. Kew 1931 490-491"
"ref-6273690866502887078","Kvist, L.P. & L.E. Skog. 1993 The genus Columnea in Ecuador Allertonia 6 327-400"
"ref--162941456215960466","Morley, B.D. 1972 The distribution and variation of some gesneriads on Caribbean islands. D.H. Valentine Taxonomy, phytogeography and evolution pp. 239-257"
"ref--9158043411569043811","Morley, B.D. 1974 A Revision of the Caribbean species in the genera Columnea L. and Alloplectus Mart. (Gesneriaceae). Proc. Roy. Irish Acad., B 74 24 411-438"
"ref-3288174824950813264","Morley, B.D. 1976 A key, typification and synonymy of the sections in the genus Columnea L. (Gesneriaceae) Contr. Natl. Bot. Gard. Glasnevin 1 1 1-11"
"ref--8385544210001431614","Stearn, W.T. 1969 The Jamaican species of Columnea and Alloplectus Bull. Brit. Mus. (Nat. Hist.), Bot. 4 181-236"
"ref-8414169544206966745","Hoehne, F.C. 1964 O genero Gloxinia no Brasil Arq. Bot. Estado São Paulo 3 315-335"
"ref--8864204528791941674","Roalson, E.H., J.K. Boggan, L.E. Skog & E.A. Zimmer. 2005 Untangling Gloxinieae (Gesneriaceae) Phylogenetic patterns and generic boundaries inferred from nuclear, chloroplast, and morphological cladistic datasets. Taxon 54 389-410"
"ref-8575382615184000259","Wiehler, H. 1976 A report on the classification of Achimenes, Eucodonia, Gloxinia, Goyazia, and Anetanthus (Gesneriaceae) Selbyana 1 374-404"
"ref-2397020703983635511","Kvist, L.P. and L.E. Skog. 1992 Revision of Kohleria (Gesneriaceae) Smithsonian Contr. Bot. 79 1-83"
"ref--639894449848327494","Chautems, A. 1990 Taxonomic revision of Sinningia Nees: Nomenclatural changes and new synonymy Candollea 45 381-388"
"ref--5526070026239081401","Chautems, A. 1991 Taxonomic revision of Sinningia Nees (Gesneriaceae), 2: New species from Brazil Candollea 46 411-425"
"ref--5741218934428768607","Chautems, A. 1995 Taxonomic revision of Sinningia Nees (Gesneriaceae), 3: New species from Brazil and new combinations Gesneriana 1 8-14"
"ref-9085004269908780820","Chautems, A. & A. Weber. 1999 Shoot and inflorescence architecture of the neotropical genus Sinningia (Gesneriaceae). M.H. Kurmann & A.R. Jemsley The Evolution of Plant Architecture pp. 305-322"
"ref--4059795869010892236","Moore, H.E. 1954 A proposal for the conservation of the name Rechsteineria Baileya 2 24-29"
"ref-8573780390544751607","Moore, H.E. 1973 Comments on cultivated Gesneriaceae Baileya 19 35-41"
