"taxonID","habitat"
"taxon-1-Cremersia_platula","Habitat: under the canopy of the rainforest, on granitic cliff bases (de Granville 14868) or boulders (Cremers 13126)"
"taxon-9-DRYMONIA","Habitat: in moist forests."
"taxon-1-Drymonia_antherocycla","Habitat: epiphytic on trees in rainforest, at 130-175 m alt."
"taxon-2-Drymonia_coccinea","Habitat: usually epiphytic on trees in rainforests, at 0-700 m alt."
"taxon-3-Drymonia_psilocalyx","Habitat: epiphytic on trees in rainforests, at 200-780 m alt."
"taxon-4-Drymonia_serrulata","Habitat: sometimes an epiphyte, but often rooted in the ground and climbing on trees or shrubs, over rocks on exposed outcrops, or in moist undisturbed forests, and even at roadsides, clearings, and in second growth forests, at 40-700 m alt."
"taxon-10-EPISCIA","Habitat: usually in moist forest, in well drained, light shade situations."
"taxon-1-Episcia_reptans","Habitat: on rocks or on tree trunks, among mosses, in rainforests, near waterfalls, at low elevations ."
"taxon-2-Episcia_sphalera","Habitat: terrestrial, on white sand, river banks, on rocks, or lower part of tree trunks, at 100-450 m alt."
"taxon-3-Episcia_xantha","Habitat: on rotting logs or terrestrial in forests, at 50-550 m alt."
"taxon-1-Gloxinia_perennis","Habitat: on wet rocks in rainforest."
"taxon-2-Gloxinia_purpurascens","Habitat: disturbed forest and savannas, at 450-670 m alt."
"taxon-12-KOHLERIA","Habitat: in wet forests and forest edges"
"taxon-Kohleria_hirsuta","Habitat: often on exposed, dry granitic rocky slopes, or wet sandstone cliffs, at 400-1100 m alt."
"taxon-13-LAMPADARIA","Habitat: in rain forest, on sandstone boulders"
"taxon-1-Lampadaria_rupestris","Habitat: rainforest, on sandstone boulders, at ca. 300 m alt."
"taxon-14-LEMBOCARPUS","Habitat: in rain forest on lateritic or granitic boulders"
"taxon-1-Lembocarpus_amoenus","Habitat: on moss-covered dripping rocks (once found on a small tree, acc. Lindeman), on ferrite and granitic boulders in forest, at 100-1100 m alt."
"taxon-15-NAPEANTHUS","Habitat: in very wet places, often creek banks in rainforests."
"taxon-1-Napeanthus_angustifolius","Habitat: on vertical cliffs, deeply shaded, at 0-400 m alt."
"taxon-2-Napeanthus_jelskii","Habitat: on wet rocky boulders, or on rocks along or in the bed of creeks in rainforest, at 50-700 m alt."
"taxon-3-Napeanthus_macrostoma","Habitat: on vertical rocks, or on steep slopes or river banks in rainforest, at 70-750 m alt."
"taxon-4-Napeanthus_rupicola","Habitat: moist habitats, on rocks in montane and cloud forests, at 1100-1600 m alt."
"taxon-16-NAUTILOCALYX","Habitat: in or at the edge of rainforest, occasionally in seasonally dry locations."
"taxon-1-Nautilocalyx_adenosiphon","Habitat: in river side forest, at 60-420 m alt."
"taxon-2-Nautilocalyx_bryogeton","Habitat: on moss-covered rocks, on slopes, at 1000 m alt."
"taxon-3-Nautilocalyx_coccineus","Habitat: on rocks in moist forest, at 700-1600 m alt."
"taxon-4-Nautilocalyx_cordatus","Habitat: on wet rocks near waterfalls in montane rainforest, at 170-1500 m alt."
"taxon-5-Nautilocalyx_fasciculatus","Habitat: in damp forest, 200-400 m alt."
"taxon-6-Nautilocalyx_kohlerioides","Habitat: on moist places in rain forest, at 140-200 m alt."
"taxon-7-Nautilocalyx_mimuloides","Habitat: in rainforests and disturbed bare edges, at 10-840 m alt."
"taxon-8-Nautilocalyx_pallidus","Habitat: ripicolous forest, at low elevations ."
"taxon-9-Nautilocalyx_pictus","Habitat: in rainforests, at 20-1050 m alt."
"taxon-10-Nautilocalyx_porphyrotrichus","Habitat: in Guyana in moist places in rainforests, at 640-800 m alt."
"taxon-11-Nautilocalyx_punctatus","Habitat: forest on sand, at 160-180 m alt."
"taxon-17-PARADRYMONIA","Habitat: in or at the edge of rainforest."
"taxon-1-Paradrymonia_anisophylla","Habitat: epiphyte in trees in moist forest on plateaus or mountain tops, at 1070-1160 m alt."
"taxon-2-Paradrymonia_barbata","Habitat: in lowland forest, climbing, radicant on trees, at 120 m alt."
"taxon-3-Paradrymonia_campostyla","Habitat: in rainforest, at 20-670 m alt."
"taxon-4-Paradrymonia_ciliosa","Habitat: in rainforest, at 80-580(-1000) m alt."
"taxon-5-Paradrymonia_densa","Habitat: on forest floor, often in clearings, along the rivers, often on white sand or lateritic soil, at 0-700 m alt."
"taxon-6-Paradrymonia_longifolia","Habitat: rainforest, climbing on trunks, at 350-400 m alt."
"taxon-7-Paradrymonia_maculata","Habitat: in rainforest, at 0-100 m alt."
"taxon-18-RHOOGETON","Habitat: growing on wet rocks in montane forest, often near waterfalls."
"taxon-1-Rhoogeton_cyclophyllus","Habitat: on montane slopes on dripping rocks, at 200-1600 m alt."
"taxon-2-Rhoogeton_viviparus","Habitat: growing on wet rocks near rivers and waterfalls, at 180-2000 m alt."
"taxon-19-SINNINGIA","Habitat: growing on granitic rocks, or in savannas."
"taxon-1-Sinningia_incarnata","Habitat: found in open areas in forests, or on steep slopes or granitic outcrops, at 0-670 m alt."
"taxon-2-Sinningia_schomburgkiana","Habitat: growing on granitic outcrops or in wet depressions on sandstone, at 120-1400 m alt."
"taxon-20-TYLOPSACAS","Habitat: growing among mossy rocks, near waterfalls in mixed forest"
"taxon-1-Tylopsacas_cuneata","Habitat: growing in low and high mixed forests, among mosses on steep moist rocks near rivers and waterfalls, at 80-1250 m alt."
