wfo_id,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0000912659,223075935,128045317,Euphorbia piceoides,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Euphorbia,piceoides,,,,Thulin,Critically Endangered,D,3.1,Stable,Global
wfo-1000039930,223118902,223118648,Guapira fundacionensis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,NYCTAGINACEAE,Guapira,fundacionensis,,,,Aymard,Critically Endangered,B2ab(iii),3.1,Unknown,Global
wfo-1000039931,223118962,223118951,Guapira guasarensis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,NYCTAGINACEAE,Guapira,guasarensis,,,,Aymard,Critically Endangered,B2ab(iii),3.1,Unknown,Global
wfo-0000260415,223166996,223160668,Oreopanax sandianus,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,ARALIACEAE,Oreopanax,sandianus,,,,Harms,Critically Endangered,B2ab(iii),3.1,Unknown,Global
wfo-0000612120,223167006,223161709,Clusia cajamarcensis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CLUSIACEAE,Clusia,cajamarcensis,,,,Engl.,Critically Endangered,B2ab(iii),3.1,Decreasing,Global
wfo-0000355841,223167153,223163982,Chrysophyllum contumacense,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Chrysophyllum,contumacense,,,,Sagást. & M.O.Dillon,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
wfo-0000958784,223167168,223164134,Eugenia racemiflora,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Eugenia,racemiflora,,,,O.Berg,Critically Endangered,B2ab(iii),3.1,Unknown,Global
wfo-0000959392,223167173,223164180,Eugenia ulei,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Eugenia,ulei,,,,(Diels) McVaugh,Critically Endangered,B2ab(iii),3.1,Unknown,Global
wfo-0000248032,223167178,223164216,Myrcianthes lanosa,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Myrcianthes,lanosa,,,,McVaugh,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0001085837,223167183,223164244,Myrsine dilloniana,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PRIMULACEAE,Myrsine,dilloniana,,,,Pipoly,Critically Endangered,B2ab(iii),3.1,Decreasing,Global
wfo-0000465377,223167220,223164432,Malouetia gentryi,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,APOCYNACEAE,Malouetia,gentryi,,,,M.E.Endress,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0000833418,223167245,223164734,Hirtella aramangensis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CHRYSOBALANACEAE,Hirtella,aramangensis,,,,Prance,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0001081704,223167275,223165769,Mouriri exadenia,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MELASTOMATACEAE,Mouriri,exadenia,,,,Morley,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
