taxonID,description,type,source,language,created,contributor,audience,license,rightsHolder,rights,
wfo-0000168598,Shrub tree,habit,E3C70FD0-38CF-4567-A946-C602DEA824DE,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168601,Shrub tree,habit,0AFC63AF-BE41-473C-8700-E6D8B9354669,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168611,vine,habit,993BF6DD-A981-446B-9853-ECF1F0016F20,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168619,trees,habit,ECD31B52-FB71-4D29-BF3C-604974360868,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168645,herb,habit,7C0C22AE-3037-41F3-8E98-61301AD3DF08,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168648,herb,habit,AC57DBB3-C827-4F79-9AF9-5449B4522346,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001052482,Tree,habit,6BEC23AD-9B22-4CAB-8D32-7497F820DAF2,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000188429,vine,habit,24B2049C-EBCC-4C5D-8A4F-A5188025097D,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168855,Trees,habit,87B76EC9-AA6D-4DE0-9340-ADD787026F18,English,2012-11-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168869,vine,habit,EB9AFBB3-E6BC-4652-8E90-CF98F6E33CDB,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000168872,vine,habit,40223AC1-2CEE-4BEF-875D-49BFF8A2245B,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000169045,Herb,habit,EE0186FC-2154-4B46-A6E5-779595F819F9,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000169393,Tree,habit,DCB39D8B-2479-4E4F-8AA2-05D19F51F486,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000169400,tree,habit,90BA3850-A8DF-44F1-B74C-D61EAC152D44,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000444179,Shrubs,habit,B1F13FEC-2B2C-41A7-AF5A-255EF1C15050,English,2013-05-08,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000181719,vine,habit,934995ED-6DC0-4F46-AB69-CE1C52C3AA24,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000538918,vine,habit,523528C3-07E0-447C-8CF7-01C4D0AC5BF9,English,2013-01-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000169422,herb or vine,habit,0F677944-A4E5-4F8B-9FE8-03198DA6FD0A,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000181730,herb,habit,53092403-198B-49E3-B355-5F3F21BBBBA1,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000172258,vine,habit,51722ADA-32DD-40D6-963F-869AD8EDAE6C,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000195209,Tree,habit,2B28B91E-6DBD-46D3-91DF-6A93BDEF28E7,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000194876,Trees,habit,6EE8F410-BBE4-40D6-9EFF-1D26A637CDBF,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182939,vines,habit,A87B6891-CD79-4601-8098-24022F553C7B,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170250,herb,habit,D2B51608-A309-49F1-A6B0-1FCA4C2DA8E1,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170254,herbs,habit,F87F0D38-0368-49A8-B253-E8E43125D19F,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170270,Sprawling herb to slender straggling shrub,habit,93E0340B-E521-4053-96F1-64B3C46CEA1E,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000177100,Herbs or shrubs,habit,F78E5617-5749-493D-A405-1D8EF747B2D6,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170304,vine,habit,C9A7E402-5BE8-4C8C-8804-E7470D7C6E7F,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170359,vine to subshrub,habit,BB5DA74D-D2A5-4579-B9A0-2BB32F97429D,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000177239,Herbs,habit,00A479D0-4B72-4499-9857-B2A0A4190671,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170316,herb,habit,6B674DA3-4F84-4296-BD3C-955A60C85365,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170320,Shrub,habit,09059037-3D61-4843-B7AC-E0EBF2F1288E,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170342,Herb,habit,3DD5DA01-F334-422E-A56B-DAB1680DDB84,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000177311,Herb,habit,283E9995-E65A-40E4-BE02-EF8B4FEE002E,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170372,herb,habit,14432241-4947-4175-884F-6C1B05FD9DF8,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182172,subshrubs,habit,9D6EFD50-9668-47B6-A623-9FDDA2109632,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170401,tree,habit,C2072E87-2067-43DC-9D63-95D0AB51283F,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182178,Vines,habit,DB6ABFF8-5AAC-48D3-87C8-F9E1B203C43A,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000210418,Vines,habit,6020D057-F0DD-42EE-8F41-83B7A0D9B6E6,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000179348,Vines,habit,604C49FB-760A-43A8-A2A6-D2F824FDCB2C,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182179,vines,habit,CB849615-2D15-4536-85DE-4AA675BE3B5F,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000175857,shrub,habit,6C2E727C-2B9C-49E0-B643-CF147EFBB6B9,English,2012-11-16,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000176946,Herbs,habit,3035EF1F-8979-4FB5-990B-63B76EA1E77B,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000184231,Herbs,habit,033E583A-20A5-4A54-B715-8A20A8EE33CA,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170487,Herbs or shrubs,habit,EDDF5038-7758-40D0-8C4D-D62145377B5C,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170496,Herb,habit,63F591EC-C9F8-4477-8A0C-1A9783BBEBDB,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000184175,Suffruticose to shrubby,habit,2E484529-4686-45E5-9EB3-2726B865CA69,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170506,Herb,habit,D87F7E03-96CA-4DE5-A613-9B2351275496,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000177430,herb,habit,CF07321F-1187-4134-BC70-C708ED3929F3,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000177471,herb or shrub,habit,36B183F3-A3FF-49D9-9482-B0A0480C02E6,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000177482,herbs,habit,81DB6B9E-99E7-4984-9BDB-2F8E096E251A,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000196572,vines,habit,5B5EC697-646C-4A9F-9043-F24956CF5CE0,English,2013-09-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001053472,tree,habit,733CA987-6753-4590-B5C2-BDB64343BCE4,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170569,herb,habit,667053A7-2852-4DBD-B80A-DD78EA2D601A,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182183,herbs or shrubs,habit,0794EE55-571B-4BE6-80ED-DF220469BB98,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000195655,herbs or shrubs,habit,5896FE1A-A974-46B1-BFB0-8A75D79486A6,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183520,tree,habit,937C939B-29D8-4282-9890-AA9DCF40032B,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183521,tree,habit,94BCD4B6-E843-48D3-AA0D-BBC5716D99B0,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173808,herb,habit,43D451EB-333C-45B9-AA42-4ED0602FAA76,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001053716,tree,habit,4667B1BF-D9E4-42E0-85DC-0D68EA6BB7F0,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173667,tree,habit,F14D7CF1-5887-4908-8A41-32ED2CB0A435,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173668,Tree,habit,9D6C19A5-11EE-4897-A09A-7810DC1B1AE1,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173672,tree,habit,F594AE8F-2614-4527-BE93-EF921920A145,English,2012-11-14,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000181603,herbs,habit,A29855E5-E646-41AF-9F23-B58118F656D5,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000204216,Shrub tree,habit,2109E4A4-FFA7-48C4-9E0A-A9AC103BFD67,English,2012-11-16,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173710,Shrub or tree,habit,CADC8D8E-2746-4722-B68E-0DD8027F1A40,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000163802,Tree,habit,EDD74C8C-B301-4EE0-87B1-FABEEA8DA9BC,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173714,shrub or small tree,habit,E5F1AA23-B7C2-4F20-8FA0-203DA7088DDA,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173716,Tree,habit,AB032F5C-E8D8-4CA3-BFBB-21392AF9352F,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173718,Tree,habit,4AB773A2-F02E-4F81-90D0-E666C72AB21F,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174053,herb,habit,2D82D1F7-DB3B-4861-BF95-880AB8FECE58,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001053784,Tree,habit,72EACA07-DB47-432B-A8C3-C0FE432F8BB8,English,2013-03-06,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000214204,tree,habit,A2E8A337-B4EA-4F2A-818E-5D79C1771EF9,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000214363,shrub tree,habit,8058FD7A-CD1B-4E6B-ACA8-568043898E38,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182942,Herb,habit,82A36F45-8707-44AB-825D-993CC3F11556,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000178702,vine,habit,B5FBAD17-AC9A-422D-B1F7-9575C78088E1,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000195712,Shrubs trees,habit,"70C873EC-065E-40EC-A240-CB0764048F42,690AF9D5-395F-4729-A342-5101F7F74F4E",English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182191,liana,habit,0E930188-4E8E-4D34-A387-7D5ED43DFA74,English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173783,Shrub,habit,5731FE32-1104-4D70-9FEA-97F90791C36B,English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173025,Herbs,habit,3B4F67E5-7BA1-4F45-B5D1-001B53864A17,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173810,Herb,habit,30C36D34-BDE4-488F-B019-DA17AA0CBCC9,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173830,herb,habit,613B0587-A8C3-4537-A17E-38775DCBA23B,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173948,shrub tree,habit,6947FA8A-0AD6-4C63-9CF7-798197502213,English,2012-11-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174031,Herbs,habit,347074D7-401D-4195-B207-5D8A1F9F8071,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000184271,tree,habit,37B75D0E-0365-4081-807D-7EEC6C48B411,English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173879,Shrub or small tree,habit,D18A74FF-1867-4A54-8603-47490C447A46,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000966781,Trees,habit,1B954639-7D0B-4CD3-BE98-08E29279B9DC,English,2013-09-04,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000173881,Woody wine,habit,C24773BD-BFF8-4F79-8B90-8C9F4EFBD01E,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183868,shrub tree,habit,D8CD2FA5-EBFC-453F-B07D-63646096835C,English,2012-11-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000179216,vine,habit,BE2C28BF-DB6D-48FC-88BB-E12C768AF7AC,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183259,vine,habit,3D6E4667-2767-48F7-B8A6-6BBC57C53F75,English,2012-11-26,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000850129,shrubs,habit,447B38A8-2AF5-42F7-BC92-2E35C760F8E1,English,2013-08-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182952,tree,habit,"30CDA702-DA8B-4C13-92B2-3FB132CB9374,6307FB25-A97D-4DD3-9663-CB8409514DB7",English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183533,Tree,habit,19F64612-51A7-4C32-AF2D-DE667A889255,English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000189826,vines,habit,51032659-F93F-45A3-9B53-6C135D069D3F,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183534,Vine,habit,E240F164-6746-4754-A009-C5B586F2B721,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000189815,Vine,habit,81396EB9-96AB-4514-985C-25EF595875EE,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000189869,vine,habit,AD3715ED-E825-450C-8445-DF9E8431D00B,English,2013-09-24,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000214719,Shrub,habit,4958125A-95C9-425C-9541-038EB8438431,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000163711,Shrub tree,habit,0AFB770A-79B0-4AA7-9CD2-3BD80FB6A4EC,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000179174,vine,habit,15492DC3-A903-4E01-AD46-06D79D3527FD,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000163908,Tree,habit,95F35A8E-0E32-4509-9720-A7E6D8C20B95,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174026,Tree,habit,C3182F0F-E66C-447F-92DB-54975304DB66,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000167701,vines,habit,1B64CAAE-5210-4BE5-8479-646D55DA7944,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000179137,vine,habit,912A683C-08DF-4DB4-BF0E-C4D3B78898A8,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001054522,vines,habit,E625A6AE-FCA3-49B0-A3B5-705D1D581BD8,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174049,herb,habit,574CD5E0-67B5-4216-BBEE-1130F63B71B6,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001054566,herb or shrub,habit,325411BA-71F3-48EF-B695-6CAD4DDB0CF9,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183574,"Herb, shrub, or small tree",habit,FEEC3C7F-8318-4603-BA27-091B7E74053F,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000207244,Herb or small shrub,habit,9E8AB014-D06D-4FB8-B013-7397F1B3073F,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000982358,Trees,habit,F8F4D54D-1C26-42E5-BB72-D98B91BAB91B,English,2013-09-05,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000982610,Subshrubs,habit,4B581B40-1BD0-4BAA-928E-A25F5FE4B165,English,2013-09-05,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174071,Shrub or small tree,habit,E42B5604-FB8D-42DE-9440-0ACC35B03242,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182194,Shrub or suffrutescent herb,habit,84C1813A-C01D-45BF-9788-C67E0A070EF1,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000210917,Shrub or suffrutescent herb,habit,C3F4824E-4860-4491-A09E-04104C7955A7,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174077,Herb,habit,5C9A7B43-A65A-4466-B6E4-645ECA47E919,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000210930,Herb,habit,80B63797-E7B0-4585-985B-678CEF08A468,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174082,Herb or suffrutescent herb,habit,9B9B50BD-356D-488F-8972-192F283F5F97,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000210927,Herb or suffrutescent herb,habit,45D3FB22-4833-4EA0-8626-F8FBACAFC100,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000285548,Subshrubs,habit,F01EBC84-5EEF-4FD4-99C0-CE80BAA76D6C,English,2013-09-13,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000210929,Herb or suffrutescent herb,habit,55C136F9-60AE-4B7D-9E39-8E339C7EB910,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000286458,Shrubs,habit,BBAC4732-A417-4FC7-9492-86BD4D61B83A,English,2013-09-16,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174092,vine,habit,61C9CAA9-734D-488B-A160-156BD4DCDF80,English,2013-09-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000182195,Tree,habit,AE5E17A1-F8EF-4AB2-A954-CE55EF53E70D,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000194821,tree,habit,72F12006-32C6-43EB-BED2-189283B66968,English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174104,tree,habit,509CFE76-2EEC-4866-8184-5E755A74A635,English,2012-11-15,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174115,Herb to subshrub,habit,1EB58C41-D875-4809-B672-01A07D20CF1D,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000287144,Shrubs,habit,413E4530-3041-4D2F-9831-4E06F1D070BF,English,2013-09-16,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174118,herb or subshrub,habit,AC17EF4D-3D7B-4794-851A-4892E49CDD92,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174137,Herb or subshrub,habit,BC978A7E-983B-4B59-A189-5E07B541C5A4,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000180759,trees,habit,7DB10F60-199D-4561-82F8-4224BCE841B9,English,2013-09-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000165976,herb subshrub,habit,4EA9936B-851A-41CA-B7F4-9DF86B01F8BE,English,2012-11-16,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000170206,shrub tree,habit,1B22F5D1-D9BB-4D03-B939-1117D52BDA42,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000213410,shrub,habit,60A4BE23-1370-4A38-8654-055DDAFE6835,English,2013-10-01,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000195060,tree,habit,3EC5480D-148F-48C6-A3AC-B8E561545C04,English,2012-11-27,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183263,vine,habit,BF66C4DE-0BAC-496A-8782-848EF23C90BA,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000183282,vine or erect herb,habit,41BE225C-069E-4A6C-B08F-2664514082FA,English,2013-09-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000174185,tree shrub,habit,5496E247-98BB-46D2-B4CC-F78C4619ABE0,English,2012-11-16,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
