"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-2-Dendrophthora_densifrons","Dendrophthora densifrons","Kuijt","species","","","Dendrophthora","Novon 6 33 1996","accepted"
"taxon-3-Dendrophthora_elliptica","Dendrophthora elliptica","Krug & Urb.","species","","","Dendrophthora","Urb. Ber. Deutsch. Bot. Ges. 14 285 1896","accepted"
"taxon-4-Dendrophthora_fanshawei","Dendrophthora fanshawei","Kuijt","species","","","Dendrophthora","Novon 6 33 1996","accepted"
"taxon-5-Dendrophthora_perfurcata","Dendrophthora perfurcata","Kuijt","species","","","Dendrophthora","Bot. Jahrb. Syst. 122 178 2000","accepted"
"taxon-6-Dendrophthora_roraimae","Dendrophthora roraimae","Ule","species","","","Dendrophthora","Bot. Jahrb. Syst. 52 Beibl. 115 49 1914","accepted"
"taxon-7-Dendrophthora_warmingii","Dendrophthora warmingii","Kuijt","species","","","Dendrophthora","Novon 13 88 2003","accepted"
"taxon-2-PHORADENDRON","PHORADENDRON","Nutt.","genus","","","PHORADENDRON","J. Acad. Nat. Sci. Philadelphia ser. 2. 1 185 1848","accepted"
"taxon-1-Phoradendron_acuminatum","Phoradendron acuminatum","Kuijt","species","","","Phoradendron","Syst. Bot. Monogr. 66 65 2003","accepted"
"taxon-2-Phoradendron_aphyllum","Phoradendron aphyllum","Steyerm.","species","","","Phoradendron","Steyerm. et al. Bol. Soc. Venez. Ci. Nat. 26 412 1966","accepted"
"taxon-3-Phoradendron_bathyoryctum","Phoradendron bathyoryctum","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 123 1868","accepted"
"taxon-4-Phoradendron_bilineatum","Phoradendron bilineatum","Urb.","species","","","Phoradendron","Bot. Jahrb. Syst. 23 Beibl. 57 5 1897","accepted"
"taxon-5-Phoradendron_chrysocladon","Phoradendron chrysocladon","A. Gray","species","","","Phoradendron","U.S. Explor. Exped., Bot. Phan. 743 1854","accepted"
"taxon-6-Phoradendron_crassifolium","Phoradendron crassifolium","Eichler","species","","","Phoradendron","Mart. Fl. Brasil. 5 2 125 1868","accepted"
"taxon-7-Phoradendron_dipterum","Phoradendron dipterum","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 109 1868","accepted"
"taxon-8-Phoradendron_granvillei","Phoradendron granvillei","Kuijt","species","","","Phoradendron","Syst. Bot. Monogr. 66 219 2003","accepted"
"taxon-9-Phoradendron_hexastichum","Phoradendron hexastichum","Griseb.","species","","","Phoradendron","Fl. Brit. W. I. 313 1860","accepted"
"taxon-10-Phoradendron_inaequidentatum","Phoradendron inaequidentatum","Rusby","species","","","Phoradendron","Bull. Torrey Bot. Club 27 137 1900","accepted"
"taxon-11-Phoradendron_krameri","Phoradendron krameri","Kuijt","species","","","Phoradendron","Syst. Bot. Monogr. 66 255 2003","accepted"
"taxon-12-Phoradendron_mairaryense","Phoradendron mairaryense","Ule","species","","","Phoradendron","Pilg. Notizbl. Bot. Gart. Berlin-Dahlem 6 291 1915","accepted"
"taxon-13-Phoradendron_morsicatum","Phoradendron morsicatum","Rizzini","species","","","Phoradendron","Maguire et al. Mem. New York Bot. Gard. 29 33 1978","accepted"
"taxon-14-Phoradendron_mucronatum","Phoradendron mucronatum","Krug & Urb.","species","","","Phoradendron","Urb. Bot. Jahrb. Syst. 24 34 1897","accepted"
"taxon-15-Phoradendron_northropiae","Phoradendron northropiae","Urb.","species","","","Phoradendron","Northr. Mem. Torrey Bot. Club 12 33 f. 4 1902","accepted"
"taxon-16-Phoradendron_obtusissimum","Phoradendron obtusissimum","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 134m 1868","accepted"
"taxon-17-Phoradendron_pellucidulum","Phoradendron pellucidulum","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 106 1868","accepted"
"taxon-18-Phoradendron_perrottetii","Phoradendron perrottetii","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 112 1868","accepted"
"taxon-19-Phoradendron_piperoides","Phoradendron piperoides","Trel.","species","","","Phoradendron","Phoradendron 145 1916","accepted"
"taxon-20-Phoradendron_poeppigii","Phoradendron poeppigii","Kuijt","species","","","Phoradendron","Acta Bot. Neerl. 10 199 1961","accepted"
"taxon-21-Phoradendron_pteroneuron","Phoradendron pteroneuron","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 127 1868","accepted"
"taxon-22-Phoradendron_pulleanum","Phoradendron pulleanum","K. Krause","species","","","Phoradendron","Recueil Trav. Bot. Neérl. 22 346 1925","accepted"
"taxon-23-Phoradendron_quadrangulare","Phoradendron quadrangulare","Griseb.","species","","","Phoradendron","Fl. Brit. W. I. 711 1864 as 'Phorodendron'","accepted"
"taxon-24-Phoradendron_racemosum","Phoradendron racemosum","Krug & Urb.","species","","","Phoradendron","Urb. Bot. Jahrb. Syst. 24 46 1897","accepted"
"taxon-25-Phoradendron_strongyloclados","Phoradendron strongyloclados","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 109 1868","accepted"
"taxon-26-Phoradendron_trinervium","Phoradendron trinervium","Griseb.","species","","","Phoradendron","Fl. Brit. W. I. 314 1860","accepted"
"taxon-27-Phoradendron_undulatum","Phoradendron undulatum","Eichler","species","","","Phoradendron","Mart. Fl. Bras. 5 2 122 1868","accepted"
