"taxonID","vernacularName","language","region","doubtful"
"taxon-1-Matayba_arborescens","se-gowtrie","","Suriname",""
"taxon-1-Matayba_arborescens","warrimea","","Suriname",""
"taxon-1-Matayba_arborescens","witte-gauetrie","","Suriname",""
"taxon-1-Matayba_arborescens","encens","Creole","French Guiana",""
"taxon-1-Matayba_arborescens","kalima","Wayapi","French Guiana",""
"taxon-3-Matayba_camptoneura","kulishiri","","Guyana",""
"taxon-5-Matayba_guianensis","Kulishire","","Guyana",""
"taxon-5-Matayba_guianensis","Doifi-siri","","Suriname",""
"taxon-5-Matayba_guianensis","Okome oki","Wayana","French Guiana",""
"taxon-7-Matayba_laevigata","sirada djamaro","","Suriname",""
"taxon-7-Matayba_laevigata","gangouti","","French Guiana",""
"taxon-8-Matayba_opaca","kaleshiri","","Guyana",""
"taxon-8-Matayba_opaca","kuleshiri","","Guyana",""
"taxon-8-Matayba_opaca","gauetrie","","Suriname",""
"taxon-8-Matayba_opaca","koelesir-koeleroe","","Suriname",""
"taxon-8-Matayba_opaca","rode-gawetrie","","Suriname",""
"taxon-8-Matayba_opaca","savannegautrie","","Suriname",""
"taxon-8-Matayba_opaca","tapiring-tonorebjo","","Suriname",""
"taxon-8-Matayba_opaca","zwarte-gawetri","","Suriname",""
"taxon-1-Melicoccus_bijugatus","knippa","","Suriname",""
"taxon-1-Melicoccus_bijugatus","quenette","","French Guiana",""
"taxon-2-Melicoccus_oliviformis","genip","","Guyana",""
"taxon-3-Melicoccus_pedicellaris","pintolokus-zwarte","","Suriname",""
"taxon-1-Paullinia_alata","pakale","Wayapi","French Guiana",""
"taxon-1-Paullinia_alata","peku lea sili","","French Guiana",""
"taxon-1-Paullinia_alata","taaukasi","","French Guiana",""
"taxon-1-Paullinia_alata","taitetulea","","French Guiana",""
"taxon-3-Paullinia_anodonta","Tapi ipi","Wayapi","French Guiana",""
"taxon-6-Paullinia_bracteosa","feifi-finga","","French Guiana",""
"taxon-7-Paullinia_caloptera","kutupurang","","Guyana",""
"taxon-7-Paullinia_caloptera","fevi-fincar","Saramacca","French Guiana",""
"taxon-9-Paullinia_capreolata","fefifinga","","Suriname",""
"taxon-11-Paullinia_dasygonia","ahdetimuh","Tirio","Suriname",""
"taxon-11-Paullinia_dasygonia","ahkudeeuruemah","Wayana","Suriname",""
"taxon-11-Paullinia_dasygonia","okoremuh","Akuriyo","Suriname",""
"taxon-11-Paullinia_dasygonia","fefi-finga","Saranam","Suriname",""
"taxon-13-Paullinia_fibulata","toka","","Suriname",""
"taxon-13-Paullinia_fibulata","bij kabo","","Suriname",""
"taxon-15-Paullinia_imberbis","faififinga","","Suriname",""
"taxon-18-Paullinia_latifolia","kutupurang","","Guyana",""
"taxon-18-Paullinia_latifolia","okoyuyumo","","Guyana",""
"taxon-21-Paullinia_livescens","fefifinga","","Suriname",""
"taxon-23-Paullinia_pinnata","bread & cheese","Arawak","Guyana",""
"taxon-23-Paullinia_pinnata","yaremana","","Guyana",""
"taxon-23-Paullinia_pinnata","feififinga","","Suriname",""
"taxon-29-Paullinia_sphaerocarpa","feifi-fienga","","Suriname",""
"taxon-29-Paullinia_sphaerocarpa","sipap","Wayapi","French Guiana",""
"taxon-31-Paullinia_stellata","feifi-finga","Saranan","Suriname",""
"taxon-37-Paullinia_vespertilio","akuli eu","","French Guiana",""
"taxon-38-Paullinia_xestophylla","tukuinete","","Suriname",""
"taxon-1-Pseudima_frutescens","pah-ke-rah-a-nu","Tirio","Suriname",""
"taxon-1-Pseudima_frutescens","bosknipa","Saramacca","Suriname",""
"taxon-1-Pseudima_frutescens","bete","","Suriname",""
"taxon-1-Pseudima_frutescens","quenette sauvage","","French Guiana",""
"taxon-1-Pseudima_frutescens","tintin couman","","French Guiana",""
"taxon-1-Pseudima_frutescens","gaulette indien","","French Guiana",""
"taxon-1-Sapindus_saponaria","soapwood","","Guyana",""
"taxon-1-Sapindus_saponaria","sopo sirie","","Suriname",""
"taxon-4-Serjania_grandifolia","yutupu","Wayapi","French Guiana",""
"taxon-6-Serjania_paucidentata","abaho","","Guyana",""
"taxon-6-Serjania_paucidentata","kashiri","","Guyana",""
"taxon-6-Serjania_paucidentata","old man’s bark","","Guyana",""
"taxon-6-Serjania_paucidentata","white abaho","","Guyana",""
"taxon-6-Serjania_paucidentata","kutupu","Carib","Suriname",""
"taxon-6-Serjania_paucidentata","kutupu","Wayana","French Guiana",""
"taxon-6-Serjania_paucidentata","pahaglaime","Wayapi","French Guiana",""
"taxon-6-Serjania_paucidentata","taitetulea","","French Guiana",""
"taxon-8-Serjania_pyramidata","casire","Arawak","Guyana",""
"taxon-8-Serjania_pyramidata","casaire","","Guyana",""
"taxon-8-Serjania_pyramidata","tukuku","Tirio","Suriname",""
"taxon-8-Serjania_pyramidata","tukuku","Wayana","Suriname",""
"taxon-8-Serjania_pyramidata","euh-oui","Wayampi","French Guiana",""
"taxon-8-Serjania_pyramidata","taki-taki","","French Guiana",""
"taxon-1-Talisia_carinata","bosknippa","","Suriname",""
"taxon-1-Talisia_carinata","kraskrastiki","","Suriname",""
"taxon-1-Talisia_carinata","dayacoussa","Creole","French Guiana",""
"taxon-1-Talisia_carinata","gaulette indienne","","French Guiana",""
"taxon-1-Talisia_carinata","bois flambeau","","French Guiana",""
"taxon-1-Talisia_carinata","payacoussa","","French Guiana",""
"taxon-1-Talisia_carinata","picoussa","","French Guiana",""
"taxon-1-Talisia_carinata","petite gaulette","","French Guiana",""
"taxon-1-Talisia_carinata","tit-gaulette","","French Guiana",""
"taxon-1-Talisia_carinata","touliatan","Oyampi","French Guiana",""
"taxon-1-Talisia_carinata","tuliata","Wayapi","French Guiana",""
"taxon-b-Talisia_clathrata","sand mora","","Guyana",""
"taxon-b-Talisia_clathrata","wa-i","","Guyana",""
"taxon-4-Talisia_eximia","gáan tatoe","","Suriname",""
"taxon-4-Talisia_eximia","tatoe","","Suriname",""
"taxon-4-Talisia_eximia","wanhede","","Suriname",""
"taxon-6-Talisia_guianensis","gewone-bosknepa","","Suriname",""
"taxon-7-Talisia_hemidasya","zwarte pintolokus","","Suriname",""
"taxon-8-Talisia_hexaphylla","mauraballi","","Guyana",""
"taxon-8-Talisia_hexaphylla","morokwe","","Guyana",""
"taxon-8-Talisia_hexaphylla","muro-balli","","Guyana",""
"taxon-8-Talisia_hexaphylla","sand mora","","Guyana",""
"taxon-9-Talisia_longifolia","gaulette","","French Guiana",""
"taxon-9-Talisia_longifolia","gaulette indien","","French Guiana",""
"taxon-9-Talisia_longifolia","paicoussa","","French Guiana",""
"taxon-10-Talisia_macrophylla","bois-flambeau","","French Guiana",""
"taxon-11-Talisia_megaphylla","bosknipa","","Suriname",""
"taxon-11-Talisia_megaphylla","kraskrastiki","","Suriname",""
"taxon-11-Talisia_megaphylla","bété","","French Guiana",""
"taxon-12-Talisia_microphylla","gautri-klein bladige","","Suriname",""
"taxon-12-Talisia_microphylla","zwarte pintolobus","","Suriname",""
"taxon-13-Talisia_mollis","kraskrastiki","","Suriname",""
"taxon-13-Talisia_mollis","flambeau dur","","French Guiana",""
"taxon-13-Talisia_mollis","paiacoussa","","French Guiana",""
"taxon-13-Talisia_mollis","payacoussa","","French Guiana",""
"taxon-13-Talisia_mollis","tuliata","","French Guiana",""
"taxon-13-Talisia_mollis","tatu-tatu","","French Guiana",""
"taxon-16-Talisia_praealta","jamboka","","Suriname",""
"taxon-16-Talisia_praealta","singabassou","","French Guiana",""
"taxon-16-Talisia_praealta","tapuyma","","French Guiana",""
"taxon-18-Talisia_simaboides","makrappa","","Suriname",""
"taxon-18-Talisia_simaboides","pintolokus-zwarte","","Suriname",""
"taxon-19-Talisia_squarrosa","grigri","","French Guiana",""
"taxon-19-Talisia_squarrosa","singabassou","","French Guiana",""
"taxon-19-Talisia_squarrosa","candlewood","","Guyana",""
"taxon-19-Talisia_squarrosa","karimora,","","Guyana",""
"taxon-19-Talisia_squarrosa","muro-balli","","Guyana",""
"taxon-19-Talisia_squarrosa","morabali","","Guyana",""
"taxon-19-Talisia_squarrosa","sand mora","","Guyana",""
"taxon-20-Talisia_sylvatica","azobene","","Suriname",""
"taxon-20-Talisia_sylvatica","bosknippa","","Suriname",""
"taxon-20-Talisia_sylvatica","bois flambeau","","French Guiana",""
"taxon-20-Talisia_sylvatica","gaulette indien","","French Guiana",""
"taxon-20-Talisia_sylvatica","paicoussa","","French Guiana",""
"taxon-20-Talisia_sylvatica","tëpu","","French Guiana",""
"taxon-20-Talisia_sylvatica","tepuime","","French Guiana",""
"taxon-20-Talisia_sylvatica","touliatan","","French Guiana",""
"taxon-1-Thinouia_myriantha","ulukuip","Wayapi","French Guiana",""
"taxon-3-Toulicia_elliptica","hikuribianda","","Guyana",""
"taxon-3-Toulicia_elliptica","mankrappa","","Suriname",""
"taxon-4-Toulicia_guianensis","toelisi","Karib","Suriname",""
"taxon-4-Toulicia_guianensis","karababalli","Arawak","Suriname",""
"taxon-4-Toulicia_guianensis","tatou","","French Guiana",""
"taxon-4-Toulicia_guianensis","tulisi","","French Guiana",""
"taxon-5-Toulicia_patentinervis","pasisime","Tirio","Suriname",""
"taxon-1-Urvillea_ulmacea","sipap-sili","Wayapi","French Guiana",""
"taxon-1-Urvillea_ulmacea","teikwaw sili","","French Guiana",""
"taxon-2-Vouarana_guianensis","gawetri","","Suriname",""
"taxon-2-Vouarana_guianensis","gawtri","","Suriname",""
"taxon-2-Vouarana_guianensis","gangouti blanc","Creole","French Guiana",""
"taxon-2-Vouarana_guianensis","tapelemiu","Wayapi","French Guiana",""
