"taxonID","habitat"
"taxon-7-Talisia_hemidasya","Habitat: in non-flooded moist forest."
"taxon-8-Talisia_hexaphylla","Habitat: in terra firme forest, seasonally flooded forests (várzea), and secondary forests."
"taxon-9-Talisia_longifolia","Habitat: in moist, non-flooded and gallery forests."
"taxon-10-Talisia_macrophylla","Habitat: in lowland moist forests."
"taxon-11-Talisia_megaphylla","Habitat: in non-flooded, moist, lowland forests."
"taxon-12-Talisia_microphylla","Habitat: in primary, lowland , moist, non-flooded forests."
"taxon-13-Talisia_mollis","Habitat: in non-flooded forest understory."
"taxon-14-Talisia_pachycarpa","Habitat: in non-flooded forest understory."
"taxon-15-Talisia_pilosula","Habitat: in gallery forest"
"taxon-16-Talisia_praealta","Habitat: in moist non-flooded and gallery forests."
"taxon-17-Talisia_retusa","Habitat: in terra firme, rain forest, semideciduous forest and surrounding savannas."
"taxon-18-Talisia_simaboides","Habitat: in lowland , moist, non-flooded forests."
"taxon-19-Talisia_squarrosa","Habitat: in non-flooded moist forest on sandy or clayish soils. According to Polak (1992), this species is frequent in the Wallaba and the Clump-Wallaba forest on white sands."
"taxon-20-Talisia_sylvatica","Habitat: in lowland humid forest understory."
"taxon-1-Thinouia_myriantha","Habitat: in open, disturbed vegetations."
"taxon-1-Toulicia_bullata","Habitat: forests"
"taxon-2-Toulicia_crassifolia","Habitat: steep slopes in dense forests"
"taxon-3-Toulicia_elliptica","Habitat: in humid forest."
"taxon-4-Toulicia_guianensis","Habitat: in moist and gallery forest."
"taxon-5-Toulicia_patentinervis","Habitat: in dense forests on steep slopes."
"taxon-1-Urvillea_ulmacea","Habitat: in open or disturbed areas, mostly along roadsides."
"taxon-1-Vouarana_anomala","Habitat: in moist, non flooded and gallery forests"
"taxon-2-Vouarana_guianensis","Habitat: in moist, non flooded and gallery forests."
