"taxonID","vernacularName","language","region","doubtful"
"taxon-6-Brosimum_rubescens","satine gris","French","",""
"taxon-6-Brosimum_rubescens","satine rubane","French","",""
"taxon-6-Brosimum_rubescens","satijnhout","Dutch","",""
"taxon-6-Brosimum_rubescens","siton-paya","Paramak.","",""
"taxon-Brosimum_utile","takina","Bani","",""
"taxon-Brosimum_utile","ulukupi","Wayapi","",""
"taxon-Brosimum_utile","ulukupisili","Wayana","",""
"taxon-Brosimum_utile","weweime","","",""
"taxon-1-Clarisia_ilicifolia","letterhout","Sran.","",""
"taxon-1-Clarisia_ilicifolia","ka'a pilspi","Wayapi","",""
"taxon-1-Clarisia_ilicifolia","manletterhout","Sran.","",""
"taxon-1-Clarisia_ilicifolia","yanita","Wayapi","",""
"taxon-7-FICUS","abrasa","Sran.","",""
"taxon-7-FICUS","figuier","French","",""
"taxon-7-FICUS","kato","Paramak.","",""
"taxon-7-FICUS","kattatay","Fr. Guiana","",""
"taxon-7-FICUS","kumakaballi","taki-taki","",""
"taxon-2a-Ficus_guianensis","muhu","Palikur","",""
"taxon-2a-Ficus_guianensis","muhukamwi","","",""
"taxon-2b-Ficus_subapiculata","muhupubemnak","Palikur","",""
"taxon-18-Ficus_nymphaeifolia","muhuivine","Palikur","",""
"taxon-22-Ficus_paraensis","asingaul'mim'ay","Wayapi","",""
"taxon-22-Ficus_paraensis","kanalalale","Wayana","",""
"taxon-22-Ficus_paraensis","kwaps'i","Wayapi","",""
"taxon-22-Ficus_paraensis","kwaps'is'wi","Wayana","",""
"taxon-22-Ficus_paraensis","luwi","Palikur","",""
"taxon-22-Ficus_paraensis","muhuisime","","",""
"taxon-23c-Ficus_schumacheri","kwaps'isili","Wayapi","",""
"taxon-26-Ficus_trigona","kwaps' isili","Wayapi","",""
"taxon-1-Helicostylis_pedunculata","bofo-paya","Param.","",""
"taxon-1-Helicostylis_pedunculata","letterhout","Sur.","",""
"taxon-1-Helicostylis_pedunculata","paia-bofo","Param.","",""
"taxon-1-Helicostylis_pedunculata","satine","French","",""
"taxon-2-Helicostylis_tomentosa","kaptinhoedoe","Sran.","",""
"taxon-2-Helicostylis_tomentosa","lettre rubane","French","",""
"taxon-2-Helicostylis_tomentosa","letterhout or manletterhout","Sur.","",""
"taxon-2-Helicostylis_tomentosa","oempatapoe","Car.","",""
"taxon-2-Helicostylis_tomentosa","paya","Param.","",""
"taxon-2-Helicostylis_tomentosa","paya-lebi","Saram.","",""
"taxon-2-Helicostylis_tomentosa","poeringa","French","",""
"taxon-2-Helicostylis_tomentosa","puma","Car.","",""
"taxon-2-Helicostylis_tomentosa","satine","","",""
"taxon-2-Helicostylis_tomentosa","sokone","","",""
"taxon-1-Maquira_guianensis","manletterhout","Sur.","",""
"taxon-1-Maquira_guianensis","sokone","Arow.","",""
"taxon-1-Maquira_guianensis","yanu'y'wa","Wayapi","",""
"taxon-1-Maquira_guianensis","yawasitipa","Wayapi","",""
"taxon-3-Naucleopsis_guianensis","letterhout","Sur.","",""
"taxon-Perebea_guianensis","amap-purubumnak","Palikur","",""
"taxon-Perebea_guianensis","furufifi","Guyana","",""
"taxon-Perebea_guianensis","kaluma kalate","Wayapi","",""
"taxon-Perebea_guianensis","tuukwanru kamwi","Palikur","",""
"taxon-Perebea_guianensis","yi'wapiso","Wayapi","",""
"taxon-Perebea_guianensis","yuwa'pisi","","",""
"taxon-1-Trymatococcus_oligandrus","bofo-paya","Param.","",""
"taxon-1-Trymatococcus_oligandrus","satine","French, commercial name","",""
"taxon-2-Trymatococcus_paraensis","paila","Wayapi","",""
"taxon-2-Trymatococcus_paraensis","pailala","Wayapi","",""
"taxon-2-Trymatococcus_paraensis","faux bois d'arc","French","",""
"taxon-1-CECROPIA","boesipapaja","Sran.","",""
"taxon-1-CECROPIA","bois canon","French","",""
"taxon-1-CECROPIA","bospapaja","Sur. Dutch","",""
"taxon-1-CECROPIA","congo pump","English","",""
"taxon-1-CECROPIA","diapapaia","Paramaka","",""
"taxon-1-CECROPIA","diapapaye","Sran.","",""
"taxon-1-CECROPIA","manboesipapaja","Car.","",""
"taxon-1-CECROPIA","soro-soro","English","",""
"taxon-1-CECROPIA","trumpet tree","Arow.","",""
"taxon-1-CECROPIA","wana-soro","","",""
"taxon-3a-Coussapoa_asperifolia","feuille-sable","French","",""
"taxon-3a-Coussapoa_asperifolia","fou-eni-inkatou","French Guiana","",""
"taxon-3a-Coussapoa_asperifolia","kawaps'ikalate","Wayapi","",""
"taxon-3a-Coussapoa_asperifolia","kumanaballi","Arow.","",""
"taxon-3a-Coussapoa_asperifolia","okopiaphawin","Wayana","",""
"taxon-8-Coussapoa_microcephala","mabakubia","Guyana","",""
"taxon-3-POUROUMA","boroma","Arow.","",""
"taxon-3-POUROUMA","bospapaja","Sur. Dutch","",""
"taxon-3-POUROUMA","granboesipapaja","Sran.","",""
"taxon-3-POUROUMA","poeroema","Car.","",""
"taxon-3-POUROUMA","yarayara","Car","",""
