"multimediaID","taxonID","identifier","title","description"
"media-ID_531","taxon-2a-Sorocea_muriculata","fotg-a-11-531.gif","Fig. 18",""
"media-ID_532","taxon-2-Trymatococcus_paraensis","fotg-a-11-532.gif","Fig. 19",""
"media-ID_533","taxon-2-Cecropia_granvilleana","fotg-a-11-533.gif","Fig. 20",""
"media-ID_534","taxon-7-Coussapoa_leprieurii","fotg-a-11-534.gif","Fig. 21",""
"media-ID_587","taxon-3-POUROUMA","fotg-a-11-587.jpg","Fig. 47","Transverse section."
"media-ID_588","taxon-3-POUROUMA","fotg-a-11-588.jpg","Fig. 48","Transverse section."
"media-ID_589","taxon-3-POUROUMA","fotg-a-11-589.jpg","Fig. 49","Tangential section."
"media-ID_590","taxon-3-POUROUMA","fotg-a-11-590.jpg","Fig. 50","Tangential section."
"media-ID_591","taxon-3-POUROUMA","fotg-a-11-591.jpg","Fig. 51","Transverse section."
"media-ID_592","taxon-3-POUROUMA","fotg-a-11-592.jpg","Fig. 52","Transverse section."
"media-ID_593","taxon-3-POUROUMA","fotg-a-11-593.jpg","Fig. 53","Transverse section."
"media-ID_594","taxon-3-POUROUMA","fotg-a-11-594.jpg","Fig. 54","Transverse section."
"media-ID_535","taxon-Pourouma_guianensis","fotg-a-11-535.gif","Fig. 22",""
"media-ID_536","taxon-2-Boehmeria_ramiflora","fotg-a-11-536.gif","Fig. 23",""
"media-ID_595","taxon-2-LAPORTEA","fotg-a-11-595.jpg","Fig. 55","Transverse section."
"media-ID_596","taxon-2-LAPORTEA","fotg-a-11-596.jpg","Fig. 56","Transverse section."
"media-ID_597","taxon-2-LAPORTEA","fotg-a-11-597.jpg","Fig. 57","Transverse section."
"media-ID_598","taxon-2-LAPORTEA","fotg-a-11-598.jpg","Fig. 58","Transverse section."
"media-ID_599","taxon-2-LAPORTEA","fotg-a-11-599.jpg","Fig. 59","Transverse section."
"media-ID_600","taxon-2-LAPORTEA","fotg-a-11-600.jpg","Fig. 60","Tangential section."
"media-ID_601","taxon-2-LAPORTEA","fotg-a-11-601.jpg","Fig. 61","Tangential section."
"media-ID_602","taxon-2-LAPORTEA","fotg-a-11-602.jpg","Fig. 62","Tangential section."
"media-ID_537","taxon-3-PHENAX","fotg-a-11-537.gif","Fig. 24",""
"media-ID_538","taxon-4-PILEA","fotg-a-11-538.gif","Fig. 25",""
"media-ID_539","taxon-4-Pilea_tabularis","fotg-a-11-539.gif","Fig. 26",""
"media-ID_603","taxon-5-URERA","fotg-a-11-603.jpg","Fig. 63","Transverse section."
"media-ID_604","taxon-5-URERA","fotg-a-11-604.jpg","Fig. 64","Radial section."
"media-ID_540","taxon-2-Urera_caracasana","fotg-a-11-540.gif","Fig. 27",""
