"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-1-Hippocratea_volubilis","Hippocratea volubilis","L.","species","","","Hippocratea","Sp. Pl 1191 1753","accepted"
"taxon-6-HYLENAEA","HYLENAEA","Miers","genus","","","HYLENAEA","Trans. Linn. Soc. London 28 366 pl. 19, fig. 1-10 1872","accepted"
"taxon-1-Hylenaea_comosa","Hylenaea comosa","Miers","species","","","Hylenaea","Trans. Linn. Soc. London 28 367 1872","accepted"
"taxon-2-Hylenaea_praecelsa","Hylenaea praecelsa","A.C. Smith","species","","","Hylenaea","Brittonia 3 410 1940","accepted"
"taxon-3-Hylenaea_unguiculata","Hylenaea unguiculata","A.M. Mennega","species","","","Hylenaea","Proc. Kori. Akad. Wet. Ser. C. 88 436 fig. 3 1985","accepted"
"taxon-7-PERITASSA","PERITASSA","Miers","genus","","","PERITASSA","Trans. Linn. Soc. London 28 402 1872","accepted"
"taxon-1-Peritassa_compta","Peritassa compta","Miers","species","","","Peritassa","Trahs. Linn. Soc. London 28 405 1872","accepted"
"taxon-2-Peritassa_huanucana","Peritassa huanucana","A.C. Smith","species","","","Peritassa","Brittonia 3 521 1940","accepted"
"taxon-3-Peritassa_laevigata","Peritassa laevigata","A.C. Smith","species","","","Peritassa","Brittonia 3 508 1940","accepted"
"taxon-8-PRIONOSTEMMA","PRIONOSTEMMA","Miers","genus","","","PRIONOSTEMMA","Trans. Linn. Soc. London 28 354 1872","accepted"
"taxon-1-Prionostemma_aspera","Prionostemma aspera","Miers","species","","","Prionostemma","Trans. Linn. Soc. London 28 354 1872","accepted"
"taxon-9-PRISTIMERA","PRISTIMERA","Miers","genus","","","PRISTIMERA","Trans. Linn. Soc. London 28 360 1872","accepted"
"taxon-1-Pristimera_caudata","Pristimera caudata","A.M. Mennega","species","","","Pristimera","Proc. Kon. Ned. Akad. Wet. Ser. C 88 432 1985","accepted"
"taxon-2-Pristimera_holdeniana","Pristimera holdeniana","A.C. Smith","species","","","Pristimera","Brittonia 3 381 1940","accepted"
"taxon-3-Pristimera_nervosa","Pristimera nervosa","A.C. Smith","species","","","Pristimera","Brittonia 3 370 1940","accepted"
"taxon-4-Pristimera_tenuiflora","Pristimera tenuiflora","A.C. Smith","species","","","Pristimera","Brittonia 3 382 1940","accepted"
"taxon-5-Pristimera_verrucosa","Pristimera verrucosa","Miers","species","","","Pristimera","Trans. Linn. Soc. London 28 364 1872","accepted"
"taxon-10-SALACIA","SALACIA","L.","genus","","","SALACIA","Mant. Pl. 159 1767","accepted"
"taxon-1-Salacia_amplectens","Salacia amplectens","A.C. Smith","species","","","Salacia","Brittonia 3 433 1940","accepted"
"taxon-2-Salacia_cordata","Salacia cordata","A.M. Mennega","species","","","Salacia","Novon 2 232 1992","accepted"
"taxon-3-Salacia_duckei","Salacia duckei","A.C. Smith","species","","","Salacia","Contr. U.S. Natl. Herb. 29 331 1950","accepted"
"taxon-4-Salacia_elliptica","Salacia elliptica","G. Don","species","","","Salacia","Gen. Syst. 1 628 1831","accepted"
"taxon-5-Salacia_impressifolia","Salacia impressifolia","A.C. Smith","species","","","Salacia","Bull. Torrey Bot. Club 66 247 1939","accepted"
"taxon-6-Salacia_insignis","Salacia insignis","A.C. Smith","species","","","Salacia","Brittonia 3 435 1940","accepted"
"taxon-7-Salacia_juruana","Salacia juruana","Loes.","species","","","Salacia","Verh. Bot. Vereins Prov. Brandenburg 48 181 1907","accepted"
"taxon-8-Salacia_kanukuensis","Salacia kanukuensis","A.C. Smith","species","","","Salacia","Lloydia 2 192 1939","accepted"
"taxon-9-Salacia_maburensis","Salacia maburensis","A.M. Mennega","species","","","Salacia","Proc. Kon. Ned. Akad. Wetensch. Ser. C 94 405 1991","accepted"
"taxon-10-Salacia_miqueliana","Salacia miqueliana","Loes.","species","","","Salacia","Engl. & Prantl Nat. Pflanzenfam. 3 5 230 1893","accepted"
"taxon-11-Salacia_multiflora","Salacia multiflora","DC.","species","","","Salacia","Prodr. 1 570 1824","accepted"
"taxon-11a-Salacia_multiflora","Salacia multiflora","DC.","species","","","Salacia","Novon 2 232 1992","accepted"
"taxon-11b-Salacia_multiflora","Salacia multiflora","DC.","species","","","Salacia","","accepted"
"taxon-12-Salacia_pachyphylla","Salacia pachyphylla","Peyr.","species","","","Salacia","Mart. Fl. Bras. 11 1 158 1878","accepted"
"taxon-13-TONTELEA","TONTELEA","Aubl.","genus","","","TONTELEA","Hist. Pl. Guiane 1 31, 4 t. 10 1775","accepted"
"taxon-Tontelea_mauritioides","Tontelea mauritioides","","species","","","Tontelea","","accepted"
"taxon-1-Tontelea_attenuata","Tontelea attenuata","Miers","species","","","Tontelea","Trans. Linn. Soc. London 28 384 pl. 23 1872","accepted"
"taxon-2-Tontelea_coriacea","Tontelea coriacea","A.C. Smith","species","","","Tontelea","Brittonia 3 480 1940","accepted"
"taxon-3-Tontelea_cylindrocarpa","Tontelea cylindrocarpa","A.C. Smith","species","","","Tontelea","Brittonia 3 501 1940","accepted"
"taxon-4-Tontelea_glabra","Tontelea glabra","A.C. Smith","species","","","Tontelea","Brittonia 3 500 1940","accepted"
"taxon-5-Tontelea_laxiflora","Tontelea laxiflora","A.C. Smith","species","","","Tontelea","Brittonia 3 483 1940","accepted"
"taxon-6-Tontelea_nectandrifolia","Tontelea nectandrifolia","A.C. Smith","species","","","Tontelea","Brittonia 3 497 Fig. 10 q-s 1940","accepted"
"taxon-7-Tontelea_ovalifolia","Tontelea ovalifolia","A.C. Smith","species","","","Tontelea","Brittonia 3 476 1940","accepted"
"taxon-7a-Tontelea_ovalifolia","Tontelea ovalifolia","A.C. Smith","species","","","Tontelea","","accepted"
"taxon-7b-Tontelea_ovalifolia","Tontelea ovalifolia","A.C. Smith","species","","","Tontelea","Novon 2 233 1992","accepted"
"taxon-8-Tontelea_sandwithii","Tontelea sandwithii","A.C. Smith","species","","","Tontelea","Brittonia 3 493 1940","accepted"
"taxon-112-ICACINACEAE","ICACINACEAE","","family","ICACINACEAE","","","","accepted"
"taxon-1-CASIMIRELLA","CASIMIRELLA","Hassi.","genus","","","CASIMIRELLA","Feddes Repert. Spec. Nov. Regni Veg. 12 249 1913","accepted"
"taxon-1-Casimirella_ampla","Casimirella ampla","R.A. Howard","species","","","Casimirella","Brittonia 44 166-172 1992","accepted"
"taxon-2-DENDROBANGIA","DENDROBANGIA","Rusby","genus","","","DENDROBANGIA","Mem. Torrey Bot. Club 6 19 1896","accepted"
"taxon-1-Dendrobangia_boliviana","Dendrobangia boliviana","Rusby","species","","","Dendrobangia","Mem. Torrey Bot. Club 6 19 1896","accepted"
"taxon-3-DISCOPHORA","DISCOPHORA","Miers","genus","","","DISCOPHORA","Ann. Mag. Hist. Ser. 2 10 118 1852","accepted"
"taxon-1-Discophora_guianensis","Discophora guianensis","Miers","species","","","Discophora","Ann. Mag. Nat. Hist. Ser. 2. 10 218 1852","accepted"
"taxon-4-EMMOTUM","EMMOTUM","Desv.","genus","","","EMMOTUM","Hamilton Prod. Pl. Ind. Occid. 29 1825","accepted"
"taxon-1-Emmotum_acuminatum","Emmotum acuminatum","Miers","species","","","Emmotum","Ann. Mag. Nat. Hist. Ser. 2 10 178 1852","accepted"
"taxon-2-Emmotum_conjunctum","Emmotum conjunctum","R.A. Howard","species","","","Emmotum","J. Arnold Arbor. 23 491 1942","accepted"
"taxon-3-Emmotum_fagifolium","Emmotum fagifolium","Desv.","species","","","Emmotum","Hamilton Prod. Pl. Ind. Occid. 29 1825","accepted"
"taxon-4-Emmotum_fulvum","Emmotum fulvum","R.A.Howard","species","","","Emmotum","J. Arnold Arbor. 23 491 1942","accepted"
"taxon-5-Emmotum_glabrum","Emmotum glabrum","Benth. ex Miers","species","","","Emmotum","Ann. Mag. Nat. Hist. Ser. 3. 4 366 1859","accepted"
"taxon-6-Emmotum_orbiculatum","Emmotum orbiculatum","Miers","species","","","Emmotum","Ann. Mag. Nat. Hist. Ser. 2. 10 178 1852","accepted"
"taxon-5-LERETIA","LERETIA","Veil.","genus","","","LERETIA","Fl. Flum. 99 1829 ('1825')","accepted"
"taxon-1-Leretia_cordata","Leretia cordata","Veil.","species","","","Leretia","Fl. Flum. 99 1829 ('1825')","accepted"
"taxon-6-PLEURISANTHES","PLEURISANTHES","Baill.","genus","","","PLEURISANTHES","Adansonia 11 201 1874","accepted"
"taxon-1-Pleurisanthes_artocarpi","Pleurisanthes artocarpi","Baillon","species","","","Pleurisanthes","Adansonia 11 201 1874","accepted"
"taxon-2-Pleurisanthes_emarginata","Pleurisanthes emarginata","van Tiegh.","species","","","Pleurisanthes","Bull. Soc. Bot. France 44 117 1897","accepted"
"taxon-3-Pleurisanthes_flava","Pleurisanthes flava","Sandw.","species","","","Pleurisanthes","Kew Bull. Misc. Inform 1931 467 1936","accepted"
"taxon-4-Pleurisanthes_parviflora","Pleurisanthes parviflora","Howard","species","","","Pleurisanthes","J. Arnold Arbor. 21 482 1940","accepted"
"taxon-7-PORAQUEIBA","PORAQUEIBA","Aubl.","genus","","","PORAQUEIBA","Hist. Pl. Guiane 1 123 3: tab. 47 1775","accepted"
"taxon-1-Poraqueiba_guianensis","Poraqueiba guianensis","Aubl.","species","","","Poraqueiba","Hist. Pl. Guiane 1 123, 3 Tab. 47 1775","accepted"
