WFO_ID,AssessmentID,TaxonID,scientificName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0001317279,180246099,180246097,Eugenia pithecocephala,MYRTACEAE,Eugenia,pithecocephala,,,,Sobral & Mazine,Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180246097a180246099.pt,"(2020). Eugenia pithecocephala: Fernandez, E., Gomes, M., Crispim, G., Jordão, L., Martinelli, G. & Valdemarin, K. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180246097a180246099.pt"
wfo-0000959038,180246224,180246220,Eugenia sessilifolia,MYRTACEAE,Eugenia,sessilifolia,,,,DC.,Critically Endangered,B2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180246220a180246224.pt,"(2020). Eugenia sessilifolia: Fernandez, E., Arguello, L., Gomes, M., Crispim, G., Jordão, L., Martinelli, G. & Giaretta, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180246220a180246224.pt"
wfo-0000278943,180246490,180246488,Plinia rogersiana,MYRTACEAE,Plinia,rogersiana,,,,Mattos,Critically Endangered,B2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180246488a180246490.pt,"(2020). Plinia rogersiana: Fernandez, E., Gomes, M., Jordão, L., Martinelli, G. & Caldas, D. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180246488a180246490.pt"
wfo-0000629541,180247129,180247127,Cupania moraesiana,SAPINDACEAE,Cupania,moraesiana,,,,Guarim,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247127a180247129.pt,"(2020). Cupania moraesiana: Fernandez, E., Arguello, L., Crispim, G., Jordão, L., Martinelli, G. & Gomes, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247127a180247129.pt"
wfo-0001272301,180247251,180247249,Talisia granulosa,SAPINDACEAE,Talisia,granulosa,,,,Acev.-Rodr.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247249a180247251.pt,"(2020). Talisia granulosa: Fernandez, E., Crispim, G., Jordão, L., Martinelli, G. & Gomes, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247249a180247251.pt"
wfo-0000430705,180247536,180247534,Vochysia talmonii,VOCHYSIACEAE,Vochysia,talmonii,,,,"M.C.Vianna, Fontella & F.França",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247534a180247536.pt,"(2020). Vochysia talmonii: Fernandez, E., Arguello, L., Jordão, L., Martinelli, G. & Shimizu, G. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247534a180247536.pt"
wfo-0001318532,180247650,180247648,Leandra loligomorpha,MELASTOMATACEAE,Leandra,loligomorpha,,,,(R.Goldenb. & Reginato) Reginato,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247648a180247650.pt,"(2020). Leandra loligomorpha: Amorim, E., Gomes, M., Jordão, L., Martinelli, G. & Valente, B. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180247648a180247650.pt"
wfo-0000833449,180248294,180248292,Hirtella conduplicata,CHRYSOBALANACEAE,Hirtella,conduplicata,,,,Prance,Critically Endangered,B2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180248292a180248294.pt,"(2020). Hirtella conduplicata: Fernandez, E., Gomes, M., Crispim, G., Jordão, L., Martinelli, G. & Pereira, R. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180248292a180248294.pt"
wfo-0000938330,180248515,180248513,Acalypha fragilis,EUPHORBIACEAE,Acalypha,fragilis,,,,Pax & K.Hoffm.,Critically Endangered,B2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180248513a180248515.pt,"(2020). Acalypha fragilis: Fernandez, E., Gomes, M., Amorim, E., Martinelli, G. & Hurbath, F. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180248513a180248515.pt"
wfo-0001249572,180249864,180249862,Pavonia spectabilis,MALVACEAE,Pavonia,spectabilis,,,,Krapov.,Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180249862a180249864.pt,"(2020). Pavonia spectabilis: Fernandez, E., Gomes, M., Jordão, L. & Martinelli, G. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180249862a180249864.pt"
wfo-1000001346,180249983,180249981,Campomanesia sepalifolia,MYRTACEAE,Campomanesia,sepalifolia,,,,Luber & M.Ibrahim,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180249981a180249983.pt,"(2020). Campomanesia sepalifolia: Amorim, E., Gomes, M., Jordão, L., Martinelli, G. & Oliveira, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180249981a180249983.pt"
wfo-0000748710,180251263,180251261,Ocotea sperata,LAURACEAE,Ocotea,sperata,,,,P.L.R.Moraes & van der Werff,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180251261a180251263.pt,"(2020). Ocotea sperata: Amorim, E., Gomes, M., Jordão, L., Martinelli, G. & Quinet, A. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180251261a180251263.pt"
wfo-0001317337,180251404,180251380,Eugenia circumdata,MYRTACEAE,Eugenia,circumdata,,,,Mazine & Sobral,Critically Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180251380a180251404.pt,"(2020). Eugenia circumdata: Fernandez, E., Arguello, L., Gomes, M., Crispim, G., Jordão, L., Martinelli, G. & Valdemarin, K. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180251380a180251404.pt"
wfo-0001078469,180251868,150999089,Ilex sapiiformis,AQUIFOLIACEAE,Ilex,sapiiformis,,,,Reissek,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t150999089a180251868.pt,"(2020). Ilex sapiiformis: Fernandez, E., Arguello, L., Martinelli, G. & Gomes, M. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t150999089a180251868.pt"
wfo-0001317720,180253746,180253743,Tachigali acrensis,FABACEAE,Tachigali,acrensis,,,,van der Werff,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180253743a180253746.pt,"(2020). Tachigali acrensis: Amorim, E., Gomes, M., Jordão, L. & Martinelli, G. IUCN Red List of Threatened Species, https://doi.org/10.2305/iucn.uk.2020-3.rlts.t180253743a180253746.pt"
