LocalID,WFOID,scientificName,Publishedin,Devnagari,transliteration,Ecology,Distribution
NEP07552,wfo-0001101826,Koenigia islandica L. ,Mant. Pl. 35. 1767. ,,,"W, C, E Nepal: 3600-5000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, N Asia, C Asia, N Europe and N America."
NEP07554,wfo-0000490681,Koenigia mollis (D.Don) T.M.Schust. & Reveal var. mollis ,Taxon 64(6): 1201. 2015. ,7f]6\g] ,Thotne,"C, E Nepal: 100-2900 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP07558,wfo-0000613428,Koenigia mollis (D.Don) T.M.Schust. & Reveal var. paniculata (Blume) T.M.Schust. & Reveal,Taxon 64(6): 1201. 2015.,,,"W, C, E Nepal: 2100-4000 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma and SE Asia."
NEP07562,wfo-0000518435,Koenigia mollis (D.Don) T.M.Schust. & Reveal var. rudis (Meisn.) T.M.Schust. & Reveal,Taxon 64(6): 1202. 2015.,,,"C, E Nepal: 1400-3600 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP07566,wfo-0001272126,Koenigia nepalensis D.Don,Prodr. Fl. Nepal. 74. 1825.,,,"W, C, E Nepal: 1700-4900 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma and E Asia."
NEP07568,wfo-0000489604,Koenigia nummulariifolia (Meisn.) Mesícek & Soják ,Folia Geobot. Phytotax. 8(1): 110. 1973. ,,,"C, E Nepal: 3400-4900 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma and E Asia."
NEP07570,wfo-1200027062,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Taxon 64(6): 1202. 2015.,,,"W, C, E Nepal: 2700-4500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SW Asia."
NEP07576,wfo-1200027063,Koenigia rumicifolia (Royle ex Bab.) T.M.Schust. & Reveal,Taxon 64(6): 1202. 2015. ,rf}Fn] ,Chaunle,"W, C Nepal: 3300-4400 m. ","Nepal, W Himalaya, C Asia and SW Asia. "
NEP07579,wfo-1200027109,Koenigia tortuosa (D.Don) T.M.Schust. & Reveal var. tortuosa,Taxon 64(6): 1203. 2015.,Gofnf]jf ,Nyalowa: Tibetan,"W, C, E Nepal: 3300-5600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and SW Asia."
NEP07582,wfo-1200027110,Koenigia tortuosa (D.Don) T.M.Schust. & Reveal var. pubitepala (S.P. Hong) T.M. Schust. & Reveal ,Taxon 64(6): 1203. 2015.,,,E Nepal: 4000 m. ,Endemic to Nepal.
NEP07584,wfo-0000388320,Oxyria digyna (L.) Hill ,Hort. Kew. 158. 1768. ,af]s] ,Boke,"W, C, E Nepal: 2400-5000 m. ","Nepal, W Himalaya, E Himalaya, E Asia, N Asia, C Asia, SW Asia, Europe and N America. "
NEP07586,wfo-0000403394,Persicaria amphibia (L.) Gray ,Nat. Arr. Brit. Pl. 2: 268. 1821.,,,"W, C Nepal: 2900-3800 m. ","Nepal, W Himalaya, E Himalaya, E Asia, N Asia, C Asia, SW Asia, Europe, Africa and N America. "
NEP07588,wfo-0000485132,Persicaria barbata (L.) H.Hara var. barbata,Fl. E. Himalaya 70. 1966.,"v';f{g] emf/, lk/]{ ","Khursane jhar, Pirre","W, C, E Nepal: 100-1100 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, Africa and Australasia. "
NEP07590,wfo-0000489666,Persicaria barbata (L.) H.Hara var. gracilis (Danser) H.Hara ,Enum. Fl. Pl. Nepal 3: 175. 1982.,,,"W, C, E Nepal: 60-1100 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, Africa and Australasia."
NEP07592,wfo-0001272090,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross ,Bot. Jahrb. Syst. 49(2): 277. 1913. ,"lk/]{ emf/, /TGof}n] emf/ ","Pirre jhar, Ratnyaule jhar","W, C, E Nepal: 200-2400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP07594,wfo-0000489755,Persicaria chinensis (L.) H.Gross,Bot. Jahrb. Syst. 49(2): 269. 1913.,"s's'/ 7f]6\g], afv|] 7f]6\g] ","Kukur thotne, Bakhre thotne","W, C, E Nepal: 100-2700 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. "
NEP07600,wfo-0000489845,Persicaria glabra (Willd.) M. Gomez ,Anales Inst. Segunda Enseñ. 2: 278. 1896. ,;]tf] lk/]{ ,Seto pirre,"W, C Nepal: 200-2900 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, SE Asia, SW Asia, Africa, N America, S America and Australasia."
NEP07603,wfo-0001245549,Persicaria glacialis (Meisn.) H.Hara ,J. Jap. Bot. 53(5): 134. 1978.,,,"W, C, E Nepal: 2100-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia. "
NEP07606,wfo-0001245547,Persicaria hastatosagittata (Makino) Nakai ex T.Mori,Enum. Pl. Corea 132. 1922. ,,,W Nepal: 1500-2400 m. ,"Nepal, Tibetan Plateau, S Asia, E Asia and N Asia."
NEP07608,wfo-0001246446,Persicaria humilis (Meisn.) H.Hara ,J. Jap. Bot. 53(5): 134. 1978.,,,"C, E Nepal: 1700-3100 m. ","Nepal, W Himalaya, E Himalaya and E Asia (Yunnan)."
NEP07611,wfo-0000489146,Persicaria hydropiper (L.) Delarbre ,Fl. Auvergne (ed. 2): 518. 1800.,lk/]{ ,Pirre,"W, C, E Nepal: 500-2300 m. ","Asia, Europe, N Africa and Australasia. "
NEP07613,wfo-0000489910,Persicaria kawagoeana (Makino) Nakai,Rigakukai 24: 12. 1926.,,,"W, C, E Nepal: 100-2100 m. ","Nepal, W Himalaya, E Himalaya, S Asia, E Asia and SE Asia."
NEP07616,wfo-0001245358,Persicaria lanata (Roxb.) Tzvelev,Novosti Sist. Vyssh. Rast. 25: 186. 1988.,,,"C, E Nepal: 60-900 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia."
NEP07620,wfo-0001245260,Persicaria lapathifolia (L.) Delarbre,Fl. Auvergne (ed. 2) 519. 1800.,,,"C, E Nepal: 200-3500 m. ","Asia, Europe, N Africa, N America and Australasia."
NEP07623,wfo-0000488472,Persicaria limbata (Meisn.) H.Hara ,Fl. E. Himalaya 71. 1966. ,,,"W, E Nepal: 200 m. ","Nepal, W Himalaya, S Asia and Africa."
NEP07625,wfo-0000489976,Persicaria longiseta (Bruijn) Kitag. ,Rep. Inst. Sci. Res. Manchoukuo 1: 322. 1937.,,,"W, C, E Nepal: 900-2400 m. ","Nepal, W Himalaya, Assam-Burma, E Asia and SE Asia."
NEP07627,wfo-0001101579,Persicaria microcephala (D.Don) H.Gross var. microcephalum ,Bot. Jahrb. Syst. 49(2): 277. 1913. ,jg lk/]{ ,Ban pirre,"C, E Nepal: 1000-3800 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia."
NEP07630,wfo-1200027111,Persicaria microcephala (D.Don) H.Gross var. sphaerocephalum (Wall. ex Meisn.) H.Hara ,Bull. Univ. Mus. Univ. Tokyo 2: 23. 1971.,,,"W, C Nepal: 500-3200 m. ","Nepal, W Himalaya, Tibetan Plateau, S Asia and E Asia."
NEP07632,wfo-0001245535,Persicaria microcephala (D.Don) H.Gross var. wallichii (Meisn.) H.Hara ,Fl. E. Himalaya 72. 1966.,,,"W, C, E Nepal: 2000-3400 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP07634,wfo-0001245542,Persicaria mitis (Schrank) Assenov ,Fl. Narodna Republ. Bulg. 3: 239. 1966.,,,"W, C, E Nepal: 100-2500 m. ","Nepal, E Asia, N Asia, SW Asia, Europe and Africa. "
NEP07636,wfo-0000489772,Persicaria muricata (Meisn.) Nemoto ,Fl. Jap. Suppl. 173. 1936.,,,C Nepal:,"Nepal, E Himalaya, Assam-Burma, E Asia, SE Asia and N Asia."
NEP07639,wfo-0001101189,Persicaria nepalensis (Meisn.) H.Gross ,Bot. Jahrb. Syst. 49(2): 277. 1913. ,,,"W, C, E Nepal: 1200-4100 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia, N Asia, SW Asia and Tropical Africa. "
NEP07643,wfo-0000488454,Persicaria perfoliata (L.) H.Gross ,Bot. Jahrb. Syst. 49(2): 275. 1913.,"cldnf] lk/]{ nx/f], kmfk/] emf/ ","Amilo pirre laharo, Fapare jhar","C, E Nepal: 900-1800 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, N Asia and SW Asia."
NEP07645,wfo-0000489147,Persicaria posumbu (Buch.-Ham. ex D.Don) H.Gross ,"Beih. Bot. Centralbl., Abt. 2. 37(2): 113. 1919.",,,"W, C, E Nepal: 200-2300 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP07647,wfo-0001101609,Persicaria praetermissa (Hook.f.) H.Hara ,Fl. E. Himalaya 73. 1966.,,,E Nepal: 1400-1800 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia."
NEP07649,wfo-0001245675,Persicaria pubescens (Blume) H.Hara,J. Jap. Bot. 17(6): 335. 1941.,,,"W, C, E Nepal: 1000-2100 m. ","Nepal, W Himalaya, E Himalaya, S Asia, E Asia and SE Asia. "
NEP07653,wfo-0001272069,Persicaria punctata (Elliot) Small ,"Fl. S.E. U.S. 379, 1330. 1903.",,,"C, E Nepal: 100-200 m (Naturalized in Nepal). ",Native of N America and S America.
NEP07656,wfo-0001245524,Persicaria runcinata (Buch.-Ham. ex D.Don) H.Gross ,Bot. Jahrb. Syst. 49(2): 277. 1913. ,"sfk|] ;fu, /TGof}nf] ","Kapre sag, Ratnyaulo","W, C, E Nepal: 1600-3800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia."
NEP07659,wfo-0000594806,Persicaria sagittata (L.) H.Gross,"Beih. Bot. Centralbl., Abt. 2. 37(2): 113. 1919.",,,"W, C Nepal: 2700-3200 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and N America. "
NEP07662,wfo-0001280178,Persicaria sinuata (Royle ex Bab.) Rajbh. & R.Joshi ,J. Jap. Bot. 70(6): 332. 1995.,,,"C, E Nepal: 3000-3300 m. ","Nepal, W Himalaya and E Himalaya."
NEP07664,wfo-0001280179,Persicaria strigosa (R.Br.) H.Gross,Bot. Jahrb. Syst. 49(2): 308. 1913. ,,,C Nepal: 100-2000 m. ,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Africa."
NEP07667,wfo-0000489915,Persicaria thunbergii (Siebold & Zucc.) H.Gross,Bot. Jahrb. Syst. 49(2): 275. 1913.,,,"C, E Nepal: 1500-2400 m. ","Nepal, E Himalaya, E Asia, SE Asia and SW Asia."
NEP07670,wfo-0000483705,Persicaria trigonocarpa (Makino) Nakai,Rigakkwai 24(4): 12. 1926.,,,"W, C Nepal: 200-1400 m. ","Nepal, Himalaya, E Asia and SE Asia."
NEP07673,wfo-0001245249,Persicaria viscosa (Buch.-Ham. ex D.Don) H.Gross ex Nakai ,Rep. Veg. Quelp. 42. 1914. ,/ftf] lk/]{ ,Rato pirre,C Nepal: 1200-1800 m. ,"Nepal, Assam-Burma, S Asia, E Asia and N Asia. "
NEP07675,wfo-0001101641,Polygonum aviculare L. ,Sp. Pl. 1: 362. 1753. ,,,"W, C Nepal: 1400-3900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, N Asia, C Asia, SW Asia, Europe and Africa; widely distributed in North Temperate zone. "
NEP07676,wfo-0000489656,Polygonum cognatum Meisn. ,Monogr. Polyg. 91. 1826.,,,"W, C Nepal: 2600-3700 m. ","Nepal, W Himalaya, N Asia, C Asia and SW Asia. "
NEP07677,wfo-0000489719,Polygonum plebeium R.Br. ,Prodr. Fl. Nov. Holland. 420. 1810.,"dl;gf] lk/]{, ;'s'n emf/ ","Masino pirre, Sukul jhar","W, C, E Nepal: 100-2600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia, N Asia, C Asia, Africa and Australasia. "
NEP07679,wfo-0001280186,Polygonum recumbens Royle ex Bab. ,Trans. Linn. Soc. London 18(1): 116. 1838.,,,"W, C Nepal: 1800-2800 m. ",Nepal and W Himalaya.
NEP07680,wfo-0001280186,Polygonum rottboellioides Jaub. & Spach,"Ill. Pl. Orient. 2: 32, pl. 122. 1845.",,,"W, C Nepal: 2600-3700 m.","Nepal, W Himalaya, C Asia and SW Asia."
NEP07682,wfo-0001101637,Rheum acuminatum Hook.f. & Thomson ,Bot. Mag. 81: pl. 4877. 1855.,kbdrfn ,Padamchal,"C, E Nepal: 2800-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP07683,wfo-0001246338,Rheum australe D.Don,Prodr. Fl. Nepal. 75. 1825. ,"kbdrfn, cfsfz] r's, vf]]lsd ","Padamchal, Akashe chuk, Khokim","W, C, E Nepal: 3200-4300 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. "
NEP07685,wfo-0001246357,Rheum delavayi Franch. ,Bull. Mus. Hist. Nat. (Paris) 1: 212. 1895. ,,,C Nepal: 4700 m. ,"Nepal, E Himalaya and E Asia."
NEP07687,wfo-0000404456,Rheum moorcroftianum Royle ,"Ill. Bot. Himal. Mts. 1: 315, 318. 1836.",kbdrfn ,Padamchal,"W, C Nepal: 3600-5300 m. ","Nepal, W Himalaya, Tibetan Plateau, C Asia and SW Asia. "
NEP07688,wfo-0001101660,Rheum nobile Hook.f. & Thomson ,"Ill. Himal. Pl., pl. 19. 1855.","SofFhf], kbdrfn ","Kyanjo, Padamchal",E Nepal: 3400-4800 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and SW Asia."
NEP07689,wfo-0001101426,Rheum spiciforme Royle ,Ill. Bot. Himal. Mts. 1: 315. 1836.,,,"W, C Nepal: 3300-4800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, C Asia and SW Asia. "
NEP07690,wfo-0001101670,Rheum webbianum Royle ,"Ill. Bot. Himal. Mts. 1: 318, pl. 78a. 1839.","kbdrfn, r'N7L cldnf] ","Padamchal, Chulthi amilo",W Nepal: 2400-4200 m. ,"Nepal, W Himalaya and Tibetan Plateau. "
NEP07691,wfo-0001101732,Rumex acetosa L. ,Sp. Pl. 1: 337. 1753. ,"cldn] 3fF;, xnxn] ","Amile ghans, Halhale","W, C Nepal: 2100-4100 m. ","Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia, Europe and NW Africa. "
NEP07692,wfo-0000403595,Rumex acetosella L. ,Sp. Pl. 1: 338. 1753. ,,,E Nepal: 3400-3500 m. ,"Nepal, W Himalaya, E Asia, N Asia, C Asia, SW Asia and Europe."
NEP07693,wfo-0000403586,Rumex dentatus L. ,Mant. Pl. 2: 226. 1771. ,"jg kfn'ª\uf], afF;kft] ","Ban palungo, Banspate",C Nepal: 100-2500 m. ,"Nepal, W Himalaya, E Himalaya, S Asia, E Asia, N Asia, C Asia, SW Asia and N Africa. "
NEP07695,wfo-0001100854,Rumex hastatus D.Don,Prodr. Fl. Nepal. 75. 1825. ,"clbd/f], r/]dnf ","Adimaro, Charemala","W, C Nepal: 900-2600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia. "
NEP07697,wfo-0000403958,Rumex nepalensis Spreng.,Syst. Veg. 2: 159. 1825. ,xnxn] ,Halhale,"W, C, E Nepal: 200-4200 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, SE Asia, N Asia, C Asia, SW Asia and Africa. "
NEP07699,wfo-0000403926,Rumex patientia L. ,Sp. Pl. 1: 333. 1753. ,,,C Nepal: 3200-4000 m. ,"Nepal, Tibetan Plateau, N Asia, C Asia and Europe."
NEP07702,wfo-0001101710,Rumex vesicarius L. ,Sp. Pl. 1: 336. 1753. ,"cldnf] a]]y], cldnf] kfn'ª\uf] ","Amilo bethe, Amilo palungo",E Nepal: 200 m. ,"Nepal, Assam-Burma, S Asia, SW Asia, N Africa and Australasia."
NEP07703,wfo-0000403799,Drosera lunata Buch.-Ham. ex DC. ,Dissert. 2: 295 1797.,"lemFuf hn], kfDuf, lstf; ","Jhinga jale, Pamga, Kitas","W, C, E Nepal: 900-4000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. "
NEP07706,wfo-1200027064,Acanthophyllum cerastioides (D.Don) Madhani & Zarre ,Taxon 67(1): 101. 2018. ,,,"W, C, E Nepal: 2100-4700 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and S Asia."
NEP07709,wfo-0000545783,Arenaria densissima Wall. ex Edgew. & Hook.f.,Fl. Brit. India 1: 239. 1874. ,,,"W, C, E Nepal: 3500-5900 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP07711,wfo-0000601939,Arenaria globiflora (Fenzl) Wall. ex Edgew. & Hook.f. ,Fl. Brit. India 1: 238. 1874.,cft'Fu ,Atung: Tibetan,"C, E Nepal: 3500-4900 m. ",Nepal and Tibetan Plateau. 
NEP07714,wfo-0000601937,Arenaria neelgherrensis Wight & Arn. ,Prodr. Fl. Ind. Orient. 1: 43. 1834.,,,"W, C Nepal: 1800-2700 m. ","Nepal, W Himalaya, Tibetan Plateau and SW Asia."
NEP07715,wfo-0000546317,Arenaria orbiculata Royle ex Edgew. & Hook.f. ,Fl. Brit. India 1: 240. 1874. ,,,"W, C, E Nepal: 900-4400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia."
NEP07716,wfo-0000546454,Arenaria polytrichoides Edgew. ,Fl. Brit. India 1: 237. 1874.,,,"W, C, E Nepal: 3600-5400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP07717,wfo-0000546454,Arenaria serpyllifolia L. ,Sp. Pl. 1: 423. 1753. ,,,"W, C Nepal: 900-4300 m.","Nepal, W Himalaya, E Asia, Europe and N Africa. "
NEP07718,wfo-0000546651,Brachystemma calycinum D.Don,Prodr. Fl. Nepal. 216. 1825.,,,"C, E Nepal: 700-2800 m. ","Nepal, E Himalaya, Tibetan Plateau, E Asia and SE Asia."
NEP07720,wfo-0000546323,Cerastium fontanum Baumg. subsp. angustifolium (Franch.) H.Hara ,J. Jap. Bot. 52(9): 258. 1977.,,,"W, C, E Nepal: 1400-3900 m. ","Nepal, E Himalaya and E Asia."
NEP07722,wfo-0000496490,Cerastium fontanum Baumg. subsp. grandiflorum (Buch.-Ham. ex D.Don) H.Hara ,J. Jap. Bot. 52(12): 353. 1977. ,,,"W, C, E Nepal: 1900-4300 m. ",Nepal and Tibetan Plateau.
NEP07725,wfo-0000595603,Cerastium glomeratum Thuill. ,Fl. Env. Paris (ed. 2) 226. 1799.,d';fsfg] ,Musakane,"W, C, E Nepal: 1500-4950 m. ",Cosmopolitan weed. 
NEP07727,wfo-0000595575,Cerastium holosteoides Fr.,Novit. Fl. Suec. 4: 51. 1817.,,,"W, C, E Nepal: 1400-5000 m. ",Cosmopolitan weed.
NEP07731,wfo-0000596288,Drymaria cordata (L.) Willd. ex Schult. ,Systema Vegetabilium 5. 1819.,clehfnf] ,Abhijalo,"W, C, E Nepal: 1500-4300 m (Naturalized in Nepal). ","Native of Africa, N America and S America."
NEP07733,wfo-0000724319,Drymaria diandra Blume ,Bijdr. Fl. Ned. Ind. 2: 62. 1825.,,,"W, C, E Nepal: 300-3000 m. ","Nepal, W Himalaya, E Himalaya, E Asia, SE Asia, W Africa and Australasia."
NEP07735,wfo-0000657379,Drymaria villosa Schltdl. & Cham. ,Linnaea 5(2): 232. 1830.,clehfnf] ,Abhijalo,"W, C, E Nepal: 800-3300 m (Naturalized in Nepal). ",Native range is Mexico to Venezuela and Bolivia. 
NEP07736,wfo-1200027065,Eremogone bryophylla (Fernald) Pusalkar & D.K.Singh,J. Jap. Bot. 90(2): 78. 2015. ,lem;fFu sfkf]{ ,Jhisang karpo: Tibetan,"W, C, E Nepal: 3300-6335 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. "
NEP07739,wfo-0000546304,Eremogone edgeworthiana (Majumdar) Pusalkar & D.K.Singh,J. Jap. Bot. 90(2): 79. 2015.,,,"C, E Nepal: 3600-5250 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07741,wfo-0000545813,Eremogone ischnophylla (F.N.Williams) Rabeler & W.L.Wagner,PhytoKeys 50: 39. 2015. ,,,W Nepal: 4400-4500 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP07743,wfo-0000546054,Eremogone kansuensis (Maxim.) Dillenb. & Kadereit,Taxon 63(1): 83. 2014.,,,"W, C Nepal: 3900-5000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP07745,wfo-0000546067,Eremogone mukerjeeana (Majumdar) Rabeler & W.L.Wagner ,PhytoKeys 50: 40. 2015.,,,"W, C Nepal: 3200-4400 m.",Endemic to Nepal.
NEP07748,wfo-0000546291,Eremogone pulvinata (Edgew. & Hook.f.) Pusalkar & D.K.Singh,J. Jap. Bot. 90(2): 79. 2015.,,,E Nepal: 4500-4900 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP07750,wfo-0000713816,Gypsophila vaccaria (L.) Sm.,Fl. Graec. Prodr. 1(2): 279. 1809.,,,C Nepal: 200 m (Naturalized in Nepal).,Native of Eurasia. 
NEP07753,wfo-0000421686,Lepyrodiclis holosteoides (C.A.Mey.) Fenzl ex Fisch. & C.A.Mey. ,Enum. Pl. Nov. 1: 93. 1841. ,,,"W, C Nepal: 3900-4150 m. ","Nepal, W Himalaya, Tibetan Plateau, Assam-Burma, E Asia, N Asia, C Asia and SW Asia. "
NEP07755,wfo-0000708392,"Odontostemma depauperata (Edgew.) Satish Chandra, D.S.Rawat & Pusalkar",Phytotaxa 291(2): 167. 2017.,,,"W, C, E Nepal: 3500-4900 m.","Nepal, W Himalaya and E Himalaya."
NEP07759,wfo-0000545575,Odontostemma glandulosum Benth. ex G.Don,Gen. Hist. 1: 449. 1831.,,,"W, C, E Nepal: 2100-4500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP07761,wfo-0000545772,Odontostemma paramelanandrum (H.Hara) Rabeler & W.L.Wagner,Phytokeys 63: 90. 2016.,,,"W, C Nepal: 3900-5100 m.",Endemic to Nepal.
NEP07763,wfo-0000546387,Odontostemma roseiflorum (Sprague) Sadeghian & Zarre,Bot. J. Linn. Soc. 178(4): 666. 2015.,,,"W, C Nepal: 3800-4300 m. ","Nepal, Assam-Burma and E Asia."
NEP07765,wfo-0000546563,Polycarpon prostratum (Forssk.) Asch. & Schweinf. ,Oesterr. Bot. Z. 39: 128. 1889. ,,,"C, E Nepal: 100-1400 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. "
NEP07767,wfo-0000527912,Pseudostellaria heterantha (Maxim.) Pax var. nepalensis (Majumdar) H.Hara ,J. Jap. Bot. 51(5): 131. 1976.,,,"W, C, E Nepal: 2800-3800 m. ",Nepal and E Himalaya.
NEP07770,wfo-0001238093,Pseudostellaria himalaica (Franch.) Pax,Nat. Pflanzenfam. (ed. 2) 16c: 318. 1934.,,,"W, C, E Nepal: 2300-3800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP07773,wfo-0001238097,Pseudostellaria webbiana (Benth. ex G.Don) Ikonn.,Novosti Sist. Vyssh. Rast. 13: 114. 1976.,,,"C, E Nepal: 2200-2300 m. ",Nepal and W Himalaya.
NEP07776,wfo-1200027066,Sabulina kashmirica (Edgew.) Dillenb. & Kadereit,Taxon 63(1): 86. 2014.,,,"W, C Nepal: 3700-5200 m. ","Nepal, W Himalaya, Tibetan Plateau and SW Asia."
NEP07779,wfo-0001291294,Sagina japonica (Sw.) Ohwi ,J. Jap. Bot. 13(6): 438. 1937.,,,"W, C, E Nepal: 1200-3400 m.","Nepal, E Himalaya, Tibetan Plateau and E Asia. "
NEP07781,wfo-0000438489,Sagina saginoides (L.) H.Karst. ,Deut. Fl. 539. 1882.,,,"W, C Nepal: 2000-3800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, S Asia, E Asia, SE Asia, N Asia, C Asia, SW Asia, Europe, NW Africa and N America. "
NEP07783,wfo-0000439964,Schizotechium monospermum (Buch.-Ham. ex D.Don) Pusalkar & S.K.Srivast. ,Phytotaxa 252(1): 83. 2016. ,"DXgh/L, hª\unL ;fu ","Mhanjari, Jangali sag","W, C, E Nepal: 1200-3600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and SW Asia. "
NEP07786,wfo-0001428642,Schizotechium paniculatum (Edgew.) Pusalkar & S.K.Srivast.,Phytotaxa 252(1): 83. 2016.,,,"W, C, E Nepal: 2100-3600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, SE Asia and SW Asia."
NEP07790,wfo-1200027112,Shivparvatia ciliolata (Edgew. & Hook.f.) Pusalkar & D.K.Singh var. ciliolata ,J. Jap. Bot. 90(2): 83. 2015.,,,"W, C, E Nepal: 3800-5000 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07792,wfo-1200027113,Shivparvatia ciliolata (Edgew. & Hook.f.) Pusalkar & D.K.Singh var. pendula (Duthie ex F.N.Williams) Pusalkar & D.K.Singh ,J. Jap. Bot. 90(2): 84. 2015.,,,"W, C Nepal: 4000-4400 m. ",Nepal and W Himalaya.
NEP07794,wfo-1200027067,Shivparvatia forrestii (Diels) Rabeler ,Phytotaxa 303(3): 294. 2017.,,,C Nepal: 2900-5300 m. ,"Nepal, Tibetan Plateau and E Asia."
NEP07797,wfo-0000545922,Shivparvatia glanduligera (Edgew.) Pusalkar & D.K.Singh ,J. Jap. Bot. 90(2): 84. 2015.,,,"W, C, E Nepal: 3400-5100 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP07799,wfo-0000545921,Shivparvatia melandryiformis (F.N.Williams) Satish Chandra & D.S.Rawat ,Webbia 72(2): 178. 2017.,,,"C, E Nepal: 3600-5000 m. ","Nepal, E Himalaya and Tibetan Plateau.­­"
NEP07802,wfo-1200027068,Shivparvatia melandryoides (Edgew.) Satish Chandra & D.S.Rawat ,Webbia 72(2): 178. 2017.,,,"C, E Nepal: 4500-5000 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP07805,wfo-0000438916,Silene baccifera (L.) Roth ,Tent. Fl. Germ. 1: 192. 1788.,,,"W, C, E Nepal: 1600-2700 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia and Europe. "
NEP07807,wfo-0000628632,Silene caespitella F.N.Williams ,"J. Linn. Soc., Bot. 38(268): 403. 1909.",,,"W, C Nepal: 1200-4700 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
