LocalID,WFOID,scientificName,Publishedin,Devnagari,transliteration,Ecology,Distribution
NEP03680,wfo-0000448683,Meconopsis robusta Hook.f. & Thomson,Fl. Ind. 1: 253. 1855.,,,W Nepal: 2400-4200 m. ,Nepal and W Himalaya.
NEP03682,wfo-0000507577,Meconopsis simikotensis Grey-Wilson,Alpine Gardener 74(2): 220. 2006.,,,W Nepal: 3300-4000 m. ,Endemic to Nepal. 
NEP03684,wfo-0001242180,Meconopsis simplicifolia (D.Don) Walp. ,Repert. Bot. Syst. 1: 110. 1842.,,,"C, E Nepal: 3000-4900 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP03687,wfo-0000448699,Meconopsis sinuata Prain,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 314. 1896. ",,,"C, E Nepal: 3000-4500 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP03689,wfo-0000507578,Meconopsis staintonii Grey-Wilson,Curtis's Bot. Mag. 23(2): 190. 2006. ,,,"W, C, E Nepal: 2500-4300 m. ",Endemic to Nepal.
NEP03691,wfo-0000448698,Meconopsis taylorii L.H.J.Williams,Trans. Roy. Soc. Edinburgh 41: 347. 1972.,,,C Nepal: 3600-4600 m.,Endemic to Nepal. 
NEP03693,wfo-0000448697,Meconopsis villosa (Hook.f. ex Hook.) G.Taylor ,Meconopsis 28. 1934. ,,,E Nepal: 2600-3700 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP03696,wfo-0000448696,Meconopsis wallichii Hook.,Bot. Mag. 78: t. 4668. 1952.,,,"C, E Nepal: 3100-4300 m. ",Nepal and E Himalaya.
NEP03698,wfo-0000480421,Papaver dubium L. subsp. glabrum (Royle) Kadereit,Notes Roy. Gard. Edinburgh 45(2): 247. 1989. ,,,"W, C Nepal: 1900-2900 m. ","Nepal, W Himalaya, S Asia and SW Asia. "
NEP03701,wfo-0000863349,Circaeaster agrestis Maxim.,"Bull. Acad. Imp. Sci. Saint-Pétersbourg, sér. 3, 27: 557. 1881. ",,,"W, C, E Nepal: 2700-4100 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and N Asia."
NEP03702,wfo-0000638939,Decaisnea insignis (Griff.) Hook.f. & Thomson,Proc. Linn. Soc. London 2(60): 350. 1855. ,n'k'n{'ª ,Lupurlung,"C, E Nepal: 2400-2700 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP03704,wfo-1000041347,Stauntonia angustifolia (Wall.) Christenh.,Bot. Mag. 29(3): 264. 2012.,u'kmnf ,Gufala,"W, C, E Nepal: 1600-3000 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia. "
NEP03708,wfo-1200027057,Stauntonia latifolia (Wall.) Christenh.,Bot. Mag. 29(3): 269. 2012.,"u'kmnf, dnsf6L ","Gufala, Malkati","W, C, E Nepal: (800-)1500-4000 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia. "
NEP03710,wfo-0000605882,Cissampelos pareira L. var. hirsuta (Buch.-Ham. ex DC.) Forman,Kew Bull. 22: 356. 1968.,"lrNnf] af6'Nkft], u'b/ ufgf] ","Chillo batulpate, Gudar gano","W, C, E Nepal: 100-2500 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, SE Asia, Africa and Australasia. "
NEP03713,wfo-0000613563,Cocculus laurifolius DC.,Syst. Nat. 1: 520. 1817. ,ltnkmf]/f ,Tilphora,"W, C Nepal: 800-2500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP03715,wfo-0000613595,Cocculus orbiculatus (L.) DC.,Syst. Nat. 1: 523. 1817.,,,C Nepal: 1500-2000 m. ,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia."
NEP03718,wfo-1200027058,Parabaena sagittata Miers ex Hook.f. & Thomson,Fl. Ind. 1: 181. 1855. ,,,C Nepal:,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia."
NEP03720,wfo-0001228232,Pericampylus glaucus (Lam.) Merr.,Interpr. Herb. Amb. 219. 1917.,"b'w] nx/f, lkkn kft] ","Dudhe lahara, Pipal pate","W, E Nepal: 500-1800 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP03722,wfo-0001083815,Stephania elegans Hook.f. & Thomson,Fl. Ind. 1: 195. 1855. ,"tf/f] nx/f, af6'Nkft] ","Taro lahara, Batulpate","W, C, E Nepal: 500-2400 m.","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP03723,wfo-0000505181,Stephania glandulifera Miers,"Ann. Mag. Nat. Hist. ser. 3, 18(103): 15. 1866.","u'b/ ufgf], af6'Nkft] ","Gudar gano, Batulpate","C, E Nepal: 1300-2100 m. ","Nepal, E Himalaya, Assam-Burma and SE Asia. "
NEP03724,wfo-0001083816,Stephania gracilenta Miers,Contrib. Bot. 3: 219. 1871.,,,"W, C, E Nepal: 600-3000 m.","Nepal, Tibetan Plateau and Assam-Burma. "
NEP03725,wfo-0001285570,Stephania japonica (Thunb.) Miers var. japonica,"Ann. Mag. Nat. Hist. ser. 3, 18(103): 14. 1866.","kf7f, af6'Nkft] ","Patha, Batulpate","C, E Nepal: 600-2600 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. "
NEP03727,wfo-0001238631,Stephania japonica (Thunb.) Miers var. discolor (Blume) Forman,Kew Bull. 11(1): 56. 1956. ,,,"C, E Nepal: 100-2600 m. ","Nepal, E Himalaya, Assam-Burma, E Asia, SE Asia and Australasia."
NEP03730,wfo-0000505063,Stephania rotunda Lour.,Fl. Cochinch. 2: 608. 1790.,"lgd nx/f, as'{nL nx/f ","Nim lahara, Barkuli lahara","W, C, E Nepal: 300-2900 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and SE Asia. "
NEP03733,wfo-0001083819,Tiliacora acuminata (Lam.) Miers,"Ann. Mag. Nat. Hist. ser. 2, 7(37): 39. 1851.",?v sfg] ,Rukh kane,W Nepal: 200-300 m.,"Nepal, Assam-Burma, S Asia and SE Asia. "
NEP03735,wfo-0001228223,Tinospora crispa (L.) Hook.f. & Thomson,Fl. Ind. 1: 183. 1855.,,,C Nepal: 600-700 m. ,"Nepal, Assam-Burma, S Asia, E Asia and SE Asia."
NEP03737,wfo-0001083821,Tinospora cordifolia (Willd.) Miers ex Hook.f. & Thomson,Fl. Ind. 1: 184. 1855. ,u'hf]{ nx/f ,u'hf]{ nx/f ,C Nepal: 100-200 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia."
NEP03739,wfo-0001083980,Tinospora sinensis (Lour.) Merr.,Sunyatsenia 1: 193. 1934.,u'hf]{ nx/f ,Gurjo lahara,"W, C, E Nepal: 100-800 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP03741,wfo-0000562768,Berberis angulosa Wall. ex Hook.f. & Thomson,Fl. Ind. 1: 227. 1855. ,r'q] sfF8f ,Chutre kanda,"C, E Nepal: 3000-4500 m. ","Nepal, E Himalaya and Tibetan Plateau. "
NEP03744,wfo-0000562794,Berberis aristata DC.,Syst. Nat. 2: 8. 1821. ,"afx|df;] r'qf], So]jf{ ","Barhamase chutro, Kyerwa: Tibetan","W, C, E Nepal: 1200-4000 m. ","Nepal, W Himalaya, E Himalaya and E Asia. "
NEP03749,wfo-0000562803,Berberis asiatica Roxb. ex DC.,Syst. Nat. 2: 13. 1821.,"r'qf], /;fhg ","Chutro, Rasajan","W, C, E Nepal: 600-3150 m.","Nepal, W Himalaya, Tibetan Plateau, Assam-Burma and S Asia. "
NEP03750,wfo-1200027097,Berberis concinna Hook.f. var. concinna,Bot. Mag. 79: t. 4744. 1853.,"r'qf], k'r' ","Chutro, Puchu","W, C, E Nepal: 2600-4600 m.",Nepal and E Himalaya.
NEP03753,wfo-1200011079,Berberis concinna Hook.f. var. extensiflora Ahrendt,"J. Linn. Soc., Bot. 57: 119. 1961.",,,C Nepal: 3000-3400 m. ,Endemic to Nepal.
NEP03754,wfo-0000563126,Berberis everestiana Ahrendt var. ventosa Ahrendt,"J. Linn. Soc., Bot. 57: 117. 1961.",slgs] r'qf] ,Kanike chutro,"W, C, E Nepal: 2700-4600 m. ",Nepal and E Himalaya.
NEP03755,wfo-0000563200,Berberis glaucocarpa Stapf,Bot. Mag. 151: sub pl. 9102. 1926.,,,"W, C Nepal: 2000-3900 m.",Nepal and W Himalaya.
NEP03757,wfo-0000563246,Berberis hamiltoniana Ahrendt,Gard. Illustr. 64: 426. 1944.,r'qf] ,Chutro,"W, C, E Nepal: 2700-4300 m.",Nepal and W Himalaya.
NEP03758,wfo-0000563288,Berberis hookeri Lem.,Ill. Hort. 6: t. 207. 1859. ,,,"C, E Nepal: 2000-3400 m. ","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma."
NEP03759,wfo-0000563326,Berberis insignis Hook.f. & Thomson,Fl. Ind. 1: 226. 1855.,,,E Nepal: 2000-3400 m. ,"Nepal, E Himalaya and Assam-Burma. "
NEP03760,wfo-0000563354,Berberis jaeschkeana C.K.Schneid. var. usteriana C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 399. 1905.",,,"W, C Nepal: 2600-4000 m. ",Nepal and W Himalaya.
NEP03761,wfo-0001334187,Berberis karnaliensis Bh.Adhikari,Edinburgh J. Bot. 69(3): 500. 2012.,,,W Nepal: 1800-3600 m. ,Endemic to Nepal.
NEP03763,wfo-0000563400,Berberis koehneana C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 814. 1905.",,,"W, C Nepal: 2400-4000 m. ","Nepal, W Himalaya, Tibetan Plateau and E Asia."
NEP03765,wfo-0000563408,Berberis kumaonensis C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 397. 1905. ",r'qf] ,Chutro,W Nepal: 2900-4200 m. ,Nepal and W Himalaya.
NEP03766,wfo-0000563563,Berberis mucrifolia Ahrendt,J. Roy. Hort. Soc. 81: 135. 1956.,r'qf] ,Chutro,"W, C, E Nepal: 2000-4500 m.  ",Endemic to Nepal. 
NEP03767,wfo-0000563618,Berberis orthobotrys Bienert ex Aitch.,"J. Linn. Soc., Bot. 19: 150. 1882.",,,"C, E Nepal: 2800-4200 m. ",Endemic to Nepal.
NEP03769,wfo-1200027059,Berberis pendryi Bh.Adhikari,Edinburgh J. Bot. 69(3): 477. 2012.,,,C Nepal: 3600-3700 m. ,Endemic to Nepal. 
NEP03770,wfo-1200027098,Berberis petiolaris Wall. ex G.Don var. petiolaris,Gen. Syst. 1: 116. 1831.,,,"W, C Nepal: 2600-3600 m",Nepal and W Himalaya.
NEP03772,wfo-1200027099,Berberis petiolaris Wall. ex G.Don var. garhwalana Ahrendt,J. Bot. 80(Suppl.): 82. 1942.,,,W Nepal: 2700-3400 m. ,Nepal and W Himalaya.
NEP03773,wfo-0000563923,Berberis thomsoniana C.K.Schneid.,"Bull. Herb. Boissier, sér. 2, 5: 454. 1905.",r'qf] ,Chutro,"W, C, E Nepal: 2800-3700 m.","Nepal, E Himalaya and Tibetan Plateau."
NEP03775,wfo-0000563970,Berberis tsarica Ahrendt,J. Bot. 79(Suppl.): 48. 1941. ,,,"C, E Nepal: 3900-5300 m. ","Nepal, E Himalaya and Tibetan Plateau. "
NEP03776,wfo-0000564016,Berberis virescens Hook.f.,Bot. Mag. 116: t. 7116. 1890.,,,E Nepal: 3100-4000 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP03777,wfo-0000564056,Berberis wallichiana DC.,Prodr. 1: 107. 1824. ,afx|df;] r'qf] ,Barhamase chutro,"C, E Nepal: 2300-3300 m. ","Nepal, E Himalaya, Assam-Burma and SE Asia. "
NEP03779,wfo-0000368701,Mahonia acanthifolia Wall. ex G.Don,Gen. Syst. 1: 118. 1831.,,,"W, C, E Nepal: 1700-2900 m. ","Nepal, E Himalaya, Tibetan Plateau, and Assam-Burma."
NEP03781,wfo-0001257901,Mahonia napaulensis DC.,Syst. Nat. 2: 21. 1821. ,hdfg] dfGb|f] ,Jamane mandro,C Nepal: 1200-3600 m. ,"Nepal, E Himalaya, Tibetan Plateau, and Assam-Burma. "
NEP03783,wfo-0000397412,Podophyllum hexandrum Royle,Ill. Bot. Himal. Mts. 64. 1834.,n3' kq ,Laghu patra,"W, C, E Nepal: 2300-4600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia. "
NEP03786,wfo-0000516888,Aconitum alpino-nepalense Tamura,Acta Phytotax. Geobot. 23: 100. 1968.,,,E Nepal: 4300-4400 m.,Nepal and Tibetan Plateau.
NEP03787,wfo-0000516900,Aconitum amplexicaule Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 7. 1964.,,,"W, C Nepal: 3800-4200 m. ",Endemic to Nepal.
NEP03788,wfo-0000516904,Aconitum angulatum Tamura,Acta Phytoatax. Geobot. 23: 100. 1968.,,,"C, E Nepal: 3800-4200 m. ",Endemic to Nepal. 
NEP03789,wfo-0000516978,Aconitum bhedingense Lauener,Notes Roy. Bot. Gard. Edinburgh 25: 26. 1963.,,,"C, E Nepal: 3000-4200 m. ",Endemic to Nepal. 
NEP03790,wfo-0000517188,Aconitum dhwojii Lauener,Notes Roy. Bot. Gard. Edinburgh 25: 25. 1963.,,,C Nepal: 4500-4900 m.  ,Endemic to Nepal. 
NEP03791,wfo-0000517192,Aconitum dissectum D.Don,Prodr. Fl. Nepal. 197. 1825. ,"dw' lav, lav, kf]Fu/ ","Madhu bikh, Bikh, Pongar: Sherpa","W, C, E Nepal: 3300-4900 m.","Nepal, E Himalaya, Tibetan Plateau and E Asia. "
NEP03794,wfo-0000517214,Aconitum elwesii Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 174. 1905.,,,E Nepal: 3000 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP03795,wfo-0000517242,Aconitum ferox Wall. ex Ser.,"Mus. Helv. 1: 160, t. 15. 1823.",";]tf] lav, lgnf] lav ","Seto bikh, Nilo bikh","W, C, E Nepal: 2100-4700 m.",Nepal and E Himalaya.
NEP03796,wfo-0000517290,Aconitum funiculare Stapf,Bull. Misc. Inform. Kew 1917(1): 24. 1917. ,,,E Nepal: 2700-2900 m. ,Nepal and E Himalaya.
NEP03797,wfo-0000517372,Aconitum heterophylloides Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 171. 1905.,"clt;, lav, sfnf] lav, d'8'nf] ",,"W, C, E Nepal: 2800-6400 m.","Nepal, E Himalaya and Tibetan Plateau. "
NEP03805,wfo-1000035738,Aconitum heterophyllum Wall. ex Royle,Ill. Bot. Himal. Mts. 2(1): pl. 13. 1833.,clt; ,Atis,"W, C Nepal: 2700-3700 m. ",Nepal and W Himalaya.
NEP03807,wfo-0000517387,Aconitum hookeri Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 147. 1905.,,,"W, C, E Nepal: 3800-4900 m.","Nepal, E Himalaya and E Asia. "
NEP03808,wfo-0000517510,Aconitum laeve Royle,Ill. Bot. Himal. Mts. 56. 1834.,,,W Nepal: 2700-3500 m.,Nepal and W Himalaya.
NEP03809,wfo-0000517681,Aconitum nakaoi Tamura,Acta Phytotax. Geobot. 19(2-3): 73. 1962.,,,E Nepal: 4000 m. ,Nepal and E Himalaya.
NEP03810,wfo-0000517761,Aconitum naviculare (Brühl) Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 154. 1905.,lavdf ,Bikhma,"W, C Nepal: 4000-4900 m. ","Nepal, E Himalaya and Tibetan Plateau. "
NEP03813,wfo-0000517789,Aconitum novoluridum Munz,Gentes Herbarum 6: 472. 1945.,"cltl;FuL lav, lav ","Atisingi bikh, Bikh","C, E Nepal: 3400-5000 m. ","Nepal, E Himalaya and Tibetan Plateau. "
NEP03815,wfo-0000517817,Aconitum orochryseum Stapf,Bull. Misc. Inform. Kew 1922(4): 149. 1922.,lgd{;L ,Nirmasi,"C, E Nepal: 3500-4900 m.",Nepal and E Himalaya.
NEP03816,wfo-0000517831,Aconitum palmatum D.Don,Prodr. Fl. Nepal. 196. 1825.,lavdf ,Bikhma,C Nepal: 3200-3500 m. ,"Nepal, E Himalaya, Tibetan Plateau and Assam-Burma. "
NEP03818,wfo-0000517901,Aconitum poluninii Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 7. 1964.,,,"W, E Nepal: 2600-3900 m. ",Endemic to Nepal. 
NEP03819,wfo-0000517942,Aconitum pulchellum Hand.-Mazz.,"Kaiserl. Akad. Wiss. Wien, Math.-Naturwiss. Kl., Anz. 62: 219, pl. 5, f. 7-8. 1925.",,,E Nepal: 4200-4300 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP03820,wfo-0000518004,Aconitum rotundifolium Kar. & Kir.,Bull. Soc. Imp. Naturalistes Moscou 15(2): 139. 1842. ,dw' lav ,Madhu bikh,"C, E Nepal: 2600-4500 m. ","Nepal, W Himalaya, Tibetan Plateau, N Asia, C Asia and SW Asia."
NEP03822,wfo-0000518028,Aconitum scaposum Franch.,J. Bot. (Morot) 8(16): 277. 1894.,,,E Nepal: 2500-3200 m. ,"Nepal, E Himalaya, Assam-Burma and E Asia."
NEP03824,wfo-0000518091,Aconitum soongaricum Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 141. 1905. ,,,W Nepal: 3100-3900 m. ,"Nepal, W Himalaya, N Asia and C Asia. "
NEP03825,wfo-0000518103,Aconitum spicatum (Brühl) Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 165. 1905. ,"lav, cltljif ","Bikh, Atibish","W, C, E Nepal: 1800-4800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma."
NEP03834,wfo-0000518110,Aconitum staintonii Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 4. 1964.,,,E Nepal: 3300-4100 m. ,Endemic to Nepal. 
NEP03835,wfo-0000518147,Aconitum tabatae Tamura,Acta Phytotax. Geobot. 37: 152. 1986. ,,,W Nepal: 3800-3900 m.  ,Endemic to Nepal. 
NEP03836,wfo-0000518301,Aconitum violaceum Jacquem. ex Stapf,Ann. Roy. Bot. Gard. (Calcutta) 10: 144. 1905. ,"dw' lav, lav ","Madhu bikh, Bikh","W, C Nepal: 3900-4500 m. ",Nepal and W Himalaya.
NEP03837,wfo-0000518356,Aconitum williamsii Lauener,Notes Roy. Bot. Gard. Edinburgh 26: 6. 1964.,,,"W, C Nepal: 3200-3700 m. ",Endemic to Nepal. 
NEP03838,wfo-0000519082,Actaea frigida (Royle) Prantl,Bot. Jahrb. Syst. 9: 246. 1888.,lhpGtL ,Jiunti,"W, C, E Nepal: 2400-4000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP03841,wfo-0000519126,Actaea spicata L. var. acuminata (Wall. ex Royle) H.Hara,J. Jap. Bot. 51(5): 132. 1976.,,,"W, C Nepal: 2400-3900 m. ","Nepal, W Himalaya, E Himalaya and SW Asia. "
NEP03843,wfo-0000521105,Adonis aestivalis L.,Sp. Pl. (ed. 2) 1: 771. 1762. ,,,W Nepal: 2000-3300 m. ,"Nepal, W Himalaya, Tibetan Plateau, C Asia, SW Asia and Europe."
NEP03845,wfo-0000521173,Adonis chrysocyathus Hook.f. & Thomson ex Hook.f.,Fl. Brit. India 1: 15. 1872. ,,,"W, C, E Nepal: 3000-4600 m. ","Nepal, W Himalaya, Tibetan Plateau, N Asia and C Asia. "
NEP03846,wfo-0000521253,Adonis nepalensis Simonovicz,Nov. Syst. Pl. Vasc. 7: 146. 1971.,,,"C, E Nepal: 3700-4600 m. ",Nepal and E Himalaya.
NEP03847,wfo-0000535010,Anemonastrum demissum (Hook.f. & Thomson) Holub,Folia Geobot. Phytotax. 8(2): 165. 1973.,,,"W, C, E Nepal: 2700-5600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP03851,wfo-0000535011,Anemonastrum elongatum (D.Don) Holub,Folia Geobot. Phytotax. 8(2): 165. 1973.,"/tg hf]t, wg]/f] ","Ratan jot, Dhanero","W, C, E Nepal: 1800-4600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. "
NEP03853,wfo-0001331078,Anemonastrum geum (H.Lév.) Mosyakin,Phytoneuron 2018-55: 7. 2018.,,,"W, C, E Nepal: 1900-5100 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP03857,wfo-1200027146,Anemonastrum obtusilobum (D.Don) Mosyakin subsp. obtusiloba,Phytoneuron 2018-55: 7. 2018. ,"/tg hf]t, sfª\u|] emf/ ","Ratan jot, Kangre jhar","W, C, E Nepal: 1800-4800 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, N Asia and SW Asia."
NEP03860,wfo-0001360537,Anemonastrum obtusilobum (D.Don) Mosyakin subsp. nepalense (R.P.Chaudhary) Mosyakin,Phytoneuron 2018-55: 7. 2018.,,,"C, E Nepal: 2900-3500 m. ",Endemic to Nepal.
NEP03862,wfo-0000535021,Anemonastrum polyanthes (D.Don) Holub.,Folia Geobot. Phytotax. 8(2): 165. 1973. ,/yla/y ,Rathabiratha,"W, C, E Nepal: 2300-4800 m.","Nepal, W Himalaya, E Himalaya and Assam-Burma. "
NEP03864,wfo-0001331081,Anemonastrum polycarpum (W.E.Evans) Mosyakin,Phytoneuron 2018-55: 7. 2018.,,,"C, E Nepal: 3000-5000 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia. "
NEP03868,wfo-0001331082,Anemonastrum rockii (Ulbr.) Mosyakin,Phytoneuron 2018-55: 7. 2018.,,,"W, C Nepal: 2100-4000 m. ","Nepal, Tibetan Plateau and E Asia."
NEP03871,wfo-1200027092,Anemonastrum rupestre (Wall. ex Hook.f. & Thomson) Mosyakin subsp. rupestre,Phytoneuron 2018-55: 7. 2018.,,,"W, C, E Nepal: 2700-4800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP03874,wfo-0001360538,Anemonastrum rupestre (Wall. ex Hook.f. & Thomson) Mosyakin subsp. gelidum (Maxim.) Mosyakin,Phytoneuron 2018-55: 7. 2018.,,,"C, E Nepal: 3500-4600 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP03877,wfo-0000535028,Anemonastrum smithianum (Lauener & Panigrahi) Holub,Folia Geobot. Phytotax. 11(1): 80. 1976.,,,"W, C, E Nepal: 3300-4600 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP03880,wfo-0000535030,Anemonastrum tetrasepalum (Royle) Holub,Folia Geobot. Phytotax. 8: 165. 1973. ,,,W Nepal: 2500-4200 m. ,"Nepal, W Himalaya and SW Asia."
NEP03882,wfo-0001331086,Anemonastrum trullifolium (Hook.f. & Thomson) Mosyakin,Phytoneuron 2018-55: 8. 2018. ,"emf/] h/f, lha|] emf/ ","Jhare jara, Jibre jhar","C, E Nepal: 2500-4600 m.","Nepal, E Himalaya, Tibetan Plateau and E Asia. "
NEP03885,wfo-0000535187,Anemone coelestina Franch. var. holophylla (Diels) Ziman & B.E.Dutton,Fl. China 6: 325. 2001.,,,E Nepal: 2500-4900 m. ,"Nepal, E Himalaya and E Asia."
NEP03887,wfo-0000535306,Anemone fuscopurpurea H.Hara,J. Jap. Bot. 48(12): 353. 1973. ,,,E Nepal: 3600-4400 m. ,Endemic to Nepal. 
NEP03888,wfo-0000541454,Aquilegia moorcroftiana Wall. ex Royle,Ill. Bot. Himal. Mts. 55. 1834.,,,"W, C Nepal: 3800-4200 m. ","Nepal, W Himalaya, Tibetan Plateau, N Asia and C Asia. "
NEP03889,wfo-0000541468,Aquilegia nivalis (Baker) Falc. ex B.D.Jacks.,Index Kew. 1(1): 167. 1893. ,,,C Nepal: 2400-3900 m. ,Nepal and W Himalaya.
NEP03892,wfo-0000541507,Aquilegia pubiflora Wall. ex Royle,Ill. Bot. Himal. Mts. 55. 1834.,,,W Nepal: 2400-3200 m. ,"Nepal, W Himalaya and SW Asia. "
NEP03894,wfo-0000579178,Calathodes palmata Hook.f. & Thomson,Fl. Ind. 1: 41. 1855.,,,E Nepal: 3200 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP03895,wfo-0000580303,Callianthemum pimpinelloides (D.Don) Hook.f. & Thomson,Fl. Ind. 1: 26. 1855. ,,,"W, C, E Nepal: 2600-4000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia."
NEP03897,wfo-0001129628,Caltha palustris L. var. palustris,Sp. Pl. 1: 558. 1753. ,"Ps cfFVn] k""mn ",Ek ankhle phul,"W, C, E Nepal: 2400-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, N Asia, C Asia, SW Asia, Europe and N America. "
NEP03900,wfo-0000581662,Caltha palustris L. var. alba (Cambess.) Hook.f. & Thomson,Fl. Brit. India 40. 1855.,,,"C, E Nepal: 3900-4100 m. ","Nepal, W Himalaya and E Himalaya."
NEP03903,wfo-0000581692,Caltha palustris L. var. himalaica Tamura,Acta Phytotax. Geobot. 19(2-3): 76. 1962.,,,"W, C, E Nepal: 2900-4100 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP03904,wfo-0000581766,Caltha scaposa Hook.f. & Thomson,Fl. Ind. 1: 40. 1855.,,,"W, C, E Nepal: 2700-5500 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP03905,wfo-0000609425,Clematis acuminata DC.,Syst. Nat. 1: 148. 1817. ,/g;fu ,Ransag,"W, C, E Nepal: 200-3000 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma and E Asia."
NEP03910,wfo-0000609467,Clematis alternata Kitam. & Tamura,Acta Phytotax. Geobot. 15: 129. 1954.,/Ë]nL u'?a'6L ,Rangeli gurubuti,C Nepal: 1500-3400 m. ,Nepal and Tibetan Plateau. 
NEP03911,wfo-0000609565,Clematis barbellata Edgew.,Trans. Linn. Soc. London 20(1): 25. 1846.,h'Fu] nx/f ,Junge lahara,"W, C Nepal: 2100-4000 m. ",Nepal and W Himalaya.
NEP03914,wfo-0000609608,Clematis bracteolata Tamura,Acta Phytotax. Geobot. 23: 29. 1968.,,,W Nepal: 3700 m. ,Endemic to Nepal.
NEP03915,wfo-0000609615,Clematis brevicaudata DC.,Syst. Nat. 1: 138. 1817.,,,"W, C Nepal: 2100-2500 m. ","Nepal, Tibetan Plateau, E Asia and N Asia."
NEP03916,wfo-0000609625,Clematis buchananiana DC.,Syst. Nat. 1: 140. 1817. ,"h'Fu] nx/f, lkgf;] nx/f, dx ufu|L ","Junge lahara, Pinase lahara, Maha gagri","W, C, E Nepal: 900-4200 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP03923,wfo-0000609748,Clematis connata DC.,Prodr. 1: 4. 1824. ,e}F;L nx/f ,Bhainsi lahara,"W, C, E Nepal: 1300-3600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP03926,wfo-0000609987,Clematis gouriana Roxb. ex DC.,Syst. Nat. 1: 138. 1817.,h'Fu] nx/f ,Junge lahara,"W, C, E Nepal: 100-2100 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
