WFOID,Country,LocalID,scientificName,Ecology,Distribution,rights,license,bibliographicCitation,compiler
wfo-0000213062,NP,NEP05141,Trigonella corniculata (L.) L.,"W, C Nepal: 3600-3800 m. ","Nepal, W Himalaya, E Himalaya, SW Asia and Europe. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000214021,NP,NEP05143,Trigonella emodi Benth.,"W, C, E Nepal: 1300-4900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and SW Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000185560,NP,NEP05145,Trigonella fimbriata Royle ex Benth.,C Nepal: 1800-2200 m. ,"Nepal, W Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000199202,NP,NEP05147,Trigonella gracilis Benth.,"W, C Nepal: 1900-4600 m. ",Nepal and W Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000199204,NP,NEP05148,Uraria lagopodioides (L.) Desv.,"W, C, E Nepal: 100-1400 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000204801,NP,NEP05150,Uraria lagopus DC. var. lagopus,"W, C, E Nepal: 700-2400 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma and S Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000204806,NP,NEP05152,Uraria lagopus DC. var. neglecta (Prain) H.Ohashi,C Nepal: 200-1500 m.,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000204806,NP,NEP05154,Uraria picta (Jacq.) Desv. ex DC.,W Nepal: 100-1200 m. ,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, Africa and Australasia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000178000,NP,NEP05156,Uraria rufescens (DC.) Schindl.,"W, C Nepal: 100-1000 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000182274,NP,NEP05161,Vachellia nilotica (L.) P.J.H.Hurter & Mabb.,"W, C, E Nepal: 100-300 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, SW Asia and Africa. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000183021,NP,NEP05164,Vicia bakeri Ali,"W, C Nepal: 2200-4200 m.","Nepal, W Himalaya, Tibetan Plateau and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000206161,NP,NEP05165,Vicia hirsuta (L.) Gray,"W, C, E Nepal: 200-2700 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, N Asia, C Asia, SW Asia, Europe and Africa; widely naturalized. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000212743,NP,NEP05167,Vicia sativa L. subsp. nigra (L.) Ehrh.,"W, C, E Nepal: 100-4000 m.","Asia, Europe and Africa. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000212789,NP,NEP05171,Vicia tenuifolia Roth,"W, C Nepal: 1600-2200 m. ","Nepal, W Himalaya, N Asia, C Asia, SW Asia, Europe and Africa.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000212787,NP,NEP05172,Vicia tetrasperma (L.) Schreb.,C Nepal: 100-1600 m. ,"Nepal, W Himalaya, E Himalaya, E Asia, N Asia, C Asia, SW Asia, Europe and N Africa.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000212802,NP,NEP05174,Vigna angularis (Willd.) Ohwi & H.Ohashi,"W, C, E Nepal: 300-2600 m.","Nepal, E Himalaya, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000192391,NP,NEP05177,Vigna nepalensis Tateishi & Maxted,E Nepal: 1300-1400 m. ,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000192392,NP,NEP05178,Vigna vexillata (L.) A.Rich. var. vexillata,"W, C, E Nepal: 100-1400 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Africa, N America, S America and Australasia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000182995,NP,NEP05180,Vigna vexillata (L.) A.Rich. var. angustifolia (Schumach. & Thonn.) Baker,"W, C Nepal: 900-2800 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, SW Asia, Africa and Australasia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000196613,NP,NEP05182,Zornia gibbosa Span.,"W, C, E Nepal: 400-2200 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001058096,NP,NEP05183,Polygala abyssinica R.Br. ex Fresen.,W Nepal: 1200-2800 m. ,"Nepal, W Himalaya, S Asia, SW Asia and Africa. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000484053,NP,NEP05185,Polygala arillata Buch.-Ham. ex D.Don var. arillata,"C, E Nepal: 1200-2700 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001219790,NP,NEP05187,Polygala arillata Buch.-Ham. ex D.Don var. laevicarpa R.N.Banerjee & G.S.Giri,"C, E Nepal: 1500-1600 m",Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001239618,NP,NEP05188,Polygala crotalarioides Buch.-Ham. ex DC.,"W, C Nepal: 200-3000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001389209,NP,NEP05189,Polygala elegans Wall. ex Royle,"W, C, E Nepal: 1600-3600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001219808,NP,NEP05192,Polygala furcata Royle,"W, C, E Nepal: 600-2200 m. ","Nepal, E Himalaya, Assam-Burma, S Asia and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000488689,NP,NEP05195,Polygala linariifolia Willd.,"W, C, E Nepal: 200-2900 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001239621,NP,NEP05197,Polygala longifolia Poir.,"W, C Nepal: 900-1500 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001239623,NP,NEP05200,Polygala persicariifolia DC.,"W, C, E Nepal: 700-2100 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Africa and Australasia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001100620,NP,NEP05202,Polygala sibirica L.,"W, C Nepal: 1800-3600 m. ",Asia and Europe. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000488869,NP,NEP05204,Polygala tatarinowii Regel,"W, C, E Nepal: 1400-2900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, SE Asia and N Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000488578,NP,NEP05205,Polygala triflora L.,"W, C, E Nepal: 100-2400 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SE Asia and Australasia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001100640,NP,NEP05206,Salomonia cantoniensis Lour.,"W, C, E Nepal: 700-2100 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001219782,NP,NEP05209,Salomonia ciliata (L.) DC.,C Nepal: 800-1300 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000503491,NP,NEP05213,Securidaca inappendiculata Hassk.,C Nepal: 400-1000 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000985485,NP,NEP05214,Agrimonia pilosa Ledeb. var. nepalensis (D.Don) Nakai,"W, C, E Nepal: 800-3900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000989637,NP,NEP05218,Alchemilla vulgaris L.,"C Nepal: 4000-4300 m. Nepal,","Nepal, W Himalaya, SW Asia and Europe.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001009478,NP,NEP05219,Argentina anserina (L.) Rydb.,"W, C, E Nepal: 2800-4600 m.","Asia, Europe and N America. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001329566,NP,NEP05221,Argentina aristata (Soják) Soják,"W, C, E Nepal: 3400-4700 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990781,NP,NEP05224,Argentina commutata (Lehm.) Soják var. commutata,"W, C, E Nepal: 3500-4500 m.","Nepal, W Himalaya and E Himalaya.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001385925,NP,NEP05228,Argentina commutata (Lehm.) Soják var. polyandra (Soják) Y.H.Tong & N.H.Xia,"C, E Nepal: 4000-4500 m. ","Nepal, W Himalaya, E Himalaya and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001385925,NP,NEP05230,Argentina contigua (Soják) Y.H.Tong & N.H.Xia,"W, C, E Nepal: 3500-4700 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001346991,NP,NEP05232,Argentina emodi (H.Ikeda & H.Ohba) Soják,"C, E Nepal: 4000-4100 m. ",Endemic to Nepal. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001429271,NP,NEP05234,Argentina festiva (Soják) Soják,"W, C, E Nepal: 1900-3800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001342312,NP,NEP05236,Argentina glabriuscula (T.T.Yu & C.L.Li) Soják,E Nepal: 3500-5000 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001015984,NP,NEP05239,Argentina interrupta (T.T.Yu & C.L.Li) Soják,"W, C, E Nepal: 3500-4200 m.","Nepal, E Himalaya and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000984016,NP,NEP05242,Argentina leuconota (D.Don) Soják,"W, C, E Nepal: 2700-4500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001342322,NP,NEP05244,Argentina lineata (Trevir.) Soják,"W, C, E Nepal: 1700-4100 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990384,NP,NEP05249,Argentina micropetala (D.Don) Soják,"W, C, E Nepal: 2300-4800 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983431,NP,NEP05252,Argentina microphylla (D.Don) Soják,"W, C, E Nepal: 3400-5200 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018144,NP,NEP05255,Argentina peduncularis (D.Don) Soják,"W, C, E Nepal: 3000-4700 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316328,NP,NEP05260,Argentina polyphylla (Wall. ex Lehm.) Soják,"C, E Nepal: 1400-4000 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000984166,NP,NEP05263,Argentina stenophylla (Franch.) Soják. var. emergens (Cardot) Y.H.Tong & N.H.Xia,E Nepal: 4400 m. ,"Nepal, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983423,NP,NEP05267,Argentina tristis (Soják) Soják,"W, C, E Nepal: 3300-5000 m. ",Nepal and W Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000988720,NP,NEP05270,Aruncus dioicus (Walter) Fernald subsp. triternatus (Wall. ex Maxim.) H.Hara,"W, C, E Nepal: 2100-4200 m. ","Nepal, W Himalaya and E Himalaya.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001341747,NP,NEP05274,Chamaecallis perpusilloides (W.W.Sm.) Smedmark,"C, E Nepal: 3600-4200 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018121,NP,NEP05277,Cotoneaster acuminatus Lindl.,"W, C, E Nepal: 1500-4200 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017148,NP,NEP05286,Cotoneaster adpressus Bois,"W, C, E Nepal: 1500-4500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
