taxonId	coreId
wfo-0000266841	urn:lsid:ipni.org:names:760235-1
wfo-0000266945	urn:lsid:ipni.org:names:760268-1
wfo-0000266958	urn:lsid:ipni.org:names:760275-1
wfo-0000266993	urn:lsid:ipni.org:names:760289-1
wfo-0000267005	urn:lsid:ipni.org:names:760296-1
wfo-0000267019	urn:lsid:ipni.org:names:760303-1
wfo-0000270405	urn:lsid:ipni.org:names:194610-2
wfo-0000270678	urn:lsid:ipni.org:names:85636-1
wfo-0000270936	urn:lsid:ipni.org:names:353842-1
wfo-0000270997	urn:lsid:ipni.org:names:353886-1
wfo-0000271079	urn:lsid:ipni.org:names:353946-1
wfo-0000271360	urn:lsid:ipni.org:names:354153-1
wfo-0000271430	urn:lsid:ipni.org:names:354200-1
wfo-0000271514	urn:lsid:ipni.org:names:898398-1
wfo-0000271657	urn:lsid:ipni.org:names:354360-1
wfo-0000271719	urn:lsid:ipni.org:names:354404-1
wfo-0000271964	urn:lsid:ipni.org:names:900556-1
wfo-0000271990	urn:lsid:ipni.org:names:354609-1
wfo-0000272293	urn:lsid:ipni.org:names:898403-1
wfo-0000273511	urn:lsid:ipni.org:names:85785-1
wfo-0000274905	urn:lsid:ipni.org:names:652002-1
wfo-0000276286	urn:lsid:ipni.org:names:81144-1
wfo-0000279184	urn:lsid:ipni.org:names:81275-1
wfo-0000279556	urn:lsid:ipni.org:names:337151-1
wfo-0000280152	urn:lsid:ipni.org:names:91823-1
wfo-0000280221	urn:lsid:ipni.org:names:654208-1
wfo-0000280222	urn:lsid:ipni.org:names:654209-1
wfo-0000280228	urn:lsid:ipni.org:names:654213-1
wfo-0000280230	urn:lsid:ipni.org:names:654214-1
wfo-0000280293	urn:lsid:ipni.org:names:654254-1
wfo-0000280346	urn:lsid:ipni.org:names:654297-1
wfo-0000280394	urn:lsid:ipni.org:names:654341-1
wfo-0000280401	urn:lsid:ipni.org:names:654347-1
wfo-0000280409	urn:lsid:ipni.org:names:654355-1
wfo-0000280433	urn:lsid:ipni.org:names:654374-1
wfo-0000280470	urn:lsid:ipni.org:names:654402-1
wfo-0000280507	urn:lsid:ipni.org:names:654432-1
wfo-0000280521	urn:lsid:ipni.org:names:654443-1
wfo-0000280538	urn:lsid:ipni.org:names:654458-1
wfo-0000280551	urn:lsid:ipni.org:names:654468-1
wfo-0000280575	urn:lsid:ipni.org:names:654486-1
wfo-0000280581	urn:lsid:ipni.org:names:654491-1
wfo-0000280613	urn:lsid:ipni.org:names:654518-1
wfo-0000280648	urn:lsid:ipni.org:names:654546-1
wfo-0000578375	urn:lsid:ipni.org:names:146209-1
wfo-0000578382	urn:lsid:ipni.org:names:146214-1
wfo-0000578394	urn:lsid:ipni.org:names:146222-1
wfo-0000582136	urn:lsid:ipni.org:names:279832-1
wfo-0000586924	urn:lsid:ipni.org:names:280380-1
wfo-0000587308	urn:lsid:ipni.org:names:280557-1
wfo-0000587613	urn:lsid:ipni.org:names:280710-1
wfo-0000587874	urn:lsid:ipni.org:names:782205-1
wfo-0000588320	urn:lsid:ipni.org:names:833402-1
wfo-0000589174	urn:lsid:ipni.org:names:484520-1
wfo-0000589602	urn:lsid:ipni.org:names:719614-1
wfo-0000589819	urn:lsid:ipni.org:names:463221-1
wfo-0000590675	urn:lsid:ipni.org:names:52191-3
wfo-0000590691	urn:lsid:ipni.org:names:159877-1
wfo-0000591649	urn:lsid:ipni.org:names:715358-1
wfo-0000592298	urn:lsid:ipni.org:names:850956-1
wfo-0000593147	urn:lsid:ipni.org:names:59942-1
wfo-0000593199	urn:lsid:ipni.org:names:59994-1
wfo-0000593631	urn:lsid:ipni.org:names:837002-1
wfo-0000594207	urn:lsid:ipni.org:names:60027-1
wfo-0000594208	urn:lsid:ipni.org:names:60028-1
wfo-0000594212	urn:lsid:ipni.org:names:60031-1
wfo-0000594220	urn:lsid:ipni.org:names:899444-1
wfo-0000595260	urn:lsid:ipni.org:names:836870-1
wfo-0000600897	urn:lsid:ipni.org:names:55993-2
wfo-0000600974	urn:lsid:ipni.org:names:274469-2
wfo-0000601675	urn:lsid:ipni.org:names:165149-1
wfo-0000602695	urn:lsid:ipni.org:names:366806-1
wfo-0000603368	urn:lsid:ipni.org:names:559303-1
wfo-0000604312	urn:lsid:ipni.org:names:782291-1
wfo-0000604955	urn:lsid:ipni.org:names:463336-1
wfo-0000605824	urn:lsid:ipni.org:names:580386-1
wfo-0000606015	urn:lsid:ipni.org:names:869771-1
wfo-0000606102	urn:lsid:ipni.org:names:67557-1
wfo-0000606160	urn:lsid:ipni.org:names:67591-1
wfo-0000606174	urn:lsid:ipni.org:names:67600-1
wfo-0000606349	urn:lsid:ipni.org:names:67691-1
wfo-0000606540	urn:lsid:ipni.org:names:974023-1
wfo-0000606573	urn:lsid:ipni.org:names:869981-1
wfo-0000606672	urn:lsid:ipni.org:names:67867-1
wfo-0000606674	urn:lsid:ipni.org:names:974032-1
wfo-0000606695	urn:lsid:ipni.org:names:67878-1
wfo-0000606710	urn:lsid:ipni.org:names:974026-1
wfo-0000606741	urn:lsid:ipni.org:names:870045-1
wfo-0000606744	urn:lsid:ipni.org:names:870046-1
wfo-0000607058	urn:lsid:ipni.org:names:974028-1
wfo-0000607909	urn:lsid:ipni.org:names:59600-2
wfo-0000608140	urn:lsid:ipni.org:names:59603-2
wfo-0000608241	urn:lsid:ipni.org:names:772038-1
wfo-0000608482	urn:lsid:ipni.org:names:833436-1
wfo-0000609392	urn:lsid:ipni.org:names:72604-1
wfo-0000609410	urn:lsid:ipni.org:names:72615-1
wfo-0000610651	urn:lsid:ipni.org:names:710067-1
wfo-0000611071	urn:lsid:ipni.org:names:710235-1
wfo-0000611175	urn:lsid:ipni.org:names:146956-1
wfo-0000611178	urn:lsid:ipni.org:names:146959-1
wfo-0000611334	urn:lsid:ipni.org:names:147095-1
wfo-0000611568	urn:lsid:ipni.org:names:147293-1
wfo-0000611574	urn:lsid:ipni.org:names:147297-1
wfo-0000611595	urn:lsid:ipni.org:names:147312-1
wfo-0000612141	urn:lsid:ipni.org:names:871560-1
wfo-0000612919	urn:lsid:ipni.org:names:291972-1
wfo-0000612965	urn:lsid:ipni.org:names:292012-1
wfo-0000612981	urn:lsid:ipni.org:names:871617-1
wfo-0000613058	urn:lsid:ipni.org:names:871623-1
wfo-0000613473	urn:lsid:ipni.org:names:1004860-1
wfo-0000613810	urn:lsid:ipni.org:names:871674-1
wfo-0000614787	urn:lsid:ipni.org:names:620114-1
wfo-0000615210	urn:lsid:ipni.org:names:63423-2
wfo-0000616067	urn:lsid:ipni.org:names:169901-1
wfo-0000616192	urn:lsid:ipni.org:names:170004-1
wfo-0000616216	urn:lsid:ipni.org:names:170017-1
wfo-0000616278	urn:lsid:ipni.org:names:170069-1
wfo-0000616325	urn:lsid:ipni.org:names:170107-1
wfo-0000616338	urn:lsid:ipni.org:names:170121-1
wfo-0000616365	urn:lsid:ipni.org:names:170145-1
wfo-0000616388	urn:lsid:ipni.org:names:170163-1
wfo-0000616494	urn:lsid:ipni.org:names:170246-1
wfo-0000616553	urn:lsid:ipni.org:names:170290-1
wfo-0000616713	urn:lsid:ipni.org:names:170415-1
wfo-0000616722	urn:lsid:ipni.org:names:170422-1
wfo-0000616762	urn:lsid:ipni.org:names:170456-1
wfo-0000617120	urn:lsid:ipni.org:names:63934-2
wfo-0000617168	urn:lsid:ipni.org:names:905880-1
wfo-0000617228	urn:lsid:ipni.org:names:905883-1
wfo-0000617232	urn:lsid:ipni.org:names:905884-1
wfo-0000617263	urn:lsid:ipni.org:names:905886-1
wfo-0000617285	urn:lsid:ipni.org:names:127666-1
wfo-0000617292	urn:lsid:ipni.org:names:958904-1
wfo-0000617297	urn:lsid:ipni.org:names:127676-1
wfo-0000617314	urn:lsid:ipni.org:names:127690-1
wfo-0000617345	urn:lsid:ipni.org:names:127713-1
wfo-0000617352	urn:lsid:ipni.org:names:127719-1
wfo-0000617361	urn:lsid:ipni.org:names:127726-1
wfo-0000617363	urn:lsid:ipni.org:names:127728-1
wfo-0000617405	urn:lsid:ipni.org:names:127759-1
wfo-0000617467	urn:lsid:ipni.org:names:127810-1
wfo-0000617478	urn:lsid:ipni.org:names:127819-1
wfo-0000617503	urn:lsid:ipni.org:names:905890-1
wfo-0000617520	urn:lsid:ipni.org:names:127850-1
wfo-0000619908	urn:lsid:ipni.org:names:292064-1
wfo-0000620018	urn:lsid:ipni.org:names:833542-1
wfo-0000620064	urn:lsid:ipni.org:names:833583-1
wfo-0000620125	urn:lsid:ipni.org:names:320796-2
wfo-0000620147	urn:lsid:ipni.org:names:833641-1
wfo-0000620473	urn:lsid:ipni.org:names:114146-1
wfo-0000621078	urn:lsid:ipni.org:names:114629-1
wfo-0000622612	urn:lsid:ipni.org:names:672367-1
wfo-0000623682	urn:lsid:ipni.org:names:272564-1
wfo-0000624582	urn:lsid:ipni.org:names:281645-1
wfo-0000624770	urn:lsid:ipni.org:names:272944-1
wfo-0000625083	urn:lsid:ipni.org:names:273178-1
wfo-0000625447	urn:lsid:ipni.org:names:273471-1
wfo-0000628851	urn:lsid:ipni.org:names:292180-1
wfo-0000628875	urn:lsid:ipni.org:names:292198-1
wfo-0000628971	urn:lsid:ipni.org:names:292278-1
wfo-0000628990	urn:lsid:ipni.org:names:292294-1
wfo-0000631165	urn:lsid:ipni.org:names:60139-1
wfo-0000631173	urn:lsid:ipni.org:names:60145-1
wfo-0000631182	urn:lsid:ipni.org:names:60153-1
wfo-0000631210	urn:lsid:ipni.org:names:60178-1
wfo-0000631218	urn:lsid:ipni.org:names:60185-1
wfo-0000631238	urn:lsid:ipni.org:names:60199-1
wfo-0000631749	urn:lsid:ipni.org:names:531028-1
wfo-0000632167	urn:lsid:ipni.org:names:531074-1
wfo-0000642207	urn:lsid:ipni.org:names:999993-1
wfo-0000642457	urn:lsid:ipni.org:names:833711-1
wfo-0000645012	urn:lsid:ipni.org:names:282095-1
wfo-0000645032	urn:lsid:ipni.org:names:675810-1
wfo-0000645093	urn:lsid:ipni.org:names:316174-1
wfo-0000645508	urn:lsid:ipni.org:names:163286-1
wfo-0000646221	urn:lsid:ipni.org:names:831530-1
wfo-0000646247	urn:lsid:ipni.org:names:831554-1
wfo-0000648712	urn:lsid:ipni.org:names:322262-1
wfo-0000648873	urn:lsid:ipni.org:names:322393-1
wfo-0000649357	urn:lsid:ipni.org:names:322726-1
wfo-0000649383	urn:lsid:ipni.org:names:322745-1
wfo-0000649745	urn:lsid:ipni.org:names:935986-1
wfo-0000650181	urn:lsid:ipni.org:names:292565-1
wfo-0000650184	urn:lsid:ipni.org:names:292566-1
wfo-0000651415	urn:lsid:ipni.org:names:320751-1
wfo-0000654298	urn:lsid:ipni.org:names:583005-1
wfo-0000654401	urn:lsid:ipni.org:names:851543-1
wfo-0000654605	urn:lsid:ipni.org:names:851624-1
wfo-0000654695	urn:lsid:ipni.org:names:851655-1
wfo-0000654707	urn:lsid:ipni.org:names:851660-1
wfo-0000656823	urn:lsid:ipni.org:names:851678-1
wfo-0000657240	urn:lsid:ipni.org:names:30172747-2
wfo-0000657953	urn:lsid:ipni.org:names:620513-1
wfo-0000663621	urn:lsid:ipni.org:names:578360-1
wfo-0000666921	urn:lsid:ipni.org:names:588406-1
wfo-0000667135	urn:lsid:ipni.org:names:548659-1
wfo-0000667147	urn:lsid:ipni.org:names:693979-1
wfo-0000667461	urn:lsid:ipni.org:names:871784-1
wfo-0000667963	urn:lsid:ipni.org:names:997532-1
wfo-0000667964	urn:lsid:ipni.org:names:1003110-1
wfo-0000667966	urn:lsid:ipni.org:names:969304-1
wfo-0000667968	urn:lsid:ipni.org:names:548662-1
wfo-0000667969	urn:lsid:ipni.org:names:969305-1
wfo-0000670127	urn:lsid:ipni.org:names:580809-1
wfo-0000671219	urn:lsid:ipni.org:names:548675-1
wfo-0000671234	urn:lsid:ipni.org:names:1003142-1
wfo-0000671493	urn:lsid:ipni.org:names:969346-1
wfo-0000672033	urn:lsid:ipni.org:names:77073549-1
wfo-0000672378	urn:lsid:ipni.org:names:328940-1
wfo-0000672631	urn:lsid:ipni.org:names:536926-1
wfo-0000673632	urn:lsid:ipni.org:names:329913-1
wfo-0000676555	urn:lsid:ipni.org:names:537081-1
wfo-0000677527	urn:lsid:ipni.org:names:283505-1
wfo-0000679636	urn:lsid:ipni.org:names:842109-1
wfo-0000679758	urn:lsid:ipni.org:names:330132-2
wfo-0000680010	urn:lsid:ipni.org:names:97004-2
wfo-0000680178	urn:lsid:ipni.org:names:337076-1
wfo-0000681365	urn:lsid:ipni.org:names:537882-1
wfo-0000685337	urn:lsid:ipni.org:names:873184-1
wfo-0000685402	urn:lsid:ipni.org:names:873212-1
wfo-0000685825	urn:lsid:ipni.org:names:367642-1
wfo-0000685834	urn:lsid:ipni.org:names:367650-1
wfo-0000685856	urn:lsid:ipni.org:names:284376-1
wfo-0000685922	urn:lsid:ipni.org:names:284425-1
wfo-0000685927	urn:lsid:ipni.org:names:284429-1
wfo-0000685940	urn:lsid:ipni.org:names:284438-1
wfo-0000687151	urn:lsid:ipni.org:names:330446-1
wfo-0000687625	urn:lsid:ipni.org:names:583290-1
wfo-0000687680	urn:lsid:ipni.org:names:852553-1
wfo-0000687794	urn:lsid:ipni.org:names:934497-1
wfo-0000687917	urn:lsid:ipni.org:names:852662-1
wfo-0000688120	urn:lsid:ipni.org:names:583433-1
wfo-0000689147	urn:lsid:ipni.org:names:853155-1
wfo-0000689568	urn:lsid:ipni.org:names:853336-1
wfo-0000689808	urn:lsid:ipni.org:names:853455-1
wfo-0000690216	urn:lsid:ipni.org:names:853644-1
wfo-0000691735	urn:lsid:ipni.org:names:745206-1
wfo-0000692623	urn:lsid:ipni.org:names:842712-1
wfo-0000694387	urn:lsid:ipni.org:names:428018-1
wfo-0000694653	urn:lsid:ipni.org:names:428239-1
wfo-0000696731	urn:lsid:ipni.org:names:526348-1
wfo-0000700422	urn:lsid:ipni.org:names:373001-1
wfo-0000703684	urn:lsid:ipni.org:names:783175-1
wfo-0000703723	urn:lsid:ipni.org:names:361968-1
wfo-0000703782	urn:lsid:ipni.org:names:548747-1
wfo-0000704869	urn:lsid:ipni.org:names:831796-1
wfo-0000704992	urn:lsid:ipni.org:names:831906-1
wfo-0000705019	urn:lsid:ipni.org:names:831930-1
wfo-0000705470	urn:lsid:ipni.org:names:77066329-1
wfo-0000705569	urn:lsid:ipni.org:names:77066323-1
wfo-0000708408	urn:lsid:ipni.org:names:539179-1
wfo-0000708834	urn:lsid:ipni.org:names:73282-1
wfo-0000708878	urn:lsid:ipni.org:names:582578-1
wfo-0000708882	urn:lsid:ipni.org:names:791203-1
wfo-0000709787	urn:lsid:ipni.org:names:834099-1
wfo-0000709879	urn:lsid:ipni.org:names:834188-1
wfo-0000709939	urn:lsid:ipni.org:names:834235-1
wfo-0000709950	urn:lsid:ipni.org:names:834245-1
wfo-0000710006	urn:lsid:ipni.org:names:834294-1
wfo-0000710055	urn:lsid:ipni.org:names:834338-1
wfo-0000710057	urn:lsid:ipni.org:names:834340-1
wfo-0000710115	urn:lsid:ipni.org:names:834389-1
wfo-0000710230	urn:lsid:ipni.org:names:834488-1
wfo-0000710318	urn:lsid:ipni.org:names:834570-1
wfo-0000710319	urn:lsid:ipni.org:names:834571-1
wfo-0000710350	urn:lsid:ipni.org:names:20003412-1
wfo-0000710360	urn:lsid:ipni.org:names:834602-1
wfo-0000710372	urn:lsid:ipni.org:names:834613-1
wfo-0000710965	urn:lsid:ipni.org:names:578659-1
wfo-0000712795	urn:lsid:ipni.org:names:900417-1
wfo-0000713868	urn:lsid:ipni.org:names:170637-1
wfo-0000715637	urn:lsid:ipni.org:names:842838-1
wfo-0000718183	urn:lsid:ipni.org:names:717551-1
wfo-0000718508	urn:lsid:ipni.org:names:116784-1
wfo-0000718803	urn:lsid:ipni.org:names:117098-1
wfo-0000718824	urn:lsid:ipni.org:names:117125-1
wfo-0000718917	urn:lsid:ipni.org:names:117220-1
wfo-0000718925	urn:lsid:ipni.org:names:117229-1
wfo-0000718951	urn:lsid:ipni.org:names:117255-1
wfo-0000719051	urn:lsid:ipni.org:names:117336-1
wfo-0000719101	urn:lsid:ipni.org:names:1003098-1
wfo-0000720609	urn:lsid:ipni.org:names:430812-1
wfo-0000725730	urn:lsid:ipni.org:names:544201-1
wfo-0000726697	urn:lsid:ipni.org:names:432249-1
wfo-0000727410	urn:lsid:ipni.org:names:428386-1
wfo-0000730124	urn:lsid:ipni.org:names:170659-1
wfo-0000730264	urn:lsid:ipni.org:names:103479-1
wfo-0000730501	urn:lsid:ipni.org:names:103635-1
wfo-0000730609	urn:lsid:ipni.org:names:103694-1
wfo-0000730656	urn:lsid:ipni.org:names:103722-1
wfo-0000730743	urn:lsid:ipni.org:names:671096-1
wfo-0000730820	urn:lsid:ipni.org:names:374258-1
wfo-0000730823	urn:lsid:ipni.org:names:103844-1
wfo-0000730836	urn:lsid:ipni.org:names:103849-1
wfo-0000632455	urn:lsid:ipni.org:names:531097-1
wfo-0000633286	urn:lsid:ipni.org:names:531168-1
wfo-0000633903	urn:lsid:ipni.org:names:115034-1
wfo-0000633956	urn:lsid:ipni.org:names:958901-1
wfo-0000634255	urn:lsid:ipni.org:names:958900-1
wfo-0000634453	urn:lsid:ipni.org:names:870171-1
wfo-0000634477	urn:lsid:ipni.org:names:870186-1
wfo-0000634512	urn:lsid:ipni.org:names:870213-1
wfo-0000634548	urn:lsid:ipni.org:names:974043-1
wfo-0000634552	urn:lsid:ipni.org:names:974037-1
wfo-0000634622	urn:lsid:ipni.org:names:870301-1
wfo-0000634677	urn:lsid:ipni.org:names:974044-1
wfo-0000634722	urn:lsid:ipni.org:names:974065-1
wfo-0000634761	urn:lsid:ipni.org:names:870408-1
wfo-0000636321	urn:lsid:ipni.org:names:899676-1
wfo-0000636810	urn:lsid:ipni.org:names:292548-1
wfo-0000636916	urn:lsid:ipni.org:names:831106-1
wfo-0000639348	urn:lsid:ipni.org:names:782724-1
wfo-0000639557	urn:lsid:ipni.org:names:361530-1
wfo-0000639563	urn:lsid:ipni.org:names:361534-1
wfo-0000640301	urn:lsid:ipni.org:names:710747-1
wfo-0000642453	urn:lsid:ipni.org:names:833713-1
wfo-0000642454	urn:lsid:ipni.org:names:833709-1
wfo-0000645011	urn:lsid:ipni.org:names:282094-1
wfo-0000645164	urn:lsid:ipni.org:names:163191-1
wfo-0000645189	urn:lsid:ipni.org:names:163201-1
wfo-0000645210	urn:lsid:ipni.org:names:163208-1
wfo-0000645346	urn:lsid:ipni.org:names:163239-1
wfo-0000645486	urn:lsid:ipni.org:names:316376-1
wfo-0000646208	urn:lsid:ipni.org:names:831518-1
wfo-0000647244	urn:lsid:ipni.org:names:60279-1
wfo-0000649133	urn:lsid:ipni.org:names:935990-1
wfo-0000649248	urn:lsid:ipni.org:names:322632-1
wfo-0000649273	urn:lsid:ipni.org:names:322653-1
wfo-0000649615	urn:lsid:ipni.org:names:322923-1
wfo-0000649890	urn:lsid:ipni.org:names:323130-1
wfo-0000649917	urn:lsid:ipni.org:names:323151-1
wfo-0000649978	urn:lsid:ipni.org:names:323194-1
wfo-0000650185	urn:lsid:ipni.org:names:292567-1
wfo-0000650270	urn:lsid:ipni.org:names:841380-1
wfo-0000653170	urn:lsid:ipni.org:names:30058367-2
wfo-0000654261	urn:lsid:ipni.org:names:582989-1
wfo-0000654317	urn:lsid:ipni.org:names:583010-1
wfo-0000654390	urn:lsid:ipni.org:names:851539-1
wfo-0000654432	urn:lsid:ipni.org:names:851561-1
wfo-0000654469	urn:lsid:ipni.org:names:851575-1
wfo-0000654644	urn:lsid:ipni.org:names:583124-1
wfo-0000654682	urn:lsid:ipni.org:names:937397-1
wfo-0000654718	urn:lsid:ipni.org:names:583152-1
wfo-0000654724	urn:lsid:ipni.org:names:851669-1
wfo-0000663428	urn:lsid:ipni.org:names:958897-1
wfo-0000663500	urn:lsid:ipni.org:names:116088-1
wfo-0000663623	urn:lsid:ipni.org:names:578362-1
wfo-0000665019	urn:lsid:ipni.org:names:160729-1
wfo-0000666214	urn:lsid:ipni.org:names:852271-1
wfo-0000667040	urn:lsid:ipni.org:names:588508-1
wfo-0000667349	urn:lsid:ipni.org:names:871772-1
wfo-0000667974	urn:lsid:ipni.org:names:1003108-1
wfo-0000667976	urn:lsid:ipni.org:names:1003109-1
wfo-0000667977	urn:lsid:ipni.org:names:969309-1
wfo-0000667982	urn:lsid:ipni.org:names:969311-1
wfo-0000667988	urn:lsid:ipni.org:names:969316-1
wfo-0000668220	urn:lsid:ipni.org:names:578409-1
wfo-0000669196	urn:lsid:ipni.org:names:611919-1
wfo-0000671220	urn:lsid:ipni.org:names:548676-1
wfo-0000671391	urn:lsid:ipni.org:names:328204-1
wfo-0000672564	urn:lsid:ipni.org:names:962362-1
wfo-0000675174	urn:lsid:ipni.org:names:537027-1
wfo-0000675422	urn:lsid:ipni.org:names:536992-1
wfo-0000675737	urn:lsid:ipni.org:names:537077-1
wfo-0000675802	urn:lsid:ipni.org:names:537078-1
wfo-0000676023	urn:lsid:ipni.org:names:537104-1
wfo-0000677469	urn:lsid:ipni.org:names:283465-1
wfo-0000677494	urn:lsid:ipni.org:names:283480-1
wfo-0000680965	urn:lsid:ipni.org:names:147540-1
wfo-0000681081	urn:lsid:ipni.org:names:323301-1
wfo-0000683177	urn:lsid:ipni.org:names:58415-1
wfo-0000683201	urn:lsid:ipni.org:names:58413-1
wfo-0000684264	urn:lsid:ipni.org:names:915017-1
wfo-0000685883	urn:lsid:ipni.org:names:284394-1
wfo-0000686004	urn:lsid:ipni.org:names:703627-1
wfo-0000686021	urn:lsid:ipni.org:names:703642-1
wfo-0000686024	urn:lsid:ipni.org:names:703643-1
wfo-0000688095	urn:lsid:ipni.org:names:583421-1
wfo-0000688289	urn:lsid:ipni.org:names:852817-1
wfo-0000688319	urn:lsid:ipni.org:names:934498-1
wfo-0000688336	urn:lsid:ipni.org:names:583495-1
wfo-0000688513	urn:lsid:ipni.org:names:852908-1
wfo-0000689380	urn:lsid:ipni.org:names:583844-1
wfo-0000689419	urn:lsid:ipni.org:names:853264-1
wfo-0000689576	urn:lsid:ipni.org:names:853339-1
wfo-0000689881	urn:lsid:ipni.org:names:583984-1
wfo-0000690191	urn:lsid:ipni.org:names:853639-1
wfo-0000690776	urn:lsid:ipni.org:names:853919-1
wfo-0000690821	urn:lsid:ipni.org:names:853943-1
wfo-0000690874	urn:lsid:ipni.org:names:584247-1
wfo-0000690897	urn:lsid:ipni.org:names:853980-1
wfo-0000690971	urn:lsid:ipni.org:names:128045-1
wfo-0000691269	urn:lsid:ipni.org:names:556331-1
wfo-0000694111	urn:lsid:ipni.org:names:427787-1
wfo-0000694167	urn:lsid:ipni.org:names:427832-1
wfo-0000694422	urn:lsid:ipni.org:names:428049-1
wfo-0000694536	urn:lsid:ipni.org:names:428140-1
wfo-0000694545	urn:lsid:ipni.org:names:428146-1
wfo-0000694732	urn:lsid:ipni.org:names:428308-1
wfo-0000696602	urn:lsid:ipni.org:names:538815-1
wfo-0000696735	urn:lsid:ipni.org:names:526352-1
wfo-0000700650	urn:lsid:ipni.org:names:373171-1
wfo-0000703777	urn:lsid:ipni.org:names:969320-1
wfo-0000704770	urn:lsid:ipni.org:names:831704-1
wfo-0000704829	urn:lsid:ipni.org:names:831763-1
wfo-0000704866	urn:lsid:ipni.org:names:831793-1
wfo-0000705567	urn:lsid:ipni.org:names:77066326-1
wfo-0000706652	urn:lsid:ipni.org:names:539246-1
wfo-0000709738	urn:lsid:ipni.org:names:834059-1
wfo-0000709757	urn:lsid:ipni.org:names:1008167-1
wfo-0000709772	urn:lsid:ipni.org:names:834087-1
wfo-0000709930	urn:lsid:ipni.org:names:834301-1
wfo-0000710016	urn:lsid:ipni.org:names:834303-1
wfo-0000710084	urn:lsid:ipni.org:names:834364-1
wfo-0000710110	urn:lsid:ipni.org:names:332097-2
wfo-0000710155	urn:lsid:ipni.org:names:834424-1
wfo-0000710175	urn:lsid:ipni.org:names:834444-1
wfo-0000710232	urn:lsid:ipni.org:names:834490-1
wfo-0000710340	urn:lsid:ipni.org:names:834590-1
wfo-0000700950	urn:lsid:ipni.org:names:373391-1
wfo-0000701538	urn:lsid:ipni.org:names:373786-1
wfo-0000703783	urn:lsid:ipni.org:names:548748-1
wfo-0000704656	urn:lsid:ipni.org:names:834027-1
wfo-0000704799	urn:lsid:ipni.org:names:831732-1
wfo-0000704854	urn:lsid:ipni.org:names:831784-1
wfo-0000705002	urn:lsid:ipni.org:names:831915-1
wfo-0000705514	urn:lsid:ipni.org:names:77066322-1
wfo-0000705516	urn:lsid:ipni.org:names:77066327-1
wfo-0000705599	urn:lsid:ipni.org:names:606344-1
wfo-0000706817	urn:lsid:ipni.org:names:337225-1
wfo-0000708314	urn:lsid:ipni.org:names:717485-1
wfo-0000709544	urn:lsid:ipni.org:names:50798-3
wfo-0000709806	urn:lsid:ipni.org:names:834117-1
wfo-0000709816	urn:lsid:ipni.org:names:834126-1
wfo-0000709913	urn:lsid:ipni.org:names:834217-1
wfo-0000709971	urn:lsid:ipni.org:names:834264-1
wfo-0000709978	urn:lsid:ipni.org:names:834270-1
wfo-0000709990	urn:lsid:ipni.org:names:834281-1
wfo-0000709991	urn:lsid:ipni.org:names:834282-1
wfo-0000710013	urn:lsid:ipni.org:names:834300-1
wfo-0000710060	urn:lsid:ipni.org:names:834343-1
wfo-0000710095	urn:lsid:ipni.org:names:834374-1
wfo-0000710197	urn:lsid:ipni.org:names:834459-1
wfo-0000710312	urn:lsid:ipni.org:names:20003410-1
wfo-0000710313	urn:lsid:ipni.org:names:834566-1
wfo-0000710367	urn:lsid:ipni.org:names:834610-1
wfo-0000711753	urn:lsid:ipni.org:names:1183159-2
wfo-0000718411	urn:lsid:ipni.org:names:116686-1
wfo-0000718715	urn:lsid:ipni.org:names:117006-1
wfo-0000718928	urn:lsid:ipni.org:names:117233-1
wfo-0000718966	urn:lsid:ipni.org:names:117268-1
wfo-0000720103	urn:lsid:ipni.org:names:843052-1
wfo-0000720239	urn:lsid:ipni.org:names:843200-1
wfo-0000721335	urn:lsid:ipni.org:names:843274-1
wfo-0000721597	urn:lsid:ipni.org:names:671402-1
wfo-0000721785	urn:lsid:ipni.org:names:73714-1
wfo-0000725728	urn:lsid:ipni.org:names:544198-1
wfo-0000725780	urn:lsid:ipni.org:names:544263-1
wfo-0000726647	urn:lsid:ipni.org:names:936641-1
wfo-0000726734	urn:lsid:ipni.org:names:432886-1
wfo-0000726962	urn:lsid:ipni.org:names:670834-1
wfo-0000727319	urn:lsid:ipni.org:names:428366-1
wfo-0000727506	urn:lsid:ipni.org:names:428417-1
wfo-0000727835	urn:lsid:ipni.org:names:433544-1
wfo-0000728091	urn:lsid:ipni.org:names:433715-1
wfo-0000728241	urn:lsid:ipni.org:names:433810-1
wfo-0000729632	urn:lsid:ipni.org:names:83531-1
wfo-0000730261	urn:lsid:ipni.org:names:373978-1
wfo-0000730312	urn:lsid:ipni.org:names:374006-1
wfo-0000730435	urn:lsid:ipni.org:names:103592-1
wfo-0000730444	urn:lsid:ipni.org:names:103597-1
wfo-0000730452	urn:lsid:ipni.org:names:103606-1
wfo-0000730471	urn:lsid:ipni.org:names:374088-1
wfo-0000730568	urn:lsid:ipni.org:names:103668-1
wfo-0000730615	urn:lsid:ipni.org:names:374159-1
wfo-0000730691	urn:lsid:ipni.org:names:103750-1
wfo-0000730732	urn:lsid:ipni.org:names:103779-1
wfo-0000730814	urn:lsid:ipni.org:names:103837-1
wfo-0000730842	urn:lsid:ipni.org:names:103855-1
wfo-0000730869	urn:lsid:ipni.org:names:374278-1
wfo-0000730962	urn:lsid:ipni.org:names:374326-1
