taxonID,description,type,language,contributor,audience,rightsHolder,created,creator,source,bibliographicCitation,URI,rights,license
wfo-0000385712,"Widespread and often common in south-western W.A., in near-coastal areas from the Moore River to the Fitzgerald River.",Distribution,en,,,Commonwealth of Australia (2017),,,5229,"A.S.George (2017) <i>Dasypogon bromeliifolius</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon bromeliifolius [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon%20bromeliifolius,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000385724,"Occurs in far south-western W.A., between Donnybrook and Augusta.",Distribution,en,,,Commonwealth of Australia (2017),,,5230,"A.S.George (2017) <i>Dasypogon hookeri</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon hookeri [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon%20hookeri,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000385731,"Occurs in south-western W.A. near the west coast, between Eneabba and Perth.",Distribution,en,,,Commonwealth of Australia (2017),,,5231,"A.S.George (2017) <i>Dasypogon obliquifolius</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon obliquifolius [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon%20obliquifolius,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000401244,"Western Australia, from near Shark Bay south and east almost to Coolgardie and at Kulin.",Distribution,en,,,Commonwealth of Australia (2019),,,6187,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2019) <i>Ecdeiocolea monostachya</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea monostachya [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea%20monostachya,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000429525,"The Eneabba–Jurien region of Western Australia, between the Arrowsmith and Hill Rivers.",Distribution,en,,,Commonwealth of Australia (2020),,,7772,"B.G. Briggs, C.L. Connelly &, S.L. Krauss (2020) <i>Georgeantha hexandra</i>, in P.G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Georgeantha hexandra [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Georgeantha%20hexandra,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000452565,Widespread in south-western W.A. from Mt Lesueur to Cape Riche.,Distribution,en,,,Commonwealth of Australia (2017),,,9766,"A.S.George (2017) <i>Kingia australis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Kingia australis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Kingia%20australis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000456301,"Endemic in south western W.A. near the W coast, between Kalbarri and Bunbury.",Distribution,en,,,Commonwealth of Australia (2017),,,15104,"A.S.George (2017) <i>Tersonia cyathiflora</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Tersonia cyathiflora [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Tersonia%20cyathiflora,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000463539,"Occurs in the southern half of Western Australia, from Eneabba to Israelite Bay.",Distribution,en,,,Commonwealth of Australia (2018),,,10495,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Lyginia barbata</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia barbata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia%20barbata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000463549,"Occurs in western Western Australia north of Perth, at a few sites near Cataby and north of Badgingarra.",Distribution,en,,,Commonwealth of Australia (2018),,,10496,"Barbara G. Briggs (2018) <i>Lyginia excelsa</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia excelsa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia%20excelsa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000463556,Southwestern Western Australia from the Murchison River to Israelite Bay.,Distribution,en,,,Commonwealth of Australia (2018),,,10497,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) <i>Lyginia imberbis</i>, in Phillip G. Kodela (ed.)<i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia imberbis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia%20imberbis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000614068,"Occurs in south-eastern Qld and north-eastern N.S.W., with an early record from Rockingham Bay.",Distribution,en,,,Commonwealth of Australia (2017),,,4395,"A.S.George (2017) <i>Codonocarpus attenuatus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus attenuatus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus%20attenuatus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000614070,Widespread in dry regions of Australia.,Distribution,en,,,Commonwealth of Australia (2017),,,4396,"A.S.George (2017) <i>Codonocarpus cotinifolius</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus cotinifolius [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus%20cotinifolius,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000614071,"Endemic to the Flinders Ranges and north-eastern Eyre Peninsula, S.A.",Distribution,en,,,Commonwealth of Australia (2017),,,4397,"A.S.George (2017) <i>Codonocarpus pyramidalis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus pyramidalis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus%20pyramidalis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000634788,"Endemic in south western W.A., near the south coast between South Stirling and Israelite Bay.",Distribution,en,,,Commonwealth of Australia (2017),,,5109,"A.S.George (2017) <i>Cypselocarpus haloragoides</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus haloragoides [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus%20haloragoides,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000673829,"Uncommon from the MacPherson Ra., southeastern Qld, to the Macleay River in northern N.S.W.",Distribution,en,,,Commonwealth of Australia (2017),,,12053,"J.G. Conran, H.T. Clifford (2017) <i>Petermannia cirrosa</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Petermannia cirrosa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Petermannia%20cirrosa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713911,"Occurs in scattered localities in southern inland W.A., from Bruce Rock to the Barrow Range.",Distribution,en,,,Commonwealth of Australia (2017),,,8785,"A.S.George (2017) <i>Gyrostemon brownii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon brownii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20brownii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713915,Endemic near the south coast of W.A. between Lake King and Salmon Gums.,Distribution,en,,,Commonwealth of Australia (2017),,,8786,"A.S.George (2017) <i>Gyrostemon ditrigynus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon ditrigynus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20ditrigynus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713918,Occurs in south western W.A. between Dumbleyung and Lake King.,Distribution,en,,,Commonwealth of Australia (2017),,,8787,"A.S.George (2017) <i>Gyrostemon prostratus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon prostratus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20prostratus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713922,"Widespread from the central and lower west coast of W.A. east to southern N.T. and S.A., with outliers in SW Qld.",Distribution,en,,,Commonwealth of Australia (2017),,,8789,"A.S.George (2017) <i>Gyrostemon ramulosus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon ramulosus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20ramulosus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713928,Recorded from two localities in the northern wheatbelt of W.A.,Distribution,en,,,Commonwealth of Australia (2017),,,8790,"A.S.George (2017) <i>Gyrostemon reticulatus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon reticulatus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20reticulatus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713930,"Endemic to the Fitzgerald River National Park, W.A.",Distribution,en,,,Commonwealth of Australia (2017),,,8791,"A.S.George (2017) <i>Gyrostemon sessilis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon sessilis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20sessilis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713931,Endemic along the S coast of W.A. between Albany and lsraelite Bay.,Distribution,en,,,Commonwealth of Australia (2017),,,8792,"A.S.George (2017) <i>Gyrostemon sheathii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon sheathii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20sheathii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713934,Endemic and widespread in south western W.A.,Distribution,en,,,Commonwealth of Australia (2017),,,8793,"A.S.George (2017) <i>Gyrostemon subnudus</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon subnudus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20subnudus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713936,"Occurs in arid Australia, from Broome, W.A., through the desert to southern N.T. and northern S.A.",Distribution,en,,,Commonwealth of Australia (2017),,,8794,"A.S.George (2017) <i>Gyrostemon tepperi</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon tepperi [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20tepperi,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000713937,Occurs across southern Australian including northern Tasmania; rare in Western Australia.,Distribution,en,,,Commonwealth of Australia (2017),,,8795,"A.S. George (2017) <i>Gyrostemon thesioides</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon thesioides [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20thesioides,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000755075,"Endemic in N.S.W., mostly in the Blue Mountains, northwards to E of Rylstone, rarely on coastal hills N and W of Sydney.",Distribution,en,,,Commonwealth of Australia (2017),,,1575,"I.R.H.Telford (2017) <i>Alania cunninghamii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Alania cunninghamii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Alania%20cunninghamii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761588,"Occurs in the Blue Mountains, N.S.W.",Distribution,en,,,Commonwealth of Australia (2017),,,3175,"R.J.F.Henderson (2017) <i>Blandfordia cunninghamii</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia cunninghamii [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20cunninghamii,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761594,Extends from coastal and tableland areas in north-eastern N.S.W. to near-coastal areas E of Gympie in south-eastern Qld.,Distribution,en,,,Commonwealth of Australia (2017),,,3176,"R.J.F.Henderson (2017) <i>Blandfordia grandiflora</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia grandiflora [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20grandiflora,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761603,"Occurs in N.S.W. from the central coast inland to the Blue Mts, and in the southern coast and tablelands districts.",Distribution,en,,,Commonwealth of Australia (2017),,,3177,"R.J.F.Henderson (2017) <i>Blandfordia nobilis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia nobilis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20nobilis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761606,"Occurs in Tas., from lower altitudes in the north-east, south-east and high mountainous regions of the west.",Distribution,en,,,Commonwealth of Australia (2017),,,3178,"R.J.F.Henderson (2017) <i>Blandfordia punicea</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia punicea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia%20punicea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761951,"Widespread in south-western W.A., E of a line from Wubin to Cape Riche, with outlier populations near Perth.",Distribution,en,,,Commonwealth of Australia (2017),,,3454,"D.M.Churchill (2017) <i>Borya constricta</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya constricta [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20constricta,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761954,Occurs in W.A. and N.T. but rare; known from only four small populations in isolated localities.,Distribution,en,,,Commonwealth of Australia (2017),,,3455,"D.M.Churchill (2017) <i>Borya jabirabela</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya jabirabela [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20jabirabela,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761955,"Occurs in south-western W.A., in the wheatbelt areas from Watheroo to Borden.",Distribution,en,,,Commonwealth of Australia (2017),,,3456,"D.M.Churchill (2017) <i>Borya laciniata</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya laciniata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20laciniata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761956,"Restricted to Mt Lindesay, south-western W.A.",Distribution,en,,,Commonwealth of Australia (2017),,,3457,"D.M.Churchill (2017) <i>Borya longiscapa</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya longiscapa [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20longiscapa,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761958,"Endemic to a few square metres on Mackeys Peak, Vic.",Distribution,en,,,Commonwealth of Australia (2017),,,3458,"D.M.Churchill (2017) <i>Borya mirabilis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya mirabilis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20mirabilis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761960,"Occurs in south-western W.A., from Albany to E of Esperance including the Recherche Archipelago.",Distribution,en,,,Commonwealth of Australia (2017),,,3459,"D.M.Churchill (2017) <i>Borya nitida</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya nitida [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20nitida,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761963,"Occurs on the coastal plain and the adjacent plateau S of Perth to Albany, and inland to Arthur R., W.A.",Distribution,en,,,Commonwealth of Australia (2017),,,3460,"D.M.Churchill (2017) <i>Borya scirpoidea</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya scirpoidea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20scirpoidea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761964,"Occurs on ranges of north Qld from Thornton Peak, N of Mossman, to the Cardwell Ra. near Ingham, and on Hinchinbrook Is.",Distribution,en,,,Commonwealth of Australia (2017),,,3461,"D.M.Churchill (2017) <i>Borya septentrionalis</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya septentrionalis [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20septentrionalis,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761965,"Widespread in south-western W.A., from the Murchison R., E to Paynes Find in the north, S to Mt Chudalup (Point d&amp;#39;Entrecasteaux) and E almost to Ravensthorpe.",Distribution,en,,,Commonwealth of Australia (2017),,,3462,"D.M.Churchill (2017) <i>Borya sphaerocephala</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya sphaerocephala [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20sphaerocephala,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000761967,"Endemic near Mt Agnes, Kimberley, W.A., where c. 100 plants grow at each site.",Distribution,en,,,Commonwealth of Australia (2017),,,3463,"D.M.Churchill (2017) <i>Borya subulata</i>, in <i>Flora of Australia.</i> Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya subulata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20subulata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
