WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI
wfo-0000711799,general,EN,"Trees up to 10 m high; outer bark usually smooth, whitish to dark grey. Leaves 1–4-jugate; rachis winged or not. Leaflets ovate to elliptic, lower ones somewhat smaller than upper ones, 2.1–20 by 1.1–8.4 cm, almost symmetrical, subcoriaceous; base sharply attenuate; margin entire; apex abruptly obtusely (acuminate to) cuspidate; domatia absent or a single one; glabrous above, smooth to somewhat papillate and (sub) glabrous beneath. Inflorescences up to 16.5 cm long. Flowers whitish to pink, 3.5–4.2 mm in diam. Sepals ovate, 1–3.4 by 1–3.8 mm, petaloid. Petals obovate, 1.8–3.8 by 0.7–1.7 mm; claw 0.4–1.2 mm high; scales 0.8–2 mm long, apex narrow, bifid. Stamens: filaments up to 5 mm long; anthers 0.2–0.4 mm long. Fruits red, 1.2–2.3 by 1.3–2.6 cm; stipe 2–5 mm high; lobes 8.5–14 by 8–16 mm; wall thin, leathery. Seeds brownish black, 8–9.8 by 7–7.8 mm; arillode orange.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711799,Forest Herbarium,All rights reserved,"Guioa bijuga. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 204. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02353
wfo-0000711799,ecology,EN,"Often common in primary and especially secondary evergreen to deciduous forest, savannah, along roads, rivers, margin of forest, landward edge of mangrove, in peat swamps, sometimes in cultivated fields; on a variety of soils. Altitude: sea level up to 1525 m. Flowering mainly (November to) February to April, less so in August and September; fruiting mainly March to June, less so in September and October.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711799,Forest Herbarium,All rights reserved,"Guioa bijuga. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 204. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02353
wfo-0000711799,distribution,EN,"Thailand, Malay Peninsula (type), Sumatra, Borneo, and S.W. Philippines (Balabac Island, Palawan).",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711799,Forest Herbarium,All rights reserved,"Guioa bijuga. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 204. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02353
wfo-0000711819,general,EN,"Shrubs to trees up to 18.5 m high; outer bark smooth, grey-brown to grey-white. Leaves 1–9-jugate; rachis never winged. Leaflets ovate to elliptic, lower ones somewhat smaller than upper ones, 2.3–24, 3 by 0.8–7.8 cm, especially basally asymmetrical, coriaceous; base attenuate; margin entire to apically serrate; apex (obtuse to) acuminate to cuspidate (to caudate); domatia many; glabrous to subsericeous above, papillae absent to slightly present and (sub)glabrous beneath. Inflorescences up to 18 cm long. Flowers whitish, 3–4.5 mm in diam. Sepals ovate, 0.9–3.4 by 0.8–3.6, petaloid. Petals elliptic to obovate, 0.5–4 by 0.3–2.2 mm; claw 0.2–1 mm high; scales 0.3–2 mm long, apex broadened, not bifid. Stamens: filaments up to 5 mm long; anthers 0.3–0.8 mm long. Fruits red, 0.7–1.5 by 0.7–1.8 cm; stipe 2–5 mm high; lobes 5–10 by 4–9.5 mm; wall thin, leathery. Seeds brownish black, 5–9 by 4.1–5.3 mm; arillode orange.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711819,Forest Herbarium,All rights reserved,"Guioa diplopetala. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02354
wfo-0000711819,use,EN,"In Indochina the boiled roots are used as a medicine against blennorrhea. The wood is resistant to termites and used as poles and for house construction. The arillode is edible, though thin.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711819,Forest Herbarium,All rights reserved,"Guioa diplopetala. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02354
wfo-0000711819,ecology,EN,"Regularly found in primary and especially in secondary forest, in heath forest, submontane forest, along forest edges, rivers, roads, seashore, in deserted cultivated fields, savannah; on a variety of soils. Altitude: sea level up to 1700 m. Flowering: September to April; fruiting: December to April.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711819,Forest Herbarium,All rights reserved,"Guioa diplopetala. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02354
wfo-0000711819,distribution,EN,"Burma, Thailand, Cambodia, Vietnam, Malay Peninsula, Sumatra, Java (type), Borneo, Sulawesi.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711819,Forest Herbarium,All rights reserved,"Guioa diplopetala. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02354
wfo-0000711881,general,EN,"Shrubs to trees up to 30 m high; outer bark usually smooth, usually dark brown with white and grey. Leaves (1–)2–5(–7)-jugate, rachis often winged. Leaflets elliptic to obovate, lower ones much smaller than upper ones, 0.9–18.7 by 0.5–8.3 cm, especially basally asymmetrical, (sub)coriaceous; base mainly attenuate; margin entire; apex (obtuse to) usually abruptly acuminate; domatia many; papillate and hirsute (to subglabrous) beneath. Inflorescences up to 22 cm long. Flowers whitish to pink, 3–4.2 mm in diam. Sepals ovate, 0.7–3.5 by 0.6–3.3, petaloid. Petals mainly obovate, 1.3–3.5 by 0.7–2.2 mm; claw 0.2–1 mm high; scales 0.8–2.2 mm high, apex not broadened, bifid. Stamens: filaments up to 5.1 mm long; anthers 0.2–0.7 mm long. Fruits red, 1–1.9 by 1–2.5 cm; stipe 2–5 mm high; wall thin, leathery. Seeds brownish black, 5.5–9.7 by 5–8 mm; arillode yellow to orange.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711881,Forest Herbarium,All rights reserved,"Guioa pleuropteris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02355
wfo-0000711881,use,EN,"Wood is durable and elastic, though thin, and used for handles of tools and shafts of wagons and ploughs, also as torches. The roots are used as a decoction in N.E. Pahang (Malaysia) against fever and stomach ache. The arillode is edible, but sourish and thin.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711881,Forest Herbarium,All rights reserved,"Guioa pleuropteris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02355
wfo-0000711881,ecology,EN,"Rare to very common in flat to mountainous land, dry to periodically flooded. Primary and especially secondary forest, edges of forest, plantations, in secondary regrowth, cultivated land, moss forest, along riverbanks, roads, and on the sea shore; on a variety of soils. Altitude: sea level up to 1800 m. Flowering: August to March (to May); fruiting throughout the year, mainly February to April.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711881,Forest Herbarium,All rights reserved,"Guioa pleuropteris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02355
wfo-0000711881,distribution,EN,"Burma, S. Cambodia, S. Vietnam, Thailand, Malay Peninsula, Sumatra, Borneo (type), Philippines.",P.C. van Welzen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000711881,Forest Herbarium,All rights reserved,"Guioa pleuropteris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 205. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02355
wfo-0000712125,distribution,EN,"A widespread particularly complex species ranging from S Thailand through Malesia to the Bismarck Archipelago. Four arbitrarily segregated varieties can be recognized, of which only the type variety occurs in S Peninsular Thailand.",W.J.J.O. de Wilde,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000712125,Forest Herbarium,All rights reserved,"Gymnacranthera farquhariana. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 730. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02898
wfo-0000712131,distribution,EN,"Thailand, W Malesia: somewhat arbitrarily two varieties can be distinguished; var. crassinervis (Warb.) J.Sinclair is confined to Borneo. The latter differs from the type variety in stouter habit and coriaceous leaves with strong lateral nerves.",W.J.J.O. de Wilde,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000712131,Forest Herbarium,All rights reserved,"Gymnacranthera forbesii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 732. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02900
wfo-0000712769,general,EN,"Climbing or creeping herb, rooting at the nodes, to 6 m long, finely scabrous and sparsely hairy or subglabrous. Probract (minute, caducous or) absent. Tendrils unbranched. Leaves: blade ovate, or triangular in outline, or 3- or 5-angled or (deeply) lobed, 4–12 cm diam., membranous, ± sparsely scabrous-pubescent on both surfaces, upper surface not bullate, cystoliths usually faint, or fine, base deeply cordate, margin finely sparsely dentate, apex acute(-acuminate), main veins 5, subpalmate; petiole 2–5 cm long. Male inflorescences: flowers solitary or severral in erect racemes 10–25 cm long, bracteate, sometimes co-axillary with a solitary flower; peduncle 4–12 cm long; bracts oblong, 15–20 mm long, (deeply) 2–5-lobed, base cuneate or rounded, sessile, without glands. Male flowers thinly grey pubescent; pedicel 3–7 cm long for solitary flowers, 5–15 mm long in the racemes, faintly articulate with receptacle; receptacle-tube narrow, but widened in upper ⅓ where containing the synandrium, 25–35 mm long, 3–4(–5) mm wide at throat, outside and inside ± pubescent, throat yellow inside; sepals linear, rarely ± lobed, 6–9 mm long, spreading to recurved, green; petals obovate, short-clawed, 20–30 by 12–15 mm, indistinctly veined, somewhat hairy, yellow at base; stamens inserted 12–15 mm below receptacle throat, filaments short, synandrium 9–10 by ca 3.5 mm, deeply included, connectives not enlarged; disc short, 3-lobed. Female flowers: perianth as in male flowers; pedicel 0.5–2(–4) cm long; ovary narrowly ellipsoid, 10–12 by 2.5–4 mm, pubescent, (faintly) 10-ribbed; style 18–20 mm long; stigmas 4–6 mm long, included; disc low, ± 3-lobed. Fruits broadly fusiform, 2.5–5 by 1.5–3 cm, beaked by receptacle remnant, orange-red, glabrescent, sharply 10-ribbed, pulp greenish (brown); fruiting pedicel 1–4 cm long. Seeds oblong, 7–8 by 2–3 by 1.5 mm, with marginal groove, faces not ornamented.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000712769,Forest Herbarium,All rights reserved,"Gymnopetalum chinense. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 443. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04008
wfo-0000712769,ecology,EN,"Forest edges, clearings, scrub, in hedges and in open fields; 0–1,000 m. altitude; flowering & fruiting throughout the year.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000712769,Forest Herbarium,All rights reserved,"Gymnopetalum chinense. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 443. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04008
wfo-0000712769,distribution,EN,"Widespread; north-eastern part of India, China, through Indochina (type), east to Sumatra, Peninsular Malaysia, Borneo, Java, Philippines, Celebes, Lesser Sunda Islands east to Flores.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000712769,Forest Herbarium,All rights reserved,"Gymnopetalum chinense. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 443. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04008
wfo-0000509456,general,EN,"Climbing or creeping herb, rooting at the nodes, to 5 m long, stem (densely) grey or brownish hairy. Probract lanceolate, acute, unlobed or (deeply) 2- or 3-lobed, (1–)1.5–2.5 cm long, sometimes absent, green-yellow, late-caducous. Tendrils unbranched or unequally 2 branched near the base. Leaves: blade circular, or reniform, or broadly ovate in outline, or 5 angular, 2–11 cm diam., subglabrous above, densely coarse-pubescent below, at least on the veins, when fresh bullate above, cystoliths in older leaves present, base deeply cordate, margin entire, finely dentate-mucronate or ± coarsely lobulate or wavy-dentate, apex rounded or subacute, 5 palmately veined, reticulation distinct below; petiole 1–5 cm long. Male inflorescences: flowers solitary or in bracteate racemes; bracts 1–2 cm long, lobed, base cuneate, sessile. Male flowers densely grey (or brown) pubescent; pedicel 2–12 cm long for solitary flowers, 1(–2) cm long in the racemes, persistent, at apex faintly articulate; receptacle-tube (strongly) narrowed below insertion of stamens, 15–20(–30) by 6–7 (at throat) mm, outside and inside pubescent, throat inside yellow; sepals narrowly triangular, lanceolate, entire or lobed, recurved, (4–)5–8 mm long, green; petals obovate, ± clawed, ca 2 by 1.5 cm, distinctly veined; stamens inserted ca 10 mm below throat; filaments 2–2.5 mm long, ± glabrous, synandrium 8–12 by 2–2.5 mm, connectives not enlarged, apex of synandrium flat, narrow, hairy, bright yellow when fresh; disc consisting of 3 short linear bodies. Female flowers solitary, resembling male flowers; pedicel 1–3 cm long; ovary ellipsoid, 8–10 by 6–7 mm, long-pubescent; receptacle tube cylindrical, ca 10 by 5 mm; style 7–10 mm long; stigmas erect, ca 2 mm long, included; disc at base of the tube, very low and minute (nectariferous?) or absent. Fruits short ellipsoid or globose, (2–)3–4 cm long, (orange-)red, at first sparsely hairy, later on glabrous; fruiting pedicel 1–3(–5) cm long. Seeds (elliptic) oblong, 6–9 by 2.5–3 by 1.5–2 mm, faces small, almost smooth, demarcated by groove from broad, rounded margin.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509456,Forest Herbarium,All rights reserved,"Gymnopetalum scabrum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 445. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04009
wfo-0000509456,ecology,EN,"Roadsides, disturbed places; 0–1,000 m altitude; flowering & fruiting throughout the year.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509456,Forest Herbarium,All rights reserved,"Gymnopetalum scabrum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 445. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04009
wfo-0000509456,distribution,EN,"Widespread: India, Sri Lanka, S China, Myanmar, Indochina (Annam, type), south-east to the Philippines and Lesser Sunda Islands east to Sumbawa; not known from Sumatra and Borneo.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509456,Forest Herbarium,All rights reserved,"Gymnopetalum scabrum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 445. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04009
wfo-0001117789,general,EN,"Rhizome short-creeping, bearing fronds closely, densely covered with both scales and hairs; scales linear, about 0.1 mm broad, brown, like hairs: hairs downy, brown to paler, up to 5 mm long. Stipe up to 10 cm long, castaneous, densely covered with pale brown soft hairs. Lamina imparipinnate, narrowly elliptic, up to 8 by 2 cm; rachis like stipe, densely beset with paler appressed hairs; lateral pinnae about four pairs, nearly the same in size and form, ovate, acute at apex, round to cordate at base, about 1.5 by 1 cm, distinctly stalked, densely covered with a mat of hairs on both surfaces; veins a few times forked, all free. Sori dispersed along veins, naked.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117789,Forest Herbarium,All rights reserved,"Gymnopteris vestita. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 193. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0287
wfo-0001117789,ecology,EN,"In rock crevices at about 2000 m alt. in limestone areas of Doi Chiang Dao, only once collected: KERR 6597 (BK, BM, K).","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117789,Forest Herbarium,All rights reserved,"Gymnopteris vestita. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 193. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0287
wfo-0001117789,distribution,EN,"Thailand, N. India (type) and SW. China.","M. Tagawa, K. Iwatsuki",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001117789,Forest Herbarium,All rights reserved,"Gymnopteris vestita. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 193. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0287
wfo-0000713301,general,EN,"Perennial creeper or climber, 1–2 m long; tuber 5 cm diam.; leafy stem 1–2 mm thick, finely sparsely hairy or subglabrous. Leaves: blade (3–)5–7-foliolate, if 7-foliolate the outer leaflets by far the smallest, leaf-blade subcircular in outline, 4–12 cm diam., middle leaflet (narrowly) elliptic or ± rhomboid, 2.5–8 by 1.5–3(–4) cm, lower leaf surface (sub)glabrous but leaf-margin and veins below finely hairy, margin dentate-serrate, lateral veins 8–12 pairs, raised or not below; petiole 2–4 cm long, petiolule 0.4–0.8 cm long. Male inflorescences many flowered, paniculate, 2 or 3 times branched, 5–12 by 2–5 cm (sometimes aggregated in larger panicles), partly finely hairy, flowers in fascicles or short terminal racemes of 3–7 flowers; peduncle 1-2 cm long; bracts minute, ca 0.5 mm long. Male flowers: pedicel 1.5–2 mm long; perianth 2.5–3 mm diam.; receptacle shallow, 0.5–0.7 mm wide, glabrous; sepals narrowly elliptic, ca 1 mm long, glabous; petals ovate-narrowly elliptic and narrowed in the upper half, ca 1.5 mm long, acute-acuminate, in apical part inside papillose and with ca 0.5 mm long hairs, especially on or near the margin; staminal column ca 0.4 mm long, glabrous, synandrium ca 0.4 mm diam.; anthers subglobose, sessile, ca 0.2 mm diam. Female flowers not seen. Infructescences consisting of numerous fruits in spike-like condensed panicles 3–5 by 1.5 cm, sometimes aggregated in larger compound infructescences. Fruits capsular, subglobose, 3–4 mm diam., pergamentaceous, glabrous, at apex truncate, 3-valved, opening inwards. Seeds few, compressed, subcircular or heart-shaped, ca 2 mm diam., hardly 1 mm thick, pale brown, faces finely warty, margin flat, wing-like, narrow but distinct.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713301,Forest Herbarium,All rights reserved,"Gynostemma microspermum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 448. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04011
wfo-0000713301,ecology,EN,"Exposed on limestone bed-rock; 1,750–2,400 m altitude; flowering during September–November; fruiting during October–December.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713301,Forest Herbarium,All rights reserved,"Gynostemma microspermum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 448. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04011
wfo-0000713301,distribution,EN,"Thailand, China (Yunnan, type).",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713301,Forest Herbarium,All rights reserved,"Gynostemma microspermum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 448. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04011
wfo-0000713306,general,EN,"Herbaceous or subwoody climber, 2–8 m long, root perennial but not(?) tuberous, main stem to 1 cm thick, bark fissured, grey; leafy stem slender, 1(–2) mm thick, glabrous or hairy, hairs grey or rarely brown. Leaves: blade simple or foliolate, subcircular (or ovate) in outline, 4–10(–17) cm diam.; leaflets 3–5(–7), ovate to narrowly elliptic, 3–10 by 1–5 cm, outer leaflets smallest, upper surface variously (appressed) hairy or subglabrous (except on the veins), lower surface (sub)glabrous, margin (remotely) finely (or coarsely) dentate, lateral veins 3–6(–7) pairs, veins faint or distinct; petiole 3–6 cm long, petiolules 0.2–0.7 cm long. Male inflorescences many-flowered, small or large, raceme-like or 2–4-branched, broadly paniculate, 5–15(–30) cm long, lateral branches to 10 cm long, hairy or subglabrous, ultimately with (1 or)2–5 flowers in fascicles (or in condensed racemes), finely hairy or subglabrous; peduncle 1–7 cm long; bracts 1–2(–5) mm long. Male flowers: pedicel 1–3(–7) mm long, the basal part persistent after flowering; perianth (2.5–)3–5(–8) mm diam.; receptacle shallowly hollowed, ca 0.5 mm wide; sepals narrowly elliptic-linear, (0.5–)1 mm long; petals triangular, (narrowly) elliptic, 1–2–3.5) by 0.5(–1) mm, apex acuminate or long-acuminate, adaxially usually hairy or papillose; staminal column 0.5(–1) mm long, synandrium 0.5(–1) mm diam.; anthers subglobose, sessile or very short-stalked, ca 0.2 mm diam. Female inflorescences as male inflorescences, but smaller. Female flowers: pedicel 2–4 mm long; perianth 2–4 mm diam.; ovary ca 1 mm diam., glabrous or sparsely hairy; styles (2 or) 3, each 0.5–1 mm long. Fruits a dry berry, globose, 5–8 mm diam., glabrous or (sparsely) hairy, green, pale yellow or blackish when ripe; fruiting pedicel 0.2–0.5 cm long. Seeds usually 2, subcircular, triangular or cordate in outline, 3–4 mm diam., little or moderately compressed, faces irregularly verrucose or wrinkled, margin narrow or broad.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713306,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 450. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04012
wfo-0000713306,ecology,EN,"In a variety of habitats: damp places in scrub and forest, often near water courses, also on limestone; at 200–2,400 m altitude; possible also at sea-level in the lowlands. Flowering & fruiting all through the year, but less frequent in April and May.<br><br>The following forms can be recognized for Thailand:",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713306,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 450. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04012
wfo-0000713306,distribution,EN,"Widespread, as the genus; in India and Sri Lanka, east through China, to Japan (type) and Korea, southeast through Indochina and Malesia to New Guinea. There are no records from Cambodia.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000713306,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 450. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04012
wfo-0000509465,general,EN,"Plant as forma pentaphyllum, but fruits hairy.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509465,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum dasycarpum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04014
wfo-0000509468,general,EN,"Plant as forma pentaphyllum, but male flowers large, petals ca 3.5 mm long.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509468,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum grandiflorum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04015
wfo-0000509468,ecology,EN,"In <i>Sphagnum</i> bog just below the summit, elfin forest, primary evergreen hillside forest; on granite bedrock; at altitudes between 1,700 and 2,600 m.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509468,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum grandiflorum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04015
wfo-0000509468,distribution,EN,Endemic to Thailand.,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509468,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum grandiflorum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04015
wfo-0000509469,general,EN,"Plant as forma pentaphyllum, but male flowers small, perianth ca 2.5 mm diam.; anthers in the synandrium shortly stipitate.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509469,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum knemandrum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04016
wfo-0000509469,ecology,EN,Shaded in mixed evergreen and deciduous forest and on rugged limestone cliffs; only found on limestone; at altitudes between 400 and 450 m.,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509469,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum knemandrum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04016
wfo-0000509469,distribution,EN,Endemic to Thailand.,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509469,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum knemandrum. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 451. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04016
wfo-0000509470,general,EN,"Plant as forma pentaphyllum, but wholly, including both leaf blade surfaces, (densely) hairy.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509470,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum pubescens. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 454. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04017
wfo-0000509470,ecology,EN,"Shaded in primary and disturbed forest, often along small streams; granite bedrock, also on limestone; at altitudes between 600 and 1,500 m.",W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000509470,Forest Herbarium,All rights reserved,"Gynostemma pentaphyllum pubescens. Flora of Thailand. Vol. 9. Part 4, 2008. Pg. 454. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=04017
