WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI
wfo-0000925821,conservation,EN,Probably not threatened.,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925821,Forest Herbarium,All rights reserved,"Corypha lecomtei . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05170
wfo-0000925821,distribution,EN,"Thailand, Cambodia, Laos, Vietnam (type).",A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925821,Forest Herbarium,All rights reserved,"Corypha lecomtei . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05170
wfo-0000925853,general,EN,"Solitary tree palm, leaf-bearing part of stem usually more than 15 m long at flowering. Stem usually naked in adult trees, 0.8–1 m diam., slightly ventricose, the leaf scars usually describing distinct spirals on the trunk. Leaves 20–30 in crown; petiole 2.5–4 m long, green, armed with regularly arranged, up to 2 cm long black spines; blade c. 2.4–3 m across, slightly wider than long, undulate, costa curved, greyish-green on both sides, divided into 80–100 segments, all rather stiff. Composite flowering structure overall 2.5–5 m tall, rounded to elliptic in outline, individual inflorescences 20–25, the middle ones largest, up to 2.5 m long, rachis straight to slightly curved upwards. Fruit 2–3 cm diam., yellowish-brown at maturity, rounded to slightly elliptic.",A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925853,Forest Herbarium,All rights reserved,"Corypha utan . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05171
wfo-0000925853,use,EN,Widely used in southeast Asia as a source of fibre for weaving and in the Philippines the petioles are used for making furniture.,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925853,Forest Herbarium,All rights reserved,"Corypha utan . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05171
wfo-0000925853,ecology,EN,"Occurring in open areas in the lowlands, to 300 m altitude in the Peninsula; its natural habitat is probably open areas along the coast.",A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925853,Forest Herbarium,All rights reserved,"Corypha utan . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05171
wfo-0000925853,conservation,EN,Probably threatened in Thailand. It is nowhere common and its habitat is disappearing fast.,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925853,Forest Herbarium,All rights reserved,"Corypha utan . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05171
wfo-0000925853,distribution,EN,"Thailand, NE India to N Australia (origin of type not known, but probably Java).",A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000925853,Forest Herbarium,All rights reserved,"Corypha utan . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 393. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05171
wfo-4000009635,general,EN,"Terrestrial herbs with corms connected by a rhizome. Foliage leaves 1–2 per corm (leaves absent in one mycoheterotrophic species endemic to Japan), convolute, plicate, petiolate, deciduous, present at the time of flowering; lamina lanceolate to elliptic. Inflorescence arising laterally from the corm, racemose. Flowers nodding to pendent, resupinate, slenderly campanulate (i.e. with sepals, petals and labellum elongate, subequal in length and only slightly spreading). Sepals and petals free. Labellum firmly attached, spathulate with 3-lobed distal part, spurless (but concave to saccate at base). Column straight, elongate, nearly as long as labellum, without column foot; anther subterminal, incumbent, versatile; pollinia 4, closely appressed in 2 pairs, solid, without distinct caudicles; rostellum producing a hamule and a viscidium; receptive part of stigma concave. Fruit not seen.</br></br>A genus of c. 5 species distributed from the southern Himalayas to Sakhalin and the Kuril Islands; 1 species in Thailand.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-4000009635,Forest Herbarium,All rights reserved,"Cremastra  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 440. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05811
wfo-0000926766,general,EN,"Corms clustered, ovoid to terete, 1.5–3.7 cm long, 1–2.3 cm in diameter, producing fibrous roots. Leaves 1(–2) per corm, long-petiolate; petiole(s) covered by 2 cataphylls to form a pseudostem; lamina lanceolate, acute to acuminate, 11.7–15 by 2.5–5.4 cm, with 3–5 distinct (and many indistinct) veins. Inflorescence 26–42 cm tall, lax, 15- to 20-flowered; peduncle bearing 2–3 sheathing, scale-like leaves; rachis 11–18 cm long; floral bracts suberect, linear-triangular to lanceolate, acuminate, 6–11 by 1–2 mm. Flowers fragrant, pale purple to orange brown. Sepals glabrous; dorsal sepal linear-oblanceolate, obtuse to acuminate, 28–34 by 3–5 mm; lateral sepals obliquely linear-oblanceolate, acuminate, 25–33 by 2.5–4 mm. Petals obliquely linear-oblanceolate, (sub)acuminate, 27–33 by 2.5–3.5 mm, glabrous. Labellum deeply 3-lobed  at apex, 24–31 mm long, 3–7 mm wide across side lobes when flattened, glabrous; side lobes porrect, obliquely linear to linear-triangular, acute to acuminate, 3–4 mm long; mid-lobe porrect, lanceolate to elliptic, subacute, 5–10 mm long, ornamented by a small, oblongoid, smooth callus at base. Column 22–27 mm long, semiterete with the front margins extended to form 2 narrow subdistal wings on the ventral side; anther cordate in upper view, c. 1.5 mm long; rostellum producing a broadly ovate hamule and a sagittate viscidium; receptive part of stigma broadly elliptic. Ovary (including pedicel) slenderly terete, flaccid, 8–12 mm long, glabrous.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000926766,Forest Herbarium,All rights reserved,"Cremastra appendiculata variabilis. Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 440. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05813
wfo-0000926766,ecology,EN,"In hill evergreen forest; ca 1,600 m alt. Flowering: June.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000926766,Forest Herbarium,All rights reserved,"Cremastra appendiculata variabilis. Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 440. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05813
wfo-0000926766,distribution,EN,"Thailand, Vietnam, south-central and eastern China (to c. 35 N), Korea, Japan (type), Sakhalin, Kuril Islands.",H.Æ. Pedersen et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000926766,Forest Herbarium,All rights reserved,"Cremastra appendiculata variabilis. Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 440. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05813
wfo-4000009884,general,EN,"Small to medium, evergreen or less often seasonally dormant herbs with procumbent to erect rhizomes and short to long stolons; plants that grow slowly have short, rugged rhizomes, while quick-growing plants have more slender rhizomes with 0.5–1(–2) cm long internodes. Cataphylls often present in flowering plants, in some species also in non-flowering plants, sub-2-keeled; petiole elongate, basally sheathing; leaf blade elliptic-ovate to strap-shaped, vernationconvolute, base attenuate-truncate to cordate. Inflorescence usually shortly pedunculate; spathe with a basal tube, (the kettle), with united margins, an upper tube (sometimes twisted) with fused margins, and a terminal limb which opens into a flat, ovate surface, or may be more or less spirally coiled; a distinctive “collar” or “collar zone” is often found at the transition between the upper tube and the spathe limb; the inside kettle wall sometimes with depressions (alveoli), in the upper part; spadix small, included in the kettle with a basal pistillate part, a part with olfactory bodies, a thin, naked interstice, a staminate part, and a small naked appendix that at the first day of anthesis is adnate to the base of the flap at the top of the kettle; pistillate flowers 4–8, naked, upright, in a single connate whorl; styles outwards-curved; stigma ovate-elliptic to emarginate, occasionally trilobed; ovules 3–20 per pistil, erect, on the adaxial wall; staminate flowers 25–80(–130); thecae 2 per stamen, with a small horn, through which pollen is extruded. Infructescence a sub-ovoid to globular syncarp-like, multiple fruit, each part ultimately splitting at the adaxial side and becoming star-shaped, follicle-like, a few species splitting in a septicidal/septifragal-ceratium manner. Infructescence at maturity raised above the ground by a quickly-extending peduncle. Seeds ellipsoid, rough, mostly with endosperm (but see C. ciliata).</br></br>About 60 aquatic to amphibious species in Asia from India to New Guinea. Eight species have been included for Thailand. None endemic.</br></br>E c o l o g y.— In and along streams and rivers, in fresh and brackish tidal zones, sometimes also in forest pools, in lowland rainforests, often forming large submerged or emergent stands. The rhizomes and stolons are usually deeply buried, sometimes only with the spathe limb and the upper part of the spathe protruding above the ground. In more quickly running water the plants are mostly rooted in sand or between stones and rocks while, in more slowly running water, they are found deep in mud.</br></br>Species of Cryptocoryne fall into a number of natural groups, correlated with morphology, distribution and chromosome numbers (e.g., Arends et al. op.cit.). The chromosome numbers form dysploid (“aneuploid”) as well as euploid series, where the different numbers are characteristic of the species/groups in question (see under each species). A number of tri-, penta- and hexaploids are known, of which most reproduce only vegetatively.</br></br>In some species, plants growing in deeper water tend to have larger leaves, a longer spathe tube and a longer peduncle than those growing in shallow water or as emergents.</br></br>Several exotic species are cultivated in nurseries in Thailand for use as aquarium plants. Their identity may be checked in: Jacobsen, N., 1987. Cryptocoryne in Dassanayake, M.D. and F.R. Fosberg eds. A Revised Handbook to the Flora of Ceylon, Vol. VI: 85–99, and species 
occurring in neighbouring Peninsular Malaysia may be consulted in Othman, Jacobsen, & Mashhor. 2009.Cryptocoryne of Peninsular Malaysia 1–102, Penerbit Universiti Sains Malaysia.",P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-4000009884,Forest Herbarium,All rights reserved,"Cryptocoryne  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 218. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=04960
wfo-0000933162,general,EN,"Rhizome short and rugged, sometimes slender with long internodes. Runners long, slender. Leaves green to brownish purple, upper surface purplish green to green, lower surface red to greenish with reddish veins; leaf blade narrowly ovate, with a truncate to narrowly cordate base, 5–15 by 1–4 cm, surface between the veins smooth to bullate (largest specimens in deep, not quite so fast-running water, small compact specimens in faster-running water; emerged specimens with greenish, crumpled leaves); petiole 5–15 cm long; spathe 10–22 cm long; peduncle 1–3 cm long; kettle 1–2 cm long, white, inside purplish in the upper half; tube 2–12 cm long, white, the upper part dark purplish on the outside; limb 3–7 cm long, spirally twisted, black purple, upper part sometimes greenish, somewhat rough; collar elongate, present but more or less concealed in the spirally twisted limb; pistillate flowers 5–8, purplish to purple or greenish and purple spotted, more or less papillose; stigmas ovate to emarginate; olfactory bodies irregularly rounded, upper surface more or less rough, yellow to purplish spotted; staminate flowers 40–60, smooth. Infructescence ovoid. Seeds brownish, surface somewhat rough; endosperm present, embryo cone-shaped, with an undifferentiated plumula. Chromosome number: 2n = 34.",P.C. Boyce et al.,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000933162,Forest Herbarium,All rights reserved,"Cryptocoryne affinis . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 220. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04961
