WFOID	countryCode	locationID	locality	establishmentMeans	source
wfo-0001255609	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107406	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000150847	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123523	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109288	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123774	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107410	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115644	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123776	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001253214	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109294	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000151032	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000151079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123534	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001118604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107411	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001114939	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117814	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107412	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107864	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001123747	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109297	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107413	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001083363	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000161686	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000476084	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199424	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196964	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199426	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199427	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000476033	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000476041	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000476043	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000476020	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000476021	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001141130	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000475841	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001390644	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000475821	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000475857	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000475845	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000288724	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000288728	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001238604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001238606	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000505913	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000506118	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507098	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507232	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507240	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001368148	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507400	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507549	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507585	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507652	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276139	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001247266	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000779272	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117282	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125749	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125740	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125756	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125758	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000150248	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117821	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125760	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001227360	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001108667	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115925	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117819	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117820	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125751	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000150254	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115647	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125752	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001227311	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001017269	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000289386	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000289483	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000807376	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000289659	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000289668	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000289676	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000289832	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000290800	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000290832	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291467	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291470	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291523	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291531	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291661	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291701	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000799368	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000291976	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292104	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292292	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292571	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292753	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292767	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000292829	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000293080	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000293136	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000293147	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000293224	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000293263	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000293856	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778718	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778720	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778721	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778730	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778733	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778734	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001267673	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001267678	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001085942	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000295013	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000295095	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000295174	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000295190	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000295201	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509912	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116568	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001141255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001141259	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001141223	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001242741	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000510137	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001016273	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001131596	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000296289	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000296290	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000296296	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000296303	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000296387	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000514890	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000515264	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000516938	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000517365	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000517429	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000518262	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000520390	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000520399	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000520403	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000521190	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000296762	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000297077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000404539	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001262265	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000399642	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000399604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000398907	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001014372	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000988442	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001014673	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000983363	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001014455	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000984595	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001132004	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000403185	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000403186	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000403288	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000398943	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001278859	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001018060	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000990767	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000983441	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001017951	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000993850	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001002128	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000988480	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000991305	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000994330	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000983328	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001002192	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000999517	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001018092	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000995089	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000995169	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001017865	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000995739	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000983438	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001017833	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001000919	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000996177	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001133479	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001133460	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000770507	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000738109	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000771081	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000930856	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001133625	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001100626	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001242094	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000503496	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000503494	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000503511	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001119683	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117304	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000194888	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000302677	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000492946	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001135253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001129103	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000170646	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199668	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000438024	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000438025	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001083366	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000303880	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000303883	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000303884	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000779558	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001224545	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000500955	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001225014	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000304986	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000304987	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000304988	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000304993	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000304996	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000304997	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305001	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000525029	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305033	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305036	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305037	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305043	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305051	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305058	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305067	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305069	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305070	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305087	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305093	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305102	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000525038	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305109	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000525039	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305117	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001136283	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001065157	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000492035	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000734154	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001237310	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107476	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116503	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000495438	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001134603	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000526738	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000527218	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000527542	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001280877	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000527668	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000528351	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000528383	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000529555	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000530412	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000531932	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000532298	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501027	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501013	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501014	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501004	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000818596	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000533246	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740106	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000533438	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000546576	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000547801	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000548551	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000548604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000548614	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000549132	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000549389	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000550857	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000551175	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000551231	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000551242	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000551836	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552059	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552091	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552144	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552165	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552239	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552374	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552456	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552823	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000552939	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000553059	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000553091	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000553106	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000553118	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000553132	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000145560	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126041	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000492935	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000492941	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001035243	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000495146	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000495138	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001040303	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001383015	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001271609	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001075787	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501335	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501284	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001074735	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001075793	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501294	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000441843	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001244534	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125311	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001330095	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125302	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125310	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107423	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001268311	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125306	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001330368	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276729	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000748166	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276516	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125312	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276513	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276496	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001274950	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001119983	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001276492	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000748162	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125307	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001121338	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001256918	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109675	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116572	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115940	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000185986	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001069446	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001069445	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000432992	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000309757	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000435045	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000438642	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001240106	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000311210	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199670	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199673	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000499080	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000505180	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507971	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000441673	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001219141	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000493154	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001142241	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001281577	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001046608	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740812	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740748	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740766	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000739239	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740563	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740545	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740672	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000739163	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000740588	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742694	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742357	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742571	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742960	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742873	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742713	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742768	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000739275	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742827	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001073236	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000741873	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000741848	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000739309	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000741774	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000742255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000741913	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000741997	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000739266	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001225322	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000161994	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001280639	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162034	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162040	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001238701	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001081790	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162091	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001083386	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162118	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162137	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001237633	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000162161	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001140430	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001140434	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000501346	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001223782	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001236383	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000495210	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001138476	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001016817	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000996758	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000311980	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000779723	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000507981	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001109380	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125524	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125523	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001016819	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000313527	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000313531	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000557759	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000557771	TH	THA	Thailand	Managed	Flora of Thailand
