WFOID	countryCode	locationID	locality	establishmentMeans	source
wfo-0001016263	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000986002	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001017659	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000675732	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000953757	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000953758	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000677912	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001057632	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199407	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000954367	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000954597	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000954651	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000954656	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000954796	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000954998	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001086255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000955842	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000956012	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000956583	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000959411	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000959555	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000960724	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000960841	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000960989	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000961205	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000961561	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000961612	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000962515	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000962575	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000962908	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000962913	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963015	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963364	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963554	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963836	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000963844	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964188	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964195	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964275	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964398	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964432	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964574	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964699	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000964736	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965105	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965116	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965176	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000682913	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001246439	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001282096	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000683161	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001220600	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000683165	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000683344	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000683346	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000683576	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000684278	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000684319	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000684317	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000684325	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965883	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965898	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965953	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001284414	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000965955	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000966013	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000966057	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685503	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685516	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685537	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685540	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685554	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685559	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685577	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685672	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000685719	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000966545	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000782324	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000782330	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000687146	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000690971	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418566	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418580	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418588	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418590	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418600	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418653	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418703	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418730	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418751	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418850	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418997	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000419427	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000419537	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000419850	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420095	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420139	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420210	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420410	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420431	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420523	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420657	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420751	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420815	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420863	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420922	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420951	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421029	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421051	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421186	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421288	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421414	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421576	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421884	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000421947	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422194	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422275	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422307	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422398	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422530	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422538	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422612	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422693	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422718	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000422738	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423004	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423116	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423224	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423337	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423445	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423454	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423560	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423730	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423784	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423992	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424052	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424074	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424211	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424237	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424305	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424383	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424598	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000691032	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000691039	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000691049	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424775	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000967255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000691487	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000832398	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000832545	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000832649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000425884	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000426768	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000427375	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000967830	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000694102	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000694767	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000696048	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000696940	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000697293	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000697665	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000697664	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000697840	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000697843	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000697908	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000698072	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000698214	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000698813	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000703248	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000703444	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124203	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124216	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001220327	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124218	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001254539	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000703687	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000703707	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000703708	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000703723	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973043	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973067	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973072	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973157	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973179	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973213	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973255	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973276	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973284	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973294	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973311	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973333	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973350	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973445	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973449	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973474	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973540	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973556	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973562	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973575	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973598	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000973650	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795581	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795591	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000802332	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001380870	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795611	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795615	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795623	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795633	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795635	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795644	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000795677	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705406	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705407	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705409	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705420	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705577	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509330	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509329	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705802	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509331	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000705896	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000706024	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000706711	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124507	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117497	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001226952	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000707440	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000707635	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000707653	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001118036	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000145132	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117212	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117215	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125817	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125818	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000709708	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000709910	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000709982	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000710026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000710028	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000710286	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000710308	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000710406	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000711799	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000711819	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000711881	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000712125	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000712131	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116312	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000712769	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509456	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117789	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000713301	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000713306	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509465	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509468	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509469	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000509470	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000713318	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000714117	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000769316	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000434512	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000769324	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000769338	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000769341	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000715064	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000434744	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000715815	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000715826	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000715911	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000717880	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000717913	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107100	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107154	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107159	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000717985	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000717998	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107144	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107174	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000437146	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000438567	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000438784	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718099	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718111	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718114	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718117	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718118	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718119	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000718157	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719064	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719067	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719068	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719078	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719084	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719089	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000719091	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107319	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000655271	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115273	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001069132	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720309	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720313	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720317	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720320	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720328	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720335	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000720338	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001267042	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001267031	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000143584	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001267076	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125548	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000778633	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000658626	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000658703	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000658714	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001076167	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001366280	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723776	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723778	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723783	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723788	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723792	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723793	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723799	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723809	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000723829	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107320	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724151	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001040278	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724152	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000982759	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000982782	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000983012	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214976	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724810	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001285891	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001388584	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001376413	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724823	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724838	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724861	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724862	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724865	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724950	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000724969	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000725055	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001224953	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126917	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107735	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001126924	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000215683	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000215711	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000769366	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000769380	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000726370	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000726469	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000726582	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000726583	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000726697	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000216029	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124420	TH	THA	Thailand	Managed	Flora of Thailand
