WFOID	title	identifier	rights	license	format	source	audience	creator	created	modified	contributor	publisher	description	locality	subject	rightsHolder	latitude	longitude	references
wfo-0000734154	Scaphium scaphigerum. Drawing	img-THA-0000734154.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 103						https://botany.dnp.go.th/image/flora/7/STER_Fig103.jpg
wfo-0000495438	Schizotorenia atropurpurea. Drawing	img-THA-0000495438.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/5/SCRO_Fig49.jpg
wfo-0001134603	Schleichera oleosa. Drawing	img-THA-0001134603.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 25						https://botany.dnp.go.th/image/flora/7/SAPI_figure25.jpg
wfo-0000527218	Schoenoplectus juncoides. Drawing	img-THA-0000527218.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 9						https://botany.dnp.go.th/image/flora/6/CYPE_Figure9.jpg
wfo-0000532298	Schoenus smitinandii. Drawing	img-THA-0000532298.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 38						https://botany.dnp.go.th/image/flora/6/CYPE_Figure38.jpg
wfo-0000501027	Schoutenia accrescens. Drawing	img-THA-0000501027.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 51						https://botany.dnp.go.th/image/flora/6/TILI_Figure51.jpg
wfo-0000501013	Schoutenia curtisii. Drawing	img-THA-0000501013.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 48						https://botany.dnp.go.th/image/flora/6/TILI_Figure48.jpg
wfo-0000501014	Schoutenia kunstleri. Drawing	img-THA-0000501014.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 47						https://botany.dnp.go.th/image/flora/6/TILI_Figure47.jpg
wfo-0000501004	Schoutenia ovata. Drawing	img-THA-0000501004.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/6/TILI_Figure49.jpg
wfo-0000818596	Schrebera swietenioides. Drawing	img-THA-0000818596.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.S.Green	Forest Herbarium	Figure 19						https://botany.dnp.go.th/image/flora/7/OLEA_Figure19.jpg
wfo-0000533246	Schumannianthus dichotomus. Drawing	img-THA-0000533246.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 2: E–G						https://botany.dnp.go.th/image/flora/9/MARA_Fig2.jpg
wfo-0000740106	Sciaphila thaidanica. Drawing	img-THA-0000740106.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 12						https://botany.dnp.go.th/image/flora/2/TRIU_Fig12.jpg
wfo-0000533438	Scirpodendron ghaeri. Drawing	img-THA-0000533438.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/6/CYPE_Figure2.jpg
wfo-0000547801	Scirpus wichurae. Drawing	img-THA-0000547801.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 10						https://botany.dnp.go.th/image/flora/6/CYPE_Figure10.jpg
wfo-0000145560	Scleroglossum minus. Drawing	img-THA-0000145560.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 59						https://botany.dnp.go.th/image/flora/3/PTER_fig59.jpg
wfo-0001126041	Scleroglossum pusillum. Drawing	img-THA-0001126041.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 59						https://botany.dnp.go.th/image/flora/3/PTER_fig59.jpg
wfo-0000492935	Scleropyrum maingayi. Drawing	img-THA-0000492935.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J. Macklin & J. Parnell	Forest Herbarium	Figure 8						https://botany.dnp.go.th/image/flora/9/SANT_Fig8.jpg
wfo-0000492941	Scleropyrum pentandrum. Drawing	img-THA-0000492941.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J. Macklin & J. Parnell	Forest Herbarium	Figure 9						https://botany.dnp.go.th/image/flora/9/SANT_Fig9.jpg
wfo-0000495146	Scolophyllum spinifidum. Drawing	img-THA-0000495146.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/5/SCRO_Fig49.jpg
wfo-0001040303	Scopellaria marginata. Drawing	img-THA-0001040303.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 31						https://botany.dnp.go.th/image/flora/9/CUCU_Fig31.jpg
wfo-0001271609	Scurrula atropurpurea. Drawing	img-THA-0001271609.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			B.A. Barlow	Forest Herbarium	Figure 9						https://botany.dnp.go.th/image/flora/7/LORA_Figure9.jpg
wfo-0001125311	Selaginella amblyphylla. Drawing	img-THA-0001125311.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 2: 17–19						https://botany.dnp.go.th/image/flora/3/PTER_fig2.jpg
wfo-0001125302	Selaginella biformis. Drawing	img-THA-0001125302.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 2: 6–8						https://botany.dnp.go.th/image/flora/3/PTER_fig2.jpg
wfo-0001125306	Selaginella helferi. Drawing	img-THA-0001125306.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 2: 9–12						https://botany.dnp.go.th/image/flora/3/PTER_fig2.jpg
wfo-0001274950	Selaginella pubescens. Drawing	img-THA-0001274950.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 2: 1–5						https://botany.dnp.go.th/image/flora/3/PTER_fig2.jpg
wfo-0001256918	Selaginella wallichii. Drawing	img-THA-0001256918.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 2: 15–16						https://botany.dnp.go.th/image/flora/3/PTER_fig2.jpg
wfo-0001109675	Selaginella willdenowii. Drawing	img-THA-0001109675.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 2: 13–14						https://botany.dnp.go.th/image/flora/3/PTER_fig2.jpg
wfo-0001115940	Selliguea heterocarpa. Drawing	img-THA-0001115940.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 56						https://botany.dnp.go.th/image/flora/3/PTER_fig56.jpg
wfo-0000185986	Serianthes grandiflora. Drawing	img-THA-0000185986.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 53						https://botany.dnp.go.th/image/flora/4/LEGU_Fig53.jpg
wfo-0001069446	Seseli mairei. Drawing	img-THA-0001069446.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Hedge and J.M. Lamond	Forest Herbarium	Figure 99						https://botany.dnp.go.th/image/flora/5/UMBEL_Fig99.jpg
wfo-0001069445	Seseli yunnanense. Drawing	img-THA-0001069445.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Hedge and J.M. Lamond	Forest Herbarium	Figure 98						https://botany.dnp.go.th/image/flora/5/UMBEL_Fig98.jpg
wfo-0000432992	Sesuvium portulacastrum. Drawing	img-THA-0000432992.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L. Phuphathanaphong	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/9/AIZO_Fig3.jpg
wfo-0000309757	Shirakiopsis indica. Drawing	img-THA-0000309757.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 82						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig82.jpg
wfo-0000435045	Siamosia thailandica. Drawing	img-THA-0000435045.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 87						https://botany.dnp.go.th/image/flora/5/AMAR_Fig87.jpg
wfo-0001240106	Silvianthus tonkinensis. Drawing	img-THA-0001240106.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Tange & K. Larsen	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/CARL_Fig1.jpg
wfo-0000199670	Sindora coriacea. Drawing	img-THA-0000199670.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 25						https://botany.dnp.go.th/image/flora/4/LEGU_Fig25.jpg
wfo-0000499080	Sinobaijiania smitinandii. Drawing	img-THA-0000499080.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 32						https://botany.dnp.go.th/image/flora/9/CUCU_Fig32.jpg
wfo-0000499080	Sinobaijiania smitinandii. Drawing	img-THA-0000499080.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 33						https://botany.dnp.go.th/image/flora/9/CUCU_Fig33.jpg
wfo-0000499080	Sinobaijiania smitinandii. Drawing	img-THA-0000499080.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 34						https://botany.dnp.go.th/image/flora/9/CUCU_Fig34.jpg
wfo-0000441673	Siraitia grosvenorii. Drawing	img-THA-0000441673.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 36: C–E						https://botany.dnp.go.th/image/flora/9/CUCU_Fig36.jpg
wfo-0001219141	Siraitia siamensis. Drawing	img-THA-0001219141.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 35						https://botany.dnp.go.th/image/flora/9/CUCU_Fig35.jpg
wfo-0001219141	Siraitia siamensis. Drawing	img-THA-0001219141.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 36: A–B						https://botany.dnp.go.th/image/flora/9/CUCU_Fig36.jpg
wfo-0000493154	Sisyrolepis muricata. Drawing	img-THA-0000493154.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 26						https://botany.dnp.go.th/image/flora/7/SAPI_figure26.jpg
wfo-0001281577	Sloanea sigun. Drawing	img-THA-0001281577.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/2/ELAE_Fig1.jpg
wfo-0001046608	Sloanea tomentosa. Drawing	img-THA-0001046608.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/2/ELAE_Fig2.jpg
wfo-0000740812	Smilax biumbellata. Drawing	img-THA-0000740812.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 33						https://botany.dnp.go.th/image/flora/2/SMIL_Fig33.jpg
wfo-0000740748	Smilax blumei. Drawing	img-THA-0000740748.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 32						https://botany.dnp.go.th/image/flora/2/SMIL_Fig32.jpg
wfo-0000742694	Smilax glabra. Drawing	img-THA-0000742694.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 34						https://botany.dnp.go.th/image/flora/2/SMIL_Fig34.jpg
wfo-0000742357	Smilax inversa. Drawing	img-THA-0000742357.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/2/SMIL_Fig30.jpg
wfo-0000742827	Smilax myosotiflora. Drawing	img-THA-0000742827.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 35						https://botany.dnp.go.th/image/flora/2/SMIL_Fig35.jpg
wfo-0000741848	Smilax pottingeri. Drawing	img-THA-0000741848.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 36						https://botany.dnp.go.th/image/flora/2/SMIL_Fig36.jpg
wfo-0000742255	Smilax siamensis. Drawing	img-THA-0000742255.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 31						https://botany.dnp.go.th/image/flora/2/SMIL_Fig31.jpg
wfo-0000739266	Smilax zeylanica. Drawing	img-THA-0000739266.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Koyama	Forest Herbarium	Figure 29						https://botany.dnp.go.th/image/flora/2/SMIL_Fig29.jpg
wfo-0001225322	Solena heterophylla. Drawing	img-THA-0001225322.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 37						https://botany.dnp.go.th/image/flora/9/CUCU_Fig37.jpg
wfo-0001280639	Sonerila erecta. Drawing	img-THA-0001280639.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 43						https://botany.dnp.go.th/image/flora/7/MELA_Fig43.jpg
wfo-0001081790	Sonerila maculata. Drawing	img-THA-0001081790.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 44						https://botany.dnp.go.th/image/flora/7/MELA_Fig44.jpg
wfo-0000162077	Sonerila moluccana. Drawing	img-THA-0000162077.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 45						https://botany.dnp.go.th/image/flora/7/MELA_Fig45.jpg
wfo-0000162118	Sonerila rheedei. Drawing	img-THA-0000162118.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 46						https://botany.dnp.go.th/image/flora/7/MELA_Fig46.jpg
wfo-0001237633	Sonerila urceolata. Drawing	img-THA-0001237633.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 47						https://botany.dnp.go.th/image/flora/7/MELA_Fig47.jpg
wfo-0001140430	Sonneratia alba. Drawing	img-THA-0001140430.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Santisuk	Forest Herbarium	Figure 96						https://botany.dnp.go.th/image/flora/5/SONN_Fig96.jpg
wfo-0001140434	Sonneratia caseolaris. Drawing	img-THA-0001140434.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Santisuk	Forest Herbarium	Figure 96						https://botany.dnp.go.th/image/flora/5/SONN_Fig96.jpg
wfo-0000501346	Sonneratia griffithii. Drawing	img-THA-0000501346.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Santisuk	Forest Herbarium	Figure 96						https://botany.dnp.go.th/image/flora/5/SONN_Fig96.jpg
wfo-0001223782	Sonneratia ovata. Drawing	img-THA-0001223782.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Santisuk	Forest Herbarium	Figure 96						https://botany.dnp.go.th/image/flora/5/SONN_Fig96.jpg
wfo-0000495210	Sopubia fastigiata. Drawing	img-THA-0000495210.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Yamazaki	Forest Herbarium	Figure 51						https://botany.dnp.go.th/image/flora/5/SCRO_Fig51.jpg
wfo-0000311980	Spathiostemon moniliformis. Drawing	img-THA-0000311980.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 83						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig83.jpg
wfo-0001109380	Sphenomeris chinensis. Drawing	img-THA-0001109380.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 10						https://botany.dnp.go.th/image/flora/3/PTER_fig10.jpg
wfo-0000313527	Spirodela polyrhiza. Drawing	img-THA-0000313527.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			E. Landolt	Forest Herbarium	Figure 18: A–C						https://botany.dnp.go.th/image/flora/7/LEMN_Fig18.jpg
wfo-0000313531	Spirolobium cambodianum. Drawing	img-THA-0000313531.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 25						https://botany.dnp.go.th/image/flora/7/APOC_figure25.jpg
wfo-0000557759	Stachyphrynium latifolium. Drawing	img-THA-0000557759.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 4: D–H						https://botany.dnp.go.th/image/flora/9/MARA_Fig4.jpg
wfo-0000557771	Stachyphrynium longispicatum. Drawing	img-THA-0000557771.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 3: I–K						https://botany.dnp.go.th/image/flora/9/MARA_Fig3.jpg
wfo-0000557825	Stachyphrynium placentarium. Drawing	img-THA-0000557825.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 4: L–N						https://botany.dnp.go.th/image/flora/9/MARA_Fig4.jpg
wfo-0000803966	Stachyphrynium repens. Drawing	img-THA-0000803966.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 4: A–C						https://botany.dnp.go.th/image/flora/9/MARA_Fig4.jpg
wfo-0000557847	Stachyphrynium spicatum. Drawing	img-THA-0000557847.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 4: O–S						https://botany.dnp.go.th/image/flora/9/MARA_Fig4.jpg
wfo-0000505154	Stephania crebra. Drawing	img-THA-0000505154.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L.L. Forman	Forest Herbarium	Figure 72						https://botany.dnp.go.th/image/flora/5/MENI_Fig_72.jpg
wfo-0000505053	Stephania tomentella. Drawing	img-THA-0000505053.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L.L. Forman	Forest Herbarium	Figure 72						https://botany.dnp.go.th/image/flora/5/MENI_Fig_72.jpg
wfo-0000491701	Sterculia balanghas. Drawing	img-THA-0000491701.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 104						https://botany.dnp.go.th/image/flora/7/STER_Fig104.jpg
wfo-0000491589	Sterculia foetida. Drawing	img-THA-0000491589.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 105						https://botany.dnp.go.th/image/flora/7/STER_Fig105.jpg
wfo-0000491639	Sterculia gilva. Drawing	img-THA-0000491639.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 106						https://botany.dnp.go.th/image/flora/7/STER_Fig106.jpg
wfo-0000491653	Sterculia guttata. Drawing	img-THA-0000491653.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 107						https://botany.dnp.go.th/image/flora/7/STER_Fig107.jpg
wfo-0000491627	Sterculia hypochroa. Drawing	img-THA-0000491627.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 108						https://botany.dnp.go.th/image/flora/7/STER_Fig108.jpg
