WFOID	identifier	bibliographicCitation	URI
wfo-0000557825	ref-THA-0000557825	"Stachyphrynium placentarium. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 138. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03809
wfo-0000803966	ref-THA-0000803966	"Stachyphrynium repens. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 141. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03811
wfo-0000557847	ref-THA-0000557847	"Stachyphrynium spicatum. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 140. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03810
wfo-0001291317	ref-THA-0001291317	"Stellaria monosperma. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 421. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01278
wfo-0001238120	ref-THA-0001238120	"Stellaria vestita. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 422. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01279
wfo-0000498751	ref-THA-0000498751	"Stemonurus malaccensis. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 85. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00168
wfo-0001115653	ref-THA-0001115653	"Stenochlaena palustris. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 259–260. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0371
wfo-0000505185	ref-THA-0000505185	"Stephania brevipes. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 319. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01435
wfo-0001279147	ref-THA-0001279147	"Stephania capitata. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 317. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01432
wfo-0000505154	ref-THA-0000505154	"Stephania crebra. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 321. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01438
wfo-0001083815	ref-THA-0001083815	"Stephania elegans. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 320. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01437
wfo-0001238643	ref-THA-0001238643	"Stephania glabra. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 322. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01441
wfo-0000505181	ref-THA-0000505181	"Stephania glandulifera. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 318. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01434
wfo-0001083818	ref-THA-0001083818	"Stephania japonica. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 315. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01430
wfo-0001238631	ref-THA-0001238631	"Stephania japonica discolor. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 315. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01430_1
wfo-0000505046	ref-THA-0000505046	"Stephania oblata. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 321. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01439
wfo-0000505043	ref-THA-0000505043	"Stephania papillosa. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 322. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01440
wfo-0000505042	ref-THA-0000505042	"Stephania pierrei . Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 313. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01428
wfo-0000505065	ref-THA-0000505065	"Stephania reticulata. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 319. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01436
wfo-0000505063	ref-THA-0000505063	"Stephania rotunda. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 323. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01442
wfo-0000505056	ref-THA-0000505056	"Stephania suberosa. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 316. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01431
wfo-0001238625	ref-THA-0001238625	"Stephania subpeltata. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 312. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01427
wfo-0000505053	ref-THA-0000505053	"Stephania tomentella. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 313. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01429
wfo-0000505081	ref-THA-0000505081	"Stephania venosa. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 317. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01433
wfo-0000491701	ref-THA-0000491701	"Sterculia balanghas. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 626. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02797
wfo-0000491935	ref-THA-0000491935	"Sterculia cordata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 626. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02798
wfo-0000491589	ref-THA-0000491589	"Sterculia foetida. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 628. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02799
wfo-0000491639	ref-THA-0000491639	"Sterculia gilva. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 630. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02800
wfo-0000491653	ref-THA-0000491653	"Sterculia guttata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 630. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02801
wfo-0000491627	ref-THA-0000491627	"Sterculia hypochroa. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 633. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02802
wfo-0001141279	ref-THA-0001141279	"Sterculia lanceolata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 635. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02803
wfo-0000491851	ref-THA-0000491851	"Sterculia lanceolata coccinea. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 635. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02804
wfo-0001281831	ref-THA-0001281831	"Sterculia lanceolata principis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 638. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02805
wfo-0000491919	ref-THA-0000491919	"Sterculia macrophylla. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 638. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02806
wfo-0001281825	ref-THA-0001281825	"Sterculia monosperma. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 641. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02807
wfo-0001269330	ref-THA-0001269330	"Sterculia parviflora. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 641. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02808
wfo-0001141261	ref-THA-0001141261	"Sterculia pexa. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 644. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02809
wfo-0001390645	ref-THA-0001390645	"Sterculia urena thorelii. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 646. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02812
wfo-0001141132	ref-THA-0001141132	"Sterculia urens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 646. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02810
wfo-0001140523	ref-THA-0001140523	"Sterculia villosa. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 649. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02813
wfo-0000779618	ref-THA-0000779618	"Stereospermum colais . Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 44. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00933
wfo-0000779620	ref-THA-0000779620	"Stereospermum cylindricum. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 43. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00931
wfo-0000779666	ref-THA-0000779666	"Stereospermum fimbriatum. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 43. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00932
wfo-0000779695	ref-THA-0000779695	"Stereospermum neuranthum. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 45. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00934
wfo-0001250314	ref-THA-0001250314	"Stixis suaveolens. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 260. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01375
wfo-0001016159	ref-THA-0001016159	"Stranvaesia nussia. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 41. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00069
wfo-0001016577	ref-THA-0001016577	"Stranvaesia nussia oblanceolata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 42. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00071
wfo-0000562066	ref-THA-0000562066	"Strelitzia reginae. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 172. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03844
wfo-0001136610	ref-THA-0001136610	"Striga asiatica. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 232. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01205
wfo-0001139961	ref-THA-0001139961	"Striga masuria. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 232. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01206
wfo-0000317251	ref-THA-0000317251	"Strophanthus caudatus. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 97. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02228
wfo-0000317318	ref-THA-0000317318	"Strophanthus perakensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 98. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02229
wfo-0000317354	ref-THA-0000317354	"Strophanthus wallichii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 98. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02230
wfo-0000317363	ref-THA-0000317363	"Strophioblachia fimbricalyx. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 559. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03638
wfo-0001074221	ref-THA-0001074221	"Strychnos axillaris. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 210. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01761
wfo-0001074222	ref-THA-0001074222	"Strychnos cathayensis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 219. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01774
wfo-0000502752	ref-THA-0000502752	"Strychnos curtisii. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 213. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01765
wfo-0001074231	ref-THA-0001074231	"Strychnos ignatii. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 214. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01767
wfo-0000502944	ref-THA-0000502944	"Strychnos lanata. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 213. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01766
wfo-0001074214	ref-THA-0001074214	"Strychnos lucida. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 216. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01769
wfo-0000502993	ref-THA-0000502993	"Strychnos minor. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 212. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01764
wfo-0001074224	ref-THA-0001074224	"Strychnos nitida. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 219. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01773
wfo-0001074211	ref-THA-0001074211	"Strychnos nux-blanda. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 217. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01771
wfo-0000502880	ref-THA-0000502880	"Strychnos nux-vomica. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 218. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01772
wfo-0000502891	ref-THA-0000502891	"Strychnos polyantha. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 211. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01762
wfo-0000502909	ref-THA-0000502909	"Strychnos rupicola. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 214. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01768
wfo-0000502895	ref-THA-0000502895	"Strychnos thorelii. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 220. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01775
wfo-0000501272	ref-THA-0000501272	"Strychnos vanprukii. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 211. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01763
wfo-0000501263	ref-THA-0000501263	"Strychnos villosa. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 217. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01770
wfo-0000492663	ref-THA-0000492663	"Stylidium kunthii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 276. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00463
wfo-0001041953	ref-THA-0001041953	"Stylidium tenellum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 274. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00462
wfo-0001041952	ref-THA-0001041952	"Stylidium uliginosum. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 276. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00464
wfo-0000437616	ref-THA-0000437616	"Suaeda maritima. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 257. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02404
wfo-0000317581	ref-THA-0000317581	"Sumbaviopsis albicans. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 562. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03640
wfo-0000317662	ref-THA-0000317662	"Suregada multiflora. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 566. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03642
wfo-0001063864	ref-THA-0001063864	"Swertia angustifolia. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 90. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01014
wfo-0000498196	ref-THA-0000498196	"Swertia calcicola. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 91. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01016
wfo-0000497940	ref-THA-0000497940	"Swertia striata. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 91. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01015
wfo-0001065306	ref-THA-0001065306	"Sycopsis dunnii. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 408. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02591
wfo-0001065311	ref-THA-0001065311	"Symingtonia populnea. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 408. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02593
wfo-0001141817	ref-THA-0001141817	"Symplocos adenophylla. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 452. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00601
wfo-0001141700	ref-THA-0001141700	"Symplocos anomala. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 453. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00602
wfo-0000491199	ref-THA-0000491199	"Symplocos celastrifolia. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 456. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00603
wfo-0000491203	ref-THA-0000491203	"Symplocos cerasifolia. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 454. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00604
wfo-0001141713	ref-THA-0001141713	"Symplocos cochinchinensis. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 455. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00605
wfo-0001230507	ref-THA-0001230507	"Symplocos cochinchinensis cochinchinensis. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 455. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00606
wfo-0001364999	ref-THA-0001364999	"Symplocos cochinchinensis laurina. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 456. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00607
wfo-0000491449	ref-THA-0000491449	"Symplocos crassipes. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 457. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00608
wfo-0001387882	ref-THA-0001387882	"Symplocos crassipes curtisii. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 457. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00609
wfo-0001141776	ref-THA-0001141776	"Symplocos dryophila. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 458. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00610
wfo-0000491454	ref-THA-0000491454	"Symplocos fasciculata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 458. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00611
wfo-0001141800	ref-THA-0001141800	"Symplocos henschelii. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 451. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00598
wfo-0001368760	ref-THA-0001368760	"Symplocos henschelii magnifica. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 452. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00600
wfo-0001141787	ref-THA-0001141787	"Symplocos hookeri. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 459. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00612
wfo-0000492318	ref-THA-0000492318	"Symplocos longifolia. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 459. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00613
wfo-0001141690	ref-THA-0001141690	"Symplocos lucida. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 460. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00614
wfo-0001141793	ref-THA-0001141793	"Symplocos macrophylla sulcata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 460. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00616
wfo-0000492303	ref-THA-0000492303	"Symplocos macrophylla. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 460. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00615
wfo-0000491018	ref-THA-0000491018	"Symplocos megalocarpa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 461. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00617
wfo-0000490970	ref-THA-0000490970	"Symplocos oxyphylla. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 462. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00618
wfo-0000490951	ref-THA-0000490951	"Symplocos pedunculata. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 462. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00619
wfo-0001141780	ref-THA-0001141780	"Symplocos racemosa. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 462. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00620
wfo-0001141729	ref-THA-0001141729	"Symplocos sumuntia. Flora of Thailand. Vol. 2. Part 4, 1981. Pg. 463. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00621
wfo-0001117754	ref-THA-0001117754	"Syngramma alismifolia. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 185–186. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0276
wfo-0000318180	ref-THA-0000318180	"Syzygium abortivum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 826. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02998
wfo-0000318202	ref-THA-0000318202	"Syzygium aksornae. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 827. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02999
wfo-0000318208	ref-THA-0000318208	"Syzygium albiflorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 828. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03000
wfo-0000318231	ref-THA-0000318231	"Syzygium anacardiifolium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 828. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03001
wfo-0000318236	ref-THA-0000318236	"Syzygium angkae. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 830. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03002
wfo-0000318237	ref-THA-0000318237	"Syzygium angkae angkae. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 830. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03003
wfo-0000318239	ref-THA-0000318239	"Syzygium angkae spissum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 831. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03004
wfo-0000318257	ref-THA-0000318257	"Syzygium aqueum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 831. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03005
wfo-0000318267	ref-THA-0000318267	"Syzygium aromaticum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 832. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03006
wfo-0000318272	ref-THA-0000318272	"Syzygium attenuatum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 834. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03007
wfo-0000318273	ref-THA-0000318273	"Syzygium attenuatum circumscissum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 835. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03011
wfo-0000318291	ref-THA-0000318291	"Syzygium balsameum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 835. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03012
wfo-0000318320	ref-THA-0000318320	"Syzygium boisianum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 836. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03013
wfo-0001366413	ref-THA-0001366413	"Syzygium boisianum longifolium. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 836. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03014
wfo-0000318327	ref-THA-0000318327	"Syzygium borneense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 838. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03015
wfo-0000318328	ref-THA-0000318328	"Syzygium borneense myrtillus. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 839. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03017
wfo-0000318374	ref-THA-0000318374	"Syzygium cacuminis. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 839. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03018
wfo-0000318375	ref-THA-0000318375	"Syzygium cacuminis cacuminis. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 839. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03019
wfo-0001366414	ref-THA-0001366414	"Syzygium cacuminis inthanonense. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 840. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03020
wfo-0000318389	ref-THA-0000318389	"Syzygium campanulatum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 840. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03021
wfo-0000318390	ref-THA-0000318390	"Syzygium campanulatum longistylum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 841. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03023
wfo-0000318424	ref-THA-0000318424	"Syzygium cerasiforme. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 841. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03024
wfo-0000318434	ref-THA-0000318434	"Syzygium chavaran. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 843. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03025
