WFOID	identifier	bibliographicCitation	URI
wfo-4000029074	ref-THA-4000029074	Phaius  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 584. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05928
wfo-0000268002	ref-THA-0000268002	Phaius flavus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 585. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05929
wfo-0000268035	ref-THA-0000268035	Phaius indochinensis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 587. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05930
wfo-0000268112	ref-THA-0000268112	Phaius takeoi . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 590. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05932
wfo-0000268113	ref-THA-0000268113	Phaius tankervilleae . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 590. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05933
wfo-0000268130	ref-THA-0000268130	Phaius wallichii . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 592. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05934
wfo-4000029298	ref-THA-4000029298	Phoenix  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 461. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05251
wfo-0000269784	ref-THA-0000269784	Phoenix loureiroi . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 462. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05252
wfo-0000269791	ref-THA-0000269791	Phoenix paludosa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 463. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05253
wfo-0000269803	ref-THA-0000269803	Phoenix roebelenii . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 463. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05254
wfo-4000029303	ref-THA-4000029303	Pholidocarpus  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 465. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05255
wfo-0000269816	ref-THA-0000269816	Pholidocarpus macrocarpus . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 465. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05256
wfo-4000029306	ref-THA-4000029306	Pholidota  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 593. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05935
wfo-0000269829	ref-THA-0000269829	Pholidota aidiolepis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 594. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05936
wfo-0000269831	ref-THA-0000269831	Pholidota articulata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 596. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05937
wfo-0000269844	ref-THA-0000269844	Pholidota carnea . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 597. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05938
wfo-0000269875	ref-THA-0000269875	Pholidota imbricata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 600. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05940
wfo-0000269902	ref-THA-0000269902	Pholidota pallida . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 602. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05941
wfo-0000269914	ref-THA-0000269914	Pholidota recurva . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 604. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05942
wfo-0000269919	ref-THA-0000269919	Pholidota rubra . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 606. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05943
wfo-4000029696	ref-THA-4000029696	Pilophyllum  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 607. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05944
wfo-0000273357	ref-THA-0000273357	Pilophyllum villosum . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 607. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05945
wfo-4000029763	ref-THA-4000029763	Pinanga  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 466. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05257
wfo-0000273614	ref-THA-0000273614	Pinanga adangensis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 467. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05258
wfo-0000273623	ref-THA-0000273623	Pinanga auriculata . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 467. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05259
wfo-0000273625	ref-THA-0000273625	Pinanga auriculata leucocarpa. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 468. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05260
wfo-0000273626	ref-THA-0000273626	Pinanga auriculata merguiensis. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 468. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05261
wfo-0000273627	ref-THA-0000273627	Pinanga badia . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 468. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05262
wfo-0000273688	ref-THA-0000273688	Pinanga fractiflexa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 469. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05264
wfo-0000273735	ref-THA-0000273735	Pinanga malaiana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 470. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05265
wfo-0000273758	ref-THA-0000273758	Pinanga paradoxa paradoxa. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 471. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05267
wfo-0000273767	ref-THA-0000273767	Pinanga perakensis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 471. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05268
wfo-0000273771	ref-THA-0000273771	Pinanga polymorpha . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 471. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05269
wfo-0000273781	ref-THA-0000273781	Pinanga riparia . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 472. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05270
wfo-0000273793	ref-THA-0000273793	Pinanga scortechinii . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 472. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05271
wfo-0000273799	ref-THA-0000273799	Pinanga simplicifrons simplicifrons. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 473. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05273
wfo-0000273809	ref-THA-0000273809	Pinanga subintegra . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 473. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05274
wfo-0001317027	ref-THA-0001317027	Pinanga subintegra intermedia. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 474. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05275
wfo-0000273812	ref-THA-0000273812	Pinanga sylvestris . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 474. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05276
wfo-0000273833	ref-THA-0000273833	Pinanga watanaiana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 475. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05277
wfo-4000029840	ref-THA-4000029840	Piptospatha  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 250. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=04999
wfo-0001084138	ref-THA-0001084138	Piptospatha perakensis . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 251. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05000
wfo-4000029892	ref-THA-4000029892	Pistia  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 252. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05001
wfo-0000273956	ref-THA-0000273956	Pistia stratiotes . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 253. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05002
wfo-4000030056	ref-THA-4000030056	Platanthera  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 250. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05669
wfo-0000274321	ref-THA-0000274321	Platanthera angustata . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 250. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05670
wfo-0000274323	ref-THA-0000274323	Platanthera angustilabris . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 252. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05671
wfo-4000030195	ref-THA-4000030195	Plectocomia  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 475. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05278
wfo-0000275155	ref-THA-0000275155	Plectocomia elongata . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 476. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05279
wfo-0000275161	ref-THA-0000275161	Plectocomia himalayana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 477. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05280
wfo-0000275175	ref-THA-0000275175	Plectocomia pierreana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 477. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05281
wfo-4000030196	ref-THA-4000030196	Plectocomiopsis  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 479. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05282
wfo-0000275185	ref-THA-0000275185	Plectocomiopsis geminiflora . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 480. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05283
wfo-0000275193	ref-THA-0000275193	Plectocomiopsis wrayi . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 482. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05284
wfo-4000030244	ref-THA-4000030244	Pleione  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 609. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05946
wfo-0000276433	ref-THA-0000276433	Pleione maculata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 610. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05947
wfo-0000276458	ref-THA-0000276458	Pleione praecox . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 611. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05948
wfo-4000030406	ref-THA-4000030406	Plocoglottis  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 613. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05949
wfo-0000278967	ref-THA-0000278967	Plocoglottis bokorensis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 614. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05950
wfo-0000278975	ref-THA-0000278975	Plocoglottis gigantea . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 615. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05951
wfo-0000278981	ref-THA-0000278981	Plocoglottis javanica . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 616. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05952
wfo-0000278991	ref-THA-0000278991	Plocoglottis lowii . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 618. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05953
wfo-0000279009	ref-THA-0000279009	Plocoglottis quadrifolia . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 619. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05954
wfo-4000031038	ref-THA-4000031038	Pothos  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 254. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05003
wfo-0000281259	ref-THA-0000281259	Pothos chinensis . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 255. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05004
wfo-0000281273	ref-THA-0000281273	Pothos curtisii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 256. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05005
wfo-0000281332	ref-THA-0000281332	Pothos kingii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 257. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05006
wfo-0000281345	ref-THA-0000281345	Pothos leptostachyus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 258. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05007
wfo-0000281361	ref-THA-0000281361	Pothos macrocephalus . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 258. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05008
wfo-0000918360	ref-THA-0000918360	Pothos neoroxburghii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 259. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05009
wfo-0000281440	ref-THA-0000281440	Pothos scandens . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 260. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05010
wfo-0000281478	ref-THA-0000281478	Pothos wallichii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 261. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05011
wfo-4000031064	ref-THA-4000031064	Pouteria  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 645. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05462
wfo-0000281610	ref-THA-0000281610	Pouteria campechiana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 645. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05463
wfo-0000281749	ref-THA-0000281749	Pouteria firma . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 646. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05464
wfo-0000281790	ref-THA-0000281790	Pouteria grandifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 647. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05465
wfo-0000281893	ref-THA-0000281893	Pouteria malaccensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 647. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05466
wfo-0000281948	ref-THA-0000281948	Pouteria obovata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 648. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05467
wfo-0000502157	ref-THA-0000502157	Pouteria stellibacca . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 650. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05468
wfo-0000283970	ref-THA-0000283970	Pseudodracontium harmandii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 184. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04918
wfo-0000283979	ref-THA-0000283979	Pseudodracontium macrophyllum . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 186. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04920
wfo-4000032183	ref-THA-4000032183	Punica  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 583. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05383
wfo-0000468843	ref-THA-0000468843	Punica granatum . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 585. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05384
wfo-4000032240	ref-THA-4000032240	Pycnospatha  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 262. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05012
wfo-0000289098	ref-THA-0000289098	Pycnospatha arietina . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 262. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05013
wfo-0000289099	ref-THA-0000289099	Pycnospatha palmata . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 263. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05014
wfo-4000032540	ref-THA-4000032540	Ranunculus  . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 65. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=04808
wfo-0000461711	ref-THA-0000461711	Ranunculus chinensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 67. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04810
wfo-0000463300	ref-THA-0000463300	Ranunculus sceleratus . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 68. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04811
wfo-0000462208	ref-THA-0000462208	Ranunculus siamensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 65. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04809
wfo-4000032741	ref-THA-4000032741	Remusatia  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 264. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05015
wfo-0000295503	ref-THA-0000295503	Remusatia pumila . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 265. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05016
wfo-0000295504	ref-THA-0000295504	Remusatia vivipara . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 266. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05017
wfo-4000032889	ref-THA-4000032889	Rhaphidophora  . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 267. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05018
wfo-0000295909	ref-THA-0000295909	Rhaphidophora beccarii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 269. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05019
wfo-0000295923	ref-THA-0000295923	Rhaphidophora chevalieri . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 270. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05020
wfo-0000295930	ref-THA-0000295930	Rhaphidophora crassifolia . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 271. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05021
wfo-0000295939	ref-THA-0000295939	Rhaphidophora decursiva . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 271. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05022
wfo-0000295951	ref-THA-0000295951	Rhaphidophora falcata . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 272. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05023
wfo-0000295963	ref-THA-0000295963	Rhaphidophora glauca . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 273. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05024
wfo-0000295980	ref-THA-0000295980	Rhaphidophora hookeri . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 274. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05025
wfo-0000295996	ref-THA-0000295996	Rhaphidophora korthalsii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 274. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05026
wfo-0000296013	ref-THA-0000296013	Rhaphidophora lobbii . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 276. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05027
wfo-0000296017	ref-THA-0000296017	Rhaphidophora maingayi . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 277. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05028
wfo-0000296021	ref-THA-0000296021	Rhaphidophora megaphylla . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 277. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05029
wfo-0000296027	ref-THA-0000296027	Rhaphidophora minor . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 278. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05030
wfo-0000296029	ref-THA-0000296029	Rhaphidophora montana . Flora of Thailand. Vol. 11. Part 2, 2012. Pg. 279. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05031
