"taxonID","Identifier","bibliographicCitation"
"wfo-0001249528","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249479","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249479","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249473","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249473","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249463","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249463","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001244225","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001244225","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001239419","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239419","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239250","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239250","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239249","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239249","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239240","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0001239240","308535","Morley, Thomas. 1976. Melastomataceae tribe Memecyleae. Fl. Neotrop. Monogr. 15: 1-295."
"wfo-0000562220","473053","Luteyn, James L., et al. 1995. Ericaceae, Part II. The Superior-Ovaried Genera (Monotropoideae, Pyroloideae, Rhododendroideae, and Vaccinioideae P.P.). Fl. Neotrop. Monogr. 66: 560."
"wfo-0000652355","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0000652355","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0000652355","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0000652352","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0000652352","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0001178563","45752","Frahm, Jan-Peter. 1991. Dicranaceae: Campylopodioideae, Paraleucobryoideae. Fl. Neotrop. Monogr. 54: 1-238."
"wfo-0000309129","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000307484","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000307484","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000307427","25507","Henderson, A. 2000. Bactris (Palmae). Fl. Neotrop. Monogr. 79: 1-181."
"wfo-0000494181","470689","Smith, Lyman B. & Downs, Robert J. 1974. Pitcairnioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (1): 1-658."
"wfo-0000780943","26187","Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130."
"wfo-0000844556","101427","Delprete, Piero G. 1999. Rondeletieae (Rubiaceae). Part I. Fl. Neotrop. Monogr. 77: 1-226."
"wfo-0000844421","101427","Delprete, Piero G. 1999. Rondeletieae (Rubiaceae). Part I. Fl. Neotrop. Monogr. 77: 1-226."
"wfo-0000299014","101427","Delprete, Piero G. 1999. Rondeletieae (Rubiaceae). Part I. Fl. Neotrop. Monogr. 77: 1-226."
"wfo-0000406480","130362","Madriñán, Santiago R. 2004. Rhodostemonodaphne (Lauraceae). Fl. Neotrop. Monogr. 92: 1-102."
"wfo-0000406480","130362","Madriñán, Santiago R. 2004. Rhodostemonodaphne (Lauraceae). Fl. Neotrop. Monogr. 92: 1-102."
"wfo-0000830636","238563","Prance, Ghillean T. 1989. Chrysobalanaceae. Fl. Neotrop. Monogr. 9S: 1-267."
"wfo-0000830636","238563","Prance, Ghillean T. 1989. Chrysobalanaceae. Fl. Neotrop. Monogr. 9S: 1-267."
"wfo-0000817883","238562","Prance, Ghillean T. 1972. Chrysobalanaceae. Fl. Neotrop. Monogr. 9: 1-410."
"wfo-0000814860","238562","Prance, Ghillean T. 1972. Chrysobalanaceae. Fl. Neotrop. Monogr. 9: 1-410."
"wfo-0000814738","238563","Prance, Ghillean T. 1989. Chrysobalanaceae. Fl. Neotrop. Monogr. 9S: 1-267."
"wfo-0000814738","238563","Prance, Ghillean T. 1989. Chrysobalanaceae. Fl. Neotrop. Monogr. 9S: 1-267."
"wfo-0000775530","168846","Prance, Ghillean T. & Mori, S. A. 1979. Lecythidaceae - Part I. The actinomorphic-flowered New World Lecythidaceae (Asteranthos, Gustavia, Grias, Allantoma & Cariniana). Fl. Neotrop. Monogr. 21: 1-270."
"wfo-0000775521","168846","Prance, Ghillean T. & Mori, S. A. 1979. Lecythidaceae - Part I. The actinomorphic-flowered New World Lecythidaceae (Asteranthos, Gustavia, Grias, Allantoma & Cariniana). Fl. Neotrop. Monogr. 21: 1-270."
"wfo-0000775279","168784","Mori, S. A. & Prance, Ghillean T. 1990. Lecythidaceae - Part II: The zygomorphic-flowered New World genera (Couroupita, Corythophora, Bertholletia, Couratari, Eschweilera, & Lecythis). With a study of secondary xylem of Neotropical Lecythidaceae by Carl de Zeeuw. Fl. Neotrop. Monogr. 21: 1-376."
"wfo-0000775279","168784","Mori, S. A. & Prance, Ghillean T. 1990. Lecythidaceae - Part II: The zygomorphic-flowered New World genera (Couroupita, Corythophora, Bertholletia, Couratari, Eschweilera, & Lecythis). With a study of secondary xylem of Neotropical Lecythidaceae by Carl de Zeeuw. Fl. Neotrop. Monogr. 21: 1-376."
"wfo-0000608855","248577","Ståhl, Bertil. 2010. Theophrastaceae. Fl. Neotrop. Monogr. 105: 1-160."
"wfo-0000608855","248577","Ståhl, Bertil. 2010. Theophrastaceae. Fl. Neotrop. Monogr. 105: 1-160."
"wfo-0001085003","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000382351","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000780941","26187","Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130."
"wfo-0000780952","26187","Gentry, Alwyn H. 1980. Bignoniaceae--Part 1. (Crescentieae and Tourrettieae). Fl. Neotrop. Monogr. 25: 1-130."
"wfo-0001179592","45752","Frahm, Jan-Peter. 1991. Dicranaceae: Campylopodioideae, Paraleucobryoideae. Fl. Neotrop. Monogr. 54: 1-238."
"wfo-0001158813","45752","Frahm, Jan-Peter. 1991. Dicranaceae: Campylopodioideae, Paraleucobryoideae. Fl. Neotrop. Monogr. 54: 1-238."
"wfo-0001151816","45752","Frahm, Jan-Peter. 1991. Dicranaceae: Campylopodioideae, Paraleucobryoideae. Fl. Neotrop. Monogr. 54: 1-238."
"wfo-0000281871","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281874","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281875","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281885","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281891","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281895","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281912","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281952","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000281961","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000572623","465928","Maas, Paulus J. M., et al. 1986. Burmanniaceae. Fl. Neotrop. Monogr. 42: 1-189."
"wfo-0000572408","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000590005","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-4000009372","130766","Bischler, Hélène, et al. 2005. Marchantiidae. Fl. Neotrop. Monogr. 97: 1--262."
"wfo-0000311620","23756","Henderson, A. 1990. Arecaceae. Part I. Introduction and the Iriarteinae. Fl. Neotrop. Monogr. 53: 1-100."
"wfo-0000311619","23756","Henderson, A. 1990. Arecaceae. Part I. Introduction and the Iriarteinae. Fl. Neotrop. Monogr. 53: 1-100."
"wfo-0001021113","175832","Bohs, Lynn A. 1994. Cyphomandra (Solanaceae). Fl. Neotrop. Monogr. 63: 154."
"wfo-0001179826","45752","Frahm, Jan-Peter. 1991. Dicranaceae: Campylopodioideae, Paraleucobryoideae. Fl. Neotrop. Monogr. 54: 1-238."
"wfo-0001185426","45752","Frahm, Jan-Peter. 1991. Dicranaceae: Campylopodioideae, Paraleucobryoideae. Fl. Neotrop. Monogr. 54: 1-238."
"wfo-0000680801","388647","Kaastra, Roelof C. 1982. A monograph of the Pilocarpinae (Rutaceae). Fl. Neotrop. Monogr. 33: 1-198."
"wfo-0000654354","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000654326","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-0000857399","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000857422","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000282065","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000282077","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000282083","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000282094","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000310551","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000310641","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000310644","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000310645","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0001229049","112855","Arbo, María M. 1995. Turneraceae --- Parte I. Piriqueta. Fl. Neotrop. Monogr. 67: 1-156."
"wfo-0000421268","301071","Maas, Paulus J. M. & Ruyters, P. 1986. Voyria and Voyriella (saprophytic Gentianaceae). Fl. Neotrop. Monogr. 41: 1-93."
"wfo-0000421258","301071","Maas, Paulus J. M. & Ruyters, P. 1986. Voyria and Voyriella (saprophytic Gentianaceae). Fl. Neotrop. Monogr. 41: 1-93."
"wfo-0001029048","103541","Knapp, Sandra D. 2002. Solanum section Geminata (Solanaceae). Fl. Neotrop. Monogr. 84: 1-404."
"wfo-0000749187","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0000749187","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-0000749187","268672","Pedraza-Peñalosa, Paola. 2010. Disterigma (Ericaceae, Vaccinieae). Fl. Neotrop. Monogr. 108: 1-126."
"wfo-4000008231","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0001021210","175832","Bohs, Lynn A. 1994. Cyphomandra (Solanaceae). Fl. Neotrop. Monogr. 63: 154."
"wfo-0001021171","175832","Bohs, Lynn A. 1994. Cyphomandra (Solanaceae). Fl. Neotrop. Monogr. 63: 154."
"wfo-0001021171","175832","Bohs, Lynn A. 1994. Cyphomandra (Solanaceae). Fl. Neotrop. Monogr. 63: 154."
"wfo-0000406481","130362","Madriñán, Santiago R. 2004. Rhodostemonodaphne (Lauraceae). Fl. Neotrop. Monogr. 92: 1-102."
"wfo-4000040445","447004","Smith, Lyman B. & Downs, Robert J. 1977. Tillandsioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (2): 663-1492."
"wfo-4000037393","472148","Gentry, Alwyn H. 1992. Bignoniaceae--part II (Tribe Tecomeae). Fl. Neotrop. Monogr. 25: 1-370."
"wfo-4000037129","471646","Cowan, Richard S. 1967. Swartzia (Leguminosae, Caesalpinioideae Swartzieae). Fl. Neotrop. Monogr. 1: 3-228."
"wfo-4000034824","134790","Hedenäs, Lars. 2003. Amblystegiaceae. Fl. Neotrop. Monogr. 89: 1--107."
"wfo-4000033822","470284","Lombardi, Julio A. 2014. Celastraceae (Hippocrateoideae e Salacioideae). Fl. Neotrop. Monogr. 114: 1--227."
"wfo-4000032383","397413","Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142."
"wfo-0000471294","388647","Kaastra, Roelof C. 1982. A monograph of the Pilocarpinae (Rutaceae). Fl. Neotrop. Monogr. 33: 1-198."
"wfo-4000029826","182381","Smith, Gerald L. & Coile, Nancy C. 2007. Piptocarpha (Compositae: Vernonieae). Fl. Neotrop. Monogr. 99: 1--94."
"wfo-4000029753","332787","Landrum, Leslie R. 1986. Campomanesia, Pimenta, Blepharocalyx, Legrandia, Acca, Myrrhinium, and Luma (Myrtaceae). Fl. Neotrop. Monogr. 45: 1-178."
"wfo-4000028361","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-4000025466","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-4000024879","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-4000024588","101427","Delprete, Piero G. 1999. Rondeletieae (Rubiaceae). Part I. Fl. Neotrop. Monogr. 77: 1-226."
"wfo-4000020553","257930","Hansen, Bertel. 1980. Balanophoraceae. Fl. Neotrop. Monogr. 23: 1-80."
"wfo-4000019536","290596","Dehgan, Bijan. 2012. Jatropha. Fl. Neotrop. Monogr. 110: 1--274."
"wfo-4000017990","238562","Prance, Ghillean T. 1972. Chrysobalanaceae. Fl. Neotrop. Monogr. 9: 1-410."
"wfo-4000016379","274849","Mora-Osejo, Luis E., et al. 2011. Gunneraceae. Fl. Neotrop. Monogr. 109: i--v, 1--166."
"wfo-4000015109","472759","Gradstein, S. Robbert. 1994. Lejeuneaceae: Ptychantheae, Brachiolejeuneae. Fl. Neotrop. Monogr. 62: 216."
"wfo-4000015093","472759","Gradstein, S. Robbert. 1994. Lejeuneaceae: Ptychantheae, Brachiolejeuneae. Fl. Neotrop. Monogr. 62: 216."
"wfo-4000014726","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-4000014476","130766","Bischler, Hélène, et al. 2005. Marchantiidae. Fl. Neotrop. Monogr. 97: 1--262."
"wfo-4000014037","388647","Kaastra, Roelof C. 1982. A monograph of the Pilocarpinae (Rutaceae). Fl. Neotrop. Monogr. 33: 1-198."
"wfo-4000014025","168784","Mori, S. A. & Prance, Ghillean T. 1990. Lecythidaceae - Part II: The zygomorphic-flowered New World genera (Couroupita, Corythophora, Bertholletia, Couratari, Eschweilera, & Lecythis). With a study of secondary xylem of Neotropical Lecythidaceae by Carl de Zeeuw. Fl. Neotrop. Monogr. 21: 1-376."
"wfo-4000011767","332695","Freitas da Silva, Marlene. 1986. Dimorphandra (Caesalpiniaceae). Fl. Neotrop. Monogr. 44: 1-128."
"wfo-4000010195","130766","Bischler, Hélène, et al. 2005. Marchantiidae. Fl. Neotrop. Monogr. 97: 1--262."
"wfo-4000009862","397413","Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142."
"wfo-4000009468","357517","Maas, Paulus J. M. 1972. Costoideae (Zingiberaceae). Fl. Neotrop. Monogr. 8: 1-140."
"wfo-4000008474","76282","Berg, Cornelius C. 2001. Moreae, Artocarpeae, and Dorstenia (Moraceae): With introductions to the family and Ficus and with additions and corrections to Flora Neotropica Monograph 7. Fl. Neotrop. Monogr. 83: 1-346."
"wfo-4000005690","31955","Norman, E. M. 2000. Buddlejaceae. Fl. Neotrop. Monogr. 81: 1-225."
"wfo-0000856221","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000856242","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000856274","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000856756","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-0000857108","334288","Pennington, Terence D. 1990. Sapotaceae. Fl. Neotrop. Monogr. 52: 1-750."
"wfo-4000005473","397413","Smith, Lyman B. & Downs, Robert J. 1979. Bromelioideae (Bromeliaceae). Fl. Neotrop. Monogr. 14 (3): 1493-2142."
"wfo-4000001543","134790","Hedenäs, Lars. 2003. Amblystegiaceae. Fl. Neotrop. Monogr. 89: 1--107."
"wfo-0001296590","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296588","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296550","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296539","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296537","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296534","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296533","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296532","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296526","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296525","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296524","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296521","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001296520","330962","Forero, Enrique. 1983. Connaraceae. Fl. Neotrop. Monogr. 36: 1-208."
"wfo-0001231903","130362","Madriñán, Santiago R. 2004. Rhodostemonodaphne (Lauraceae). Fl. Neotrop. Monogr. 92: 1-102."
"wfo-0001295576","238562","Prance, Ghillean T. 1972. Chrysobalanaceae. Fl. Neotrop. Monogr. 9: 1-410."
"wfo-0001295572","238562","Prance, Ghillean T. 1972. Chrysobalanaceae. Fl. Neotrop. Monogr. 9: 1-410."
"wfo-0001295498","472606","Todzia, Carol A. 1988. Chloranthaceae: Hedyosmum. Fl. Neotrop. Monogr. 48: 1-138."
"wfo-0001286506","267362","Stace, C. A. & Alwan, A.-R A. 2010. Combretaceae. Fl. Neotrop. Monogr. 107: 1-369."
"wfo-0001249532","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249532","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249524","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249523","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249522","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249521","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249520","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001249519","85148","Fryxell, Paul A. 1999. Pavonia Cavanilles (Malvaceae). Fl. Neotrop. Monogr. 76: 1-284."
"wfo-0001181835","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001181816","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001181802","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001181800","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001179146","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001179130","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001179129","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001179120","474943","Pursell, Ronald A. 2007. Fissidentaceae. Fl. Neotrop. Monogr. 101"
"wfo-0001072095","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072095","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072094","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072094","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072093","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072093","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072092","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072092","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0001072091","238596","Rohwer, Jens G. 1993. Lauraceae: Nectandra. Fl. Neotrop. Monogr. 60: 1-332."
"wfo-0000919581","101427","Delprete, Piero G. 1999. Rondeletieae (Rubiaceae). Part I. Fl. Neotrop. Monogr. 77: 1-226."
"wfo-0000919559","101427","Delprete, Piero G. 1999. Rondeletieae (Rubiaceae). Part I. Fl. Neotrop. Monogr. 77: 1-226."
