"referenceID","bibliographicCitation"
"ref-6267576453421319867","Lindeman, J.C., A.M.W. Mennega & W.H.A. Hekking. 1963 Bomenboek voor Suriname Dienst ’s Lands Bosbeheer Paramaribo"
"ref--2493696876193039283","Metcalfe, C.R. 1987 Anatomy of the Dicotyledons vol. 3 sec. ed. Oxford Univ. Press"
"ref-2952367686713395281","Metcalfe, C.R. & L. Chalk. 1950 Anatomy of the Dicotyledons Volume 2 Clarendon Press Oxford"
"ref-1412866540519687604","Record, S.J. & R.W. Hess. 1943 Timbers of the New World Yale school of Forestry New Haven 640 pp."
"ref-2947672675854815329","Shutts, C.F. 1960 Wood anatomy of Hernandiaceae and Gyrocarpaceae Trop. Woods 113"
"ref--281975343468663249","Welle, B.J.H. ter, 1980 Cystoliths in the secondary xylem of Sparattanthelium (Hernandiaceae) IAWA Bull. n.s. Vol. I"
"ref-4426873323250598491","Williams, L. 1936 Woods of Northeastern Peru. Field Mus. Nat. Hist. Bot. Ser. 15 1-187 Chicago"
"ref--4672109182408997112","Todzia, C.A. 1988 Chloranthaceae: Hedyosmum Flora Neotropica 48 1-139"
"ref--7255569949279559612","Todzia, C.A. 1993 Chloranthaceae K. Kubitzki The Families and Genera of Vascular Plants 2 281-287"
"ref--6535315323932864767","Todzia, C.A. 1998 Chloranthaceae J.A. Steyermark et al. Flora of the Venezuelan Guayana 4 198-201"
"ref--7853270733020408229","Bornstein, A.J. 1991 The Piperaceae in the Southeastern United States J. Arnold Arbor. Suppl. Ser. 1 349-366"
"ref-4390492479522658286","Burger, W.C. 1971 Flora Costaricensis, Piperaceae Fieldiana, Bot. 35 5-227"
"ref-6362575258709717926","Candolle, A.C.P. de. 1869 Piperaceae A.L.P.P. de Candolle Prodromus systematis naturalis regni vegetabilis 16 1 235/65-471"
"ref--3723981932672451486","Görts-van Rijn, A.R.A. 2002 Piperaceae S.A. Mori et al. Guide to the Vascular Plants of Central French Guiana. Mem. New York Bot. Gard. 76 2 574-584"
"ref--2859792632676354317","Görts-van Rijn, A.R.A. & R. Callejas Posada. 2005 Three new species of Piper (Piperaceae) from the Guianas Blumea 50 367-373"
"ref-1979465157023629988","Howard, R.A. 1973 Notes on the Piperaceae of the Lesser Antilles J. Arnold Arbor. 54 377-411"
"ref--8057691869139099383","Jaramillo, M.A. & P. Manos. 2001 Phylogeny and patterns of floral diversity in the genus Piper (Piperaceae) Amer. J. Bot. 88 706-716"
"ref--741276788204532319","Kramer, K.U. & A.R.A. Görts-van Rijn. 1968 Piperaceae A.A. Pulle & J. Lanjouw Flora of Suriname, Additions and Corrections 1 2 415-421"
"ref--8675203541701370871","Lemée, A.M.V. 1955 Flore de la Guyane Française Pipéracées 1 470-492"
"ref--5350839475895778453","Lemée, A.M.V. 1956 Flore de la Guyane Française Pipéracées 4 25-27"
"ref-1049337698321153513","Mathieu, G. 2001-2006 The Internet Peperomia Reference www.peperomia.net/"
"ref--5530096490080739700","Miquel, F.A.W. 1843 Systema Piperacearum p. 1-304"
"ref--181172446907371898","Miquel, F.A.W. 1844 Systema Piperacearum p. 305-575"
"ref--2325654394669075678","Stearn, W.T. & L.H.J. Williams, 1957 Martin's French Guiana plants and Rudge's «Plantarum Guianae Rariorum Icones» Bull. Jard. Bot. État 27 243-265"
"ref--4519059583023950676","Steyermark, J.A. 1984 Piperaceae Flora de Venezuela 2 2 1-619"
"ref--5349010765050400471","Steyermark, J.A. & R. Callejas. 2002 Piperaceae J.A. Steyermark et al. Flora of the Venezuelan Guayana 7 681-738"
"ref--2194946264561913867","Tebbs, M.C. 1989 Revision of Piper (Piperaceae) in the New World. I. Review of characters and taxonomy of Piper section Macrostachys Bull. Brit. Mus. (Nat. Hist.), Bot. 19 117-158"
"ref-2808059616862157113","Tebbs, M.C. 1990 Revision of Piper (Piperaceae) in the New World. 2. The taxonomy of Piper section Churumayu Bull. Brit. Mus. (Nat. Hist.), Bot. 20 193-236"
"ref-2053253785004503","Tebbs, M.C. 1993 Revision of Piper (Piperaceae) in the New World. 3. The taxonomy of Piper sections Lepianthes and Radula Bull. Brit. Mus. (Nat. Hist.), Bot. 23 1-50"
"ref--6944371017926884472","Trelease, W. & T.G. Yuncker. 1950 The Piperaceae of Northern South America p. 1-838"
"ref--3468482742846620218","Verdcourt, B. 1996 Piperaceae R.M. Polhill Flora of Tropical East Africa 24 pp."
"ref--4449209866174679141","Yuncker, T.G. 1957 Piperaceae A.A. Pulle & J. Lanjouw Flora of Suriname 1 2 218-290"
"ref-6212670408733550892","Carlquist, S. 1962a A theory of paedomorphosis in dicotyledonous woods Phytomorphology 12 30-45"
"ref-4323911661170061512","Dadswell, H.E. & S.J. Record. 1936 Identification of woods with conspicuous rays Trop Woods 48 1-30"
"ref-6624826873060037268","Dechamps, R. 1985 Etude anatomique de bois d’ Amérique du Sud. III. Linaceae-Quiinaceae Ann. Mus. roy. Afr. Cent. Tervuren ser. IN-8, Sci. econ. No 14 471 pp."
"ref-3247694168067852656","Détienne, P. & P. Jacquet. 1983 Atlas d’identification des bois de l’Amazonie et des régions voisines C.T.F.T. Nogent sur Marne"
"ref--2481403021853100132","Ilic, J. 1991 CSIRO atlas of hardwoods Springer-Verlag Berlin, etc. 525 pp."
"ref-89956035355843111","Kribs, D.A. 1968 Commercial Foreign Woods on the American Market Dover Publ. New York"
"ref-6267576453421319867","Lindeman, J.C., A.M.W. Mennega & W.H.A. Hekking. 1963 Bomenboek voor Suriname Dienst ’s Lands Bosbeheer Paramaribo"
"ref--2493696876193039283","Metcalfe, C.R. 1987 Anatomy of the Dicotyledons vol. 3 sec. ed. Oxford Univ. Press"
"ref-2952367686713395281","Metcalfe, C.R. & L. Chalk. 1950 Anatomy of the Dicotyledons Volume 2 Clarendon Press Oxford"
"ref-1412866540519687604","Record, S.J. & R.W. Hess. 1943 Timbers of the New World Yale school of Forestry New Haven 640 pp."
"ref-619386293556162036","Williams, L. 1936 Woods of Northeastern Peru Field Mus. nat. Hist. Bot. ser. 15 1-187 Chicago"
"ref--3839820612422687763","Vegter Index Herbar. Collectors 2 6 852 1986"
"ref--1711029236316382965","Jörgensen, P.M. & S. León-Yánez Catalogue of the Vascular Plants of Ecuador 1999"
"ref-5360916224638518751","Lanjouw & Uittien Recueil Trav. Bot. Néerl. 37 133-170 1940"
"ref--2613937104994527123","Howard J. Arnold Arbor. 64 282 1983"
"ref-887344289875998555","Linnaea 18 49-95, 225-240 1845 etc."
"ref--6610454870524022873","McFerren, M.A. & E. Rodriguez J. Ethnopharmacology 60 183-187 1998"
