"taxonID","habitat"
"taxon-2-Irlbachia_tatei","Habitat: in scrubforest on sandstone, savannas on tepuis, alt. (600?) 1100-2300 m ."
"taxon-8-MACROCARPAEA","Habitat: in wetter, mostly mountainous regions."
"taxon-1-Macrocarpaea_ayangannae","Habitat: in elfin forest dominated by Bonnetia roraimae , Clusia spp. and various Myrtaceae, 1350-1570 m alt."
"taxon-Neurotheca_loeselioides","Habitat: mostly on wet places in sand or rock savanna, up to 1400 m alt."
"taxon-10-POTALIA","Habitat: in wet forests, from sea level to 1100 m alt."
"taxon-1-Potalia_amara","Habitat: in primarily non-flooded rainforests, but also in secondary forests, along roads and trails, on river banks, often on lateritic soil, at 70-700 m alt."
"taxon-2-Potalia_resinifera","Habitat: in wet, tropical, primary, secondary, or disturbed forests, inundated or not, “varzea” and “campinarana” forests, mountain crests, river banks, gallery forests, and roadsides and on many types of soils and sediments."
"taxon-1-Rogersonanthus_quelchii","Habitat: in wet savannas, forests, or rocky areas, alt. 1500-2800 m ."
"taxon-1-Schultesia_benthamiana","Habitat: in moist and dry savannas on sand and gravel, 100-290 m alt."
"taxon-2-Schultesia_brachyptera","Habitat: in wet places in savanna, mostly on clay, sometimes on (lateritic) sand, 0-300 m alt."
"taxon-3-Schultesia_guianensis","Habitat: in wet sand savannas, often in flooded areas, sand or granitic rock, 0-110 m alt."
"taxon-4-Schultesia_pohliana","Habitat: in rather open vegetations in wet savannas, on sandy soils, 260-270 m alt."
"taxon-5-Schultesia_subcrenata","Habitat: in savannas or low wet grassland with scattered trees, ca. 120 m alt."
"taxon-13-SIPAPOANTHA","Habitat: growing in savannas and among rock outcrops, on rock and sandstones."
"taxon-1-Sipapoantha_obtusisepala","Habitat: growing on rock"
"taxon-14-SYMBOLANTHUS","Habitat: in wet forests and shrubby areas in montane regions, but also lowland white sand areas and high-land paramós."
"taxon-1-Symbolanthus_elisabethae","Habitat: montane forests and rocky areas, at 900-2800 m alt."
"taxon-1-Tachia_grandiflora","Habitat: in non-inundated primary forest (Iess often in disturbed or secondary forests), on sandy, granite, or laterite soil, 100-800 m alt."
"taxon-2-Tachia_guianensis","Habitat: all types of forests, somewhat more frequent in riverine forest, rocky soil, white sand, 20-1100 m alt."
"taxon-3-Tachia_longipes","Habitat: mesophytic forest on sand, ca. 200 m alt."
"taxon-4-Tachia_schomburgkiana","Habitat: rain forest, swamp, sandstone, rocky or laterite gravelly soil, savanna gallery forest, 400-1350 m alt."
"taxon-5-Tachia_smithii","Habitat: in dense forest on clay soils with granite rocks on mountain slopes, 500-1000 m alt."
"taxon-1-Tapeinostemon_spenneroides","Habitat: savannas, low, montane and cloud forests on white sand and sandstone, 600-1600 m alt."
"taxon-17-TETRAPOLLINIA","Habitat: often wet, white sand or clay savannas, rarely dark grey to black (loamy) clay, creekbeds, 10-1550 m alt."
"taxon-1-Voyria_acuminata","Habitat: in forests, from 0-800 m ."
"taxon-2-Voyria_aphylla","Habitat: in forests (Eperua forest, Mora forest) or savannas, often on white sand, from 0-800 m alt."
"taxon-3-Voyria_aurantiaca","Habitat: from 0-300 m alt."
"taxon-4-Voyria_caerulea","Habitat: in forests, from 0-600 m alt."
"taxon-5-Voyria_clavata","Habitat: in forests, from 0-600 m alt."
"taxon-6-Voyria_corymbosa","Habitat: in forests, 0-900 m alt."
"taxon-7-Voyria_flavescens","Habitat: in forests, 0-900(-1400) m alt."
"taxon-8-Voyria_pittieri","Habitat: in forests, 0-500(-800) m alt."
"taxon-9-Voyria_rosea","Habitat: in forests, 0-800 m alt."
"taxon-10-Voyria_spruceana","Habitat: 0-500 m alt."
"taxon-11-Voyria_tenella","Habitat: in forests, 0-800 m alt."
"taxon-12-Voyria_tenuiflora","Habitat: in forests, 0-900 m alt."
"taxon-1-Voyriella_parviflora","Habitat: in forests, 0-600 m alt."
