"referenceID","bibliographicCitation"
"ref-8942186265927785796","Maas-van de Kamer, H.& P.J.M. Maas. 2002 Gentianaceae S.A. Mori et al. Guide to the Vascular Plants of Central French Guiana. Part. 2. Mem. New York Bot. Gard. 76 2 328-334"
"ref-2314799127044122117","Macbride, J.F. 1959 Gentianaceae Flora of Peru. Field Mus. Nat. Hist. Bot. Ser. 13 5 1 270-363"
"ref--8251889107619181851","Maguire, B. 1981 Gentianaceae B. Maguire et al. Botany of the Guayana Highland-part XI. Mem. New York Bot. Gard. 32 330-388"
"ref--2033507474096057649","Maguire, B. 1985 Gentianaceae (part 2) Phytologia 57 311-312"
"ref-1277195085926180499","Maguire, B. & B.M. Boom. 1989 Gentianaceae (part 3) B. Maguire et al. Botany of the Guayana Highland-part XIII. Mem. New York Bot. Gard. 51 2-56"
"ref--6037640087321777403","Meszáros, S., J. De Laet, V. Goethals, E. Smets & S. Nilsson. 2002 Cladistics of the Gentianaceae: a morphological approach Pp. 310-376 L. Struwe & V.A. Albert (eds.) Gentianaceae — Systematics and Natural History Cambridge University Press Cambridge"
"ref--7837716608916974348","Nilsson, S. 1970 Pollen morphological contributions to the taxonomy of Lisianthus L s. lat. (Gentianaceae). Svensk Bot. Tidskr. 64 1-43"
"ref-1633644968334288121","Nilsson, S. 2002 Gentianaceae — a review of palynology Pp. 377-497 L. Struwe & V.A. Albert (eds.) Gentianaceae — Systematics and Natural History Cambridge University Press Cambridge"
"ref--3075282956891254369","Pringle, J.S. 1995 Gentianaceae G. Harling & L. Andersson (eds.) Flora of Ecuador 53 3-131"
"ref-4466189642103001133","Progel, A. 1865 Gentianaceae C.F.P. von Martius Flora Brasiliensis 6 1 197-248"
"ref-5808445880538266622","Standley, P.C. 1938 Gentianaceae Flora of Costa Rica. Field Mus. Nat. Hist., Bot. Ser. 18 3 923-929"
"ref-932969553592626746","Standley, P.C. & L.O. Williams. 1969 Gentianaceae Flora of Guatemala. Fieldiana, Bot. 24 8, 4 302-334"
"ref-4832345297881388414","Struwe, L. & V.A. Albert. 1998 Six new species of Gentianaceae from the Guayana Shield Harvard Pap. Bot. 3 181-197"
"ref--5968788327288131070","Struwe, L., V.A. Albert, M.F. Calió, C. Frasier, K.B. Lepis, K.G. Mathews, & J.R. Grant. 2009 Evolutionary patterns in neotropical Helieae (Gentianaceae): evidence from morphology, chloroplast and nuclear DNA sequences Taxon 58 479-499"
"ref-734775124265857367","Struwe, L., J.W. Kadereit, J. Klackenberg, S. Nilsson, M. Thiv, K.B. von Hagen & V.A. Albert. 2002 Systematics, character evolution, and biogeography of Gentianaceae, including a new tribal and subtribal classification Pp. 21-309 L. Struwe & V.A. Albert (eds.) Gentianaceae — Systematics and Natural History Cambridge University Press Cambridge"
"ref-6967233804749975950","Struwe, L., P.J.M. Maas, O. Pihlar & V.A. Albert. 1999 Gentianaceae J.A. Steyermark et al. (eds.) Flora of the Venezuelan Guayana 5 474-542"
"ref-1068881170635064794","Williams, R.O. and E.E. Cheesman. 1947 Gentianaceae Flora of Trinidad and Tobago 2 3 179-184"
"ref--3009142894842596346","Lepis, K.B. 2009 Evolution and systematics of Chelonanthus (Gentianaceae). PhD Thesis Rutgers University, New Brunswick, NJ, U.S.A. mss3.libraries.rutgers.edu/dlr/TMP/rutgers-lib_25417-PDF-1.pdf"
"ref-8300420317174235252","Machado I.C.S., I. Sazima & M. Sazima. 1998 Pollination of terrestrial herb Irlbachia alata (Gentianaceae) in northeastern Brazil Pl. Syst. Evol. 209 231-237"
"ref-3381313525391736262","Ewan, J. 1947 A revision of Chorisepalum, an endemic genus of Venezuelan Gentianaceae J. Washington Acad. Sci. 37 392-396"
"ref--7730191557511978302","Guimarães, E.F. & V.L.G. Klein. 1985 Revisão taxonômica do gênero Coutoubea Aublet (Gentianaceae) Rodriguésia 37 62 21-45"
"ref--5583421710404375464","Crespo, S.R.M. & W. Marcondes-Ferreira. 2006 Morfologia polínica dos gêneros Curtia Cham. & Schltdl e Hockinia Gardner (Gentianaceae Juss.). Acta Bot. Brasil. 20 2 273-284"
"ref--548904480291696458","Crespo, S.R.M. & W. Marcondes-Ferreira. 2009 Revisão taxonômica do gênero Curtia (Gentianaceae) Rodriguésia 60 2 423-444"
"ref--750567526093280329","Grothe, E.H.M. & P.J.M. Maas. 1984 A scanning electron microscopic study of the seed coat structure of Curtia Chamisso & Schlechtendal and Hockinia Gardner (Gentianaceae) Proc. Kon. Ned. Akad. Wetensch. C, 87 33-42"
"ref-9084865407833909823","Raynal, A. 1969 Révision du genre Enicostema Blume (Gentianaceae) Adansonia ser. 2 9 57-85"
"ref-8808637021308776516","Veldkamp, J.F. 1968 A synopsis of the genus Enicostema Bl., nom. cons. (Gentianaceae). Blumea 16 133-136"
"ref--1827800915932415202","Cobb, L. & P.J.M. Maas. 1983 Seed coat micromorphology in Irlbachia (Gentianaceae) Proc. Kon. Ned. Akad. Wetensch. C 86 127-136"
"ref-1352185910484881467","Struwe, L. & V.A. Albert. 1998 Lisianthius (Gentianaceae), its probable homonym Lisyanthus, and the priority of Helia over Irlbachia as its substitute Harvard Pap. Bot. 3 63-71"
"ref--4362227966714664135","Struwe, L. & V.A. Albert. 1999 Nomenclatural issues in Helieae (Gentianaceae): a response to Zijlstra et al Harvard Pap. Bot. 4 293"
"ref-2304342543798132484","Ewan, J. 1948 A revision of Macrocarpaea, a neotropical genus of shrubby gentians Contr. U.S. Natl. Herb. 29 209-250"
"ref--4847131104785955264","Grant, J.R. & L. Struwe. 2001 De Macrocarpaeae Grisebach (ex Gentianaceis) speciebus novis I: An introduction to the genus Macrocarpaea and three new species from Colombia, Ecuador, and Guyana Harvard Pap. Bot. 5 489-498"
"ref-7238368468721900347","Grant, J.R. & L. Struwe. 2003 De Macrocarpaeae Grisebach (ex Gentianaceis) speciebus novis III: Six new species of moon-gentians (Macrocarpaea, Gentianaceae: Helieae) from Parque Nacional Podocarpus, Ecuador Harvard Pap. Bot. 8 1 61-81"
"ref--8559945014786936023","Nilsson, S. 1968 Pollen morphology in the genus Macrocarpaea (Gentianaceae) and its taxonomical significance Svensk Bot. Tidskr. 62 338-364"
"ref-9101120106541970189","Weaver, R.E. 1974 The reduction of Rusbyanthus and the tribe Rusbyantheae (Gentianaceae) J. Arnold Arb. 55 300-302"
"ref--6920277086357565427","Raynal, A. 1968 Les genres Neurotheca Benth. et Hook. et Congolanthus A. Raynal, gen. nov. (Gentianaceae). Adansonia ser. 2 8 45-68"
"ref-5597930285257489538","Frasier, C.L., V.A. Albert & L. Struwe. 2008 Amazonian lowland, white sand areas as ancestral regions for South American biodiversity: Biogeographic and phylogenetic patterns in Potalia (Angiospermae: Gentianaceae) Organisms Diversity Evol. 8 44-57"
"ref-2469061711199056135","Leeuwenberg, A.J.M. & P.W. Leenhouts. 1980 Taxonomy A.J.M. Leeuwenberg (ed.) Engler & Prantl’s Die natürlichen Pflanzenfamilien, Angiospermae: Ordnung Gentianales, Fam. Loganiaceae vol. 28b 1 8-96"
"ref--5179176630866814942","Struwe, L. & V.A. Albert. 2004 Monograph of neotropical Potalia (Gentianaceae: Potalieae) Syst. Bot. 29 3 670-701"
"ref-2304342543798132484","Ewan, J. 1948 A revision of Macrocarpaea, a neotropical genus of shrubby gentians Contr. U.S. Natl. Herb. 29 209-250"
"ref--8559945014786936023","Nilsson, S. 1968 Pollen morphology in the genus Macrocarpaea (Gentianaceae) and its taxonomical significance Svensk Bot. Tidskr. 62 338-364"
"ref--8267588822271171335","Struwe, L., S. Nilsson & V.A. Albert. 2008 Roraimaea (Gentianaceae: Helieae) — a new gentian genus from white sands and tepuis of Brazil and Venezuela Harvard Pap. Bot. 13 36-44."
"ref-7595290083782479572","Guimarães, E.F. & Fontella Pereira, J. 2002 Estudos em Gentianaceae IV — Novos táxons para o gènero Schultesia Mart Bradea 8 41 285-288"
"ref-7667429273994563146","Guimarães, E.F. 2004 Novos sinônimos para espécies de Schultesia Mart e Xestaea Griseb. (Gentianaceae). Rodriguésia 55 85 67-72"
"ref-9206300843812275360","Lepis, K.B., P.J.M. Maas & L. Struwe. 2011 A new species of Sipapoantha (Gentianaceae: Helieae) from northern Brazil Blumea 56 28-32"
"ref--7263604526856805165","Gould, K.R. & L. Struwe. 2004 Phylogeny and evolution of Symbolanthus and Wurdackanthus (Gentianaceae-Helieae) in the Guayana Highlands and Andes, based on ribosomal 5S-NTS sequences Ann. Missouri Bot. Gard. 91 438-446"
"ref-1409299551610491310","Molina, J. & L. Struwe 2008 Revision of ring-gentians (Symbolanthus, Gentianaceae) from Bolivia, Ecuador and Peru, with a first assessment of conservation status Syst. Biodivers. 6 477-501"
"ref--7065337034945341429","Struwe, L. 2003 Two new winged species of Symbolanthus (Gentianaceae: Helieae) from Colombia Novon 13 133-140"
"ref--8499306738375447637","Struwe, L. & K.R. Gould. 2004 Redefinition of Symbolanthus to include Wurdackanthus (Gentianaceae — Helieae) Novon 14 354-359"
"ref-4761729354907198427","Cobb, L. & P.J.M. Maas. 1998 A new species of Tachia (Gentianaceae) from Suriname Brittonia 50 1 11-18"
"ref--5858942572070669106","Maguire, B. & R.E. Weaver. 1975 The neotropical genus Tachia J. Arnold Arbor. 56 103-125"
"ref-5764367495085940903","Peters, W., M.P. Kinkade, A.M. Pohlit & L. Struwe. 2005 Tachia field guide Rutgers University, Cook College, New Brunswick, NJ, & Instituto Nacional de Pesquisas da Amazônia (INPA), Manaus, Brazil [available online at Gentian Research Network]"
"ref--9069338656730994069","Peters, W., R. Cortés-B., M.P. Kinkade, A.M. Pohlit & L. Struwe. 2005 Guía de Campo de Tachia Rutgers University, Cook College, New Brunswick, NJ, & Instituto Nacional de Pesquisas da Amazônia (INPA), Manaus, Brazil [available online at Gentian Research Network]"
"ref-6174333334694130398","Schomburgk, R.H. 1841 Journey from Esmeralda, on the Orinoco, to San Carlos and Moura on the Rio Negro and thence by Fort São Joaquim to Demerara, in spring of 1839 J. Roy. Geogr. Soc. 10 248-267"
"ref-8147274934121619958","Struwe, L., M.P. Kinkade & P.J.M. Maas. 2005 Two new Brazilian species of Tachia (Gentianaceae: Helieae) Blumea 50 457-462"
"ref-7204592967351690250","Steyermark, J.A. 1951 The genus Tapeinostemon (Gentianaceae) Lloydia 14 58-64"
"ref--5478788577940658452","Maas, P.J.M. & P. Ruyters. 1986 Voyria and Voyriella (saprophytic Gentianaceae) Fl. Neotrop. Monogr. 41 1-93"
"ref--8298689020399299323","Raynal-Roques, A. 1967 Étude critique des genres Voyria et Leiphaimos (Gentianaceae) et révision des Voyria d’Afrique Adansonia sér. 2 7 53-71"
"ref--5478788577940658452","Maas, P.J.M. & P. Ruyters. 1986 Voyria and Voyriella (saprophytic Gentianaceae) Fl. Neotrop. Monogr. 41 1-93"
