"taxonID","habitat"
"taxon-19-Xyris_savanensis","Habitat: in low to medium- elevation sandy savanna, 0-1500 m ."
"taxon-20-Xyris_setigera","Habitat: in sandy rocky, moist savanna, 500-2400m ."
"taxon-21-Xyris_seubertii","Habitat: in moist to rather dry borders of savanna bogs, often in disturbed sites, 700-1900 m ."
"taxon-23-Xyris_subuniflora","Habitat: sandy moist low-elevation savanna, 100-400(-700) m ."
"taxon-24-Xyris_surinamensis","Habitat: in sandy rocky savanna, 50- ca. 2000 m"
"taxon-25-Xyris_tenella","Habitat: sandy savanna and campos, 100-2300 m ."
"taxon-26-Xyris_thysanolepis","Habitat: in medium- to high-elevation boggy savanna, particularly along small streams and in rocky flushes."
"taxon-26a-Xyris_thysanolepis","Habitat: 1000-1600 m ."
"taxon-26b-Xyris_thysanolepis","Habitat: 1000-2200 m ."
"taxon-27-Xyris_uleana","Habitat: in low to high-elevation savanna, 100-2000 m ."
"taxon-27a-Xyris_uleana","Habitat: mostly at the lower elevations ."
"taxon-27b-Xyris_uleana","Habitat: sandy savanna, often common and weedy, 100-2000 m ."
"taxon-28-Xyris_witsenioides","Habitat: in high savanna and shrub savanna, seepage areas on ledges and steep slopes, 800-2700 m ."
"taxon-1-Eichhornia_azurea","Habitat: calm water margins along larger river systems."
"taxon-2-Eichhornia_crassipes","Habitat: common to ponds, lakes and calm backwaters of rivers."
"taxon-3-Eichhornia_diversifolia","Habitat: coastal ponds, lakes and rivers."
"taxon-4-Eichhornia_heterosperma","Habitat: coastal lakes, backwaters of rivers and roadside ditches."
"taxon-5-Eichhornia_paniculata","Habitat: ephemeral ponds in savannas."
"taxon-1-Pontederia_rotundifolia","Habitat: large river systems."
"taxon-2-Pontederia_subovata","Habitat: larger river systems."
"taxon-3-Pontederia_triflora","Habitat: savannas."
"taxon-1a-Schiekia_orinocensis","Habitat: mostly in humid savannas, sometimes growing on lajas; at low elevations up to 600 m ."
"taxon-1b-Schiekia_orinocensis","Habitat: in forests, often on white sand or on granitic substrate, in sandy river banks, or growing in shrubby places on lajas, at elevations up to 150 m (1 collection from 250-600 m) ."
"taxon-1-Xiphidium_caeruleum","Habitat: in forests; from sea level to 1500 m alt.."
