WFOID,locality,locationID,countryCode,establishmentMeans,taxon,source
wfo-0000907315,Ireland,IRE,IE,native,Vulpia bromoides,
wfo-0000907351,Ireland,IRE,IE,native,Vulpia fasciculata,
wfo-0000907427,Ireland,IRE,IE,native,Vulpia myuros,
wfo-0000925259,Ireland,IRE,IE,native,Corylus avellana,
wfo-0000928205,Ireland,IRE,IE,native,Populus tremula,
wfo-0000928540,Ireland,IRE,IE,native,Salix herbacea,
wfo-0000928687,Ireland,IRE,IE,native,Salix pentandra,
wfo-0000928969,Ireland,IRE,IE,native,Salix aurita,
wfo-0000929149,Ireland,IRE,IE,native,Salix cinerea,
wfo-0000929313,Ireland,IRE,IE,native,Salix caprea,
wfo-0000930027,Ireland,IRE,IE,native,Salix phylicifolia,
wfo-0000930388,Ireland,IRE,IE,native,Salix repens,
wfo-0000934953,Ireland,IRE,IE,native,Ajuga pyramidalis,
wfo-0000935107,Ireland,IRE,IE,native,Ajuga reptans,
wfo-0000936593,Ireland,IRE,IE,native,Dactylorhiza fuchsii,
wfo-0000936635,Ireland,IRE,IE,native,Dactylorhiza incarnata,
wfo-0000936681,Ireland,IRE,IE,native,Dactylorhiza kerryensis,
wfo-0000936713,Ireland,IRE,IE,native,Dactylorhiza maculata,
wfo-0000936917,Ireland,IRE,IE,native,Dactylorhiza traunsteineri,
wfo-0000945215,Ireland,IRE,IE,native,Alnus glutinosa,
wfo-0000945816,Ireland,IRE,IE,native,Drosera anglica,
wfo-0000945976,Ireland,IRE,IE,native,Drosera intermedia,
wfo-0000946157,Ireland,IRE,IE,native,Drosera rotundifolia,
wfo-0000951956,Ireland,IRE,IE,native,Epipactis atrorubens,
wfo-0000952061,Ireland,IRE,IE,native,Epipactis helleborine,
wfo-0000952194,Ireland,IRE,IE,native,Epipactis palustris,
wfo-0000952209,Ireland,IRE,IE,native,Epipactis phyllanthes,
wfo-0000962639,Ireland,IRE,IE,native,Euphorbia hyberna,
wfo-0000963826,Ireland,IRE,IE,native,Euphorbia paralias,
wfo-0000968296,Ireland,IRE,IE,native,Galium aparine,
wfo-0000968464,Ireland,IRE,IE,native,Galium boreale,
wfo-0000968477,Ireland,IRE,IE,native,Anacamptis morio,
wfo-0000968551,Ireland,IRE,IE,native,Anacamptis pyramidalis,
wfo-0000969693,Ireland,IRE,IE,native,Galium odoratum,
wfo-0000969740,Ireland,IRE,IE,native,Galium palustre,
wfo-0000970124,Ireland,IRE,IE,native,Galium saxatile,
wfo-0000970264,Ireland,IRE,IE,native,Galium sterneri,
wfo-0000970490,Ireland,IRE,IE,native,Galium uliginosum,
wfo-0000970562,Ireland,IRE,IE,native,Galium verum,
wfo-0000972872,Ireland,IRE,IE,native,Glechoma hederacea,
wfo-0000976561,Ireland,IRE,IE,native,Gymnadenia conopsea,
wfo-0000979153,Ireland,IRE,IE,native,Hammarbya paludosa,
wfo-0000979730,Ireland,IRE,IE,native,Hedera helix,
wfo-0000983287,Ireland,IRE,IE,native,Sanguisorba officinalis,
wfo-0000983427,Ireland,IRE,IE,native,Filipendula ulmaria,
wfo-0000984092,Ireland,IRE,IE,native,Alchemilla glabra,
wfo-0000984236,Ireland,IRE,IE,native,Rosa micrantha,
wfo-0000985078,Ireland,IRE,IE,native,Alchemilla xanthochlora,
wfo-0000985679,Ireland,IRE,IE,native,Comarum palustre,
wfo-0000985720,Ireland,IRE,IE,native,Sorbus rupicola,
wfo-0000985731,Ireland,IRE,IE,native,Rosa agrestis,
wfo-0000986187,Ireland,IRE,IE,native,Alchemilla filicaulis,
wfo-0000987238,Ireland,IRE,IE,native,Potentilla fruticosa,
wfo-0000988128,Ireland,IRE,IE,native,Potentilla sterilis,
wfo-0000991038,Ireland,IRE,IE,native,Potentilla reptans,
wfo-0000993770,Ireland,IRE,IE,native,Fragaria vesca,
wfo-0000994255,Ireland,IRE,IE,native,Rosa tomentosa,
wfo-0000994356,Ireland,IRE,IE,native,Rubus idaeus,
wfo-0000996365,Ireland,IRE,IE,native,Dryas octopetala,
wfo-0000998050,Ireland,IRE,IE,native,Alchemilla alpina,
wfo-0000998132,Ireland,IRE,IE,native,Rosa mollis,
wfo-0000998709,Ireland,IRE,IE,native,Sorbus aucuparia,
wfo-0000999868,Ireland,IRE,IE,native,Alchemilla glaucescens,
wfo-0001001132,Ireland,IRE,IE,native,Rubus chamaemorus,
wfo-0001002631,Ireland,IRE,IE,native,Rosa stylosa,
wfo-0001002693,Ireland,IRE,IE,native,Geum urbanum,
wfo-0001003065,Ireland,IRE,IE,native,Aphanes arvensis,
wfo-0001004152,Ireland,IRE,IE,native,Geum rivale,
wfo-0001004321,Ireland,IRE,IE,native,Rosa rubiginosa,
wfo-0001004521,Ireland,IRE,IE,native,Rosa arvensis,
wfo-0001004690,Ireland,IRE,IE,native,Potentilla erecta,
wfo-0001004881,Ireland,IRE,IE,native,Rubus fruticosus,
wfo-0001005630,Ireland,IRE,IE,native,Prunus avium,
wfo-0001006000,Ireland,IRE,IE,native,Agrimonia procera,
wfo-0001006654,Ireland,IRE,IE,native,Agrimonia eupatoria,
wfo-0001006731,Ireland,IRE,IE,native,Prunus padus,
wfo-0001006828,Ireland,IRE,IE,native,Rosa sherardii,
wfo-0001007404,Ireland,IRE,IE,native,Rubus caesius,
wfo-0001007437,Ireland,IRE,IE,native,Prunus spinosa,
wfo-0001008670,Ireland,IRE,IE,native,Rosa pimpinellifolia,
wfo-0001009199,Ireland,IRE,IE,native,Aphanes australis,
wfo-0001009356,Ireland,IRE,IE,native,Rosa caesia,
wfo-0001009785,Ireland,IRE,IE,native,Crataegus monogyna,
wfo-0001011707,Ireland,IRE,IE,native,Rosa canina,
wfo-0001013445,Ireland,IRE,IE,native,Alchemilla vulgaris,
wfo-0001014237,Ireland,IRE,IE,native,Sorbus scannelliana,
wfo-0001015888,Ireland,IRE,IE,native,Sanguisorba minor,
wfo-0001016086,Ireland,IRE,IE,native,Sorbus hibernica,
wfo-0001016281,Ireland,IRE,IE,native,Sorbus devoniensis,
wfo-0001016374,Ireland,IRE,IE,native,Rubus saxatilis,
wfo-0001016475,Ireland,IRE,IE,native,Malus sylvestris,
wfo-0001016615,Ireland,IRE,IE,native,Potentilla anserina,
wfo-0001016729,Ireland,IRE,IE,native,Sorbus anglica,
wfo-0001017376,Ireland,IRE,IE,native,Potentilla anglica,
wfo-0001018829,Ireland,IRE,IE,native,Rosa obtusifolia,
wfo-0001021850,Ireland,IRE,IE,native,Hyoscyamus niger,
wfo-0001027661,Ireland,IRE,IE,native,Solanum dulcamara,
wfo-0001034529,Ireland,IRE,IE,native,Euphrasia pseudokerneri,
wfo-0001068458,Ireland,IRE,IE,native,Crithmum maritimum,
wfo-0001069891,Ireland,IRE,IE,native,Lamiastrum galeobdolon subsp. montanum,
wfo-0001107220,Ireland,IRE,IE,native,Asplenium onopteris,
wfo-0001107233,Ireland,IRE,IE,native,Athyrium filix-femina,
wfo-0001107261,Ireland,IRE,IE,native,Cryptogramma crispa,
wfo-0001107276,Ireland,IRE,IE,native,Cystopteris fragilis,
wfo-0001107298,Ireland,IRE,IE,native,Dryopteris carthusiana,
wfo-0001107317,Ireland,IRE,IE,native,Gymnocarpium dryopteris,
wfo-0001107321,Ireland,IRE,IE,native,Isoetes echinospora,
wfo-0001107341,Ireland,IRE,IE,native,Lycopodium clavatum,
wfo-0001107393,Ireland,IRE,IE,native,Polypodium interjectum,
wfo-0001107395,Ireland,IRE,IE,native,Polypodium vulgare,
wfo-0001107397,Ireland,IRE,IE,native,Polystichum setiferum,
wfo-0001107402,Ireland,IRE,IE,native,Pteridium aquilinum,
wfo-0001107441,Ireland,IRE,IE,native,Thelypteris palustris,
wfo-0001107541,Ireland,IRE,IE,native,Hymenophyllum tunbrigense,
wfo-0001108092,Ireland,IRE,IE,native,Asplenium cuneatum,
wfo-0001108304,Ireland,IRE,IE,native,Dryopteris dilatata,
wfo-0001108914,Ireland,IRE,IE,native,Equisetum arvense,
wfo-0001108916,Ireland,IRE,IE,native,Equisetum fluviatile,
wfo-0001108921,Ireland,IRE,IE,native,Equisetum palustre,
wfo-0001108922,Ireland,IRE,IE,native,Equisetum pratense,
wfo-0001108924,Ireland,IRE,IE,native,Equisetum sylvaticum,
wfo-0001108925,Ireland,IRE,IE,native,Equisetum telmateia,
wfo-0001108927,Ireland,IRE,IE,native,Equisetum variegatum,
wfo-0001108956,Ireland,IRE,IE,native,Isoetes lacustris,
wfo-0001109043,Ireland,IRE,IE,native,Ophioglossum vulgatum,
wfo-0001109054,Ireland,IRE,IE,native,Botrychium lunaria,
wfo-0001109067,Ireland,IRE,IE,native,Osmunda regalis,
wfo-0001109081,Ireland,IRE,IE,native,Dryopteris filix-mas,
wfo-0001109141,Ireland,IRE,IE,native,Gymnocarpium robertianum,
wfo-0001109272,Ireland,IRE,IE,native,Polystichum lonchitis,
wfo-0001109303,Ireland,IRE,IE,native,Asplenium adiantum-nigrum,
wfo-0001109353,Ireland,IRE,IE,native,Asplenium ruta-muraria,
wfo-0001109358,Ireland,IRE,IE,native,Asplenium septentrionale,
wfo-0001109364,Ireland,IRE,IE,native,Asplenium trichomanes,
wfo-0001109421,Ireland,IRE,IE,native,Thelypteris limbosperma,
wfo-0001109433,Ireland,IRE,IE,native,Thelypteris phegopteris,
wfo-0001109469,Ireland,IRE,IE,native,Adiantum capillus-veneris,
wfo-0001109866,Ireland,IRE,IE,native,Asplenium viride,
wfo-0001110254,Ireland,IRE,IE,native,Huperzia selago,
wfo-0001110391,Ireland,IRE,IE,native,Asplenium scolopendrium,
wfo-0001111175,Ireland,IRE,IE,native,Diphasiastrum alpinum,
wfo-0001111177,Ireland,IRE,IE,native,Lycopodiella inundata,
wfo-0001111832,Ireland,IRE,IE,native,Polypodium australe,
wfo-0001113332,Ireland,IRE,IE,native,Asplenium marinum,
wfo-0001114328,Ireland,IRE,IE,native,Dryopteris affinis,
wfo-0001115752,Ireland,IRE,IE,native,Dryopteris aemula,
wfo-0001115769,Ireland,IRE,IE,native,Dryopteris oreades,
wfo-0001115841,Ireland,IRE,IE,native,Asplenium ceterach,
wfo-0001115866,Ireland,IRE,IE,native,Ophioglossum azoricum,
wfo-0001116375,Ireland,IRE,IE,native,Hymenophyllum wilsonii,
wfo-0001116379,Ireland,IRE,IE,native,Trichomanes speciosum,
wfo-0001117161,Ireland,IRE,IE,native,Equisetum ×moorei,
wfo-0001117167,Ireland,IRE,IE,native,Equisetum ×trachyodon,
wfo-0001118473,Ireland,IRE,IE,native,Pilularia globulifera,
wfo-0001118733,Ireland,IRE,IE,native,Selaginella selaginoides,
wfo-0001119112,Ireland,IRE,IE,native,Blechnum spicant,
wfo-0001128963,Ireland,IRE,IE,native,Pyrola rotundifolia var. rotundifolia,
wfo-0001136528,Ireland,IRE,IE,native,Euphrasia arctica,
wfo-0001136626,Ireland,IRE,IE,native,Melampyrum pratense,
wfo-0001136632,Ireland,IRE,IE,native,Odontites verna,
wfo-0001136770,Ireland,IRE,IE,native,Euphrasia nemorosa,
wfo-0001136916,Ireland,IRE,IE,native,Parentucellia viscosa,
wfo-0001137331,Ireland,IRE,IE,native,Euphrasia rostkoviana,
wfo-0001137335,Ireland,IRE,IE,native,Euphrasia salisburgensis,
wfo-0001138516,Ireland,IRE,IE,native,Euphrasia frigida,
wfo-0001138643,Ireland,IRE,IE,native,Euphrasia micrantha,
wfo-0001138665,Ireland,IRE,IE,native,Euphrasia scottica,
wfo-0001182045,Ireland,IRE,IE,native,Fontinalis antipyretica,
wfo-0001225452,Ireland,IRE,IE,native,Asplenium obovatum,
wfo-0001239724,Ireland,IRE,IE,native,Polystichum aculeatum,
wfo-0001245653,Ireland,IRE,IE,native,Euphrasia tetraquetra,
wfo-0001257557,Ireland,IRE,IE,native,Euphrasia anglica,
wfo-0001273297,Ireland,IRE,IE,native,Silene alba,
wfo-0001275476,Ireland,IRE,IE,native,Cornus sanguinea,
wfo-0001296633,Ireland,IRE,IE,native,Convolvulus arvensis,
wfo-0001296723,Ireland,IRE,IE,native,Calystegia sepium,
wfo-0001298858,Ireland,IRE,IE,native,Calystegia soldanella,
wfo-0000755744,Ireland,IRE,IE,native or possibly introduced,Allium babingtonii,
wfo-0000843693,Ireland,IRE,IE,native or possibly introduced,Agrostis gigantea,
wfo-0000059157,Ireland,IRE,IE,Possibly introduced,Picris echioides,
wfo-0000241235,Ireland,IRE,IE,Possibly introduced,Mentha pulegium,
wfo-0000241769,Ireland,IRE,IE,Possibly introduced,Mercurialis perennis,
wfo-0000385083,Ireland,IRE,IE,Possibly introduced,Oenanthe pimpinelloides,
wfo-0000404086,Ireland,IRE,IE,Possibly introduced,Rumex pulcher,
wfo-0000425778,Ireland,IRE,IE,Possibly introduced,Veronica hederifolia,
wfo-0000432219,Ireland,IRE,IE,Possibly introduced,Symphytum officinale,
wfo-0000441062,Ireland,IRE,IE,Possibly introduced,Sedum telephium,
wfo-0000446438,Ireland,IRE,IE,Possibly introduced,Linaria vulgaris,
wfo-0000449636,Ireland,IRE,IE,Possibly introduced,Malva sylvestris,
wfo-0000451121,Ireland,IRE,IE,Possibly introduced,Misopates orontium,
wfo-0000541607,Ireland,IRE,IE,Possibly introduced,Aquilegia vulgaris,
wfo-0000556421,Ireland,IRE,IE,Possibly introduced,Atriplex patula,
wfo-0000585589,Ireland,IRE,IE,Possibly introduced,Capsella bursa-pastoris,
wfo-0000617964,Ireland,IRE,IE,Possibly introduced,Conium maculatum,
wfo-0000651022,Ireland,IRE,IE,Possibly introduced,Dipsacus fullonum,
wfo-0000673518,Ireland,IRE,IE,Possibly introduced,Erica vagans,
wfo-0000683092,Ireland,IRE,IE,Possibly introduced,Leucojum aestivum,
wfo-0000685786,Ireland,IRE,IE,Possibly introduced,Fallopia convolvulus,
wfo-0000700368,Ireland,IRE,IE,Possibly introduced,Geranium dissectum,
wfo-0000701108,Ireland,IRE,IE,Possibly introduced,Geranium pratense,
wfo-0000701157,Ireland,IRE,IE,Possibly introduced,Geranium pusillum,
wfo-0000725040,Ireland,IRE,IE,Possibly introduced,Hottonia palustris,
wfo-0000727741,Ireland,IRE,IE,Possibly introduced,Hypericum hirsutum,
wfo-0000757278,Ireland,IRE,IE,Possibly introduced,Allium schoenoprasum,
wfo-0000832288,Ireland,IRE,IE,Possibly introduced,Ceratophyllum submersum,
wfo-0000847873,Ireland,IRE,IE,Possibly introduced,Anisantha sterilis,
wfo-0000874641,Ireland,IRE,IE,Possibly introduced,Hordelymus europaeus,
wfo-0000878503,Ireland,IRE,IE,Possibly introduced,Lolium temulentum,
wfo-0000893068,Ireland,IRE,IE,Possibly introduced,Poa nemoralis,
wfo-0000929085,Ireland,IRE,IE,Possibly introduced,Salix alba,
wfo-0000929571,Ireland,IRE,IE,Possibly introduced,Salix triandra,
wfo-0000930408,Ireland,IRE,IE,Possibly introduced,Salix purpurea,
wfo-0000962471,Ireland,IRE,IE,Possibly introduced,Euphorbia helioscopia,
wfo-0000963920,Ireland,IRE,IE,Possibly introduced,Euphorbia peplus,
wfo-0000967942,Ireland,IRE,IE,Possibly introduced,Galeopsis angustifolia,
wfo-0000968061,Ireland,IRE,IE,Possibly introduced,Galeopsis tetrahit,
wfo-0000999867,Ireland,IRE,IE,Possibly introduced,Filipendula vulgaris,
wfo-0001100871,Ireland,IRE,IE,Possibly introduced,Persicaria lapathifolia,
wfo-0001295682,Ireland,IRE,IE,Possibly introduced,Hypericum canadense,
wfo-0001296657,Ireland,IRE,IE,Possibly introduced,Cuscuta epithymum,
wfo-0000363872,Ireland,IRE,IE,Possibly native,Linum bienne,
wfo-0000683378,Ireland,IRE,IE,Possibly native,Luronium natans,
wfo-0000928297,Ireland,IRE,IE,Possibly native,Populus nigra,
wfo-0001019409,Ireland,IRE,IE,Possibly/probably introduced,Atropa bella-donna,
wfo-0000367646,Ireland,IRE,IE,Possibly introduced,Lepidium coronopus,
wfo-0000076006,Ireland,IRE,IE,Probably introduced,Matricaria perforata,
wfo-0000222440,Ireland,IRE,IE,Probably introduced,Lamium amplexicaule,
wfo-0000222554,Ireland,IRE,IE,Probably introduced,Lamium hybridum,
wfo-0000222642,Ireland,IRE,IE,Probably introduced,Lamium purpureum,
wfo-0000358409,Ireland,IRE,IE,Probably introduced,Lepidium latifolium,
wfo-0000362186,Ireland,IRE,IE,Probably introduced,Lithospermum arvense,
wfo-0000387593,Ireland,IRE,IE,Probably introduced,Orobanche minor,
wfo-0000416948,Ireland,IRE,IE,Probably introduced,Urtica urens,
wfo-0000426676,Ireland,IRE,IE,Probably introduced,Viola arvensis,
wfo-0000432010,Ireland,IRE,IE,Probably introduced,Sisymbrium officinale,
wfo-0000432651,Ireland,IRE,IE,Probably introduced,Sinapis arvensis,
wfo-0000480422,Ireland,IRE,IE,Probably introduced,Papaver dubium,
wfo-0000481006,Ireland,IRE,IE,Probably introduced,Papaver rhoeas,
wfo-0000529011,Ireland,IRE,IE,Probably introduced,Althaea officinalis,
wfo-0000533553,Ireland,IRE,IE,Probably introduced,Anchusa arvensis,
wfo-0000669712,Ireland,IRE,IE,Probably introduced,Epilobium roseum,
wfo-0000671674,Ireland,IRE,IE,Probably introduced,Erica ciliaris,
wfo-0000671969,Ireland,IRE,IE,Probably introduced,Erica erigena,
wfo-0000776221,Ireland,IRE,IE,Probably introduced,Juncus compressus,
wfo-0000996176,Ireland,IRE,IE,Probably introduced,Sorbus aria,
wfo-0000929897,Ireland,IRE,IE,Probably native,Salix myrsinifolia,
