WFOID,identifier,taxon,vernacularName,preferredName,source,language,countryCode,uri
wfo-0000350744,773,Carex riparia,Greater pond-sedge,1,,en,IE,
wfo-0000350803,775,Carex rostrata,Bottle sedge,1,,en,IE,
wfo-0000351203,777,Carex serotina,Small-fruited yellow-sedge,1,,en,IE,
wfo-0000351440,779,Carex spicata,Spiked sedge,1,,en,IE,
wfo-0000351662,781,Carex strigosa,Thin-spiked wood-sedge,1,,en,IE,
wfo-0000351794,783,Carex sylvatica,Wood sedge,1,,en,IE,
wfo-0000352391,785,Carex vesicaria,Bladder-sedge,1,,en,IE,
wfo-0000130786,787,Carlina vulgaris,Carline thistle,1,,en,IE,
wfo-0000804581,789,Carpinus betulus,Hornbeam,1,,en,IE,
wfo-0000588460,792,Carum carvi,Caraway,1,,en,IE,
wfo-0000588692,798,Carum verticillatum,Whorled caraway,1,,en,IE,
wfo-0000812271,800,Castanea sativa,Spanish chestnut,1,,en,IE,
wfo-0000812271,801,Castanea sativa,Sweet chestnut,0,,en,IE,
wfo-0000858385,804,Catabrosa aquatica,Whorl-grass,1,,en,IE,
wfo-0000858498,808,Catapodium marinum,Sea fern-grass,1,,en,IE,
wfo-0000858509,811,Catapodium rigidum,Fern-grass,1,,en,IE,
wfo-0000008997,814,Centaurea cyanus,Cornflower,1,,en,IE,
wfo-0000008997,815,Centaurea cyanus,Corn bluebottle,0,,en,IE,
wfo-0000057027,821,Centaurea nigra,Common knapweed,1,,en,IE,
wfo-0000057027,822,Centaurea nigra,Black heads,0,,en,IE,
wfo-0000057027,823,Centaurea nigra,Blackhead,0,,en,IE,
wfo-0000057027,824,Centaurea nigra,Stickybacks,0,,en,IE,
wfo-0000057027,825,Centaurea nigra,Bachelor’s buttons,0,,en,IE,
wfo-0000057027,826,Centaurea nigra,Black knapweed,0,,en,IE,
wfo-0000057027,827,Centaurea nigra,Hardheads,0,,en,IE,
wfo-0000013986,840,Centaurea scabiosa,Greater knapweed,1,,en,IE,
wfo-0000593916,842,Centaurium erythraea,Common centaury,1,,en,IE,
wfo-0000593916,843,Centaurium erythraea,Santry,0,,en,IE,
wfo-0000593916,844,Centaurium erythraea,Dramwe na murrough,0,,en,IE,
wfo-0000593916,845,Centaurium erythraea,Feverwort,0,,en,IE,
wfo-0000593969,853,Centaurium littorale,Seaside centaury,1,,en,IE,
wfo-0000594018,856,Centaurium pulchellum,Lesser centaury,1,,en,IE,
wfo-0000594324,858,Centranthus ruber,Red valerian,1,,en,IE,
wfo-0000594324,860,Centranthus ruber,Slán iomaire,1,,en,IE,
wfo-0000829212,861,Cephalanthera longifolia,Narrow-leaved helleborine,1,,en,IE,
wfo-0000595158,683,Cerastium arvense,Field mouse-ear,1,,en,IE,
wfo-0000595487,865,Cerastium diffusum,Sea mouse-ear,1,,en,IE,
wfo-0000595550,867,Cerastium fontanum,Common mouse-ear,1,,en,IE,
wfo-0000595550,868,Cerastium fontanum,Common mouse-ear chickweed,0,,en,IE,
wfo-0000595603,873,Cerastium glomeratum,Sticky mouse-ear,1,,en,IE,
wfo-0000596122,875,Cerastium semidecandrum,Little mouse-ear,1,,en,IE,
wfo-0000596336,877,Ceratocapnos claviculata,Climbing corydalis,1,,en,IE,
wfo-0000831785,879,Ceratophyllum demersum,Rigid hornwort,1,,en,IE,
wfo-0000832288,881,Ceratophyllum submersum,Soft hornwort,1,,en,IE,
wfo-0000599113,882,Chaerophyllum temulum,Chervil,1,,en,IE,
wfo-0000599113,883,Chaerophyllum temulum,Rough chervil,0,,en,IE,
wfo-0000005006,886,Chamaemelum nobile,Chamomile,1,,en,IE,
wfo-0000600195,892,Cheiranthus ×cheiri,Wallflower,1,,en,IE,
wfo-0000600655,895,Chelidonium majus,Greater celandine,1,,en,IE,
wfo-0000600897,901,Chenopodium album,Fat hen,1,,en,IE,
wfo-0000600897,902,Chenopodium album,White goosefoot,0,,en,IE,
wfo-0000600897,903,Chenopodium album,Lamb’s quarters,0,,en,IE,
wfo-0000600897,904,Chenopodium album,Dungweed,0,,en,IE,
wfo-0000600897,905,Chenopodium album,Muckweed,0,,en,IE,
wfo-0000600897,906,Chenopodium album,Dirtweed,0,,en,IE,
wfo-0000600897,907,Chenopodium album,Miles,0,,en,IE,
wfo-0000601122,913,Chenopodium bonus-henricus,Good King Henry,1,,en,IE,
wfo-0000601122,914,Chenopodium bonus-henricus,All-good,0,,en,IE,
wfo-0000601122,915,Chenopodium bonus-henricus,Mercury,0,,en,IE,
wfo-0000601534,917,Chenopodium murale,Nettle-leaved goosefoot,1,,en,IE,
wfo-0000601534,918,Chenopodium murale,Sowbane,0,,en,IE,
wfo-0000601735,922,Chenopodium rubrum,Red goosefoot,1,,en,IE,
wfo-0000601735,923,Chenopodium rubrum,Blonagán dearg,0,,en,IE,
wfo-0000601735,924,Chenopodium rubrum,Lus coise gé (dearg),0,,en,IE,
wfo-0000093001,925,Chrysanthemum leucanthemum,Ox-eye daisy,0,,en,IE,
wfo-0000093001,926,Chrysanthemum leucanthemum,Dog daisy,0,,en,IE,
wfo-0000093001,927,Chrysanthemum leucanthemum,White may,0,,en,IE,
wfo-0000093001,928,Chrysanthemum leucanthemum,Bishop’s-posy,0,,en,IE,
wfo-0000093001,929,Chrysanthemum leucanthemum,Espibawn,0,,en,IE,
wfo-0000093001,930,Chrysanthemum leucanthemum,Moon-daisy,0,,en,IE,
wfo-0000093001,931,Chrysanthemum leucanthemum,Marguerite,0,,en,IE,
wfo-0000006741,939,Chrysanthemum segetum,Corn marigold,1,,en,IE,
wfo-0000006741,940,Chrysanthemum segetum,Mogue tobin,0,,en,IE,
wfo-0000006741,941,Chrysanthemum segetum,Geal gowan,0,,en,IE,
